CookerStat, GenerateAssetRegistry=315.833435, Initialize=316.074493, GetCookedIniVersionStrings=0.045665, CacheIniVersionStringsMap=0.004981, GetCurrentIniVersionStrings=13.794955, IniSettingsOutOfDate=35.607559, InitializeSandbox=24.532846, SavingAssetRegistry=1115.333496, RunGuid=RunID5B4B87EE4009F9D086808BAC1CD8FA95
../../../Engine/Content/MobileResources/HUD/VirtualJoystick_Thumb.uasset, AllOfLoadPackage_Duration=2.659347ms, AllOfLoadPackage_HitCount=257, ResolveRedirectors_Duration=6841.604479ms, ResolveRedirectors_HitCount=257, CacheForCookedPlatformData_Duration=11.939019ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=3.918879ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=18.093850ms, SavePackageCacheForCookedPlatformData_HitCount=164, SaveCookedPackage_Duration=1493.483771ms, SaveCookedPackage_HitCount=163, RunGuid=RunID5B4B87EE4009F9D086808BAC1CD8FA95
SavePackageTransactionIdA2C1370441ED39B1A11C92AA7481F709_0, Filename=C:/Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Saved/Cooked/WindowsNoEditor/Engine/Content/MobileResources/HUD/VirtualJoystick_Thumb.uasset, FlushAsyncLoading=0.007749, FlushStreamingFunc=0.001661, BlockTillAllRequestsFinished=0.021033, ResetLoadersForSaveUnMarkAllObjects=0.083856, TagPackageExports=0.030722, BeginCacheForCookedPlatformData=0.001937, SerializeImports=0.048153, GatherLocalizableTextData=0.002217, MarkNames=0.003599, SerializeSummary=0.010516, SerializeNames=0.019647, SerializeGatherableTextData=0.001386, BuildExportMap=0.010241, SortExportsNonSeekfree=0.004150, SortExportsSeekfreeConstructor=0.074171, SortExportsSeekfreeInner=0.143915, SortExportsSeekfree=0.001937, BuildDependencyMap=0.007749, SerializeImportMap=0.002768, SerializeExportMap=0.001106, SerializeDependencyMap=0.001106, SerializeStringAssetReferenceMap=0.000831, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.010796, SerializeExports=0.040680, SerializeBulkData=0.010796, AsyncWrite=0.060610, UnaccountedTime=0.138931, RunGuid=RunID5B4B87EE4009F9D086808BAC1CD8FA95
SavePackageTransactionIdA2C1370441ED39B1A11C92AA7481F709_1, Filename=C:/Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Saved/Cooked/WindowsNoEditor/Engine/Content/EditorResources/S_Actor.uasset, FlushAsyncLoading=0.004705, FlushStreamingFunc=0.001106, BlockTillAllRequestsFinished=0.001386, ResetLoadersForSaveUnMarkAllObjects=0.061437, TagPackageExports=0.064760, BeginCacheForCookedPlatformData=0.002768, SerializeImports=0.043172, GatherLocalizableTextData=0.001661, MarkNames=0.001937, SerializeSummary=0.008855, SerializeNames=0.014670, SerializeGatherableTextData=0.001106, BuildExportMap=0.008855, SortExportsNonSeekfree=0.002492, SortExportsSeekfreeConstructor=0.008024, SortExportsSeekfreeInner=0.161074, SortExportsSeekfree=0.001382, BuildDependencyMap=0.005815, SerializeImportMap=0.001386, SerializeExportMap=0.001106, SerializeDependencyMap=0.000831, SerializeStringAssetReferenceMap=0.000831, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.008579, SerializeExports=0.033211, SerializeBulkData=0.016328, AsyncWrite=0.074171, UnaccountedTime=0.136718, RunGuid=RunID5B4B87EE4009F9D086808BAC1CD8FA95
SavePackageTransactionIdA2C1370441ED39B1A11C92AA7481F709_2, Filename=C:/Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineFonts/Roboto.uasset, FlushAsyncLoading=0.006918, FlushStreamingFunc=0.001386, BlockTillAllRequestsFinished=0.003044, ResetLoadersForSaveUnMarkAllObjects=0.084687, TagPackageExports=0.022694, BeginCacheForCookedPlatformData=0.001937, SerializeImports=0.042897, GatherLocalizableTextData=0.001386, MarkNames=0.002768, SerializeSummary=0.005256, SerializeNames=0.023250, SerializeGatherableTextData=0.000827, BuildExportMap=0.008583, SortExportsNonSeekfree=0.014391, SortExportsSeekfreeConstructor=0.005532, SortExportsSeekfreeInner=0.140596, SortExportsSeekfree=0.001658, BuildDependencyMap=0.006091, SerializeImportMap=0.008855, SerializeExportMap=0.003323, SerializeDependencyMap=0.001106, SerializeStringAssetReferenceMap=0.000555, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.006918, SerializeExports=3.810667, SerializeBulkData=29.832191, AsyncWrite=0.206459, UnaccountedTime=0.127032, RunGuid=RunID5B4B87EE4009F9D086808BAC1CD8FA95
SavePackageTransactionIdA2C1370441ED39B1A11C92AA7481F709_3, Filename=C:/Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineMaterials/Widget3DPassThrough_Translucent.uasset, FlushAsyncLoading=0.005811, FlushStreamingFunc=0.001386, BlockTillAllRequestsFinished=0.002213, ResetLoadersForSaveUnMarkAllObjects=0.091605, TagPackageExports=0.009131, BeginCacheForCookedPlatformData=0.001661, SerializeImports=0.029612, GatherLocalizableTextData=0.001386, MarkNames=0.003595, SerializeSummary=0.006646, SerializeNames=0.020202, SerializeGatherableTextData=0.000831, BuildExportMap=0.010792, SortExportsNonSeekfree=0.002768, SortExportsSeekfreeConstructor=0.006642, SortExportsSeekfreeInner=0.304155, SortExportsSeekfree=0.001937, BuildDependencyMap=0.006091, SerializeImportMap=0.001386, SerializeExportMap=0.000831, SerializeDependencyMap=0.001106, SerializeStringAssetReferenceMap=0.000831, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.007197, SerializeExports=0.009961, SerializeBulkData=0.002768, AsyncWrite=0.047322, UnaccountedTime=0.095759, RunGuid=RunID5B4B87EE4009F9D086808BAC1CD8FA95
SavePackageTransactionIdA2C1370441ED39B1A11C92AA7481F709_4, Filename=C:/Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineMaterials/Widget3DPassThrough.uasset, FlushAsyncLoading=0.004154, FlushStreamingFunc=0.000827, BlockTillAllRequestsFinished=0.001386, ResetLoadersForSaveUnMarkAllObjects=0.143636, TagPackageExports=0.370853, BeginCacheForCookedPlatformData=0.006091, SerializeImports=0.792079, GatherLocalizableTextData=0.002768, MarkNames=0.020202, SerializeSummary=0.012178, SerializeNames=0.121772, SerializeGatherableTextData=0.002213, BuildExportMap=0.065591, SortExportsNonSeekfree=0.091884, SortExportsSeekfreeConstructor=0.010241, SortExportsSeekfreeInner=0.987746, SortExportsSeekfree=0.001937, BuildDependencyMap=0.017989, SerializeImportMap=0.003874, SerializeExportMap=0.004981, SerializeDependencyMap=0.002492, SerializeStringAssetReferenceMap=0.001106, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.011902, SerializeExports=0.304986, SerializeBulkData=0.004150, AsyncWrite=0.081368, UnaccountedTime=0.111256, RunGuid=RunID5B4B87EE4009F9D086808BAC1CD8FA95
SavePackageTransactionIdA2C1370441ED39B1A11C92AA7481F709_5, Filename=C:/Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Saved/Cooked/WindowsNoEditor/Engine/Content/Functions/Engine_MaterialFunctions01/Texturing/ScaleUVsByCenter.uasset, FlushAsyncLoading=0.005811, FlushStreamingFunc=0.001661, BlockTillAllRequestsFinished=0.002768, ResetLoadersForSaveUnMarkAllObjects=0.079982, TagPackageExports=0.086073, BeginCacheForCookedPlatformData=0.002488, SerializeImports=0.181556, GatherLocalizableTextData=0.001658, MarkNames=0.007197, SerializeSummary=0.005811, SerializeNames=0.045113, SerializeGatherableTextData=0.000827, BuildExportMap=0.032384, SortExportsNonSeekfree=0.044554, SortExportsSeekfreeConstructor=0.006091, SortExportsSeekfreeInner=0.293639, SortExportsSeekfree=0.001661, BuildDependencyMap=0.011899, SerializeImportMap=0.002213, SerializeExportMap=0.003319, SerializeDependencyMap=0.001382, SerializeStringAssetReferenceMap=0.000831, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.005260, SerializeExports=0.077769, SerializeBulkData=0.002768, AsyncWrite=0.046220, UnaccountedTime=0.125647, RunGuid=RunID5B4B87EE4009F9D086808BAC1CD8FA95
SavePackageTransactionIdA2C1370441ED39B1A11C92AA7481F709_6, Filename=C:/Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Saved/Cooked/WindowsNoEditor/Engine/Content/Functions/Engine_MaterialFunctions02/Utility/BreakOutFloat2Components.uasset, FlushAsyncLoading=0.005532, FlushStreamingFunc=0.001386, BlockTillAllRequestsFinished=0.001937, ResetLoadersForSaveUnMarkAllObjects=0.092436, TagPackageExports=0.073895, BeginCacheForCookedPlatformData=0.003599, SerializeImports=0.127308, GatherLocalizableTextData=0.002488, MarkNames=0.005536, SerializeSummary=0.008304, SerializeNames=0.041515, SerializeGatherableTextData=0.001658, BuildExportMap=0.020482, SortExportsNonSeekfree=0.026844, SortExportsSeekfreeConstructor=0.010241, SortExportsSeekfreeInner=0.300005, SortExportsSeekfree=0.002213, BuildDependencyMap=0.010241, SerializeImportMap=0.002768, SerializeExportMap=0.003044, SerializeDependencyMap=0.002492, SerializeStringAssetReferenceMap=0.001382, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.010796, SerializeExports=0.061437, SerializeBulkData=0.004154, AsyncWrite=0.070572, UnaccountedTime=0.122603, RunGuid=RunID5B4B87EE4009F9D086808BAC1CD8FA95
SavePackageTransactionIdA2C1370441ED39B1A11C92AA7481F709_7, Filename=C:/Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Saved/Cooked/WindowsNoEditor/Engine/Content/Functions/Engine_MaterialFunctions02/ScreenResolution.uasset, FlushAsyncLoading=0.005260, FlushStreamingFunc=0.001382, BlockTillAllRequestsFinished=0.001937, ResetLoadersForSaveUnMarkAllObjects=0.129245, TagPackageExports=0.028782, BeginCacheForCookedPlatformData=0.001941, SerializeImports=0.058670, GatherLocalizableTextData=0.001386, MarkNames=0.003319, SerializeSummary=0.006091, SerializeNames=0.026569, SerializeGatherableTextData=0.001382, BuildExportMap=0.016052, SortExportsNonSeekfree=0.011072, SortExportsSeekfreeConstructor=0.006087, SortExportsSeekfreeInner=0.216980, SortExportsSeekfree=0.001937, BuildDependencyMap=0.009961, SerializeImportMap=0.002213, SerializeExportMap=0.002492, SerializeDependencyMap=0.001661, SerializeStringAssetReferenceMap=0.001106, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.010516, SerializeExports=0.045389, SerializeBulkData=0.003874, AsyncWrite=0.071403, UnaccountedTime=0.097696, RunGuid=RunID5B4B87EE4009F9D086808BAC1CD8FA95
SavePackageTransactionIdA2C1370441ED39B1A11C92AA7481F709_8, Filename=C:/Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Saved/Cooked/WindowsNoEditor/Engine/Content/Functions/Engine_MaterialFunctions02/Texturing/ScreenAlignedUVs.uasset, FlushAsyncLoading=0.006087, FlushStreamingFunc=0.001937, BlockTillAllRequestsFinished=0.001661, ResetLoadersForSaveUnMarkAllObjects=0.143915, TagPackageExports=0.178508, BeginCacheForCookedPlatformData=0.003595, SerializeImports=0.458866, GatherLocalizableTextData=0.003044, MarkNames=0.015497, SerializeSummary=0.010516, SerializeNames=0.079982, SerializeGatherableTextData=0.001937, BuildExportMap=0.104893, SortExportsNonSeekfree=0.205353, SortExportsSeekfreeConstructor=0.011623, SortExportsSeekfreeInner=0.766616, SortExportsSeekfree=0.002768, BuildDependencyMap=0.025738, SerializeImportMap=0.005256, SerializeExportMap=0.009410, SerializeDependencyMap=0.004150, SerializeStringAssetReferenceMap=0.001661, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.018820, SerializeExports=0.458032, SerializeBulkData=0.006367, AsyncWrite=0.077769, UnaccountedTime=0.092991, RunGuid=RunID5B4B87EE4009F9D086808BAC1CD8FA95
SavePackageTransactionIdA2C1370441ED39B1A11C92AA7481F709_9, Filename=C:/Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineResources/WhiteSquareTexture.uasset, FlushAsyncLoading=0.005811, FlushStreamingFunc=0.001661, BlockTillAllRequestsFinished=0.002768, ResetLoadersForSaveUnMarkAllObjects=0.088837, TagPackageExports=0.030722, BeginCacheForCookedPlatformData=0.001937, SerializeImports=0.034869, GatherLocalizableTextData=0.001106, MarkNames=0.001937, SerializeSummary=0.006367, SerializeNames=0.010241, SerializeGatherableTextData=0.000831, BuildExportMap=0.007194, SortExportsNonSeekfree=0.002492, SortExportsSeekfreeConstructor=0.006642, SortExportsSeekfreeInner=0.138380, SortExportsSeekfree=0.001106, BuildDependencyMap=0.004705, SerializeImportMap=0.001110, SerializeExportMap=0.001106, SerializeDependencyMap=0.001106, SerializeStringAssetReferenceMap=0.000551, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.004705, SerializeExports=0.026017, SerializeBulkData=0.002488, AsyncWrite=0.043172, UnaccountedTime=0.112917, RunGuid=RunID5B4B87EE4009F9D086808BAC1CD8FA95
SavePackageTransactionIdA2C1370441ED39B1A11C92AA7481F709_10, Filename=C:/Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Saved/Cooked/WindowsNoEditor/Engine/Content/Functions/Engine_MaterialFunctions01/Shading/PowerToRoughness.uasset, FlushAsyncLoading=0.004705, FlushStreamingFunc=0.001106, BlockTillAllRequestsFinished=0.001106, ResetLoadersForSaveUnMarkAllObjects=0.057567, TagPackageExports=0.044007, BeginCacheForCookedPlatformData=0.001937, SerializeImports=0.087455, GatherLocalizableTextData=0.001106, MarkNames=0.004150, SerializeSummary=0.005260, SerializeNames=0.025738, SerializeGatherableTextData=0.000831, BuildExportMap=0.024356, SortExportsNonSeekfree=0.017159, SortExportsSeekfreeConstructor=0.005256, SortExportsSeekfreeInner=0.198711, SortExportsSeekfree=0.001661, BuildDependencyMap=0.007197, SerializeImportMap=0.001661, SerializeExportMap=0.002213, SerializeDependencyMap=0.001106, SerializeStringAssetReferenceMap=0.000551, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.004705, SerializeExports=0.037916, SerializeBulkData=0.002492, AsyncWrite=0.045113, UnaccountedTime=0.117898, RunGuid=RunID5B4B87EE4009F9D086808BAC1CD8FA95
