CookerStat, GenerateAssetRegistry=0.030994, Initialize=0.135057, RunGuid=RunID01C3912C483CF7001E9894BE4EF35E12
SavePackageTransactionId4DEE1BEF456E5A283B3C4A8684FF87AB_0, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/Menus/StartMenu.uasset, AutoPackageBackupDelegate=7.646240, FlushAsyncLoading=0.015777, FlushStreamingFunc=0.074726, BlockTillAllRequestsFinished=0.007749, ResetLoadersForSaveUnMarkAllObjects=0.877317, TagPackageExports=11.958394, BeginCacheForCookedPlatformData=0.003323, SerializeImports=13.895691, GatherLocalizableTextData=79.057579, MarkNames=0.156365, SerializeSummary=0.020206, SerializeNames=0.399914, SerializeGatherableTextData=0.823352, BuildExportMap=0.331555, SortExportsNonSeekfree=3.079198, SortExportsSeekfreeConstructor=0.066973, SortExportsSeekfreeInner=16.517687, SortExportsSeekfree=0.004984, BuildDependencyMap=0.204798, SerializeImportMap=0.026569, SerializeExportMap=0.117343, SerializeDependencyMap=0.029061, SerializeStringAssetReferenceMap=0.003323, SaveThumbNailsAssetRegistryDataWorldLevelInfo=2.423838, SerializeExports=21.388058, SerializeBulkData=0.018820, MoveFile=3.867403, UnaccountedTime=2.695892, RunGuid=RunID01C3912C483CF7001E9894BE4EF35E12
SavePackageTransactionId4DEE1BEF456E5A283B3C4A8684FF87AB_1, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/Menus/StartMenu.uasset, AutoPackageBackupDelegate=3.317762, FlushAsyncLoading=0.003323, FlushStreamingFunc=0.061441, BlockTillAllRequestsFinished=0.005256, ResetLoadersForSaveUnMarkAllObjects=0.228047, TagPackageExports=12.925383, BeginCacheForCookedPlatformData=0.002488, SerializeImports=14.674488, GatherLocalizableTextData=35.461430, MarkNames=0.104338, SerializeSummary=0.014942, SerializeNames=0.321038, SerializeGatherableTextData=0.379436, BuildExportMap=0.290316, SortExportsNonSeekfree=3.121268, SortExportsSeekfreeConstructor=0.049815, SortExportsSeekfreeInner=17.593719, SortExportsSeekfree=0.004705, BuildDependencyMap=0.199266, SerializeImportMap=0.020757, SerializeExportMap=0.134502, SerializeDependencyMap=0.025462, SerializeStringAssetReferenceMap=0.002492, SaveThumbNailsAssetRegistryDataWorldLevelInfo=2.509911, SerializeExports=23.509678, SerializeBulkData=0.006918, MoveFile=4.144162, UnaccountedTime=1.341995, RunGuid=RunID01C3912C483CF7001E9894BE4EF35E12
SavePackageTransactionId4DEE1BEF456E5A283B3C4A8684FF87AB_2, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/Menus/StartMenu.uasset, AutoPackageBackupDelegate=3.289808, FlushAsyncLoading=0.003599, FlushStreamingFunc=0.068083, BlockTillAllRequestsFinished=0.004981, ResetLoadersForSaveUnMarkAllObjects=0.228878, TagPackageExports=13.073169, BeginCacheForCookedPlatformData=0.003044, SerializeImports=15.137225, GatherLocalizableTextData=35.648792, MarkNames=0.101570, SerializeSummary=0.013839, SerializeNames=0.330724, SerializeGatherableTextData=0.364210, BuildExportMap=0.296686, SortExportsNonSeekfree=3.273759, SortExportsSeekfreeConstructor=0.048984, SortExportsSeekfreeInner=17.448702, SortExportsSeekfree=0.004150, BuildDependencyMap=0.194561, SerializeImportMap=0.031829, SerializeExportMap=0.125095, SerializeDependencyMap=0.035699, SerializeStringAssetReferenceMap=0.002768, SaveThumbNailsAssetRegistryDataWorldLevelInfo=2.390627, SerializeExports=23.771767, SerializeBulkData=0.006087, MoveFile=4.304401, UnaccountedTime=1.340058, RunGuid=RunID01C3912C483CF7001E9894BE4EF35E12
SavePackageTransactionId4DEE1BEF456E5A283B3C4A8684FF87AB_3, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/Menus/StartMenu.uasset, AutoPackageBackupDelegate=3.369793, FlushAsyncLoading=0.003044, FlushStreamingFunc=0.111256, BlockTillAllRequestsFinished=0.004429, ResetLoadersForSaveUnMarkAllObjects=0.221405, TagPackageExports=13.284613, BeginCacheForCookedPlatformData=0.003047, SerializeImports=15.197001, GatherLocalizableTextData=35.893173, MarkNames=0.102121, SerializeSummary=0.014391, SerializeNames=0.342902, SerializeGatherableTextData=0.372518, BuildExportMap=0.300556, SortExportsNonSeekfree=3.246360, SortExportsSeekfreeConstructor=0.059780, SortExportsSeekfreeInner=18.015221, SortExportsSeekfree=0.004705, BuildDependencyMap=0.189025, SerializeImportMap=0.022694, SerializeExportMap=0.122603, SerializeDependencyMap=0.024356, SerializeStringAssetReferenceMap=0.002492, SaveThumbNailsAssetRegistryDataWorldLevelInfo=2.491642, SerializeExports=23.778963, SerializeBulkData=0.005811, MoveFile=4.552651, UnaccountedTime=1.414783, RunGuid=RunID01C3912C483CF7001E9894BE4EF35E12
SavePackageTransactionId4DEE1BEF456E5A283B3C4A8684FF87AB_4, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/HappyCursor.uasset, AutoPackageBackupDelegate=6.628055, FlushAsyncLoading=0.005532, FlushStreamingFunc=0.061441, BlockTillAllRequestsFinished=0.006087, ResetLoadersForSaveUnMarkAllObjects=0.246316, TagPackageExports=5.627856, BeginCacheForCookedPlatformData=0.002213, SerializeImports=6.532021, GatherLocalizableTextData=4.781529, MarkNames=0.036810, SerializeSummary=0.013560, SerializeNames=0.205353, SerializeGatherableTextData=0.052862, BuildExportMap=0.116237, SortExportsNonSeekfree=0.597242, SortExportsSeekfreeConstructor=0.050370, SortExportsSeekfreeInner=7.276494, SortExportsSeekfree=0.003874, BuildDependencyMap=0.049818, SerializeImportMap=0.010792, SerializeExportMap=0.032384, SerializeDependencyMap=0.007473, SerializeStringAssetReferenceMap=0.002213, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.733681, SerializeExports=8.234907, SerializeBulkData=0.004981, MoveFile=4.083548, UnaccountedTime=1.326218, RunGuid=RunID01C3912C483CF7001E9894BE4EF35E12
SavePackageTransactionId4DEE1BEF456E5A283B3C4A8684FF87AB_5, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/Menus/StartMenu.uasset, AutoPackageBackupDelegate=7.430926, FlushAsyncLoading=0.012729, FlushStreamingFunc=0.078049, BlockTillAllRequestsFinished=0.006918, ResetLoadersForSaveUnMarkAllObjects=0.345670, TagPackageExports=13.910915, BeginCacheForCookedPlatformData=0.004426, SerializeImports=15.893600, GatherLocalizableTextData=36.039021, MarkNames=0.113197, SerializeSummary=0.017159, SerializeNames=0.325743, SerializeGatherableTextData=0.371128, BuildExportMap=0.322700, SortExportsNonSeekfree=3.315825, SortExportsSeekfreeConstructor=0.061441, SortExportsSeekfreeInner=19.218836, SortExportsSeekfree=0.004705, BuildDependencyMap=0.225559, SerializeImportMap=0.022419, SerializeExportMap=0.122879, SerializeDependencyMap=0.027675, SerializeStringAssetReferenceMap=0.002492, SaveThumbNailsAssetRegistryDataWorldLevelInfo=2.631683, SerializeExports=24.627775, SerializeBulkData=0.008855, MoveFile=4.036501, UnaccountedTime=1.348913, RunGuid=RunID01C3912C483CF7001E9894BE4EF35E12
SavePackageTransactionId4DEE1BEF456E5A283B3C4A8684FF87AB_6, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/Menus/StartMenu.uasset, AutoPackageBackupDelegate=3.437322, FlushAsyncLoading=0.002768, FlushStreamingFunc=0.120390, BlockTillAllRequestsFinished=0.005260, ResetLoadersForSaveUnMarkAllObjects=0.228599, TagPackageExports=13.778344, BeginCacheForCookedPlatformData=0.002768, SerializeImports=15.675519, GatherLocalizableTextData=36.523067, MarkNames=0.126481, SerializeSummary=0.018265, SerializeNames=0.348713, SerializeGatherableTextData=0.397976, BuildExportMap=0.302218, SortExportsNonSeekfree=3.482159, SortExportsSeekfreeConstructor=0.068080, SortExportsSeekfreeInner=19.336458, SortExportsSeekfree=0.004154, BuildDependencyMap=0.205077, SerializeImportMap=0.021588, SerializeExportMap=0.114024, SerializeDependencyMap=0.028230, SerializeStringAssetReferenceMap=0.002768, SaveThumbNailsAssetRegistryDataWorldLevelInfo=2.512954, SerializeExports=24.646872, SerializeBulkData=0.007473, MoveFile=3.991388, UnaccountedTime=1.464598, RunGuid=RunID01C3912C483CF7001E9894BE4EF35E12
SavePackageTransactionId4DEE1BEF456E5A283B3C4A8684FF87AB_7, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/HappyCursor.uasset, AutoPackageBackupDelegate=3.658175, FlushAsyncLoading=0.003319, FlushStreamingFunc=0.107657, BlockTillAllRequestsFinished=0.006642, ResetLoadersForSaveUnMarkAllObjects=0.251852, TagPackageExports=5.587727, BeginCacheForCookedPlatformData=0.002488, SerializeImports=6.600101, GatherLocalizableTextData=4.778210, MarkNames=0.035703, SerializeSummary=0.014115, SerializeNames=0.222787, SerializeGatherableTextData=0.052307, BuildExportMap=0.119008, SortExportsNonSeekfree=0.578143, SortExportsSeekfreeConstructor=0.049263, SortExportsSeekfreeInner=7.283136, SortExportsSeekfree=0.004154, BuildDependencyMap=0.050094, SerializeImportMap=0.011347, SerializeExportMap=0.033211, SerializeDependencyMap=0.006642, SerializeStringAssetReferenceMap=0.001937, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.697982, SerializeExports=8.339796, SerializeBulkData=0.005811, MoveFile=3.793508, UnaccountedTime=1.242913, RunGuid=RunID01C3912C483CF7001E9894BE4EF35E12
SavePackageTransactionId4DEE1BEF456E5A283B3C4A8684FF87AB_8, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/Menus/StartMenu.uasset, AutoPackageBackupDelegate=3.404941, FlushAsyncLoading=0.003044, FlushStreamingFunc=0.119004, BlockTillAllRequestsFinished=0.004705, ResetLoadersForSaveUnMarkAllObjects=0.225835, TagPackageExports=13.703897, BeginCacheForCookedPlatformData=0.003874, SerializeImports=15.925984, GatherLocalizableTextData=36.646225, MarkNames=0.181552, SerializeSummary=0.019372, SerializeNames=0.375561, SerializeGatherableTextData=0.430908, BuildExportMap=0.312183, SortExportsNonSeekfree=3.255770, SortExportsSeekfreeConstructor=0.078045, SortExportsSeekfreeInner=18.655359, SortExportsSeekfree=0.005536, BuildDependencyMap=0.200927, SerializeImportMap=0.022139, SerializeExportMap=0.122327, SerializeDependencyMap=0.028506, SerializeStringAssetReferenceMap=0.002492, SaveThumbNailsAssetRegistryDataWorldLevelInfo=2.477527, SerializeExports=24.075645, SerializeBulkData=0.006642, MoveFile=4.156061, UnaccountedTime=1.422256, RunGuid=RunID01C3912C483CF7001E9894BE4EF35E12
SavePackageTransactionId4DEE1BEF456E5A283B3C4A8684FF87AB_9, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/Menus/StartMenu.uasset, AutoPackageBackupDelegate=3.362875, FlushAsyncLoading=0.003044, FlushStreamingFunc=0.086628, BlockTillAllRequestsFinished=0.005532, ResetLoadersForSaveUnMarkAllObjects=0.237737, TagPackageExports=13.257492, BeginCacheForCookedPlatformData=0.003319, SerializeImports=15.223849, GatherLocalizableTextData=36.764400, MarkNames=0.162732, SerializeSummary=0.029061, SerializeNames=0.349820, SerializeGatherableTextData=0.433125, BuildExportMap=0.323530, SortExportsNonSeekfree=3.204569, SortExportsSeekfreeConstructor=0.061993, SortExportsSeekfreeInner=18.381092, SortExportsSeekfree=0.004984, BuildDependencyMap=0.221957, SerializeImportMap=0.027400, SerializeExportMap=0.123430, SerializeDependencyMap=0.039022, SerializeStringAssetReferenceMap=0.003044, SaveThumbNailsAssetRegistryDataWorldLevelInfo=2.485003, SerializeExports=23.995110, SerializeBulkData=0.006642, MoveFile=4.106246, UnaccountedTime=1.368288, RunGuid=RunID01C3912C483CF7001E9894BE4EF35E12
SavePackageTransactionId4DEE1BEF456E5A283B3C4A8684FF87AB_10, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/HappyCursor.uasset, AutoPackageBackupDelegate=8.748840, FlushAsyncLoading=0.011627, FlushStreamingFunc=0.086624, BlockTillAllRequestsFinished=0.007749, ResetLoadersForSaveUnMarkAllObjects=0.302494, TagPackageExports=5.979612, BeginCacheForCookedPlatformData=0.006087, SerializeImports=6.854166, GatherLocalizableTextData=5.026739, MarkNames=0.041235, SerializeSummary=0.014946, SerializeNames=0.217251, SerializeGatherableTextData=0.048432, BuildExportMap=0.120945, SortExportsNonSeekfree=0.584785, SortExportsSeekfreeConstructor=0.056736, SortExportsSeekfreeInner=7.455282, SortExportsSeekfree=0.004705, BuildDependencyMap=0.056457, SerializeImportMap=0.011347, SerializeExportMap=0.033211, SerializeDependencyMap=0.007197, SerializeStringAssetReferenceMap=0.001937, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.709325, SerializeExports=8.283340, SerializeBulkData=0.006087, MoveFile=3.895909, UnaccountedTime=1.588862, RunGuid=RunID01C3912C483CF7001E9894BE4EF35E12
