CookerStat, GenerateAssetRegistry=0.023801, Initialize=0.119004, RunGuid=RunID363D63E94FD4BCBD5708B19F93D9E81A
SavePackageTransactionIdCB1E750E430325AF27D2DDACC3C1CB65_0, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/GameModes/ThirdPersonGameMode.uasset, AutoPackageBackupDelegate=9.164810, FlushAsyncLoading=0.009410, FlushStreamingFunc=0.067249, BlockTillAllRequestsFinished=0.007752, ResetLoadersForSaveUnMarkAllObjects=0.612460, TagPackageExports=5.985145, BeginCacheForCookedPlatformData=0.002492, SerializeImports=7.012747, GatherLocalizableTextData=4.877563, MarkNames=0.045665, SerializeSummary=0.016607, SerializeNames=0.247974, SerializeGatherableTextData=0.052858, BuildExportMap=0.174358, SortExportsNonSeekfree=0.875104, SortExportsSeekfreeConstructor=0.057567, SortExportsSeekfreeInner=9.831514, SortExportsSeekfree=0.006091, BuildDependencyMap=0.059504, SerializeImportMap=0.017159, SerializeExportMap=0.035975, SerializeDependencyMap=0.008028, SerializeStringAssetReferenceMap=0.002213, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.898629, SerializeExports=8.567013, SerializeBulkData=0.014395, MoveFile=4.321009, UnaccountedTime=1.297161, RunGuid=RunID363D63E94FD4BCBD5708B19F93D9E81A
SavePackageTransactionIdCB1E750E430325AF27D2DDACC3C1CB65_1, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/GameModes/ThirdPersonGameMode.uasset, AutoPackageBackupDelegate=5.813282, FlushAsyncLoading=0.004426, FlushStreamingFunc=0.105999, BlockTillAllRequestsFinished=0.005536, ResetLoadersForSaveUnMarkAllObjects=0.242714, TagPackageExports=6.660987, BeginCacheForCookedPlatformData=0.002492, SerializeImports=7.706299, GatherLocalizableTextData=5.530987, MarkNames=0.045665, SerializeSummary=0.014395, SerializeNames=0.231646, SerializeGatherableTextData=0.061162, BuildExportMap=0.179339, SortExportsNonSeekfree=1.065791, SortExportsSeekfreeConstructor=0.051476, SortExportsSeekfreeInner=11.148881, SortExportsSeekfree=0.004426, BuildDependencyMap=0.061996, SerializeImportMap=0.014946, SerializeExportMap=0.040129, SerializeDependencyMap=0.011902, SerializeStringAssetReferenceMap=0.002488, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.959240, SerializeExports=9.644430, SerializeBulkData=0.005811, MoveFile=4.302189, UnaccountedTime=1.330093, RunGuid=RunID363D63E94FD4BCBD5708B19F93D9E81A
SavePackageTransactionIdCB1E750E430325AF27D2DDACC3C1CB65_2, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/GameModes/ThirdPersonGameMode.uasset, AutoPackageBackupDelegate=5.502485, FlushAsyncLoading=0.002764, FlushStreamingFunc=0.060610, BlockTillAllRequestsFinished=0.004984, ResetLoadersForSaveUnMarkAllObjects=0.263195, TagPackageExports=6.798256, BeginCacheForCookedPlatformData=0.002492, SerializeImports=8.073833, GatherLocalizableTextData=5.676839, MarkNames=0.042342, SerializeSummary=0.012178, SerializeNames=0.250742, SerializeGatherableTextData=0.060335, BuildExportMap=0.194281, SortExportsNonSeekfree=1.090977, SortExportsSeekfreeConstructor=0.049815, SortExportsSeekfreeInner=11.275358, SortExportsSeekfree=0.003874, BuildDependencyMap=0.057288, SerializeImportMap=0.013836, SerializeExportMap=0.054799, SerializeDependencyMap=0.012454, SerializeStringAssetReferenceMap=0.002213, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.941530, SerializeExports=9.443779, SerializeBulkData=0.004429, MoveFile=30.446592, UnaccountedTime=1.265608, RunGuid=RunID363D63E94FD4BCBD5708B19F93D9E81A
SavePackageTransactionIdCB1E750E430325AF27D2DDACC3C1CB65_3, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Maps/MainMenu.umap, AutoPackageBackupDelegate=9.240643, FlushAsyncLoading=0.006363, FlushStreamingFunc=0.053138, BlockTillAllRequestsFinished=0.006367, ResetLoadersForSaveUnMarkAllObjects=75.067574, TagPackageExports=1.580559, BeginCacheForCookedPlatformData=0.002492, SerializeImports=2.317008, GatherLocalizableTextData=2.009809, MarkNames=0.026569, SerializeSummary=0.012454, SerializeNames=0.245210, SerializeGatherableTextData=0.008855, BuildExportMap=0.109874, SortExportsNonSeekfree=0.210889, SortExportsSeekfreeConstructor=0.045940, SortExportsSeekfreeInner=6.143175, SortExportsSeekfree=0.006367, BuildDependencyMap=0.037361, SerializeImportMap=0.019927, SerializeExportMap=0.020482, SerializeDependencyMap=0.009131, SerializeStringAssetReferenceMap=0.002492, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.609972, SerializeExports=3.915004, SerializeBulkData=0.013009, MoveFile=5.130797, UnaccountedTime=1.359429, RunGuid=RunID363D63E94FD4BCBD5708B19F93D9E81A
SavePackageTransactionIdCB1E750E430325AF27D2DDACC3C1CB65_4, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/GameModes/ThirdPersonGameMode.uasset, AutoPackageBackupDelegate=5.693168, FlushAsyncLoading=0.003044, FlushStreamingFunc=0.082199, BlockTillAllRequestsFinished=0.004426, ResetLoadersForSaveUnMarkAllObjects=0.398256, TagPackageExports=6.674822, BeginCacheForCookedPlatformData=0.002492, SerializeImports=7.815342, GatherLocalizableTextData=5.677391, MarkNames=0.050925, SerializeSummary=0.013009, SerializeNames=0.237178, SerializeGatherableTextData=0.059780, BuildExportMap=0.202589, SortExportsNonSeekfree=1.038391, SortExportsSeekfreeConstructor=0.050645, SortExportsSeekfreeInner=11.128955, SortExportsSeekfree=0.004426, BuildDependencyMap=0.073344, SerializeImportMap=0.014670, SerializeExportMap=0.038192, SerializeDependencyMap=0.011347, SerializeStringAssetReferenceMap=0.002213, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.987470, SerializeExports=9.917587, SerializeBulkData=0.004981, MoveFile=4.839927, UnaccountedTime=1.434706, RunGuid=RunID363D63E94FD4BCBD5708B19F93D9E81A
SavePackageTransactionIdCB1E750E430325AF27D2DDACC3C1CB65_5, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Blueprints/BlueprintDialogues/Blueprints/BPC_Dialogue.uasset, AutoPackageBackupDelegate=12.425282, FlushAsyncLoading=0.011623, FlushStreamingFunc=0.061993, BlockTillAllRequestsFinished=0.005260, ResetLoadersForSaveUnMarkAllObjects=0.269838, TagPackageExports=125.432365, BeginCacheForCookedPlatformData=0.004981, SerializeImports=140.512024, GatherLocalizableTextData=120.259499, MarkNames=1.937851, SerializeSummary=0.027400, SerializeNames=0.842724, SerializeGatherableTextData=0.847433, BuildExportMap=1.273356, SortExportsNonSeekfree=46.236134, SortExportsSeekfreeConstructor=0.019927, SortExportsSeekfreeInner=146.006485, SortExportsSeekfree=0.006363, BuildDependencyMap=1.437202, SerializeImportMap=0.061996, SerializeExportMap=0.797059, SerializeDependencyMap=0.180166, SerializeStringAssetReferenceMap=0.003878, SaveThumbNailsAssetRegistryDataWorldLevelInfo=25.566809, SerializeExports=187.593643, SerializeBulkData=0.008300, MoveFile=4.793156, UnaccountedTime=2.141822, RunGuid=RunID363D63E94FD4BCBD5708B19F93D9E81A
SavePackageTransactionIdCB1E750E430325AF27D2DDACC3C1CB65_6, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Maps/StartScreen.umap, AutoPackageBackupDelegate=9.196084, FlushAsyncLoading=0.007194, FlushStreamingFunc=0.056185, BlockTillAllRequestsFinished=0.006918, ResetLoadersForSaveUnMarkAllObjects=87.361664, TagPackageExports=5.721949, BeginCacheForCookedPlatformData=0.002492, SerializeImports=8.610186, GatherLocalizableTextData=6.234784, MarkNames=0.055630, SerializeSummary=0.015222, SerializeNames=0.333212, SerializeGatherableTextData=0.061717, BuildExportMap=0.202034, SortExportsNonSeekfree=1.030643, SortExportsSeekfreeConstructor=0.057012, SortExportsSeekfreeInner=13.771706, SortExportsSeekfree=0.004429, BuildDependencyMap=0.095479, SerializeImportMap=0.018820, SerializeExportMap=0.039853, SerializeDependencyMap=0.009410, SerializeStringAssetReferenceMap=0.001937, SaveThumbNailsAssetRegistryDataWorldLevelInfo=1.336459, SerializeExports=9.520165, SerializeBulkData=0.006642, MoveFile=4.164085, UnaccountedTime=1.293287, RunGuid=RunID363D63E94FD4BCBD5708B19F93D9E81A
SavePackageTransactionIdCB1E750E430325AF27D2DDACC3C1CB65_7, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Blueprints/BlueprintDialogues/Blueprints/BPC_Dialogue.uasset, AutoPackageBackupDelegate=5.722780, FlushAsyncLoading=0.003599, FlushStreamingFunc=0.113193, BlockTillAllRequestsFinished=0.004984, ResetLoadersForSaveUnMarkAllObjects=0.227768, TagPackageExports=124.178383, BeginCacheForCookedPlatformData=0.005256, SerializeImports=137.439468, GatherLocalizableTextData=115.868744, MarkNames=1.493935, SerializeSummary=0.022143, SerializeNames=0.828333, SerializeGatherableTextData=0.843000, BuildExportMap=1.201127, SortExportsNonSeekfree=44.851517, SortExportsSeekfreeConstructor=0.016607, SortExportsSeekfreeInner=143.969269, SortExportsSeekfree=0.006642, BuildDependencyMap=1.352236, SerializeImportMap=0.077218, SerializeExportMap=0.836357, SerializeDependencyMap=0.166882, SerializeStringAssetReferenceMap=0.003599, SaveThumbNailsAssetRegistryDataWorldLevelInfo=24.240870, SerializeExports=187.541061, SerializeBulkData=0.008855, MoveFile=4.387431, UnaccountedTime=2.052430, RunGuid=RunID363D63E94FD4BCBD5708B19F93D9E81A
SavePackageTransactionIdCB1E750E430325AF27D2DDACC3C1CB65_8, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Blueprints/BlueprintDialogues/Blueprints/BPC_Dialogue.uasset, AutoPackageBackupDelegate=5.943913, FlushAsyncLoading=0.004701, FlushStreamingFunc=0.071682, BlockTillAllRequestsFinished=0.006642, ResetLoadersForSaveUnMarkAllObjects=0.261258, TagPackageExports=121.178612, BeginCacheForCookedPlatformData=0.005260, SerializeImports=137.711243, GatherLocalizableTextData=120.317894, MarkNames=1.926504, SerializeSummary=0.030719, SerializeNames=0.870127, SerializeGatherableTextData=0.873722, BuildExportMap=1.605190, SortExportsNonSeekfree=46.723774, SortExportsSeekfreeConstructor=0.074726, SortExportsSeekfreeInner=144.058945, SortExportsSeekfree=0.006642, BuildDependencyMap=1.465708, SerializeImportMap=0.058118, SerializeExportMap=0.759143, SerializeDependencyMap=0.179335, SerializeStringAssetReferenceMap=0.015222, SaveThumbNailsAssetRegistryDataWorldLevelInfo=23.731361, SerializeExports=194.797638, SerializeBulkData=0.008304, MoveFile=5.330894, UnaccountedTime=5.909871, RunGuid=RunID363D63E94FD4BCBD5708B19F93D9E81A
SavePackageTransactionIdCB1E750E430325AF27D2DDACC3C1CB65_9, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/GameModes/ThirdPersonGameMode.uasset, AutoPackageBackupDelegate=9.839267, FlushAsyncLoading=0.008855, FlushStreamingFunc=0.063378, BlockTillAllRequestsFinished=0.007749, ResetLoadersForSaveUnMarkAllObjects=0.279248, TagPackageExports=7.426776, BeginCacheForCookedPlatformData=0.004429, SerializeImports=7.836651, GatherLocalizableTextData=5.568352, MarkNames=0.048153, SerializeSummary=0.014946, SerializeNames=0.236902, SerializeGatherableTextData=0.060335, BuildExportMap=0.197880, SortExportsNonSeekfree=1.017358, SortExportsSeekfreeConstructor=0.050373, SortExportsSeekfreeInner=11.066128, SortExportsSeekfree=0.004150, BuildDependencyMap=0.063654, SerializeImportMap=0.017159, SerializeExportMap=0.041515, SerializeDependencyMap=0.011902, SerializeStringAssetReferenceMap=0.002492, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.983592, SerializeExports=9.616475, SerializeBulkData=0.006367, MoveFile=4.423682, UnaccountedTime=1.497257, RunGuid=RunID363D63E94FD4BCBD5708B19F93D9E81A
SavePackageTransactionIdCB1E750E430325AF27D2DDACC3C1CB65_10, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Blueprints/BlueprintDialogues/Blueprints/BPC_Dialogue.uasset, AutoPackageBackupDelegate=5.522132, FlushAsyncLoading=0.003044, FlushStreamingFunc=0.082474, BlockTillAllRequestsFinished=0.004429, ResetLoadersForSaveUnMarkAllObjects=0.224173, TagPackageExports=125.173874, BeginCacheForCookedPlatformData=0.005256, SerializeImports=140.493484, GatherLocalizableTextData=119.680244, MarkNames=1.552328, SerializeSummary=0.021864, SerializeNames=1.133323, SerializeGatherableTextData=0.879254, BuildExportMap=1.263950, SortExportsNonSeekfree=46.028011, SortExportsSeekfreeConstructor=0.020482, SortExportsSeekfreeInner=152.099014, SortExportsSeekfree=0.006918, BuildDependencyMap=2.344131, SerializeImportMap=0.078596, SerializeExportMap=0.820033, SerializeDependencyMap=0.179615, SerializeStringAssetReferenceMap=0.003599, SaveThumbNailsAssetRegistryDataWorldLevelInfo=23.947508, SerializeExports=194.894775, SerializeBulkData=0.008028, MoveFile=4.493702, UnaccountedTime=2.106398, RunGuid=RunID363D63E94FD4BCBD5708B19F93D9E81A
