CookerStat, GenerateAssetRegistry=0.025183, Initialize=0.122048, RunGuid=RunID57F631314FFC07867807618C1AE27BA9
SavePackageTransactionId3C1121AB4F99241F3AB1B39D1EA858C0_0, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Maps/ThirdPersonExampleMap.umap, AutoPackageBackupDelegate=11.981364, FlushAsyncLoading=0.015777, FlushStreamingFunc=0.072233, BlockTillAllRequestsFinished=0.008579, ResetLoadersForSaveUnMarkAllObjects=113.498047, TagPackageExports=17.125723, BeginCacheForCookedPlatformData=0.003878, SerializeImports=19.169847, GatherLocalizableTextData=24.682850, MarkNames=0.154156, SerializeSummary=0.028782, SerializeNames=0.613846, SerializeGatherableTextData=0.153877, BuildExportMap=0.610527, SortExportsNonSeekfree=4.127554, SortExportsSeekfreeConstructor=0.062823, SortExportsSeekfreeInner=67.194664, SortExportsSeekfree=0.007473, BuildDependencyMap=0.314672, SerializeImportMap=0.088565, SerializeExportMap=0.106826, SerializeDependencyMap=0.036530, SerializeStringAssetReferenceMap=0.004154, SaveThumbNailsAssetRegistryDataWorldLevelInfo=3.428467, SerializeExports=27.690922, SerializeBulkData=111.576797, MoveFile=23.397036, UnaccountedTime=1.664694, RunGuid=RunID57F631314FFC07867807618C1AE27BA9
SavePackageTransactionId3C1121AB4F99241F3AB1B39D1EA858C0_1, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Maps/ThirdPersonExampleMap.umap, AutoPackageBackupDelegate=1.820233, FlushAsyncLoading=0.002768, FlushStreamingFunc=0.096865, BlockTillAllRequestsFinished=0.006642, ResetLoadersForSaveUnMarkAllObjects=126.098518, TagPackageExports=24.320301, BeginCacheForCookedPlatformData=0.005811, SerializeImports=24.683680, GatherLocalizableTextData=30.324541, MarkNames=0.149727, SerializeSummary=0.018265, SerializeNames=0.618275, SerializeGatherableTextData=0.199541, BuildExportMap=0.618551, SortExportsNonSeekfree=5.353313, SortExportsSeekfreeConstructor=0.065867, SortExportsSeekfreeInner=78.097229, SortExportsSeekfree=0.008300, BuildDependencyMap=0.375837, SerializeImportMap=0.083860, SerializeExportMap=0.130627, SerializeDependencyMap=0.029057, SerializeStringAssetReferenceMap=0.002492, SaveThumbNailsAssetRegistryDataWorldLevelInfo=3.952090, SerializeExports=36.826672, SerializeBulkData=109.654999, MoveFile=8.261472, UnaccountedTime=1.430280, RunGuid=RunID57F631314FFC07867807618C1AE27BA9
SavePackageTransactionId3C1121AB4F99241F3AB1B39D1EA858C0_2, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Maps/ThirdPersonExampleMap.umap, AutoPackageBackupDelegate=1.715064, FlushAsyncLoading=0.002768, FlushStreamingFunc=0.055350, BlockTillAllRequestsFinished=0.005260, ResetLoadersForSaveUnMarkAllObjects=119.839378, TagPackageExports=23.118063, BeginCacheForCookedPlatformData=0.004984, SerializeImports=25.963404, GatherLocalizableTextData=28.665106, MarkNames=0.234690, SerializeSummary=0.019927, SerializeNames=0.619106, SerializeGatherableTextData=0.174910, BuildExportMap=0.649273, SortExportsNonSeekfree=5.372129, SortExportsSeekfreeConstructor=0.060335, SortExportsSeekfreeInner=78.352951, SortExportsSeekfree=0.007473, BuildDependencyMap=0.391334, SerializeImportMap=0.083856, SerializeExportMap=0.126481, SerializeDependencyMap=0.030719, SerializeStringAssetReferenceMap=0.002492, SaveThumbNailsAssetRegistryDataWorldLevelInfo=4.145820, SerializeExports=37.256477, SerializeBulkData=109.229897, MoveFile=4.237149, UnaccountedTime=1.358323, RunGuid=RunID57F631314FFC07867807618C1AE27BA9
SavePackageTransactionId3C1121AB4F99241F3AB1B39D1EA858C0_3, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Maps/ThirdPersonExampleMap.umap, AutoPackageBackupDelegate=12.501664, FlushAsyncLoading=0.014115, FlushStreamingFunc=0.072788, BlockTillAllRequestsFinished=0.007749, ResetLoadersForSaveUnMarkAllObjects=120.205254, TagPackageExports=23.371021, BeginCacheForCookedPlatformData=0.006363, SerializeImports=24.307568, GatherLocalizableTextData=28.871571, MarkNames=0.158302, SerializeSummary=0.019651, SerializeNames=0.610802, SerializeGatherableTextData=0.181552, BuildExportMap=0.638481, SortExportsNonSeekfree=5.284675, SortExportsSeekfreeConstructor=0.052858, SortExportsSeekfreeInner=77.281349, SortExportsSeekfree=0.006918, BuildDependencyMap=0.376388, SerializeImportMap=0.086345, SerializeExportMap=0.130907, SerializeDependencyMap=0.029892, SerializeStringAssetReferenceMap=0.002768, SaveThumbNailsAssetRegistryDataWorldLevelInfo=4.056148, SerializeExports=37.805840, SerializeBulkData=110.806030, MoveFile=19.152693, UnaccountedTime=1.476221, RunGuid=RunID57F631314FFC07867807618C1AE27BA9
SavePackageTransactionId3C1121AB4F99241F3AB1B39D1EA858C0_4, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/Menus/PauseMenu.uasset, AutoPackageBackupDelegate=7.380553, FlushAsyncLoading=0.012457, FlushStreamingFunc=0.065036, BlockTillAllRequestsFinished=0.008304, ResetLoadersForSaveUnMarkAllObjects=0.295021, TagPackageExports=110.513779, BeginCacheForCookedPlatformData=0.008024, SerializeImports=115.939049, GatherLocalizableTextData=123.252625, MarkNames=1.280278, SerializeSummary=0.021584, SerializeNames=0.497334, SerializeGatherableTextData=0.758592, BuildExportMap=0.676669, SortExportsNonSeekfree=21.531143, SortExportsSeekfreeConstructor=0.080258, SortExportsSeekfreeInner=128.727158, SortExportsSeekfree=0.009410, BuildDependencyMap=0.944018, SerializeImportMap=0.035148, SerializeExportMap=0.533588, SerializeDependencyMap=0.096034, SerializeStringAssetReferenceMap=0.003323, SaveThumbNailsAssetRegistryDataWorldLevelInfo=13.066251, SerializeExports=155.873138, SerializeBulkData=0.014115, MoveFile=4.142776, UnaccountedTime=1.661096, RunGuid=RunID57F631314FFC07867807618C1AE27BA9
SavePackageTransactionId3C1121AB4F99241F3AB1B39D1EA858C0_5, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/Menus/PauseMenu.uasset, AutoPackageBackupDelegate=1.721982, FlushAsyncLoading=0.003044, FlushStreamingFunc=0.066701, BlockTillAllRequestsFinished=0.005532, ResetLoadersForSaveUnMarkAllObjects=0.230540, TagPackageExports=110.884911, BeginCacheForCookedPlatformData=0.019096, SerializeImports=116.506401, GatherLocalizableTextData=123.269508, MarkNames=1.197252, SerializeSummary=0.020482, SerializeNames=0.506740, SerializeGatherableTextData=0.760805, BuildExportMap=0.636820, SortExportsNonSeekfree=21.599497, SortExportsSeekfreeConstructor=0.067532, SortExportsSeekfreeInner=124.325333, SortExportsSeekfree=0.020757, BuildDependencyMap=0.963666, SerializeImportMap=0.034593, SerializeExportMap=0.530269, SerializeDependencyMap=0.096034, SerializeStringAssetReferenceMap=0.003044, SaveThumbNailsAssetRegistryDataWorldLevelInfo=11.753872, SerializeExports=157.680359, SerializeBulkData=0.013284, MoveFile=3.914449, UnaccountedTime=1.718663, RunGuid=RunID57F631314FFC07867807618C1AE27BA9
SavePackageTransactionId3C1121AB4F99241F3AB1B39D1EA858C0_6, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Maps/ThirdPersonExampleMap.umap, AutoPackageBackupDelegate=12.344193, FlushAsyncLoading=0.013284, FlushStreamingFunc=0.058673, BlockTillAllRequestsFinished=0.008300, ResetLoadersForSaveUnMarkAllObjects=123.666931, TagPackageExports=23.385967, BeginCacheForCookedPlatformData=0.004981, SerializeImports=25.193188, GatherLocalizableTextData=27.949692, MarkNames=0.160519, SerializeSummary=0.020202, SerializeNames=0.632390, SerializeGatherableTextData=0.171866, BuildExportMap=0.640970, SortExportsNonSeekfree=5.307093, SortExportsSeekfreeConstructor=0.050370, SortExportsSeekfreeInner=76.407906, SortExportsSeekfree=0.006918, BuildDependencyMap=0.372790, SerializeImportMap=0.083301, SerializeExportMap=0.126202, SerializeDependencyMap=0.028782, SerializeStringAssetReferenceMap=0.002492, SaveThumbNailsAssetRegistryDataWorldLevelInfo=3.828656, SerializeExports=36.210609, SerializeBulkData=109.152962, MoveFile=33.337597, UnaccountedTime=1.514692, RunGuid=RunID57F631314FFC07867807618C1AE27BA9
SavePackageTransactionId3C1121AB4F99241F3AB1B39D1EA858C0_7, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Blueprints/SaveState/SaveLoadFunctions.uasset, AutoPackageBackupDelegate=5.390395, FlushAsyncLoading=0.006091, FlushStreamingFunc=0.059500, BlockTillAllRequestsFinished=0.005536, ResetLoadersForSaveUnMarkAllObjects=0.249635, TagPackageExports=19.214130, BeginCacheForCookedPlatformData=0.003323, SerializeImports=21.467764, GatherLocalizableTextData=15.232981, MarkNames=0.057843, SerializeSummary=0.013009, SerializeNames=0.110149, SerializeGatherableTextData=0.264857, BuildExportMap=0.156090, SortExportsNonSeekfree=2.403356, SortExportsSeekfreeConstructor=0.009689, SortExportsSeekfreeInner=19.456570, SortExportsSeekfree=0.004429, BuildDependencyMap=0.111531, SerializeImportMap=0.012733, SerializeExportMap=0.065867, SerializeDependencyMap=0.017159, SerializeStringAssetReferenceMap=0.002217, SaveThumbNailsAssetRegistryDataWorldLevelInfo=1.837388, SerializeExports=25.366716, SerializeBulkData=0.005536, MoveFile=4.226908, UnaccountedTime=1.302142, RunGuid=RunID57F631314FFC07867807618C1AE27BA9
SavePackageTransactionId3C1121AB4F99241F3AB1B39D1EA858C0_8, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Blueprints/BlueprintDialogues/Blueprints/BPC_Dialogue.uasset, AutoPackageBackupDelegate=7.446975, FlushAsyncLoading=0.011072, FlushStreamingFunc=0.076387, BlockTillAllRequestsFinished=0.006918, ResetLoadersForSaveUnMarkAllObjects=0.273988, TagPackageExports=121.330269, BeginCacheForCookedPlatformData=0.004984, SerializeImports=135.328369, GatherLocalizableTextData=118.936600, MarkNames=1.535170, SerializeSummary=0.021864, SerializeNames=0.853796, SerializeGatherableTextData=1.014594, BuildExportMap=1.237381, SortExportsNonSeekfree=45.277996, SortExportsSeekfreeConstructor=0.023246, SortExportsSeekfreeInner=146.691727, SortExportsSeekfree=0.006087, BuildDependencyMap=1.420319, SerializeImportMap=0.059225, SerializeExportMap=0.757206, SerializeDependencyMap=0.215594, SerializeStringAssetReferenceMap=0.004154, SaveThumbNailsAssetRegistryDataWorldLevelInfo=24.924458, SerializeExports=186.696960, SerializeBulkData=0.007752, MoveFile=4.413445, UnaccountedTime=2.097264, RunGuid=RunID57F631314FFC07867807618C1AE27BA9
SavePackageTransactionId3C1121AB4F99241F3AB1B39D1EA858C0_9, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Blueprints/SaveState/SaveLoadFunctions.uasset, AutoPackageBackupDelegate=1.817185, FlushAsyncLoading=0.003044, FlushStreamingFunc=0.109598, BlockTillAllRequestsFinished=0.005256, ResetLoadersForSaveUnMarkAllObjects=0.236906, TagPackageExports=19.001585, BeginCacheForCookedPlatformData=0.003874, SerializeImports=20.488598, GatherLocalizableTextData=10.591492, MarkNames=0.058670, SerializeSummary=0.013009, SerializeNames=0.108767, SerializeGatherableTextData=0.311349, BuildExportMap=0.159692, SortExportsNonSeekfree=2.310365, SortExportsSeekfreeConstructor=0.051200, SortExportsSeekfreeInner=20.057686, SortExportsSeekfree=0.004705, BuildDependencyMap=0.124820, SerializeImportMap=0.015777, SerializeExportMap=0.075277, SerializeDependencyMap=0.022419, SerializeStringAssetReferenceMap=0.002488, SaveThumbNailsAssetRegistryDataWorldLevelInfo=1.728348, SerializeExports=26.687403, SerializeBulkData=0.010792, MoveFile=4.444718, UnaccountedTime=1.322899, RunGuid=RunID57F631314FFC07867807618C1AE27BA9
SavePackageTransactionId3C1121AB4F99241F3AB1B39D1EA858C0_10, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Blueprints/SaveState/SaveLoadFunctions.uasset, AutoPackageBackupDelegate=1.990438, FlushAsyncLoading=0.003319, FlushStreamingFunc=0.085242, BlockTillAllRequestsFinished=0.006918, ResetLoadersForSaveUnMarkAllObjects=0.243273, TagPackageExports=19.410353, BeginCacheForCookedPlatformData=0.003874, SerializeImports=20.809361, GatherLocalizableTextData=10.529221, MarkNames=0.055075, SerializeSummary=0.013560, SerializeNames=0.096034, SerializeGatherableTextData=0.188749, BuildExportMap=0.160519, SortExportsNonSeekfree=2.598472, SortExportsSeekfreeConstructor=0.053138, SortExportsSeekfreeInner=19.513029, SortExportsSeekfree=0.004705, BuildDependencyMap=0.108488, SerializeImportMap=0.015777, SerializeExportMap=0.076108, SerializeDependencyMap=0.016879, SerializeStringAssetReferenceMap=0.002217, SaveThumbNailsAssetRegistryDataWorldLevelInfo=1.833793, SerializeExports=27.054102, SerializeBulkData=0.010241, MoveFile=4.699055, UnaccountedTime=1.291074, RunGuid=RunID57F631314FFC07867807618C1AE27BA9
