CookerStat, GenerateAssetRegistry=0.022419, Initialize=0.118174, RunGuid=RunIDFFB31FBE4842B0CB3A37F191361C8555
DDCTransactionIdD430E5144DBCECEEF6DDEFA45AE96273_0, PutCachedData=, CacheKey=REFL_FULL_0C6693969CB849AE9F4120FF5812F4D2_B95752574924ABF5744DB9B770E67330, StartTime=2016.07.06-16.58.56, HierarchicalDDC=, DataSize=170213, Duration=4.421748, RunGuid=RunIDFFB31FBE4842B0CB3A37F191361C8555
SavePackageTransactionId01BAF4F743DEF7449F76E780F687C4A5_0, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Models/Dusk/DuskAnimationBP.uasset, AutoPackageBackupDelegate=11.330429, FlushAsyncLoading=0.012733, FlushStreamingFunc=0.036806, BlockTillAllRequestsFinished=0.006367, ResetLoadersForSaveUnMarkAllObjects=0.988577, TagPackageExports=34.432171, BeginCacheForCookedPlatformData=0.006642, SerializeImports=37.672718, GatherLocalizableTextData=27.706142, MarkNames=0.129800, SerializeSummary=0.025738, SerializeNames=0.523899, SerializeGatherableTextData=0.580084, BuildExportMap=0.541892, SortExportsNonSeekfree=6.530080, SortExportsSeekfreeConstructor=0.068635, SortExportsSeekfreeInner=40.127277, SortExportsSeekfree=0.009686, BuildDependencyMap=0.938758, SerializeImportMap=0.027675, SerializeExportMap=0.154708, SerializeDependencyMap=0.035703, SerializeStringAssetReferenceMap=0.004429, SaveThumbNailsAssetRegistryDataWorldLevelInfo=11.772689, SerializeExports=53.810692, SerializeBulkData=0.032660, MoveFile=6.697796, UnaccountedTime=1.421977, RunGuid=RunIDFFB31FBE4842B0CB3A37F191361C8555
SavePackageTransactionId01BAF4F743DEF7449F76E780F687C4A5_1, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Blueprints/Player/ThirdPersonCharacter.uasset, AutoPackageBackupDelegate=13.185814, FlushAsyncLoading=0.013005, FlushStreamingFunc=0.057012, BlockTillAllRequestsFinished=0.007197, ResetLoadersForSaveUnMarkAllObjects=0.272606, TagPackageExports=307.342804, BeginCacheForCookedPlatformData=0.004426, SerializeImports=339.457977, GatherLocalizableTextData=185.199142, MarkNames=1.145776, SerializeSummary=0.022970, SerializeNames=1.089592, SerializeGatherableTextData=1.614880, BuildExportMap=1.616538, SortExportsNonSeekfree=63.050224, SortExportsSeekfreeConstructor=0.873167, SortExportsSeekfreeInner=426.303497, SortExportsSeekfree=0.006642, BuildDependencyMap=6.204892, SerializeImportMap=0.063099, SerializeExportMap=1.210812, SerializeDependencyMap=0.280909, SerializeStringAssetReferenceMap=0.005811, SaveThumbNailsAssetRegistryDataWorldLevelInfo=41.637535, SerializeExports=428.166626, SerializeBulkData=0.008028, MoveFile=4.711788, UnaccountedTime=2.491091, RunGuid=RunIDFFB31FBE4842B0CB3A37F191361C8555
SavePackageTransactionId01BAF4F743DEF7449F76E780F687C4A5_2, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Saved/Autosaves/Game/Maps/Test_Auto1.umap, AutoPackageBackupDelegate=19.537661, FlushAsyncLoading=0.013560, FlushStreamingFunc=0.085793, BlockTillAllRequestsFinished=0.008028, ResetLoadersForSaveUnMarkAllObjects=123.912415, TagPackageExports=21.853563, BeginCacheForCookedPlatformData=0.006642, SerializeImports=25.635172, GatherLocalizableTextData=35.188271, MarkNames=0.198435, SerializeSummary=0.021033, SerializeNames=0.681929, SerializeGatherableTextData=0.154987, BuildExportMap=0.640139, SortExportsNonSeekfree=2.903178, SortExportsSeekfreeConstructor=0.061717, SortExportsSeekfreeInner=77.508568, SortExportsSeekfree=0.007749, BuildDependencyMap=0.340689, SerializeImportMap=0.091333, SerializeExportMap=0.121217, SerializeDependencyMap=0.029612, SerializeStringAssetReferenceMap=0.002768, SaveThumbNailsAssetRegistryDataWorldLevelInfo=3.106318, SerializeExports=32.696903, SerializeBulkData=117.303459, MoveFile=4.795924, UnaccountedTime=0.350095, RunGuid=RunIDFFB31FBE4842B0CB3A37F191361C8555
SavePackageTransactionId01BAF4F743DEF7449F76E780F687C4A5_3, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Saved/Autosaves/Game/Models/Dusk/DuskAnimationBP_Auto1.uasset, AutoPackageBackupDelegate=11.120651, FlushAsyncLoading=0.009961, FlushStreamingFunc=0.061717, BlockTillAllRequestsFinished=0.006642, ResetLoadersForSaveUnMarkAllObjects=0.262089, TagPackageExports=43.162468, BeginCacheForCookedPlatformData=0.006918, SerializeImports=39.694427, GatherLocalizableTextData=27.545347, MarkNames=0.126757, SerializeSummary=0.016604, SerializeNames=0.474639, SerializeGatherableTextData=0.531372, BuildExportMap=0.300281, SortExportsNonSeekfree=6.352682, SortExportsSeekfreeConstructor=0.009410, SortExportsSeekfreeInner=39.003090, SortExportsSeekfree=0.008855, BuildDependencyMap=0.970587, SerializeImportMap=0.024907, SerializeExportMap=0.149727, SerializeDependencyMap=0.043172, SerializeStringAssetReferenceMap=0.004429, SaveThumbNailsAssetRegistryDataWorldLevelInfo=4.816957, SerializeExports=52.212975, SerializeBulkData=0.011347, MoveFile=7.109609, UnaccountedTime=0.305817, RunGuid=RunIDFFB31FBE4842B0CB3A37F191361C8555
SavePackageTransactionId01BAF4F743DEF7449F76E780F687C4A5_4, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Maps/Test.umap, AutoPackageBackupDelegate=19.431662, FlushAsyncLoading=0.014946, FlushStreamingFunc=0.086900, BlockTillAllRequestsFinished=0.008304, ResetLoadersForSaveUnMarkAllObjects=119.214188, TagPackageExports=20.342468, BeginCacheForCookedPlatformData=0.005536, SerializeImports=25.093283, GatherLocalizableTextData=30.501944, MarkNames=0.177953, SerializeSummary=0.020482, SerializeNames=0.703238, SerializeGatherableTextData=0.155538, BuildExportMap=0.637092, SortExportsNonSeekfree=2.975695, SortExportsSeekfreeConstructor=0.057288, SortExportsSeekfreeInner=77.840675, SortExportsSeekfree=0.007749, BuildDependencyMap=0.380818, SerializeImportMap=0.099353, SerializeExportMap=0.124265, SerializeDependencyMap=0.037916, SerializeStringAssetReferenceMap=0.003044, SaveThumbNailsAssetRegistryDataWorldLevelInfo=3.086671, SerializeExports=33.435013, SerializeBulkData=112.446648, MoveFile=4.737526, UnaccountedTime=3.168039, RunGuid=RunIDFFB31FBE4842B0CB3A37F191361C8555
SavePackageTransactionId01BAF4F743DEF7449F76E780F687C4A5_5, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Models/Dusk/DuskAnimationBP.uasset, AutoPackageBackupDelegate=11.024616, FlushAsyncLoading=0.012178, FlushStreamingFunc=0.063654, BlockTillAllRequestsFinished=0.006918, ResetLoadersForSaveUnMarkAllObjects=0.278972, TagPackageExports=35.588184, BeginCacheForCookedPlatformData=0.006363, SerializeImports=37.943111, GatherLocalizableTextData=27.567488, MarkNames=0.123158, SerializeSummary=0.016328, SerializeNames=0.471041, SerializeGatherableTextData=0.528328, BuildExportMap=0.305541, SortExportsNonSeekfree=6.391425, SortExportsSeekfreeConstructor=0.011902, SortExportsSeekfreeInner=40.724239, SortExportsSeekfree=0.008579, BuildDependencyMap=1.074646, SerializeImportMap=0.023801, SerializeExportMap=0.151388, SerializeDependencyMap=0.032660, SerializeStringAssetReferenceMap=0.002488, SaveThumbNailsAssetRegistryDataWorldLevelInfo=4.735038, SerializeExports=54.348156, SerializeBulkData=0.011623, MoveFile=6.977875, UnaccountedTime=1.443565, RunGuid=RunIDFFB31FBE4842B0CB3A37F191361C8555
SavePackageTransactionId01BAF4F743DEF7449F76E780F687C4A5_6, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Models/Dusk/DuskAnimationBP.uasset, AutoPackageBackupDelegate=4.309937, FlushAsyncLoading=0.004150, FlushStreamingFunc=0.086904, BlockTillAllRequestsFinished=0.006367, ResetLoadersForSaveUnMarkAllObjects=0.271775, TagPackageExports=36.388840, BeginCacheForCookedPlatformData=0.008028, SerializeImports=39.919151, GatherLocalizableTextData=27.292669, MarkNames=0.110425, SerializeSummary=0.019372, SerializeNames=0.494841, SerializeGatherableTextData=0.519473, BuildExportMap=0.311628, SortExportsNonSeekfree=6.205723, SortExportsSeekfreeConstructor=0.010520, SortExportsSeekfreeInner=38.302338, SortExportsSeekfree=0.008028, BuildDependencyMap=1.009334, SerializeImportMap=0.024632, SerializeExportMap=0.151109, SerializeDependencyMap=0.029616, SerializeStringAssetReferenceMap=0.003044, SaveThumbNailsAssetRegistryDataWorldLevelInfo=5.104784, SerializeExports=53.697502, SerializeBulkData=0.012729, MoveFile=7.193193, UnaccountedTime=1.457401, RunGuid=RunIDFFB31FBE4842B0CB3A37F191361C8555
SavePackageTransactionId01BAF4F743DEF7449F76E780F687C4A5_7, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Blueprints/Player/ThirdPersonCharacter.uasset, AutoPackageBackupDelegate=13.800766, FlushAsyncLoading=0.014391, FlushStreamingFunc=0.036530, BlockTillAllRequestsFinished=0.005811, ResetLoadersForSaveUnMarkAllObjects=0.279527, TagPackageExports=305.615570, BeginCacheForCookedPlatformData=0.005256, SerializeImports=332.113953, GatherLocalizableTextData=186.208481, MarkNames=1.153521, SerializeSummary=0.026293, SerializeNames=1.113672, SerializeGatherableTextData=1.782037, BuildExportMap=1.643658, SortExportsNonSeekfree=63.631695, SortExportsSeekfreeConstructor=0.894204, SortExportsSeekfreeInner=430.483063, SortExportsSeekfree=0.006922, BuildDependencyMap=3.849413, SerializeImportMap=0.061996, SerializeExportMap=1.136087, SerializeDependencyMap=0.216424, SerializeStringAssetReferenceMap=0.003599, SaveThumbNailsAssetRegistryDataWorldLevelInfo=39.812603, SerializeExports=431.631622, SerializeBulkData=0.008855, MoveFile=4.480418, UnaccountedTime=2.589617, RunGuid=RunIDFFB31FBE4842B0CB3A37F191361C8555
SavePackageTransactionId01BAF4F743DEF7449F76E780F687C4A5_8, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Blueprints/Player/ThirdPersonCharacter.uasset, AutoPackageBackupDelegate=4.114266, FlushAsyncLoading=0.003599, FlushStreamingFunc=0.096034, BlockTillAllRequestsFinished=0.004705, ResetLoadersForSaveUnMarkAllObjects=0.231922, TagPackageExports=322.122192, BeginCacheForCookedPlatformData=0.004705, SerializeImports=345.477142, GatherLocalizableTextData=183.053452, MarkNames=1.125295, SerializeSummary=0.024356, SerializeNames=1.067452, SerializeGatherableTextData=1.737479, BuildExportMap=1.664694, SortExportsNonSeekfree=64.231979, SortExportsSeekfreeConstructor=0.869296, SortExportsSeekfreeInner=437.477264, SortExportsSeekfree=0.006642, BuildDependencyMap=3.851071, SerializeImportMap=0.062823, SerializeExportMap=1.198635, SerializeDependencyMap=0.343733, SerializeStringAssetReferenceMap=0.004154, SaveThumbNailsAssetRegistryDataWorldLevelInfo=44.947273, SerializeExports=432.748322, SerializeBulkData=0.008024, MoveFile=4.718431, UnaccountedTime=1.294948, RunGuid=RunIDFFB31FBE4842B0CB3A37F191361C8555
SavePackageTransactionId01BAF4F743DEF7449F76E780F687C4A5_9, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Blueprints/Player/ThirdPersonCharacter.uasset, AutoPackageBackupDelegate=4.205320, FlushAsyncLoading=0.003874, FlushStreamingFunc=0.088565, BlockTillAllRequestsFinished=0.007749, ResetLoadersForSaveUnMarkAllObjects=0.296131, TagPackageExports=333.369324, BeginCacheForCookedPlatformData=0.006367, SerializeImports=342.002472, GatherLocalizableTextData=187.334610, MarkNames=1.070220, SerializeSummary=0.024077, SerializeNames=1.041990, SerializeGatherableTextData=1.694307, BuildExportMap=1.702055, SortExportsNonSeekfree=63.430492, SortExportsSeekfreeConstructor=0.874277, SortExportsSeekfreeInner=429.300476, SortExportsSeekfree=0.006367, BuildDependencyMap=3.966205, SerializeImportMap=0.061993, SerializeExportMap=1.204722, SerializeDependencyMap=0.296962, SerializeStringAssetReferenceMap=0.004150, SaveThumbNailsAssetRegistryDataWorldLevelInfo=36.769108, SerializeExports=430.487488, SerializeBulkData=0.009134, MoveFile=4.498411, UnaccountedTime=2.486106, RunGuid=RunIDFFB31FBE4842B0CB3A37F191361C8555
SavePackageTransactionId01BAF4F743DEF7449F76E780F687C4A5_10, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Blueprints/Player/ThirdPersonCharacter.uasset, AutoPackageBackupDelegate=3.903106, FlushAsyncLoading=0.003319, FlushStreamingFunc=0.120390, BlockTillAllRequestsFinished=0.006367, ResetLoadersForSaveUnMarkAllObjects=0.254892, TagPackageExports=318.879425, BeginCacheForCookedPlatformData=0.004981, SerializeImports=337.265778, GatherLocalizableTextData=188.616821, MarkNames=1.178432, SerializeSummary=0.024352, SerializeNames=1.095682, SerializeGatherableTextData=1.801688, BuildExportMap=2.550315, SortExportsNonSeekfree=63.769245, SortExportsSeekfreeConstructor=0.892539, SortExportsSeekfreeInner=429.004639, SortExportsSeekfree=0.006918, BuildDependencyMap=3.871828, SerializeImportMap=0.061162, SerializeExportMap=1.147989, SerializeDependencyMap=0.310518, SerializeStringAssetReferenceMap=0.004705, SaveThumbNailsAssetRegistryDataWorldLevelInfo=38.303726, SerializeExports=444.797760, SerializeBulkData=0.008304, MoveFile=4.831623, UnaccountedTime=2.545334, RunGuid=RunIDFFB31FBE4842B0CB3A37F191361C8555
