CookerStat, GenerateAssetRegistry=0.023801, Initialize=0.119284, RunGuid=RunIDF98F217A472F2084AD2882A5181FCF47
MaterialTransactionIdDE141F1B49CD000BF670E2ABA724FA36_0, CacheKey=MATSM_4F0644619F9C48FF91E0D494C95EB050_PCD3D_SM5_5__BC5N_DEV_SL_NoDBuf_EARLYZ3F7F0AA4D4D49F06313A99AB32B0B1744_Num_SM5__0___TBasePassVSFNoLightMapPolicyAtmosphericFog8B18AAF8F9198748E9489BA6EBEFA581D907D7CD2094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassVSFNoLightMapPolicy8B18AAF8F9198748E9489BA6EBEFA581D907D7CD2094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassPSFNoLightMapPolicy8B95D470BB4BF92A5C22A48B60B9DA18A2BE42522144224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_FLocalVertexFactory5897CEF715AB93237703E35F9ABEBB43E8E477D34224200000000058000040404040404040404040434343444443434343404040404040404040404343434040404044040404040404040404040404343434444434343434040404040404040404043434340404016101010101000424244444444444444424141414341414141413131414141444341444044444444444444414141414141414141434143414141414141414141414131314444414241444444414101010004443414341414141444444434341434444444404444444444444444444444444444444444444444444444444444444444444444444444444404010101010101010101010101010101010101010101010101210443434343444144444444444444440101010101010101010101010101301434143424141414244414130331313141444444440000250000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000025000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000000800000008000000080000000800000008000000080000004900000010000000090000000800000010000000100000001000000026000000180000000900000009000000090000000900000009000000090000000900000009000000090000000900000009000000090000000900000009000000090000000900000009000000090000000800000008000000080000000800000008000000080000001C00000009000000090000000900000009000000090000000900000009000000080000000800000008000000080000000800000008000000080000000D00000008000000DA39A3EE5E6B4B0D3255BFEF95601890AFD807090000000000000000000000000000000000000000, RunGuid=RunIDF98F217A472F2084AD2882A5181FCF47
MaterialTransactionIdDE141F1B49CD000BF670E2ABA724FA36_1, CacheKey=MATSM_4F0644619F9C48FF91E0D494C95EB050_PCD3D_SM5_5__BC5N_DEV_SL_NoDBuf_EARLYZ392F2A35D4F20D7BF09CCE1B239B82E84_Num_SM5__0___TBasePassVSFNoLightMapPolicyAtmosphericFog8B18AAF8F9198748E9489BA6EBEFA581D907D7CD2094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassVSFNoLightMapPolicy8B18AAF8F9198748E9489BA6EBEFA581D907D7CD2094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassPSFNoLightMapPolicy8B95D470BB4BF92A5C22A48B60B9DA18A2BE42522144224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_FLocalVertexFactory5897CEF715AB93237703E35F9ABEBB43E8E477D34224200000000058000040404040404040404040434343444443434343404040404040404040404343434040404044040404040404040404040404343434444434343434040404040404040404043434340404016101010101000424244444444444444424141414341414141413131414141444341444044444444444444414141414141414141434143414141414141414141414131314444414241444444414101010004443414341414141444444434341434444444404444444444444444444444444444444444444444444444444444444444444444444444444404010101010101010101010101010101010101010101010101210443434343444144444444444444440101010101010101010101010101301434143424141414244414130331313141444444440000250000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000025000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000000800000008000000080000000800000008000000080000004900000010000000090000000800000010000000100000001000000026000000180000000900000009000000090000000900000009000000090000000900000009000000090000000900000009000000090000000900000009000000090000000900000009000000090000000800000008000000080000000800000008000000080000001C00000009000000090000000900000009000000090000000900000009000000080000000800000008000000080000000800000008000000080000000D00000008000000DA39A3EE5E6B4B0D3255BFEF95601890AFD807090000000000000000000000000000000000000000, ShaderCompilation=522.503967, RunGuid=RunIDF98F217A472F2084AD2882A5181FCF47
MaterialTransactionIdDE141F1B49CD000BF670E2ABA724FA36_2, CacheKey=MATSM_4F0644619F9C48FF91E0D494C95EB050_PCD3D_SM5_5__BC5N_DEV_SL_NoDBuf_EARLYZ3755E8A424282D1276967AEA4B6D30FDC_Num_SM5__0___TBasePassVSFNoLightMapPolicyAtmosphericFog8B18AAF8F9198748E9489BA6EBEFA581D907D7CD2094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassVSFNoLightMapPolicy8B18AAF8F9198748E9489BA6EBEFA581D907D7CD2094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassPSFNoLightMapPolicy8B95D470BB4BF92A5C22A48B60B9DA18A2BE42522144224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_FLocalVertexFactory5897CEF715AB93237703E35F9ABEBB43E8E477D34224200000000058000040404040404040404040434343444443434343404040404040404040404343434040404044040404040404040404040404343434444434343434040404040404040404043434340404016101010101000424244444444444444424141414341414141413131414141444341444044444444444444414141414141414141434143414141414141414141414131314444414241444444414101010004443414341414141444444434341434444444404444444444444444444444444444444444444444444444444444444444444444444444444404010101010101010101010101010101010101010101010101210443434343444144444444444444440101010101010101010101010101301434143424141414244414130331313141444444440000250000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000025000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000000800000008000000080000000800000008000000080000004900000010000000090000000800000010000000100000001000000026000000180000000900000009000000090000000900000009000000090000000900000009000000090000000900000009000000090000000900000009000000090000000900000009000000090000000800000008000000080000000800000008000000080000001C00000009000000090000000900000009000000090000000900000009000000080000000800000008000000080000000800000008000000080000000D00000008000000DA39A3EE5E6B4B0D3255BFEF95601890AFD807090000000000000000000000000000000000000000, ShaderCompilation=562.362793, RunGuid=RunIDF98F217A472F2084AD2882A5181FCF47
DDCTransactionIdAFE8899744AEA06D39C71E947908A71E_0, PutCachedData=, CacheKey=REFL_FULL_0C6693969CB849AE9F4120FF5812F4D2_15E5445F45F7C98E6E0C938BCBAEC013, StartTime=2016.06.21-14.51.27, HierarchicalDDC=, DataSize=170213, Duration=4.352559, RunGuid=RunIDF98F217A472F2084AD2882A5181FCF47
DDCTransactionIdAFE8899744AEA06D39C71E947908A71E_1, PutCachedData=, CacheKey=REFL_FULL_0C6693969CB849AE9F4120FF5812F4D2_B4AF8EAC434A88B51F3A66B6A70846F8, StartTime=2016.06.21-14.58.19, HierarchicalDDC=, DataSize=170213, Duration=4.931808, RunGuid=RunIDF98F217A472F2084AD2882A5181FCF47
DDCTransactionIdAFE8899744AEA06D39C71E947908A71E_2, PutCachedData=, CacheKey=REFL_FULL_0C6693969CB849AE9F4120FF5812F4D2_08BE9A96484508A7589383903D87D61C, StartTime=2016.06.21-15.03.06, HierarchicalDDC=, DataSize=170213, Duration=4.329864, RunGuid=RunIDF98F217A472F2084AD2882A5181FCF47
SavePackageTransactionIdB3E0B0FE477E29EECEA8A1AED9002F3A_0, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Models/NewDusk/NewAnimBlueprintv2.uasset, AutoPackageBackupDelegate=0.122603, FlushAsyncLoading=0.005256, FlushStreamingFunc=0.044007, BlockTillAllRequestsFinished=0.005811, ResetLoadersForSaveUnMarkAllObjects=0.865143, TagPackageExports=9.108905, BeginCacheForCookedPlatformData=0.006918, SerializeImports=10.068700, GatherLocalizableTextData=7.112376, MarkNames=0.102676, SerializeSummary=0.021864, SerializeNames=0.358403, SerializeGatherableTextData=0.238009, BuildExportMap=0.228047, SortExportsNonSeekfree=1.162656, SortExportsSeekfreeConstructor=0.066701, SortExportsSeekfreeInner=10.085024, SortExportsSeekfree=0.004705, BuildDependencyMap=0.075553, SerializeImportMap=0.024352, SerializeExportMap=0.044838, SerializeDependencyMap=0.008304, SerializeStringAssetReferenceMap=0.003044, SaveThumbNailsAssetRegistryDataWorldLevelInfo=8.686572, SerializeExports=12.995679, SerializeBulkData=0.033211, MoveFile=5.193621, UnaccountedTime=1.414228, RunGuid=RunIDF98F217A472F2084AD2882A5181FCF47
DDCTransactionIdAFE8899744AEA06D39C71E947908A71E_3, PutCachedData=, CacheKey=REFL_FULL_0C6693969CB849AE9F4120FF5812F4D2_03B6C52947CA54DA95D97198FA5F1757, StartTime=2016.06.21-15.07.42, HierarchicalDDC=, DataSize=170213, Duration=4.881997, RunGuid=RunIDF98F217A472F2084AD2882A5181FCF47
SavePackageTransactionIdB3E0B0FE477E29EECEA8A1AED9002F3A_1, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Maps/ThirdPersonExampleMap.umap, AutoPackageBackupDelegate=13.774194, FlushAsyncLoading=0.013009, FlushStreamingFunc=0.057288, BlockTillAllRequestsFinished=0.007197, ResetLoadersForSaveUnMarkAllObjects=109.522713, TagPackageExports=17.003119, BeginCacheForCookedPlatformData=0.007197, SerializeImports=18.864311, GatherLocalizableTextData=25.913589, MarkNames=0.189025, SerializeSummary=0.019647, SerializeNames=0.637095, SerializeGatherableTextData=0.214487, BuildExportMap=0.627685, SortExportsNonSeekfree=4.289180, SortExportsSeekfreeConstructor=0.116516, SortExportsSeekfreeInner=68.023544, SortExportsSeekfree=0.009689, BuildDependencyMap=0.306368, SerializeImportMap=0.084136, SerializeExportMap=0.096034, SerializeDependencyMap=0.022970, SerializeStringAssetReferenceMap=0.002492, SaveThumbNailsAssetRegistryDataWorldLevelInfo=3.068682, SerializeExports=27.272186, SerializeBulkData=121.093643, MoveFile=25.212009, UnaccountedTime=1.775675, RunGuid=RunIDF98F217A472F2084AD2882A5181FCF47
SavePackageTransactionIdB3E0B0FE477E29EECEA8A1AED9002F3A_2, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Models/NewDusk/NewAnimBlueprint.uasset, AutoPackageBackupDelegate=27.265821, FlushAsyncLoading=0.013564, FlushStreamingFunc=0.051200, BlockTillAllRequestsFinished=0.005532, ResetLoadersForSaveUnMarkAllObjects=0.275098, TagPackageExports=8.739985, BeginCacheForCookedPlatformData=0.005536, SerializeImports=9.098940, GatherLocalizableTextData=8.933716, MarkNames=0.083581, SerializeSummary=0.014670, SerializeNames=0.348713, SerializeGatherableTextData=0.212271, BuildExportMap=0.201203, SortExportsNonSeekfree=1.106750, SortExportsSeekfreeConstructor=0.009689, SortExportsSeekfreeInner=10.215376, SortExportsSeekfree=0.009134, BuildDependencyMap=0.079706, SerializeImportMap=0.019372, SerializeExportMap=0.043731, SerializeDependencyMap=0.011347, SerializeStringAssetReferenceMap=0.002213, SaveThumbNailsAssetRegistryDataWorldLevelInfo=8.139979, SerializeExports=14.105748, SerializeBulkData=0.011072, MoveFile=5.547315, UnaccountedTime=1.317363, RunGuid=RunIDF98F217A472F2084AD2882A5181FCF47
SavePackageTransactionIdB3E0B0FE477E29EECEA8A1AED9002F3A_3, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Models/DuskModel/Animated/Anim_BP/DuskAnim_BPv2.uasset, AutoPackageBackupDelegate=8.114241, FlushAsyncLoading=0.013836, FlushStreamingFunc=0.065316, BlockTillAllRequestsFinished=0.006918, ResetLoadersForSaveUnMarkAllObjects=0.588112, TagPackageExports=7.926319, BeginCacheForCookedPlatformData=0.005260, SerializeImports=8.693490, GatherLocalizableTextData=6.895125, MarkNames=0.090223, SerializeSummary=0.014666, SerializeNames=0.362828, SerializeGatherableTextData=0.225004, BuildExportMap=0.199266, SortExportsNonSeekfree=1.086824, SortExportsSeekfreeConstructor=0.010516, SortExportsSeekfreeInner=9.280771, SortExportsSeekfree=0.004150, BuildDependencyMap=0.084966, SerializeImportMap=0.022694, SerializeExportMap=0.042621, SerializeDependencyMap=0.006918, SerializeStringAssetReferenceMap=0.001661, SaveThumbNailsAssetRegistryDataWorldLevelInfo=7.438954, SerializeExports=12.438290, SerializeBulkData=0.012174, MoveFile=5.565032, UnaccountedTime=1.278892, RunGuid=RunIDF98F217A472F2084AD2882A5181FCF47
SavePackageTransactionIdB3E0B0FE477E29EECEA8A1AED9002F3A_4, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Models/NewDusk/NewAnimBlueprint2.uasset, AutoPackageBackupDelegate=0.099082, FlushAsyncLoading=0.004150, FlushStreamingFunc=0.070848, BlockTillAllRequestsFinished=0.006367, ResetLoadersForSaveUnMarkAllObjects=0.254616, TagPackageExports=0.009134, BeginCacheForCookedPlatformData=0.000831, SerializeImports=0.389948, GatherLocalizableTextData=0.011347, MarkNames=0.003874, SerializeSummary=0.009410, SerializeNames=0.009134, SerializeGatherableTextData=0.001382, BuildExportMap=0.008304, SortExportsNonSeekfree=0.002492, SortExportsSeekfreeConstructor=0.008304, SortExportsSeekfreeInner=0.014391, SortExportsSeekfree=0.001658, BuildDependencyMap=0.004705, SerializeImportMap=0.041790, SerializeExportMap=0.025738, SerializeDependencyMap=0.000831, SerializeStringAssetReferenceMap=0.009961, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.014115, SerializeExports=0.005811, SerializeBulkData=0.003323, MoveFile=3.154751, UnaccountedTime=1.376312, RunGuid=RunIDF98F217A472F2084AD2882A5181FCF47
SavePackageTransactionIdB3E0B0FE477E29EECEA8A1AED9002F3A_5, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Models/NewDusk/NewAnimBlueprintv2.uasset, AutoPackageBackupDelegate=8.319594, FlushAsyncLoading=0.009965, FlushStreamingFunc=0.056457, BlockTillAllRequestsFinished=0.006918, ResetLoadersForSaveUnMarkAllObjects=0.265688, TagPackageExports=7.898643, BeginCacheForCookedPlatformData=0.003599, SerializeImports=9.424128, GatherLocalizableTextData=6.902322, MarkNames=0.052858, SerializeSummary=0.017159, SerializeNames=0.365045, SerializeGatherableTextData=0.212546, BuildExportMap=0.200652, SortExportsNonSeekfree=1.004905, SortExportsSeekfreeConstructor=0.009131, SortExportsSeekfreeInner=9.571091, SortExportsSeekfree=0.006363, BuildDependencyMap=0.152495, SerializeImportMap=0.017989, SerializeExportMap=0.053413, SerializeDependencyMap=0.011072, SerializeStringAssetReferenceMap=0.002213, SaveThumbNailsAssetRegistryDataWorldLevelInfo=8.145514, SerializeExports=13.075106, SerializeBulkData=0.008579, MoveFile=5.774815, UnaccountedTime=1.380187, RunGuid=RunIDF98F217A472F2084AD2882A5181FCF47
SavePackageTransactionIdB3E0B0FE477E29EECEA8A1AED9002F3A_6, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Models/NewDusk/NewAnimBlueprintv2.uasset, AutoPackageBackupDelegate=2.725776, FlushAsyncLoading=0.003599, FlushStreamingFunc=0.046495, BlockTillAllRequestsFinished=0.006367, ResetLoadersForSaveUnMarkAllObjects=0.247143, TagPackageExports=3.443964, BeginCacheForCookedPlatformData=0.008024, SerializeImports=4.109290, GatherLocalizableTextData=2.351880, MarkNames=0.037365, SerializeSummary=0.015497, SerializeNames=0.292808, SerializeGatherableTextData=0.044838, BuildExportMap=0.140868, SortExportsNonSeekfree=0.366978, SortExportsSeekfreeConstructor=0.061993, SortExportsSeekfreeInner=4.035950, SortExportsSeekfree=0.003599, BuildDependencyMap=0.039574, SerializeImportMap=0.015497, SerializeExportMap=0.023525, SerializeDependencyMap=0.030443, SerializeStringAssetReferenceMap=0.004150, SaveThumbNailsAssetRegistryDataWorldLevelInfo=7.539138, SerializeExports=5.408663, SerializeBulkData=0.005811, MoveFile=6.254986, UnaccountedTime=1.400113, RunGuid=RunIDF98F217A472F2084AD2882A5181FCF47
SavePackageTransactionIdB3E0B0FE477E29EECEA8A1AED9002F3A_7, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Models/NewDusk/NewAnimBlueprintv2.uasset, AutoPackageBackupDelegate=8.164611, FlushAsyncLoading=0.006367, FlushStreamingFunc=0.050645, BlockTillAllRequestsFinished=0.005256, ResetLoadersForSaveUnMarkAllObjects=0.336539, TagPackageExports=3.284000, BeginCacheForCookedPlatformData=0.002764, SerializeImports=4.019622, GatherLocalizableTextData=2.520423, MarkNames=0.034321, SerializeSummary=0.013560, SerializeNames=0.308860, SerializeGatherableTextData=0.052862, BuildExportMap=0.147235, SortExportsNonSeekfree=0.413198, SortExportsSeekfreeConstructor=0.050370, SortExportsSeekfreeInner=6.753422, SortExportsSeekfree=0.005536, BuildDependencyMap=0.044834, SerializeImportMap=0.019372, SerializeExportMap=0.024080, SerializeDependencyMap=0.005256, SerializeStringAssetReferenceMap=0.002217, SaveThumbNailsAssetRegistryDataWorldLevelInfo=7.311087, SerializeExports=5.689572, SerializeBulkData=0.012454, MoveFile=6.136533, UnaccountedTime=1.281940, RunGuid=RunIDF98F217A472F2084AD2882A5181FCF47
SavePackageTransactionIdB3E0B0FE477E29EECEA8A1AED9002F3A_8, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Models/NewDusk/NewAnimBlueprintv2.uasset, AutoPackageBackupDelegate=2.861116, FlushAsyncLoading=0.003319, FlushStreamingFunc=0.068359, BlockTillAllRequestsFinished=0.005811, ResetLoadersForSaveUnMarkAllObjects=0.228047, TagPackageExports=3.434002, BeginCacheForCookedPlatformData=0.006087, SerializeImports=4.700996, GatherLocalizableTextData=2.887960, MarkNames=0.037637, SerializeSummary=0.017434, SerializeNames=0.295579, SerializeGatherableTextData=0.101846, BuildExportMap=0.147510, SortExportsNonSeekfree=0.424825, SortExportsSeekfreeConstructor=0.050090, SortExportsSeekfreeInner=4.657544, SortExportsSeekfree=0.003599, BuildDependencyMap=0.039577, SerializeImportMap=0.015777, SerializeExportMap=0.024632, SerializeDependencyMap=0.004705, SerializeStringAssetReferenceMap=0.001658, SaveThumbNailsAssetRegistryDataWorldLevelInfo=8.716740, SerializeExports=6.281279, SerializeBulkData=0.005532, MoveFile=6.542534, UnaccountedTime=1.438584, RunGuid=RunIDF98F217A472F2084AD2882A5181FCF47
SavePackageTransactionIdB3E0B0FE477E29EECEA8A1AED9002F3A_9, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Models/NewDusk/duskIdle_Run.uasset, AutoPackageBackupDelegate=0.103228, FlushAsyncLoading=0.004429, FlushStreamingFunc=0.028230, BlockTillAllRequestsFinished=0.003874, ResetLoadersForSaveUnMarkAllObjects=0.249911, TagPackageExports=0.022974, BeginCacheForCookedPlatformData=0.001106, SerializeImports=0.435062, GatherLocalizableTextData=0.071403, MarkNames=0.007197, SerializeSummary=0.010237, SerializeNames=0.024911, SerializeGatherableTextData=0.001106, BuildExportMap=0.023801, SortExportsNonSeekfree=0.004981, SortExportsSeekfreeConstructor=0.008304, SortExportsSeekfreeInner=0.324082, SortExportsSeekfree=0.002768, BuildDependencyMap=0.006918, SerializeImportMap=0.006087, SerializeExportMap=0.004154, SerializeDependencyMap=0.001106, SerializeStringAssetReferenceMap=0.001661, SaveThumbNailsAssetRegistryDataWorldLevelInfo=7.079720, SerializeExports=0.204246, SerializeBulkData=0.004705, MoveFile=4.024323, UnaccountedTime=1.260627, RunGuid=RunIDF98F217A472F2084AD2882A5181FCF47
