CookerStat, GenerateAssetRegistry=841.627747, Initialize=842.289734, GetCookedIniVersionStrings=0.090774, CacheIniVersionStringsMap=0.004984, GetCurrentIniVersionStrings=21.615553, IniSettingsOutOfDate=46.996662, InitializeSandbox=37.327324, SavingAssetRegistry=1229.990356, RunGuid=RunID66F3811046F67E7EBB4D4AAFDB628AFC
../../../Engine/Content/MobileResources/HUD/VirtualJoystick_Thumb.uasset, AllOfLoadPackage_Duration=5.374055ms, AllOfLoadPackage_HitCount=363, ResolveRedirectors_Duration=8339.427881ms, ResolveRedirectors_HitCount=363, CacheForCookedPlatformData_Duration=25.065884ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=4.585311ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=24.970151ms, SavePackageCacheForCookedPlatformData_HitCount=171, SaveCookedPackage_Duration=2459.760394ms, SaveCookedPackage_HitCount=170, RunGuid=RunID66F3811046F67E7EBB4D4AAFDB628AFC
SavePackageTransactionId0BD4D6AD4F36A25655A78E8FB4AD4BE4_0, Filename=C:/Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Saved/Cooked/WindowsNoEditor/Engine/Content/MobileResources/HUD/VirtualJoystick_Thumb.uasset, FlushAsyncLoading=0.010241, FlushStreamingFunc=0.001937, BlockTillAllRequestsFinished=0.025187, ResetLoadersForSaveUnMarkAllObjects=0.105165, TagPackageExports=0.061717, BeginCacheForCookedPlatformData=0.003599, SerializeImports=0.074726, GatherLocalizableTextData=0.003874, MarkNames=0.006918, SerializeSummary=0.016052, SerializeNames=0.030719, SerializeGatherableTextData=0.002492, BuildExportMap=0.012729, SortExportsNonSeekfree=0.003874, SortExportsSeekfreeConstructor=0.075832, SortExportsSeekfreeInner=0.209231, SortExportsSeekfree=0.002764, BuildDependencyMap=0.011347, SerializeImportMap=0.004429, SerializeExportMap=0.001937, SerializeDependencyMap=0.001386, SerializeStringAssetReferenceMap=0.000831, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.011899, SerializeExports=0.045665, SerializeBulkData=0.014115, AsyncWrite=0.065036, UnaccountedTime=0.155538, RunGuid=RunID66F3811046F67E7EBB4D4AAFDB628AFC
SavePackageTransactionId0BD4D6AD4F36A25655A78E8FB4AD4BE4_1, Filename=C:/Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Saved/Cooked/WindowsNoEditor/Engine/Content/EditorResources/S_Actor.uasset, FlushAsyncLoading=0.009965, FlushStreamingFunc=0.001937, BlockTillAllRequestsFinished=0.002768, ResetLoadersForSaveUnMarkAllObjects=0.105996, TagPackageExports=0.061717, BeginCacheForCookedPlatformData=0.003044, SerializeImports=0.042070, GatherLocalizableTextData=0.001658, MarkNames=0.002217, SerializeSummary=0.009131, SerializeNames=0.013839, SerializeGatherableTextData=0.001106, BuildExportMap=0.008855, SortExportsNonSeekfree=0.002492, SortExportsSeekfreeConstructor=0.008579, SortExportsSeekfreeInner=0.143915, SortExportsSeekfree=0.001382, BuildDependencyMap=0.006091, SerializeImportMap=0.001382, SerializeExportMap=0.001110, SerializeDependencyMap=0.000831, SerializeStringAssetReferenceMap=0.000831, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.007473, SerializeExports=0.032932, SerializeBulkData=0.016607, AsyncWrite=0.074722, UnaccountedTime=0.180170, RunGuid=RunID66F3811046F67E7EBB4D4AAFDB628AFC
SavePackageTransactionId0BD4D6AD4F36A25655A78E8FB4AD4BE4_2, Filename=C:/Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineFonts/Roboto.uasset, FlushAsyncLoading=0.006922, FlushStreamingFunc=0.001661, BlockTillAllRequestsFinished=0.002764, ResetLoadersForSaveUnMarkAllObjects=0.095759, TagPackageExports=0.050094, BeginCacheForCookedPlatformData=0.003874, SerializeImports=0.085518, GatherLocalizableTextData=0.002768, MarkNames=0.004981, SerializeSummary=0.009134, SerializeNames=0.035699, SerializeGatherableTextData=0.002217, BuildExportMap=0.015497, SortExportsNonSeekfree=0.019651, SortExportsSeekfreeConstructor=0.009406, SortExportsSeekfreeInner=0.223897, SortExportsSeekfree=0.002768, BuildDependencyMap=0.011347, SerializeImportMap=0.009686, SerializeExportMap=0.003044, SerializeDependencyMap=0.001937, SerializeStringAssetReferenceMap=0.001106, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.011623, SerializeExports=4.935410, SerializeBulkData=33.126984, AsyncWrite=0.250742, UnaccountedTime=0.132289, RunGuid=RunID66F3811046F67E7EBB4D4AAFDB628AFC
SavePackageTransactionId0BD4D6AD4F36A25655A78E8FB4AD4BE4_3, Filename=C:/Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineMaterials/Widget3DPassThrough_Translucent.uasset, FlushAsyncLoading=0.007752, FlushStreamingFunc=0.001658, BlockTillAllRequestsFinished=0.003323, ResetLoadersForSaveUnMarkAllObjects=0.141699, TagPackageExports=0.019096, BeginCacheForCookedPlatformData=0.003044, SerializeImports=0.039853, GatherLocalizableTextData=0.002492, MarkNames=0.005811, SerializeSummary=0.010241, SerializeNames=0.030164, SerializeGatherableTextData=0.001661, BuildExportMap=0.019927, SortExportsNonSeekfree=0.004981, SortExportsSeekfreeConstructor=0.011627, SortExportsSeekfreeInner=0.573438, SortExportsSeekfree=0.002492, BuildDependencyMap=0.008579, SerializeImportMap=0.002492, SerializeExportMap=0.001661, SerializeDependencyMap=0.001661, SerializeStringAssetReferenceMap=0.001106, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.013560, SerializeExports=0.017438, SerializeBulkData=0.004426, AsyncWrite=0.072785, UnaccountedTime=0.137273, RunGuid=RunID66F3811046F67E7EBB4D4AAFDB628AFC
SavePackageTransactionId0BD4D6AD4F36A25655A78E8FB4AD4BE4_4, Filename=C:/Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineMaterials/Widget3DPassThrough.uasset, FlushAsyncLoading=0.006367, FlushStreamingFunc=0.001661, BlockTillAllRequestsFinished=0.002488, ResetLoadersForSaveUnMarkAllObjects=0.210337, TagPackageExports=0.482664, BeginCacheForCookedPlatformData=0.013009, SerializeImports=0.881746, GatherLocalizableTextData=0.005260, MarkNames=0.023801, SerializeSummary=0.016328, SerializeNames=0.140592, SerializeGatherableTextData=0.002492, BuildExportMap=0.110976, SortExportsNonSeekfree=0.145297, SortExportsSeekfreeConstructor=0.014115, SortExportsSeekfreeInner=1.936469, SortExportsSeekfree=0.004705, BuildDependencyMap=0.031274, SerializeImportMap=0.006642, SerializeExportMap=0.008304, SerializeDependencyMap=0.004150, SerializeStringAssetReferenceMap=0.001937, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.018544, SerializeExports=0.683311, SerializeBulkData=0.006642, AsyncWrite=0.127308, UnaccountedTime=0.268456, RunGuid=RunID66F3811046F67E7EBB4D4AAFDB628AFC
SavePackageTransactionId0BD4D6AD4F36A25655A78E8FB4AD4BE4_5, Filename=C:/Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Saved/Cooked/WindowsNoEditor/Engine/Content/Functions/Engine_MaterialFunctions01/Texturing/ScaleUVsByCenter.uasset, FlushAsyncLoading=0.007473, FlushStreamingFunc=0.001661, BlockTillAllRequestsFinished=0.002768, ResetLoadersForSaveUnMarkAllObjects=0.104614, TagPackageExports=0.198986, BeginCacheForCookedPlatformData=0.005260, SerializeImports=0.267345, GatherLocalizableTextData=0.002213, MarkNames=0.007197, SerializeSummary=0.009134, SerializeNames=0.051200, SerializeGatherableTextData=0.001106, BuildExportMap=0.036806, SortExportsNonSeekfree=0.044283, SortExportsSeekfreeConstructor=0.006367, SortExportsSeekfreeInner=0.319652, SortExportsSeekfree=0.001661, BuildDependencyMap=0.011623, SerializeImportMap=0.002492, SerializeExportMap=0.003323, SerializeDependencyMap=0.001661, SerializeStringAssetReferenceMap=0.000831, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.007749, SerializeExports=0.083029, SerializeBulkData=0.003595, AsyncWrite=0.058118, UnaccountedTime=0.147786, RunGuid=RunID66F3811046F67E7EBB4D4AAFDB628AFC
SavePackageTransactionId0BD4D6AD4F36A25655A78E8FB4AD4BE4_6, Filename=C:/Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Saved/Cooked/WindowsNoEditor/Engine/Content/Functions/Engine_MaterialFunctions02/Utility/BreakOutFloat2Components.uasset, FlushAsyncLoading=0.006642, FlushStreamingFunc=0.001661, BlockTillAllRequestsFinished=0.002768, ResetLoadersForSaveUnMarkAllObjects=0.101570, TagPackageExports=0.079431, BeginCacheForCookedPlatformData=0.004150, SerializeImports=0.112917, GatherLocalizableTextData=0.002768, MarkNames=0.004705, SerializeSummary=0.009965, SerializeNames=0.037637, SerializeGatherableTextData=0.002213, BuildExportMap=0.020757, SortExportsNonSeekfree=0.025462, SortExportsSeekfreeConstructor=0.010516, SortExportsSeekfreeInner=0.300281, SortExportsSeekfree=0.002768, BuildDependencyMap=0.014670, SerializeImportMap=0.002768, SerializeExportMap=0.002768, SerializeDependencyMap=0.002492, SerializeStringAssetReferenceMap=0.001386, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.017159, SerializeExports=0.062544, SerializeBulkData=0.005260, AsyncWrite=0.077214, UnaccountedTime=0.133399, RunGuid=RunID66F3811046F67E7EBB4D4AAFDB628AFC
SavePackageTransactionId0BD4D6AD4F36A25655A78E8FB4AD4BE4_7, Filename=C:/Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Saved/Cooked/WindowsNoEditor/Engine/Content/Functions/Engine_MaterialFunctions02/ScreenResolution.uasset, FlushAsyncLoading=0.013839, FlushStreamingFunc=0.002488, BlockTillAllRequestsFinished=0.004705, ResetLoadersForSaveUnMarkAllObjects=0.236075, TagPackageExports=0.069469, BeginCacheForCookedPlatformData=0.004705, SerializeImports=0.123154, GatherLocalizableTextData=0.002768, MarkNames=0.006091, SerializeSummary=0.013284, SerializeNames=0.042066, SerializeGatherableTextData=0.001937, BuildExportMap=0.028782, SortExportsNonSeekfree=0.019096, SortExportsSeekfreeConstructor=0.012178, SortExportsSeekfreeInner=0.315782, SortExportsSeekfree=0.002488, BuildDependencyMap=0.012454, SerializeImportMap=0.002768, SerializeExportMap=0.003319, SerializeDependencyMap=0.002213, SerializeStringAssetReferenceMap=0.001661, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.019096, SerializeExports=0.061717, SerializeBulkData=0.005811, AsyncWrite=0.110704, UnaccountedTime=0.135057, RunGuid=RunID66F3811046F67E7EBB4D4AAFDB628AFC
SavePackageTransactionId0BD4D6AD4F36A25655A78E8FB4AD4BE4_8, Filename=C:/Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Saved/Cooked/WindowsNoEditor/Engine/Content/Functions/Engine_MaterialFunctions02/Texturing/ScreenAlignedUVs.uasset, FlushAsyncLoading=0.008579, FlushStreamingFunc=0.002492, BlockTillAllRequestsFinished=0.003044, ResetLoadersForSaveUnMarkAllObjects=0.185151, TagPackageExports=0.337642, BeginCacheForCookedPlatformData=0.007473, SerializeImports=0.730086, GatherLocalizableTextData=0.003319, MarkNames=0.014391, SerializeSummary=0.013284, SerializeNames=0.085797, SerializeGatherableTextData=0.003044, BuildExportMap=0.072509, SortExportsNonSeekfree=0.188474, SortExportsSeekfreeConstructor=0.013005, SortExportsSeekfreeInner=0.828058, SortExportsSeekfree=0.003044, BuildDependencyMap=0.027400, SerializeImportMap=0.003044, SerializeExportMap=0.005811, SerializeDependencyMap=0.004429, SerializeStringAssetReferenceMap=0.001661, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.015773, SerializeExports=0.332110, SerializeBulkData=0.004705, AsyncWrite=0.070851, UnaccountedTime=0.150278, RunGuid=RunID66F3811046F67E7EBB4D4AAFDB628AFC
SavePackageTransactionId0BD4D6AD4F36A25655A78E8FB4AD4BE4_9, Filename=C:/Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineResources/WhiteSquareTexture.uasset, FlushAsyncLoading=0.009965, FlushStreamingFunc=0.001937, BlockTillAllRequestsFinished=0.002764, ResetLoadersForSaveUnMarkAllObjects=0.085518, TagPackageExports=0.059225, BeginCacheForCookedPlatformData=0.002768, SerializeImports=0.044283, GatherLocalizableTextData=0.001382, MarkNames=0.002492, SerializeSummary=0.008579, SerializeNames=0.012454, SerializeGatherableTextData=0.001106, BuildExportMap=0.009134, SortExportsNonSeekfree=0.002768, SortExportsSeekfreeConstructor=0.008579, SortExportsSeekfreeInner=0.165500, SortExportsSeekfree=0.001382, BuildDependencyMap=0.006367, SerializeImportMap=0.001382, SerializeExportMap=0.001106, SerializeDependencyMap=0.000831, SerializeStringAssetReferenceMap=0.000831, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.007473, SerializeExports=0.028506, SerializeBulkData=0.003874, AsyncWrite=0.063654, UnaccountedTime=0.178508, RunGuid=RunID66F3811046F67E7EBB4D4AAFDB628AFC
SavePackageTransactionId0BD4D6AD4F36A25655A78E8FB4AD4BE4_10, Filename=C:/Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Saved/Cooked/WindowsNoEditor/Engine/Content/Functions/Engine_MaterialFunctions01/Shading/PowerToRoughness.uasset, FlushAsyncLoading=0.012454, FlushStreamingFunc=0.002492, BlockTillAllRequestsFinished=0.003595, ResetLoadersForSaveUnMarkAllObjects=0.164948, TagPackageExports=0.047326, BeginCacheForCookedPlatformData=0.003599, SerializeImports=0.101015, GatherLocalizableTextData=0.001937, MarkNames=0.004705, SerializeSummary=0.009965, SerializeNames=0.030443, SerializeGatherableTextData=0.001382, BuildExportMap=0.031274, SortExportsNonSeekfree=0.019096, SortExportsSeekfreeConstructor=0.007197, SortExportsSeekfreeInner=0.239950, SortExportsSeekfree=0.002213, BuildDependencyMap=0.009961, SerializeImportMap=0.001941, SerializeExportMap=0.002213, SerializeDependencyMap=0.001661, SerializeStringAssetReferenceMap=0.000831, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.008024, SerializeExports=0.041790, SerializeBulkData=0.003319, AsyncWrite=0.068635, UnaccountedTime=0.128414, RunGuid=RunID66F3811046F67E7EBB4D4AAFDB628AFC
