CookerStat, GenerateAssetRegistry=0.022694, Initialize=0.117622, RunGuid=RunIDFB99839548CD4B27BF4AC49CF7A5B744
SavePackageTransactionIdF157C1204387F8AEBDDFA284A720C611_0, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Saved/Autosaves/Game/Maps/Test_Auto1.umap, AutoPackageBackupDelegate=20.933069, FlushAsyncLoading=0.015497, FlushStreamingFunc=0.072509, BlockTillAllRequestsFinished=0.008859, ResetLoadersForSaveUnMarkAllObjects=110.149841, TagPackageExports=16.379313, BeginCacheForCookedPlatformData=0.004981, SerializeImports=20.661295, GatherLocalizableTextData=26.467104, MarkNames=0.183765, SerializeSummary=0.023250, SerializeNames=0.652593, SerializeGatherableTextData=0.149172, BuildExportMap=0.604711, SortExportsNonSeekfree=2.424948, SortExportsSeekfreeConstructor=0.070017, SortExportsSeekfreeInner=68.377800, SortExportsSeekfree=0.008304, BuildDependencyMap=0.264857, SerializeImportMap=0.094097, SerializeExportMap=0.098802, SerializeDependencyMap=0.026569, SerializeStringAssetReferenceMap=0.002768, SaveThumbNailsAssetRegistryDataWorldLevelInfo=2.633065, SerializeExports=26.379925, SerializeBulkData=113.719177, MoveFile=4.632913, UnaccountedTime=0.304710, RunGuid=RunIDFB99839548CD4B27BF4AC49CF7A5B744
SavePackageTransactionIdF157C1204387F8AEBDDFA284A720C611_1, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Maps/Test.umap, AutoPackageBackupDelegate=5.375728, FlushAsyncLoading=0.003047, FlushStreamingFunc=0.056181, BlockTillAllRequestsFinished=0.004426, ResetLoadersForSaveUnMarkAllObjects=110.611755, TagPackageExports=16.973782, BeginCacheForCookedPlatformData=0.005811, SerializeImports=18.893923, GatherLocalizableTextData=25.913868, MarkNames=0.208952, SerializeSummary=0.020757, SerializeNames=0.682760, SerializeGatherableTextData=0.169374, BuildExportMap=0.638202, SortExportsNonSeekfree=2.390627, SortExportsSeekfreeConstructor=0.063099, SortExportsSeekfreeInner=70.629768, SortExportsSeekfree=0.007197, BuildDependencyMap=0.281736, SerializeImportMap=0.084963, SerializeExportMap=0.097696, SerializeDependencyMap=0.024080, SerializeStringAssetReferenceMap=0.002213, SaveThumbNailsAssetRegistryDataWorldLevelInfo=2.715815, SerializeExports=27.458723, SerializeBulkData=116.742752, MoveFile=4.549056, UnaccountedTime=3.150877, RunGuid=RunIDFB99839548CD4B27BF4AC49CF7A5B744
SavePackageTransactionIdF157C1204387F8AEBDDFA284A720C611_2, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/GameModes/ThirdPersonGameMode.uasset, AutoPackageBackupDelegate=9.412781, FlushAsyncLoading=0.012454, FlushStreamingFunc=0.071127, BlockTillAllRequestsFinished=0.005536, ResetLoadersForSaveUnMarkAllObjects=0.435617, TagPackageExports=7.292546, BeginCacheForCookedPlatformData=0.004154, SerializeImports=8.137762, GatherLocalizableTextData=5.895201, MarkNames=0.057288, SerializeSummary=0.013839, SerializeNames=0.262365, SerializeGatherableTextData=0.062823, BuildExportMap=0.200372, SortExportsNonSeekfree=1.111731, SortExportsSeekfreeConstructor=0.060059, SortExportsSeekfreeInner=11.510044, SortExportsSeekfree=0.004705, BuildDependencyMap=0.067253, SerializeImportMap=0.017989, SerializeExportMap=0.047602, SerializeDependencyMap=0.008859, SerializeStringAssetReferenceMap=0.001937, SaveThumbNailsAssetRegistryDataWorldLevelInfo=1.036730, SerializeExports=9.828750, SerializeBulkData=0.007194, MoveFile=27.125233, UnaccountedTime=1.444396, RunGuid=RunIDFB99839548CD4B27BF4AC49CF7A5B744
SavePackageTransactionIdF157C1204387F8AEBDDFA284A720C611_3, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/GameModes/ThirdPersonGameMode.uasset, AutoPackageBackupDelegate=5.059950, FlushAsyncLoading=0.003319, FlushStreamingFunc=0.096034, BlockTillAllRequestsFinished=0.006922, ResetLoadersForSaveUnMarkAllObjects=0.246037, TagPackageExports=6.931931, BeginCacheForCookedPlatformData=0.002492, SerializeImports=8.174848, GatherLocalizableTextData=5.822137, MarkNames=0.048988, SerializeSummary=0.014942, SerializeNames=0.260431, SerializeGatherableTextData=0.062544, BuildExportMap=0.199821, SortExportsNonSeekfree=1.150202, SortExportsSeekfreeConstructor=0.050925, SortExportsSeekfreeInner=11.583109, SortExportsSeekfree=0.005811, BuildDependencyMap=0.068914, SerializeImportMap=0.019096, SerializeExportMap=0.043727, SerializeDependencyMap=0.008855, SerializeStringAssetReferenceMap=0.001937, SaveThumbNailsAssetRegistryDataWorldLevelInfo=1.017362, SerializeExports=10.251630, SerializeBulkData=0.008028, MoveFile=4.686050, UnaccountedTime=1.430556, RunGuid=RunIDFB99839548CD4B27BF4AC49CF7A5B744
SavePackageTransactionIdF157C1204387F8AEBDDFA284A720C611_4, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Maps/Test.umap, AutoPackageBackupDelegate=5.142421, FlushAsyncLoading=0.003323, FlushStreamingFunc=0.076663, BlockTillAllRequestsFinished=0.006642, ResetLoadersForSaveUnMarkAllObjects=113.011230, TagPackageExports=17.596487, BeginCacheForCookedPlatformData=0.006642, SerializeImports=19.143559, GatherLocalizableTextData=23.467056, MarkNames=0.159964, SerializeSummary=0.019096, SerializeNames=0.602502, SerializeGatherableTextData=0.127584, BuildExportMap=0.564862, SortExportsNonSeekfree=2.250034, SortExportsSeekfreeConstructor=0.065867, SortExportsSeekfreeInner=41.958576, SortExportsSeekfree=0.006918, BuildDependencyMap=0.296131, SerializeImportMap=0.081088, SerializeExportMap=0.099078, SerializeDependencyMap=0.023525, SerializeStringAssetReferenceMap=0.002488, SaveThumbNailsAssetRegistryDataWorldLevelInfo=2.377342, SerializeExports=26.560369, SerializeBulkData=111.700233, MoveFile=32.597824, UnaccountedTime=1.388766, RunGuid=RunIDFB99839548CD4B27BF4AC49CF7A5B744
SavePackageTransactionIdF157C1204387F8AEBDDFA284A720C611_5, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Blueprints/BlueprintDialogues/Blueprints/BPC_Dialogue.uasset, AutoPackageBackupDelegate=12.883313, FlushAsyncLoading=0.013009, FlushStreamingFunc=0.068083, BlockTillAllRequestsFinished=0.006918, ResetLoadersForSaveUnMarkAllObjects=0.290040, TagPackageExports=123.598297, BeginCacheForCookedPlatformData=0.004429, SerializeImports=139.085068, GatherLocalizableTextData=122.296432, MarkNames=1.681022, SerializeSummary=0.022419, SerializeNames=0.825841, SerializeGatherableTextData=0.927135, BuildExportMap=1.232401, SortExportsNonSeekfree=47.027657, SortExportsSeekfreeConstructor=0.027124, SortExportsSeekfreeInner=146.089783, SortExportsSeekfree=0.006918, BuildDependencyMap=1.523547, SerializeImportMap=0.064760, SerializeExportMap=0.786822, SerializeDependencyMap=1.061916, SerializeStringAssetReferenceMap=0.004984, SaveThumbNailsAssetRegistryDataWorldLevelInfo=23.394545, SerializeExports=193.851395, SerializeBulkData=0.008028, MoveFile=4.965018, UnaccountedTime=2.299573, RunGuid=RunIDFB99839548CD4B27BF4AC49CF7A5B744
SavePackageTransactionIdF157C1204387F8AEBDDFA284A720C611_6, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Maps/Test.umap, AutoPackageBackupDelegate=5.052753, FlushAsyncLoading=0.003323, FlushStreamingFunc=0.076938, BlockTillAllRequestsFinished=0.004981, ResetLoadersForSaveUnMarkAllObjects=121.842545, TagPackageExports=19.479544, BeginCacheForCookedPlatformData=0.006363, SerializeImports=20.442381, GatherLocalizableTextData=25.240515, MarkNames=0.198990, SerializeSummary=0.019927, SerializeNames=0.595856, SerializeGatherableTextData=0.164393, BuildExportMap=0.556834, SortExportsNonSeekfree=2.551977, SortExportsSeekfreeConstructor=0.063654, SortExportsSeekfreeInner=44.421715, SortExportsSeekfree=0.008859, BuildDependencyMap=0.324633, SerializeImportMap=0.084136, SerializeExportMap=0.103783, SerializeDependencyMap=0.023525, SerializeStringAssetReferenceMap=0.002768, SaveThumbNailsAssetRegistryDataWorldLevelInfo=2.881594, SerializeExports=28.814831, SerializeBulkData=114.091141, MoveFile=4.769351, UnaccountedTime=1.534067, RunGuid=RunIDFB99839548CD4B27BF4AC49CF7A5B744
SavePackageTransactionIdF157C1204387F8AEBDDFA284A720C611_7, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/GameModes/ThirdPersonGameMode.uasset, AutoPackageBackupDelegate=4.669167, FlushAsyncLoading=0.004429, FlushStreamingFunc=0.066143, BlockTillAllRequestsFinished=0.004429, ResetLoadersForSaveUnMarkAllObjects=0.401020, TagPackageExports=7.576499, BeginCacheForCookedPlatformData=0.003599, SerializeImports=8.339796, GatherLocalizableTextData=6.318360, MarkNames=0.060610, SerializeSummary=0.014115, SerializeNames=0.273712, SerializeGatherableTextData=0.066422, BuildExportMap=0.204522, SortExportsNonSeekfree=1.252051, SortExportsSeekfreeConstructor=0.008855, SortExportsSeekfreeInner=12.198895, SortExportsSeekfree=0.007194, BuildDependencyMap=0.077218, SerializeImportMap=0.025462, SerializeExportMap=0.046771, SerializeDependencyMap=0.009131, SerializeStringAssetReferenceMap=0.002217, SaveThumbNailsAssetRegistryDataWorldLevelInfo=1.094848, SerializeExports=10.722399, SerializeBulkData=0.006087, MoveFile=5.075447, UnaccountedTime=1.312107, RunGuid=RunIDFB99839548CD4B27BF4AC49CF7A5B744
SavePackageTransactionIdF157C1204387F8AEBDDFA284A720C611_8, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Blueprints/BlueprintDialogues/Blueprints/BPC_Dialogue.uasset, AutoPackageBackupDelegate=4.924059, FlushAsyncLoading=0.005260, FlushStreamingFunc=0.087455, BlockTillAllRequestsFinished=0.006363, ResetLoadersForSaveUnMarkAllObjects=0.255726, TagPackageExports=125.403305, BeginCacheForCookedPlatformData=0.004705, SerializeImports=138.386810, GatherLocalizableTextData=120.389847, MarkNames=1.766264, SerializeSummary=0.024352, SerializeNames=0.823077, SerializeGatherableTextData=0.858776, BuildExportMap=1.223821, SortExportsNonSeekfree=46.401081, SortExportsSeekfreeConstructor=0.024907, SortExportsSeekfreeInner=151.943466, SortExportsSeekfree=0.006363, BuildDependencyMap=2.256401, SerializeImportMap=0.069741, SerializeExportMap=0.786267, SerializeDependencyMap=0.182658, SerializeStringAssetReferenceMap=0.004705, SaveThumbNailsAssetRegistryDataWorldLevelInfo=24.059042, SerializeExports=201.061478, SerializeBulkData=0.008304, MoveFile=28.466951, UnaccountedTime=2.749026, RunGuid=RunIDFB99839548CD4B27BF4AC49CF7A5B744
SavePackageTransactionIdF157C1204387F8AEBDDFA284A720C611_9, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/GameModes/ThirdPersonGameMode.uasset, AutoPackageBackupDelegate=5.128305, FlushAsyncLoading=0.003047, FlushStreamingFunc=0.087176, BlockTillAllRequestsFinished=0.005260, ResetLoadersForSaveUnMarkAllObjects=0.234965, TagPackageExports=7.257953, BeginCacheForCookedPlatformData=0.002764, SerializeImports=8.342564, GatherLocalizableTextData=6.026383, MarkNames=0.050094, SerializeSummary=0.016052, SerializeNames=0.294194, SerializeGatherableTextData=0.117898, BuildExportMap=0.207566, SortExportsNonSeekfree=1.268379, SortExportsSeekfreeConstructor=0.051752, SortExportsSeekfreeInner=12.136627, SortExportsSeekfree=0.005811, BuildDependencyMap=0.086624, SerializeImportMap=0.021588, SerializeExportMap=0.046495, SerializeDependencyMap=0.008579, SerializeStringAssetReferenceMap=0.001937, SaveThumbNailsAssetRegistryDataWorldLevelInfo=1.139965, SerializeExports=10.708835, SerializeBulkData=0.011899, MoveFile=4.150525, UnaccountedTime=1.367733, RunGuid=RunIDFB99839548CD4B27BF4AC49CF7A5B744
