CookerStat, GenerateAssetRegistry=0.028230, Initialize=0.200372, RunGuid=RunID4C5406F8483148E659C0348D1A875387
DDCTransactionIdC11BD61348581970FF8916A3F3E64976_0, PutCachedData=, CacheKey=STATICMESH_37403C6FB9441A6992E4CB614156E6A_8C68575CEF434CA8A9E1DA4AED8A47BB_98__A9EBCC3E7D618E0B9AF65C18690944289065B362, StartTime=2016.06.27-10.17.13, HierarchicalDDC=, DataSize=1993, Duration=3.771089, RunGuid=RunID4C5406F8483148E659C0348D1A875387
DDCTransactionId6AFC025D43477FE7F6D6578058B93C34_0, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_14EC497A432A9759775CB1AE56BB30A__567DA72E39DBAC4334A17A5EBE93119A05B7E39D, StartTime=2016.06.27-10.17.13, HierarchicalDDC=, DataSize=840, Duration=3.714912, RunGuid=RunID4C5406F8483148E659C0348D1A875387
DDCTransactionId19AE24344DA43AB8672677BFB2CEAC8C_0, PutCachedData=, CacheKey=NavCollision_B89838347A4348138EE337A847529C5C_NavCollision_X_14EC497A432A97597__3D21F909058D46078BAB173885347EB7F029ABB3, StartTime=2016.06.27-10.17.13, HierarchicalDDC=, DataSize=401, Duration=366.504883, RunGuid=RunID4C5406F8483148E659C0348D1A875387
SavePackageTransactionId3E59CEFC440CD814F910908B679877BE_0, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/Menus/PauseMenu2.uasset, AutoPackageBackupDelegate=7.668108, FlushAsyncLoading=0.011902, FlushStreamingFunc=0.061437, BlockTillAllRequestsFinished=0.008028, ResetLoadersForSaveUnMarkAllObjects=1.070216, TagPackageExports=25.236090, BeginCacheForCookedPlatformData=0.006091, SerializeImports=27.300138, GatherLocalizableTextData=70.820732, MarkNames=0.254896, SerializeSummary=0.023246, SerializeNames=0.430357, SerializeGatherableTextData=0.401024, BuildExportMap=0.293639, SortExportsNonSeekfree=6.229799, SortExportsSeekfreeConstructor=0.070851, SortExportsSeekfreeInner=31.908422, SortExportsSeekfree=0.008300, BuildDependencyMap=1.195591, SerializeImportMap=0.025462, SerializeExportMap=0.222236, SerializeDependencyMap=0.047602, SerializeStringAssetReferenceMap=0.003599, SaveThumbNailsAssetRegistryDataWorldLevelInfo=4.706804, SerializeExports=47.255707, SerializeBulkData=0.025738, MoveFile=3.976446, UnaccountedTime=3.017757, RunGuid=RunID4C5406F8483148E659C0348D1A875387
SavePackageTransactionId3E59CEFC440CD814F910908B679877BE_1, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/Menus/PauseMenu2.uasset, AutoPackageBackupDelegate=3.925797, FlushAsyncLoading=0.003047, FlushStreamingFunc=0.083581, BlockTillAllRequestsFinished=0.005811, ResetLoadersForSaveUnMarkAllObjects=0.245757, TagPackageExports=25.629911, BeginCacheForCookedPlatformData=0.005811, SerializeImports=28.584848, GatherLocalizableTextData=73.744392, MarkNames=0.233028, SerializeSummary=0.029612, SerializeNames=0.424270, SerializeGatherableTextData=0.417352, BuildExportMap=0.310242, SortExportsNonSeekfree=6.564126, SortExportsSeekfreeConstructor=0.063099, SortExportsSeekfreeInner=33.237965, SortExportsSeekfree=0.006642, BuildDependencyMap=1.141343, SerializeImportMap=0.021588, SerializeExportMap=0.222787, SerializeDependencyMap=0.045940, SerializeStringAssetReferenceMap=0.002768, SaveThumbNailsAssetRegistryDataWorldLevelInfo=4.513629, SerializeExports=47.445839, SerializeBulkData=0.008304, MoveFile=4.270360, UnaccountedTime=1.502238, RunGuid=RunID4C5406F8483148E659C0348D1A875387
SavePackageTransactionId3E59CEFC440CD814F910908B679877BE_2, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/Menus/PauseMenu2.uasset, AutoPackageBackupDelegate=3.821462, FlushAsyncLoading=0.003044, FlushStreamingFunc=0.061993, BlockTillAllRequestsFinished=0.004981, ResetLoadersForSaveUnMarkAllObjects=0.221130, TagPackageExports=24.805178, BeginCacheForCookedPlatformData=0.005811, SerializeImports=27.328369, GatherLocalizableTextData=72.379707, MarkNames=0.151109, SerializeSummary=0.015777, SerializeNames=0.406001, SerializeGatherableTextData=0.373900, BuildExportMap=0.301111, SortExportsNonSeekfree=6.448161, SortExportsSeekfreeConstructor=0.057012, SortExportsSeekfreeInner=32.182964, SortExportsSeekfree=0.011899, BuildDependencyMap=1.478713, SerializeImportMap=0.020482, SerializeExportMap=0.202030, SerializeDependencyMap=0.068914, SerializeStringAssetReferenceMap=0.005260, SaveThumbNailsAssetRegistryDataWorldLevelInfo=4.550990, SerializeExports=47.384953, SerializeBulkData=0.008579, MoveFile=3.936317, UnaccountedTime=1.460999, RunGuid=RunID4C5406F8483148E659C0348D1A875387
SavePackageTransactionId3E59CEFC440CD814F910908B679877BE_3, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/Menus/PauseMenu2.uasset, AutoPackageBackupDelegate=4.045911, FlushAsyncLoading=0.003319, FlushStreamingFunc=0.120390, BlockTillAllRequestsFinished=0.007473, ResetLoadersForSaveUnMarkAllObjects=0.246312, TagPackageExports=25.833883, BeginCacheForCookedPlatformData=0.005536, SerializeImports=30.424173, GatherLocalizableTextData=72.401291, MarkNames=0.221685, SerializeSummary=0.021033, SerializeNames=0.407938, SerializeGatherableTextData=0.365872, BuildExportMap=0.280634, SortExportsNonSeekfree=6.799366, SortExportsSeekfreeConstructor=0.057563, SortExportsSeekfreeInner=32.787403, SortExportsSeekfree=0.008024, BuildDependencyMap=1.147714, SerializeImportMap=0.021309, SerializeExportMap=0.219192, SerializeDependencyMap=0.045113, SerializeStringAssetReferenceMap=0.002764, SaveThumbNailsAssetRegistryDataWorldLevelInfo=4.448593, SerializeExports=47.763557, SerializeBulkData=0.009686, MoveFile=3.654301, UnaccountedTime=1.615707, RunGuid=RunID4C5406F8483148E659C0348D1A875387
SavePackageTransactionId3E59CEFC440CD814F910908B679877BE_4, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/Menus/PauseMenu2.uasset, AutoPackageBackupDelegate=3.805131, FlushAsyncLoading=0.002768, FlushStreamingFunc=0.096314, BlockTillAllRequestsFinished=0.006087, ResetLoadersForSaveUnMarkAllObjects=0.242438, TagPackageExports=26.114511, BeginCacheForCookedPlatformData=0.006091, SerializeImports=29.140577, GatherLocalizableTextData=72.100731, MarkNames=0.232201, SerializeSummary=0.017989, SerializeNames=0.383861, SerializeGatherableTextData=0.383586, BuildExportMap=0.301387, SortExportsNonSeekfree=6.722983, SortExportsSeekfreeConstructor=0.057563, SortExportsSeekfreeInner=32.411842, SortExportsSeekfree=0.007473, BuildDependencyMap=1.128338, SerializeImportMap=0.036255, SerializeExportMap=0.220299, SerializeDependencyMap=0.066422, SerializeStringAssetReferenceMap=0.003595, SaveThumbNailsAssetRegistryDataWorldLevelInfo=4.426729, SerializeExports=48.144096, SerializeBulkData=0.008859, MoveFile=3.887329, UnaccountedTime=0.359230, RunGuid=RunID4C5406F8483148E659C0348D1A875387
SavePackageTransactionId3E59CEFC440CD814F910908B679877BE_5, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/Menus/PauseMenu2.uasset, AutoPackageBackupDelegate=3.886498, FlushAsyncLoading=0.003044, FlushStreamingFunc=0.081368, BlockTillAllRequestsFinished=0.005256, ResetLoadersForSaveUnMarkAllObjects=0.221130, TagPackageExports=25.041248, BeginCacheForCookedPlatformData=0.005536, SerializeImports=27.912331, GatherLocalizableTextData=72.235794, MarkNames=0.210058, SerializeSummary=0.017434, SerializeNames=0.408493, SerializeGatherableTextData=0.384971, BuildExportMap=0.303600, SortExportsNonSeekfree=6.904259, SortExportsSeekfreeConstructor=0.066422, SortExportsSeekfreeInner=31.993662, SortExportsSeekfree=0.006367, BuildDependencyMap=1.245406, SerializeImportMap=0.019647, SerializeExportMap=0.238013, SerializeDependencyMap=0.046495, SerializeStringAssetReferenceMap=0.003044, SaveThumbNailsAssetRegistryDataWorldLevelInfo=4.456617, SerializeExports=47.497593, SerializeBulkData=0.009410, MoveFile=9.867768, UnaccountedTime=1.480099, RunGuid=RunID4C5406F8483148E659C0348D1A875387
SavePackageTransactionId3E59CEFC440CD814F910908B679877BE_6, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/Menus/PauseMenu2.uasset, AutoPackageBackupDelegate=3.953751, FlushAsyncLoading=0.003044, FlushStreamingFunc=0.086073, BlockTillAllRequestsFinished=0.004981, ResetLoadersForSaveUnMarkAllObjects=0.238288, TagPackageExports=25.502604, BeginCacheForCookedPlatformData=0.006087, SerializeImports=28.008089, GatherLocalizableTextData=235.981567, MarkNames=0.949275, SerializeSummary=0.021037, SerializeNames=0.393547, SerializeGatherableTextData=1.311827, BuildExportMap=0.320762, SortExportsNonSeekfree=6.544195, SortExportsSeekfreeConstructor=0.081092, SortExportsSeekfreeInner=31.248632, SortExportsSeekfree=0.006642, BuildDependencyMap=0.357017, SerializeImportMap=0.021033, SerializeExportMap=0.248253, SerializeDependencyMap=0.090498, SerializeStringAssetReferenceMap=0.004150, SaveThumbNailsAssetRegistryDataWorldLevelInfo=4.260953, SerializeExports=46.814831, SerializeBulkData=0.010241, MoveFile=4.346192, UnaccountedTime=1.548730, RunGuid=RunID4C5406F8483148E659C0348D1A875387
SavePackageTransactionId3E59CEFC440CD814F910908B679877BE_7, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/Menus/PauseMenu2.uasset, AutoPackageBackupDelegate=7.654268, FlushAsyncLoading=0.009686, FlushStreamingFunc=0.064209, BlockTillAllRequestsFinished=0.007194, ResetLoadersForSaveUnMarkAllObjects=0.272330, TagPackageExports=25.248539, BeginCacheForCookedPlatformData=0.006642, SerializeImports=29.173512, GatherLocalizableTextData=276.110504, MarkNames=0.947893, SerializeSummary=0.020202, SerializeNames=0.402682, SerializeGatherableTextData=1.500025, BuildExportMap=0.319928, SortExportsNonSeekfree=6.275467, SortExportsSeekfreeConstructor=0.065036, SortExportsSeekfreeInner=31.285442, SortExportsSeekfree=0.006922, BuildDependencyMap=0.369471, SerializeImportMap=0.021309, SerializeExportMap=0.221130, SerializeDependencyMap=0.043727, SerializeStringAssetReferenceMap=0.002488, SaveThumbNailsAssetRegistryDataWorldLevelInfo=4.403204, SerializeExports=46.803486, SerializeBulkData=0.009410, MoveFile=19.275021, UnaccountedTime=1.577236, RunGuid=RunID4C5406F8483148E659C0348D1A875387
SavePackageTransactionId3E59CEFC440CD814F910908B679877BE_8, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/Menus/PauseMenu2.uasset, AutoPackageBackupDelegate=3.950708, FlushAsyncLoading=0.003595, FlushStreamingFunc=0.083581, BlockTillAllRequestsFinished=0.004984, ResetLoadersForSaveUnMarkAllObjects=0.228323, TagPackageExports=26.994600, BeginCacheForCookedPlatformData=0.006367, SerializeImports=27.717770, GatherLocalizableTextData=301.045746, MarkNames=1.031473, SerializeSummary=0.021309, SerializeNames=0.409324, SerializeGatherableTextData=1.648642, BuildExportMap=0.318550, SortExportsNonSeekfree=6.638844, SortExportsSeekfreeConstructor=0.076387, SortExportsSeekfreeInner=31.670134, SortExportsSeekfree=0.006918, BuildDependencyMap=0.399083, SerializeImportMap=0.021312, SerializeExportMap=0.203971, SerializeDependencyMap=0.050925, SerializeStringAssetReferenceMap=0.003044, SaveThumbNailsAssetRegistryDataWorldLevelInfo=4.474331, SerializeExports=47.620197, SerializeBulkData=0.010237, MoveFile=4.526638, UnaccountedTime=1.520503, RunGuid=RunID4C5406F8483148E659C0348D1A875387
SavePackageTransactionId3E59CEFC440CD814F910908B679877BE_9, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/Menus/PauseMenu2.uasset, AutoPackageBackupDelegate=3.991388, FlushAsyncLoading=0.003599, FlushStreamingFunc=0.084687, BlockTillAllRequestsFinished=0.004984, ResetLoadersForSaveUnMarkAllObjects=0.237457, TagPackageExports=26.669413, BeginCacheForCookedPlatformData=0.006367, SerializeImports=27.847845, GatherLocalizableTextData=301.379791, MarkNames=1.224648, SerializeSummary=0.021864, SerializeNames=0.414304, SerializeGatherableTextData=1.573365, BuildExportMap=0.316333, SortExportsNonSeekfree=6.351572, SortExportsSeekfreeConstructor=0.066698, SortExportsSeekfreeInner=33.152447, SortExportsSeekfree=0.007749, BuildDependencyMap=0.377499, SerializeImportMap=0.035152, SerializeExportMap=0.243820, SerializeDependencyMap=0.048157, SerializeStringAssetReferenceMap=0.002764, SaveThumbNailsAssetRegistryDataWorldLevelInfo=4.448041, SerializeExports=47.687721, SerializeBulkData=0.010516, MoveFile=7.825583, UnaccountedTime=1.495041, RunGuid=RunID4C5406F8483148E659C0348D1A875387
SavePackageTransactionId3E59CEFC440CD814F910908B679877BE_10, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/Menus/PauseMenu2.uasset, AutoPackageBackupDelegate=3.985580, FlushAsyncLoading=0.006363, FlushStreamingFunc=0.090223, BlockTillAllRequestsFinished=0.005811, ResetLoadersForSaveUnMarkAllObjects=0.260983, TagPackageExports=27.257801, BeginCacheForCookedPlatformData=0.007194, SerializeImports=29.064468, GatherLocalizableTextData=301.990601, MarkNames=0.941250, SerializeSummary=0.019096, SerializeNames=0.427589, SerializeGatherableTextData=1.593292, BuildExportMap=0.321038, SortExportsNonSeekfree=6.480266, SortExportsSeekfreeConstructor=0.013005, SortExportsSeekfreeInner=32.680023, SortExportsSeekfree=0.007473, BuildDependencyMap=0.419285, SerializeImportMap=0.019651, SerializeExportMap=0.226941, SerializeDependencyMap=0.045385, SerializeStringAssetReferenceMap=0.002768, SaveThumbNailsAssetRegistryDataWorldLevelInfo=4.549887, SerializeExports=46.498497, SerializeBulkData=0.008304, MoveFile=3.935207, UnaccountedTime=0.365041, RunGuid=RunID4C5406F8483148E659C0348D1A875387
