CookerStat, GenerateAssetRegistry=0.022694, Initialize=0.119280, RunGuid=RunID95B121514EA5420FCFB5C5AEB05BBA89
SavePackageTransactionId15725B234E8F8D677A195EB9815A6996_0, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Blueprints/Player/ThirdPersonCharacter.uasset, AutoPackageBackupDelegate=16.115837, FlushAsyncLoading=0.018544, FlushStreamingFunc=0.066422, BlockTillAllRequestsFinished=0.008304, ResetLoadersForSaveUnMarkAllObjects=0.935439, TagPackageExports=293.459015, BeginCacheForCookedPlatformData=0.004984, SerializeImports=306.583374, GatherLocalizableTextData=177.653366, MarkNames=1.191713, SerializeSummary=0.030443, SerializeNames=1.097620, SerializeGatherableTextData=1.586370, BuildExportMap=1.563124, SortExportsNonSeekfree=60.587368, SortExportsSeekfreeConstructor=0.862375, SortExportsSeekfreeInner=405.160339, SortExportsSeekfree=0.008028, BuildDependencyMap=6.269101, SerializeImportMap=0.075277, SerializeExportMap=1.113117, SerializeDependencyMap=0.207014, SerializeStringAssetReferenceMap=0.003595, SaveThumbNailsAssetRegistryDataWorldLevelInfo=40.585865, SerializeExports=406.307220, SerializeBulkData=0.029061, MoveFile=3.963988, UnaccountedTime=2.407234, RunGuid=RunID95B121514EA5420FCFB5C5AEB05BBA89
SavePackageTransactionId15725B234E8F8D677A195EB9815A6996_1, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Maps/ThirdPersonExampleMap.umap, AutoPackageBackupDelegate=22.395174, FlushAsyncLoading=0.012454, FlushStreamingFunc=0.056736, BlockTillAllRequestsFinished=0.007749, ResetLoadersForSaveUnMarkAllObjects=150.243347, TagPackageExports=16.428295, BeginCacheForCookedPlatformData=0.004705, SerializeImports=17.801289, GatherLocalizableTextData=25.876780, MarkNames=0.138380, SerializeSummary=0.019096, SerializeNames=0.603881, SerializeGatherableTextData=0.162456, BuildExportMap=0.572890, SortExportsNonSeekfree=3.556050, SortExportsSeekfreeConstructor=0.052582, SortExportsSeekfreeInner=69.105118, SortExportsSeekfree=0.006918, BuildDependencyMap=0.258770, SerializeImportMap=0.085242, SerializeExportMap=0.101015, SerializeDependencyMap=0.025738, SerializeStringAssetReferenceMap=0.002492, SaveThumbNailsAssetRegistryDataWorldLevelInfo=3.145896, SerializeExports=26.521347, SerializeBulkData=111.011383, MoveFile=4.462984, UnaccountedTime=1.430556, RunGuid=RunID95B121514EA5420FCFB5C5AEB05BBA89
SavePackageTransactionId15725B234E8F8D677A195EB9815A6996_2, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Blueprints/Player/ThirdPersonCharacter.uasset, AutoPackageBackupDelegate=6.533958, FlushAsyncLoading=0.003319, FlushStreamingFunc=0.028506, BlockTillAllRequestsFinished=0.003874, ResetLoadersForSaveUnMarkAllObjects=0.220854, TagPackageExports=313.853790, BeginCacheForCookedPlatformData=0.006367, SerializeImports=317.670837, GatherLocalizableTextData=183.936020, MarkNames=1.101218, SerializeSummary=0.024077, SerializeNames=1.031198, SerializeGatherableTextData=1.684066, BuildExportMap=2.241455, SortExportsNonSeekfree=61.301399, SortExportsSeekfreeConstructor=0.867911, SortExportsSeekfreeInner=426.083740, SortExportsSeekfree=0.006918, BuildDependencyMap=3.706053, SerializeImportMap=0.063099, SerializeExportMap=1.077693, SerializeDependencyMap=0.389121, SerializeStringAssetReferenceMap=0.004154, SaveThumbNailsAssetRegistryDataWorldLevelInfo=42.943829, SerializeExports=419.077362, SerializeBulkData=0.008028, MoveFile=4.254863, UnaccountedTime=2.374299, RunGuid=RunID95B121514EA5420FCFB5C5AEB05BBA89
SavePackageTransactionId15725B234E8F8D677A195EB9815A6996_3, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Blueprints/Player/ThirdPersonCharacter.uasset, AutoPackageBackupDelegate=6.762005, FlushAsyncLoading=0.003319, FlushStreamingFunc=0.087734, BlockTillAllRequestsFinished=0.004705, ResetLoadersForSaveUnMarkAllObjects=0.232473, TagPackageExports=302.825592, BeginCacheForCookedPlatformData=0.005256, SerializeImports=320.238586, GatherLocalizableTextData=178.447098, MarkNames=1.095958, SerializeSummary=0.023525, SerializeNames=1.039777, SerializeGatherableTextData=1.675487, BuildExportMap=1.588032, SortExportsNonSeekfree=61.098816, SortExportsSeekfreeConstructor=0.989128, SortExportsSeekfreeInner=415.946411, SortExportsSeekfree=0.007194, BuildDependencyMap=4.358925, SerializeImportMap=0.065036, SerializeExportMap=1.098171, SerializeDependencyMap=0.218082, SerializeStringAssetReferenceMap=0.004429, SaveThumbNailsAssetRegistryDataWorldLevelInfo=36.052029, SerializeExports=414.661713, SerializeBulkData=0.008028, MoveFile=4.437525, UnaccountedTime=2.436567, RunGuid=RunID95B121514EA5420FCFB5C5AEB05BBA89
SavePackageTransactionId15725B234E8F8D677A195EB9815A6996_4, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Blueprints/Player/ThirdPersonCharacter.uasset, AutoPackageBackupDelegate=6.923627, FlushAsyncLoading=0.003047, FlushStreamingFunc=0.124816, BlockTillAllRequestsFinished=0.006367, ResetLoadersForSaveUnMarkAllObjects=0.249356, TagPackageExports=305.692505, BeginCacheForCookedPlatformData=0.004705, SerializeImports=326.221771, GatherLocalizableTextData=178.839264, MarkNames=1.104262, SerializeSummary=0.022694, SerializeNames=1.018744, SerializeGatherableTextData=1.591627, BuildExportMap=1.631208, SortExportsNonSeekfree=62.910744, SortExportsSeekfreeConstructor=0.902224, SortExportsSeekfreeInner=405.268005, SortExportsSeekfree=0.006363, BuildDependencyMap=3.643229, SerializeImportMap=0.058949, SerializeExportMap=1.080461, SerializeDependencyMap=0.211168, SerializeStringAssetReferenceMap=0.003319, SaveThumbNailsAssetRegistryDataWorldLevelInfo=38.690907, SerializeExports=403.510345, SerializeBulkData=0.008024, MoveFile=4.532173, UnaccountedTime=1.235720, RunGuid=RunID95B121514EA5420FCFB5C5AEB05BBA89
SavePackageTransactionId15725B234E8F8D677A195EB9815A6996_5, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Maps/ThirdPersonExampleMap.umap, AutoPackageBackupDelegate=6.898169, FlushAsyncLoading=0.003599, FlushStreamingFunc=0.049263, BlockTillAllRequestsFinished=0.005256, ResetLoadersForSaveUnMarkAllObjects=110.459534, TagPackageExports=16.949430, BeginCacheForCookedPlatformData=0.004705, SerializeImports=18.421776, GatherLocalizableTextData=25.929361, MarkNames=0.125650, SerializeSummary=0.018265, SerializeNames=0.602774, SerializeGatherableTextData=0.205077, BuildExportMap=0.611357, SortExportsNonSeekfree=3.506511, SortExportsSeekfreeConstructor=0.054244, SortExportsSeekfreeInner=68.307777, SortExportsSeekfree=0.005811, BuildDependencyMap=0.235520, SerializeImportMap=0.084136, SerializeExportMap=0.098526, SerializeDependencyMap=0.024356, SerializeStringAssetReferenceMap=0.002488, SaveThumbNailsAssetRegistryDataWorldLevelInfo=2.992019, SerializeExports=26.584450, SerializeBulkData=110.537025, MoveFile=8.010454, UnaccountedTime=1.498915, RunGuid=RunID95B121514EA5420FCFB5C5AEB05BBA89
SavePackageTransactionId15725B234E8F8D677A195EB9815A6996_6, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Blueprints/Player/ThirdPersonCharacter.uasset, AutoPackageBackupDelegate=15.617951, FlushAsyncLoading=0.013284, FlushStreamingFunc=0.053417, BlockTillAllRequestsFinished=0.006087, ResetLoadersForSaveUnMarkAllObjects=0.303604, TagPackageExports=297.521820, BeginCacheForCookedPlatformData=0.004984, SerializeImports=338.127594, GatherLocalizableTextData=176.852982, MarkNames=1.091253, SerializeSummary=0.026017, SerializeNames=1.014315, SerializeGatherableTextData=1.595225, BuildExportMap=2.273560, SortExportsNonSeekfree=61.093277, SortExportsSeekfreeConstructor=0.748627, SortExportsSeekfreeInner=416.417175, SortExportsSeekfree=0.007197, BuildDependencyMap=3.722936, SerializeImportMap=0.063103, SerializeExportMap=1.131937, SerializeDependencyMap=0.226110, SerializeStringAssetReferenceMap=0.003599, SaveThumbNailsAssetRegistryDataWorldLevelInfo=41.087070, SerializeExports=408.625092, SerializeBulkData=0.008024, MoveFile=4.394069, UnaccountedTime=2.494410, RunGuid=RunID95B121514EA5420FCFB5C5AEB05BBA89
SavePackageTransactionId15725B234E8F8D677A195EB9815A6996_7, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Blueprints/Player/ThirdPersonCharacter.uasset, AutoPackageBackupDelegate=6.804902, FlushAsyncLoading=0.003595, FlushStreamingFunc=0.105999, BlockTillAllRequestsFinished=0.005536, ResetLoadersForSaveUnMarkAllObjects=0.266515, TagPackageExports=297.946075, BeginCacheForCookedPlatformData=0.005260, SerializeImports=323.897308, GatherLocalizableTextData=182.189423, MarkNames=1.130827, SerializeSummary=0.023801, SerializeNames=1.061641, SerializeGatherableTextData=1.602698, BuildExportMap=1.574747, SortExportsNonSeekfree=63.456783, SortExportsSeekfreeConstructor=0.815880, SortExportsSeekfreeInner=422.236267, SortExportsSeekfree=0.006367, BuildDependencyMap=3.761127, SerializeImportMap=0.059504, SerializeExportMap=1.151863, SerializeDependencyMap=0.233859, SerializeStringAssetReferenceMap=0.004705, SaveThumbNailsAssetRegistryDataWorldLevelInfo=36.628513, SerializeExports=417.484619, SerializeBulkData=0.008855, MoveFile=4.847951, UnaccountedTime=2.384815, RunGuid=RunID95B121514EA5420FCFB5C5AEB05BBA89
SavePackageTransactionId15725B234E8F8D677A195EB9815A6996_8, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Blueprints/Player/ThirdPersonCharacter.uasset, AutoPackageBackupDelegate=7.079165, FlushAsyncLoading=0.003599, FlushStreamingFunc=0.087179, BlockTillAllRequestsFinished=0.004981, ResetLoadersForSaveUnMarkAllObjects=0.238288, TagPackageExports=318.579681, BeginCacheForCookedPlatformData=0.004981, SerializeImports=337.910065, GatherLocalizableTextData=179.650162, MarkNames=1.132213, SerializeSummary=0.022419, SerializeNames=1.028981, SerializeGatherableTextData=1.598272, BuildExportMap=1.570042, SortExportsNonSeekfree=63.447651, SortExportsSeekfreeConstructor=1.560081, SortExportsSeekfreeInner=425.841858, SortExportsSeekfree=0.006918, BuildDependencyMap=3.642123, SerializeImportMap=0.062823, SerializeExportMap=1.114499, SerializeDependencyMap=0.273712, SerializeStringAssetReferenceMap=0.004984, SaveThumbNailsAssetRegistryDataWorldLevelInfo=34.662983, SerializeExports=412.696167, SerializeBulkData=0.008304, MoveFile=4.749704, UnaccountedTime=2.442103, RunGuid=RunID95B121514EA5420FCFB5C5AEB05BBA89
SavePackageTransactionId15725B234E8F8D677A195EB9815A6996_9, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Blueprints/Player/ThirdPersonCharacter.uasset, AutoPackageBackupDelegate=6.860252, FlushAsyncLoading=0.003599, FlushStreamingFunc=0.067804, BlockTillAllRequestsFinished=0.004429, ResetLoadersForSaveUnMarkAllObjects=0.260428, TagPackageExports=307.487823, BeginCacheForCookedPlatformData=0.004981, SerializeImports=326.488037, GatherLocalizableTextData=180.260422, MarkNames=1.151584, SerializeSummary=0.032935, SerializeNames=1.075476, SerializeGatherableTextData=1.597442, BuildExportMap=1.570318, SortExportsNonSeekfree=63.521545, SortExportsSeekfreeConstructor=1.085997, SortExportsSeekfreeInner=411.927612, SortExportsSeekfree=0.006363, BuildDependencyMap=3.686957, SerializeImportMap=0.078596, SerializeExportMap=1.149926, SerializeDependencyMap=0.233307, SerializeStringAssetReferenceMap=0.004150, SaveThumbNailsAssetRegistryDataWorldLevelInfo=42.464211, SerializeExports=418.373840, SerializeBulkData=0.011072, MoveFile=4.497301, UnaccountedTime=2.462860, RunGuid=RunID95B121514EA5420FCFB5C5AEB05BBA89
SavePackageTransactionId15725B234E8F8D677A195EB9815A6996_10, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Maps/ThirdPersonExampleMap.umap, AutoPackageBackupDelegate=18.795122, FlushAsyncLoading=0.014946, FlushStreamingFunc=0.076938, BlockTillAllRequestsFinished=0.008300, ResetLoadersForSaveUnMarkAllObjects=111.923027, TagPackageExports=16.892418, BeginCacheForCookedPlatformData=0.003874, SerializeImports=18.382479, GatherLocalizableTextData=25.438950, MarkNames=0.123434, SerializeSummary=0.018544, SerializeNames=0.608586, SerializeGatherableTextData=0.162456, BuildExportMap=0.590324, SortExportsNonSeekfree=3.449775, SortExportsSeekfreeConstructor=0.053413, SortExportsSeekfreeInner=69.910210, SortExportsSeekfree=0.006642, BuildDependencyMap=0.267345, SerializeImportMap=0.084687, SerializeExportMap=0.103232, SerializeDependencyMap=0.024632, SerializeStringAssetReferenceMap=0.002213, SaveThumbNailsAssetRegistryDataWorldLevelInfo=3.020804, SerializeExports=26.407600, SerializeBulkData=111.554382, MoveFile=4.665013, UnaccountedTime=1.418382, RunGuid=RunID95B121514EA5420FCFB5C5AEB05BBA89
