CookerStat, GenerateAssetRegistry=0.023250, Initialize=0.120666, RunGuid=RunIDF47C24F344189A59D11AC9B09C55C859
DDCTransactionId1642CDE5496D7F2CAC5F329CB4A3A4D2_0, PutCachedData=, CacheKey=REFL_FULL_0C6693969CB849AE9F4120FF5812F4D2_583CB36840F2358BD09E58AABD2CFCED, StartTime=2016.06.22-10.16.37, HierarchicalDDC=, DataSize=170213, Duration=3.734834, RunGuid=RunIDF47C24F344189A59D11AC9B09C55C859
SavePackageTransactionId51F90A9F4EC42C35BEAF42883DE8DE09_0, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Models/NewDusk/NewAnimBlueprintv2.uasset, AutoPackageBackupDelegate=10.053474, FlushAsyncLoading=0.015777, FlushStreamingFunc=0.072785, BlockTillAllRequestsFinished=0.011072, ResetLoadersForSaveUnMarkAllObjects=0.945680, TagPackageExports=23.919277, BeginCacheForCookedPlatformData=0.004429, SerializeImports=26.415348, GatherLocalizableTextData=18.717352, MarkNames=0.084411, SerializeSummary=0.017989, SerializeNames=0.426482, SerializeGatherableTextData=0.365872, BuildExportMap=0.272054, SortExportsNonSeekfree=3.848583, SortExportsSeekfreeConstructor=0.061717, SortExportsSeekfreeInner=27.509924, SortExportsSeekfree=0.008300, BuildDependencyMap=0.173252, SerializeImportMap=0.026569, SerializeExportMap=0.102401, SerializeDependencyMap=0.075001, SerializeStringAssetReferenceMap=0.004984, SaveThumbNailsAssetRegistryDataWorldLevelInfo=10.189913, SerializeExports=37.406204, SerializeBulkData=0.033487, MoveFile=6.214302, UnaccountedTime=3.125694, RunGuid=RunIDF47C24F344189A59D11AC9B09C55C859
SavePackageTransactionId51F90A9F4EC42C35BEAF42883DE8DE09_1, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Models/NewDusk/NewAnimBlueprintv2.uasset, AutoPackageBackupDelegate=3.519516, FlushAsyncLoading=0.003323, FlushStreamingFunc=0.088837, BlockTillAllRequestsFinished=0.005260, ResetLoadersForSaveUnMarkAllObjects=0.227492, TagPackageExports=25.882870, BeginCacheForCookedPlatformData=0.006363, SerializeImports=27.203552, GatherLocalizableTextData=19.246790, MarkNames=0.085518, SerializeSummary=0.015497, SerializeNames=0.440877, SerializeGatherableTextData=0.399634, BuildExportMap=0.273436, SortExportsNonSeekfree=4.092682, SortExportsSeekfreeConstructor=0.049543, SortExportsSeekfreeInner=28.475250, SortExportsSeekfree=0.007749, BuildDependencyMap=0.170480, SerializeImportMap=0.022139, SerializeExportMap=0.107937, SerializeDependencyMap=0.042621, SerializeStringAssetReferenceMap=0.003044, SaveThumbNailsAssetRegistryDataWorldLevelInfo=10.053474, SerializeExports=37.509987, SerializeBulkData=0.008579, MoveFile=6.070662, UnaccountedTime=1.409527, RunGuid=RunIDF47C24F344189A59D11AC9B09C55C859
SavePackageTransactionId51F90A9F4EC42C35BEAF42883DE8DE09_2, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Models/NewDusk/NewAnimBlueprintv2.uasset, AutoPackageBackupDelegate=3.568228, FlushAsyncLoading=0.002768, FlushStreamingFunc=0.121772, BlockTillAllRequestsFinished=0.006087, ResetLoadersForSaveUnMarkAllObjects=0.276204, TagPackageExports=26.413136, BeginCacheForCookedPlatformData=0.005811, SerializeImports=26.957239, GatherLocalizableTextData=19.253708, MarkNames=0.092711, SerializeSummary=0.016052, SerializeNames=0.432849, SerializeGatherableTextData=0.410710, BuildExportMap=0.293359, SortExportsNonSeekfree=4.149973, SortExportsSeekfreeConstructor=0.057012, SortExportsSeekfreeInner=28.675348, SortExportsSeekfree=0.006642, BuildDependencyMap=0.176016, SerializeImportMap=0.023250, SerializeExportMap=0.116512, SerializeDependencyMap=0.021312, SerializeStringAssetReferenceMap=0.002488, SaveThumbNailsAssetRegistryDataWorldLevelInfo=10.016944, SerializeExports=38.972923, SerializeBulkData=0.007749, MoveFile=6.531190, UnaccountedTime=1.455188, RunGuid=RunIDF47C24F344189A59D11AC9B09C55C859
SavePackageTransactionId51F90A9F4EC42C35BEAF42883DE8DE09_3, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Models/NewDusk/NewAnimBlueprintv2.uasset, AutoPackageBackupDelegate=3.760848, FlushAsyncLoading=0.003599, FlushStreamingFunc=0.101019, BlockTillAllRequestsFinished=0.006642, ResetLoadersForSaveUnMarkAllObjects=0.241052, TagPackageExports=28.186594, BeginCacheForCookedPlatformData=0.006367, SerializeImports=27.797195, GatherLocalizableTextData=19.856762, MarkNames=0.093266, SerializeSummary=0.016883, SerializeNames=0.435617, SerializeGatherableTextData=0.428695, BuildExportMap=0.280079, SortExportsNonSeekfree=4.089914, SortExportsSeekfreeConstructor=0.054244, SortExportsSeekfreeInner=28.836697, SortExportsSeekfree=0.006918, BuildDependencyMap=0.185426, SerializeImportMap=0.023525, SerializeExportMap=0.107381, SerializeDependencyMap=0.021864, SerializeStringAssetReferenceMap=0.003044, SaveThumbNailsAssetRegistryDataWorldLevelInfo=10.186043, SerializeExports=39.313332, SerializeBulkData=0.010241, MoveFile=6.031088, UnaccountedTime=1.624562, RunGuid=RunIDF47C24F344189A59D11AC9B09C55C859
SavePackageTransactionId51F90A9F4EC42C35BEAF42883DE8DE09_4, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Models/NewDusk/NewAnimBlueprintv2.uasset, AutoPackageBackupDelegate=3.513709, FlushAsyncLoading=0.003599, FlushStreamingFunc=0.085793, BlockTillAllRequestsFinished=0.007473, ResetLoadersForSaveUnMarkAllObjects=0.251848, TagPackageExports=28.060116, BeginCacheForCookedPlatformData=0.006367, SerializeImports=28.775255, GatherLocalizableTextData=20.710833, MarkNames=0.088561, SerializeSummary=0.014115, SerializeNames=0.439767, SerializeGatherableTextData=0.450559, BuildExportMap=0.271499, SortExportsNonSeekfree=4.769631, SortExportsSeekfreeConstructor=0.052031, SortExportsSeekfreeInner=29.563181, SortExportsSeekfree=0.007473, BuildDependencyMap=0.179615, SerializeImportMap=0.024907, SerializeExportMap=0.124540, SerializeDependencyMap=0.025738, SerializeStringAssetReferenceMap=0.002768, SaveThumbNailsAssetRegistryDataWorldLevelInfo=10.311965, SerializeExports=40.577282, SerializeBulkData=0.011347, MoveFile=6.681468, UnaccountedTime=1.401775, RunGuid=RunIDF47C24F344189A59D11AC9B09C55C859
SavePackageTransactionId51F90A9F4EC42C35BEAF42883DE8DE09_5, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Models/NewDusk/NewAnimBlueprintv2.uasset, AutoPackageBackupDelegate=3.510661, FlushAsyncLoading=0.003044, FlushStreamingFunc=0.028230, BlockTillAllRequestsFinished=0.003599, ResetLoadersForSaveUnMarkAllObjects=0.228047, TagPackageExports=28.557446, BeginCacheForCookedPlatformData=0.006367, SerializeImports=28.484110, GatherLocalizableTextData=20.583801, MarkNames=0.086900, SerializeSummary=0.015777, SerializeNames=0.397146, SerializeGatherableTextData=0.452220, BuildExportMap=0.254616, SortExportsNonSeekfree=4.547119, SortExportsSeekfreeConstructor=0.011072, SortExportsSeekfreeInner=28.552189, SortExportsSeekfree=0.007749, BuildDependencyMap=0.176847, SerializeImportMap=0.024077, SerializeExportMap=0.124820, SerializeDependencyMap=0.023525, SerializeStringAssetReferenceMap=0.002492, SaveThumbNailsAssetRegistryDataWorldLevelInfo=9.850334, SerializeExports=41.224064, SerializeBulkData=0.009134, MoveFile=6.438475, UnaccountedTime=1.426682, RunGuid=RunIDF47C24F344189A59D11AC9B09C55C859
SavePackageTransactionId51F90A9F4EC42C35BEAF42883DE8DE09_6, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Models/NewDusk/NewAnimBlueprintv2.uasset, AutoPackageBackupDelegate=3.848862, FlushAsyncLoading=0.003874, FlushStreamingFunc=0.093266, BlockTillAllRequestsFinished=0.006918, ResetLoadersForSaveUnMarkAllObjects=0.250742, TagPackageExports=30.897982, BeginCacheForCookedPlatformData=0.006918, SerializeImports=30.918739, GatherLocalizableTextData=22.408184, MarkNames=0.093821, SerializeSummary=0.016883, SerializeNames=0.437275, SerializeGatherableTextData=0.481557, BuildExportMap=0.282016, SortExportsNonSeekfree=4.653115, SortExportsSeekfreeConstructor=0.068083, SortExportsSeekfreeInner=30.616522, SortExportsSeekfree=0.007194, BuildDependencyMap=0.190411, SerializeImportMap=0.023250, SerializeExportMap=0.135332, SerializeDependencyMap=0.026293, SerializeStringAssetReferenceMap=0.002768, SaveThumbNailsAssetRegistryDataWorldLevelInfo=10.539737, SerializeExports=44.511387, SerializeBulkData=0.010237, MoveFile=5.829059, UnaccountedTime=1.531847, RunGuid=RunIDF47C24F344189A59D11AC9B09C55C859
SavePackageTransactionId51F90A9F4EC42C35BEAF42883DE8DE09_7, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Models/NewDusk/NewAnimBlueprintv2.uasset, AutoPackageBackupDelegate=9.065177, FlushAsyncLoading=0.006642, FlushStreamingFunc=0.048984, BlockTillAllRequestsFinished=0.005536, ResetLoadersForSaveUnMarkAllObjects=0.249911, TagPackageExports=29.554050, BeginCacheForCookedPlatformData=0.006918, SerializeImports=30.204706, GatherLocalizableTextData=22.141113, MarkNames=0.107106, SerializeSummary=0.016328, SerializeNames=0.455264, SerializeGatherableTextData=0.501484, BuildExportMap=0.284228, SortExportsNonSeekfree=4.806165, SortExportsSeekfreeConstructor=0.049539, SortExportsSeekfreeInner=31.388674, SortExportsSeekfree=0.007473, BuildDependencyMap=0.182103, SerializeImportMap=0.033487, SerializeExportMap=0.112366, SerializeDependencyMap=0.027120, SerializeStringAssetReferenceMap=0.002768, SaveThumbNailsAssetRegistryDataWorldLevelInfo=10.370362, SerializeExports=43.600300, SerializeBulkData=0.009686, MoveFile=6.006457, UnaccountedTime=1.309060, RunGuid=RunIDF47C24F344189A59D11AC9B09C55C859
SavePackageTransactionId51F90A9F4EC42C35BEAF42883DE8DE09_8, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Models/NewDusk/NewAnimBlueprintv2.uasset, AutoPackageBackupDelegate=3.935482, FlushAsyncLoading=0.004429, FlushStreamingFunc=0.066143, BlockTillAllRequestsFinished=0.007473, ResetLoadersForSaveUnMarkAllObjects=0.303328, TagPackageExports=29.655617, BeginCacheForCookedPlatformData=0.006091, SerializeImports=30.896597, GatherLocalizableTextData=21.973677, MarkNames=0.107937, SerializeSummary=0.018820, SerializeNames=0.432018, SerializeGatherableTextData=0.463288, BuildExportMap=0.288107, SortExportsNonSeekfree=4.814185, SortExportsSeekfreeConstructor=0.010796, SortExportsSeekfreeInner=29.745289, SortExportsSeekfree=0.006642, BuildDependencyMap=0.211164, SerializeImportMap=0.026848, SerializeExportMap=0.120666, SerializeDependencyMap=0.026293, SerializeStringAssetReferenceMap=0.002768, SaveThumbNailsAssetRegistryDataWorldLevelInfo=3.654852, SerializeExports=43.097710, SerializeBulkData=0.011068, MoveFile=6.221220, UnaccountedTime=1.398452, RunGuid=RunIDF47C24F344189A59D11AC9B09C55C859
SavePackageTransactionId51F90A9F4EC42C35BEAF42883DE8DE09_9, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Saved/Autosaves/Game/Models/NewDusk/NewAnimBlueprintv2_Auto1.uasset, AutoPackageBackupDelegate=3.531974, FlushAsyncLoading=0.003599, FlushStreamingFunc=0.068359, BlockTillAllRequestsFinished=0.006363, ResetLoadersForSaveUnMarkAllObjects=0.262089, TagPackageExports=29.762726, BeginCacheForCookedPlatformData=0.006367, SerializeImports=31.039680, GatherLocalizableTextData=22.751362, MarkNames=0.098802, SerializeSummary=0.021864, SerializeNames=0.439771, SerializeGatherableTextData=0.476297, BuildExportMap=0.287551, SortExportsNonSeekfree=4.901089, SortExportsSeekfreeConstructor=0.054244, SortExportsSeekfreeInner=29.767431, SortExportsSeekfree=0.006087, BuildDependencyMap=0.183489, SerializeImportMap=0.023525, SerializeExportMap=0.119004, SerializeDependencyMap=0.030998, SerializeStringAssetReferenceMap=0.015497, SaveThumbNailsAssetRegistryDataWorldLevelInfo=3.707990, SerializeExports=43.617462, SerializeBulkData=0.010237, MoveFile=5.769279, UnaccountedTime=0.280909, RunGuid=RunIDF47C24F344189A59D11AC9B09C55C859
SavePackageTransactionId51F90A9F4EC42C35BEAF42883DE8DE09_10, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Models/NewDusk/NewAnimBlueprintv2.uasset, AutoPackageBackupDelegate=9.600147, FlushAsyncLoading=0.011068, FlushStreamingFunc=0.076663, BlockTillAllRequestsFinished=0.006918, ResetLoadersForSaveUnMarkAllObjects=0.438385, TagPackageExports=31.252506, BeginCacheForCookedPlatformData=0.007473, SerializeImports=30.853701, GatherLocalizableTextData=22.799242, MarkNames=0.090778, SerializeSummary=0.017434, SerializeNames=0.467446, SerializeGatherableTextData=0.470761, BuildExportMap=0.321593, SortExportsNonSeekfree=5.167883, SortExportsSeekfreeConstructor=0.061717, SortExportsSeekfreeInner=31.924475, SortExportsSeekfree=0.007749, BuildDependencyMap=0.207845, SerializeImportMap=0.022694, SerializeExportMap=0.120666, SerializeDependencyMap=0.024632, SerializeStringAssetReferenceMap=0.002488, SaveThumbNailsAssetRegistryDataWorldLevelInfo=3.763065, SerializeExports=43.201492, SerializeBulkData=0.009965, MoveFile=6.298158, UnaccountedTime=1.538493, RunGuid=RunIDF47C24F344189A59D11AC9B09C55C859
