CookerStat, GenerateAssetRegistry=0.027951, Initialize=0.132289, RunGuid=RunIDDF31977649933C422FD88ABE93803004
SavePackageTransactionId23D93599407797C8DFBBE2A696DE3E33_0, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Maps/Test.umap, AutoPackageBackupDelegate=17.170280, FlushAsyncLoading=0.014115, FlushStreamingFunc=0.074446, BlockTillAllRequestsFinished=0.008579, ResetLoadersForSaveUnMarkAllObjects=125.256348, TagPackageExports=21.828930, BeginCacheForCookedPlatformData=0.006918, SerializeImports=25.932409, GatherLocalizableTextData=31.933605, MarkNames=0.244655, SerializeSummary=0.029337, SerializeNames=0.671964, SerializeGatherableTextData=0.165503, BuildExportMap=0.665046, SortExportsNonSeekfree=3.043220, SortExportsSeekfreeConstructor=0.075001, SortExportsSeekfreeInner=78.158943, SortExportsSeekfree=0.010516, BuildDependencyMap=0.395764, SerializeImportMap=0.096310, SerializeExportMap=0.117898, SerializeDependencyMap=0.027675, SerializeStringAssetReferenceMap=0.003595, SaveThumbNailsAssetRegistryDataWorldLevelInfo=2.949677, SerializeExports=33.441105, SerializeBulkData=113.077934, MoveFile=4.298590, UnaccountedTime=2.854474, RunGuid=RunIDDF31977649933C422FD88ABE93803004
SavePackageTransactionId23D93599407797C8DFBBE2A696DE3E33_1, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/ControlPopups/LearnToJump.uasset, AutoPackageBackupDelegate=8.021526, FlushAsyncLoading=0.014666, FlushStreamingFunc=0.064209, BlockTillAllRequestsFinished=0.006642, ResetLoadersForSaveUnMarkAllObjects=0.504803, TagPackageExports=2.265532, BeginCacheForCookedPlatformData=0.002768, SerializeImports=3.183536, GatherLocalizableTextData=3.176343, MarkNames=0.039298, SerializeSummary=0.014391, SerializeNames=0.121497, SerializeGatherableTextData=0.119284, BuildExportMap=0.092436, SortExportsNonSeekfree=0.231091, SortExportsSeekfreeConstructor=0.009134, SortExportsSeekfreeInner=4.221652, SortExportsSeekfree=0.006087, BuildDependencyMap=0.035148, SerializeImportMap=0.010792, SerializeExportMap=0.021588, SerializeDependencyMap=0.004981, SerializeStringAssetReferenceMap=0.001937, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.494286, SerializeExports=5.413368, SerializeBulkData=0.007197, MoveFile=3.748674, UnaccountedTime=1.380187, RunGuid=RunIDDF31977649933C422FD88ABE93803004
SavePackageTransactionId23D93599407797C8DFBBE2A696DE3E33_2, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Maps/Test.umap, AutoPackageBackupDelegate=4.733373, FlushAsyncLoading=0.003323, FlushStreamingFunc=0.057012, BlockTillAllRequestsFinished=0.006918, ResetLoadersForSaveUnMarkAllObjects=130.948135, TagPackageExports=22.415380, BeginCacheForCookedPlatformData=0.007473, SerializeImports=24.861359, GatherLocalizableTextData=30.494194, MarkNames=0.200648, SerializeSummary=0.020757, SerializeNames=0.669200, SerializeGatherableTextData=0.148892, BuildExportMap=0.678055, SortExportsNonSeekfree=3.120158, SortExportsSeekfreeConstructor=0.062548, SortExportsSeekfreeInner=77.118065, SortExportsSeekfree=0.008579, BuildDependencyMap=0.358954, SerializeImportMap=0.093266, SerializeExportMap=0.122603, SerializeDependencyMap=0.030443, SerializeStringAssetReferenceMap=0.002492, SaveThumbNailsAssetRegistryDataWorldLevelInfo=2.982333, SerializeExports=34.566669, SerializeBulkData=121.667366, MoveFile=4.648134, UnaccountedTime=1.741357, RunGuid=RunIDDF31977649933C422FD88ABE93803004
SavePackageTransactionId23D93599407797C8DFBBE2A696DE3E33_3, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Maps/Test.umap, AutoPackageBackupDelegate=4.579499, FlushAsyncLoading=0.003319, FlushStreamingFunc=0.083305, BlockTillAllRequestsFinished=0.005811, ResetLoadersForSaveUnMarkAllObjects=122.349014, TagPackageExports=22.346746, BeginCacheForCookedPlatformData=0.006918, SerializeImports=25.721241, GatherLocalizableTextData=39.075600, MarkNames=0.231922, SerializeSummary=0.020757, SerializeNames=0.647612, SerializeGatherableTextData=0.165500, BuildExportMap=0.693001, SortExportsNonSeekfree=3.178555, SortExportsSeekfreeConstructor=0.063099, SortExportsSeekfreeInner=78.410797, SortExportsSeekfree=0.009961, BuildDependencyMap=0.372238, SerializeImportMap=0.100188, SerializeExportMap=0.126198, SerializeDependencyMap=0.030994, SerializeStringAssetReferenceMap=0.002492, SaveThumbNailsAssetRegistryDataWorldLevelInfo=2.980120, SerializeExports=32.931870, SerializeBulkData=119.738640, MoveFile=26.278078, UnaccountedTime=1.541261, RunGuid=RunIDDF31977649933C422FD88ABE93803004
SavePackageTransactionId23D93599407797C8DFBBE2A696DE3E33_4, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Maps/Test.umap, AutoPackageBackupDelegate=4.817788, FlushAsyncLoading=0.003319, FlushStreamingFunc=0.050925, BlockTillAllRequestsFinished=0.004981, ResetLoadersForSaveUnMarkAllObjects=125.831444, TagPackageExports=23.565582, BeginCacheForCookedPlatformData=0.007197, SerializeImports=24.962374, GatherLocalizableTextData=30.480358, MarkNames=0.236072, SerializeSummary=0.021033, SerializeNames=0.691064, SerializeGatherableTextData=0.165224, BuildExportMap=0.728700, SortExportsNonSeekfree=3.182981, SortExportsSeekfreeConstructor=0.064764, SortExportsSeekfreeInner=77.768715, SortExportsSeekfree=0.009134, BuildDependencyMap=0.373065, SerializeImportMap=0.096310, SerializeExportMap=0.128414, SerializeDependencyMap=0.030167, SerializeStringAssetReferenceMap=0.002492, SaveThumbNailsAssetRegistryDataWorldLevelInfo=3.021907, SerializeExports=36.435616, SerializeBulkData=118.350708, MoveFile=5.425546, UnaccountedTime=1.951687, RunGuid=RunIDDF31977649933C422FD88ABE93803004
SavePackageTransactionId23D93599407797C8DFBBE2A696DE3E33_5, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/ControlPopups/MK_LearnToJump.uasset, AutoPackageBackupDelegate=0.142530, FlushAsyncLoading=0.005536, FlushStreamingFunc=0.085793, BlockTillAllRequestsFinished=0.007197, ResetLoadersForSaveUnMarkAllObjects=0.278141, TagPackageExports=2.238963, BeginCacheForCookedPlatformData=0.002768, SerializeImports=3.163610, GatherLocalizableTextData=2.643306, MarkNames=0.025738, SerializeSummary=0.014946, SerializeNames=0.123709, SerializeGatherableTextData=0.104617, BuildExportMap=0.090774, SortExportsNonSeekfree=0.249635, SortExportsSeekfreeConstructor=0.053413, SortExportsSeekfreeInner=3.862698, SortExportsSeekfree=0.004429, BuildDependencyMap=0.032935, SerializeImportMap=0.016604, SerializeExportMap=0.030998, SerializeDependencyMap=0.004705, SerializeStringAssetReferenceMap=0.002213, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.481557, SerializeExports=4.698228, SerializeBulkData=0.008579, MoveFile=3.953196, UnaccountedTime=1.479544, RunGuid=RunIDDF31977649933C422FD88ABE93803004
SavePackageTransactionId23D93599407797C8DFBBE2A696DE3E33_6, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/ControlPopups/LearnToJump.uasset, AutoPackageBackupDelegate=7.833332, FlushAsyncLoading=0.007197, FlushStreamingFunc=0.065867, BlockTillAllRequestsFinished=0.004705, ResetLoadersForSaveUnMarkAllObjects=0.242438, TagPackageExports=0.011627, BeginCacheForCookedPlatformData=0.001382, SerializeImports=0.407662, GatherLocalizableTextData=0.013564, MarkNames=0.005532, SerializeSummary=0.009965, SerializeNames=0.016328, SerializeGatherableTextData=0.001382, BuildExportMap=0.015225, SortExportsNonSeekfree=0.007194, SortExportsSeekfreeConstructor=0.007749, SortExportsSeekfreeInner=0.836913, SortExportsSeekfree=0.002492, BuildDependencyMap=0.007197, SerializeImportMap=0.070851, SerializeExportMap=0.047047, SerializeDependencyMap=0.001106, SerializeStringAssetReferenceMap=0.001106, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.037640, SerializeExports=0.006642, SerializeBulkData=0.003044, MoveFile=3.336858, UnaccountedTime=1.229081, RunGuid=RunIDDF31977649933C422FD88ABE93803004
SavePackageTransactionId23D93599407797C8DFBBE2A696DE3E33_7, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/ControlPopups/MK_LearnToJump.uasset, AutoPackageBackupDelegate=7.730380, FlushAsyncLoading=0.007749, FlushStreamingFunc=0.060055, BlockTillAllRequestsFinished=0.006367, ResetLoadersForSaveUnMarkAllObjects=0.456925, TagPackageExports=2.188869, BeginCacheForCookedPlatformData=0.002768, SerializeImports=2.851982, GatherLocalizableTextData=2.614249, MarkNames=0.037085, SerializeSummary=0.014666, SerializeNames=0.136718, SerializeGatherableTextData=0.097141, BuildExportMap=0.089396, SortExportsNonSeekfree=0.250462, SortExportsSeekfreeConstructor=0.049539, SortExportsSeekfreeInner=3.681701, SortExportsSeekfree=0.003874, BuildDependencyMap=0.029337, SerializeImportMap=0.009410, SerializeExportMap=0.019651, SerializeDependencyMap=0.006367, SerializeStringAssetReferenceMap=0.001937, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.420116, SerializeExports=3.786035, SerializeBulkData=0.004981, MoveFile=3.997479, UnaccountedTime=1.344208, RunGuid=RunIDDF31977649933C422FD88ABE93803004
SavePackageTransactionId23D93599407797C8DFBBE2A696DE3E33_8, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/ControlPopups/MK_LearnToJump.uasset, AutoPackageBackupDelegate=4.816402, FlushAsyncLoading=0.003874, FlushStreamingFunc=0.084966, BlockTillAllRequestsFinished=0.007194, ResetLoadersForSaveUnMarkAllObjects=0.251021, TagPackageExports=2.192192, BeginCacheForCookedPlatformData=0.002768, SerializeImports=2.951060, GatherLocalizableTextData=3.381140, MarkNames=0.024907, SerializeSummary=0.014391, SerializeNames=0.128139, SerializeGatherableTextData=0.108488, BuildExportMap=0.094377, SortExportsNonSeekfree=0.255998, SortExportsSeekfreeConstructor=0.048988, SortExportsSeekfreeInner=3.910020, SortExportsSeekfree=0.004429, BuildDependencyMap=0.030722, SerializeImportMap=0.009961, SerializeExportMap=0.020757, SerializeDependencyMap=0.003874, SerializeStringAssetReferenceMap=0.001937, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.487093, SerializeExports=3.829207, SerializeBulkData=0.005815, MoveFile=4.533556, UnaccountedTime=1.419488, RunGuid=RunIDDF31977649933C422FD88ABE93803004
SavePackageTransactionId23D93599407797C8DFBBE2A696DE3E33_9, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/ControlPopups/MK_LearnToJump.uasset, AutoPackageBackupDelegate=4.965849, FlushAsyncLoading=0.005536, FlushStreamingFunc=0.072233, BlockTillAllRequestsFinished=0.005260, ResetLoadersForSaveUnMarkAllObjects=0.244651, TagPackageExports=2.188318, BeginCacheForCookedPlatformData=0.002213, SerializeImports=2.920616, GatherLocalizableTextData=3.410477, MarkNames=0.026017, SerializeSummary=0.013284, SerializeNames=0.129521, SerializeGatherableTextData=0.107657, BuildExportMap=0.101570, SortExportsNonSeekfree=0.261813, SortExportsSeekfreeConstructor=0.050645, SortExportsSeekfreeInner=4.068881, SortExportsSeekfree=0.005815, BuildDependencyMap=0.036806, SerializeImportMap=0.010792, SerializeExportMap=0.021864, SerializeDependencyMap=0.004150, SerializeStringAssetReferenceMap=0.001661, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.523899, SerializeExports=4.072759, SerializeBulkData=0.005811, MoveFile=4.763544, UnaccountedTime=1.710635, RunGuid=RunIDDF31977649933C422FD88ABE93803004
SavePackageTransactionId23D93599407797C8DFBBE2A696DE3E33_10, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/ControlPopups/MK_LearnToJump.uasset, AutoPackageBackupDelegate=5.161241, FlushAsyncLoading=0.005260, FlushStreamingFunc=0.061993, BlockTillAllRequestsFinished=0.007194, ResetLoadersForSaveUnMarkAllObjects=0.273716, TagPackageExports=2.369594, BeginCacheForCookedPlatformData=0.003323, SerializeImports=2.985932, GatherLocalizableTextData=3.866296, MarkNames=0.026844, SerializeSummary=0.014946, SerializeNames=0.130072, SerializeGatherableTextData=0.132293, BuildExportMap=0.094928, SortExportsNonSeekfree=0.270668, SortExportsSeekfreeConstructor=0.050645, SortExportsSeekfreeInner=3.998309, SortExportsSeekfree=0.003599, BuildDependencyMap=0.031549, SerializeImportMap=0.009961, SerializeExportMap=0.020757, SerializeDependencyMap=0.004426, SerializeStringAssetReferenceMap=0.001937, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.471320, SerializeExports=3.992494, SerializeBulkData=0.006091, MoveFile=4.143607, UnaccountedTime=1.330368, RunGuid=RunIDDF31977649933C422FD88ABE93803004
