CookerStat, GenerateAssetRegistry=0.020757, Initialize=0.112087, RunGuid=RunIDC4B564834E9EA5AE7F607593B03B9611
SavePackageTransactionId4B9BE67F4BCBBA10473F25B2A02A4A92_0, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Maps/Test.umap, AutoPackageBackupDelegate=15.907716, FlushAsyncLoading=0.014115, FlushStreamingFunc=0.060055, BlockTillAllRequestsFinished=0.009686, ResetLoadersForSaveUnMarkAllObjects=119.868439, TagPackageExports=21.417395, BeginCacheForCookedPlatformData=0.005260, SerializeImports=22.376358, GatherLocalizableTextData=30.875839, MarkNames=0.171866, SerializeSummary=0.028785, SerializeNames=0.691060, SerializeGatherableTextData=0.146683, BuildExportMap=0.681650, SortExportsNonSeekfree=3.044050, SortExportsSeekfreeConstructor=0.060059, SortExportsSeekfreeInner=77.089279, SortExportsSeekfree=0.009410, BuildDependencyMap=0.361167, SerializeImportMap=0.097141, SerializeExportMap=0.125371, SerializeDependencyMap=0.028506, SerializeStringAssetReferenceMap=0.002768, SaveThumbNailsAssetRegistryDataWorldLevelInfo=2.970986, SerializeExports=33.573669, SerializeBulkData=110.735458, MoveFile=4.559848, UnaccountedTime=1.611832, RunGuid=RunIDC4B564834E9EA5AE7F607593B03B9611
SavePackageTransactionId4B9BE67F4BCBBA10473F25B2A02A4A92_1, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Maps/Test.umap, AutoPackageBackupDelegate=2.987314, FlushAsyncLoading=0.002768, FlushStreamingFunc=0.113472, BlockTillAllRequestsFinished=0.004426, ResetLoadersForSaveUnMarkAllObjects=120.881371, TagPackageExports=20.708897, BeginCacheForCookedPlatformData=0.006367, SerializeImports=23.525175, GatherLocalizableTextData=32.311935, MarkNames=0.147235, SerializeSummary=0.018544, SerializeNames=0.677500, SerializeGatherableTextData=0.171311, BuildExportMap=0.685528, SortExportsNonSeekfree=3.027722, SortExportsSeekfreeConstructor=0.047877, SortExportsSeekfreeInner=78.060425, SortExportsSeekfree=0.006918, BuildDependencyMap=0.322975, SerializeImportMap=0.095204, SerializeExportMap=0.126202, SerializeDependencyMap=0.027400, SerializeStringAssetReferenceMap=0.002213, SaveThumbNailsAssetRegistryDataWorldLevelInfo=3.084183, SerializeExports=34.980698, SerializeBulkData=111.011665, MoveFile=4.892509, UnaccountedTime=1.471795, RunGuid=RunIDC4B564834E9EA5AE7F607593B03B9611
SavePackageTransactionId4B9BE67F4BCBBA10473F25B2A02A4A92_2, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Maps/Test.umap, AutoPackageBackupDelegate=3.003091, FlushAsyncLoading=0.003044, FlushStreamingFunc=0.053413, BlockTillAllRequestsFinished=0.004429, ResetLoadersForSaveUnMarkAllObjects=119.561241, TagPackageExports=21.604757, BeginCacheForCookedPlatformData=0.004705, SerializeImports=23.917065, GatherLocalizableTextData=31.735725, MarkNames=0.147786, SerializeSummary=0.017989, SerializeNames=0.679716, SerializeGatherableTextData=0.151109, BuildExportMap=0.674181, SortExportsNonSeekfree=3.010288, SortExportsSeekfreeConstructor=0.051752, SortExportsSeekfreeInner=79.692734, SortExportsSeekfree=0.006642, BuildDependencyMap=0.353973, SerializeImportMap=0.092991, SerializeExportMap=0.136167, SerializeDependencyMap=0.028230, SerializeStringAssetReferenceMap=0.002492, SaveThumbNailsAssetRegistryDataWorldLevelInfo=3.092483, SerializeExports=33.969707, SerializeBulkData=109.084877, MoveFile=4.648410, UnaccountedTime=1.407586, RunGuid=RunIDC4B564834E9EA5AE7F607593B03B9611
SavePackageTransactionId4B9BE67F4BCBBA10473F25B2A02A4A92_3, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Maps/Test.umap, AutoPackageBackupDelegate=3.066745, FlushAsyncLoading=0.003599, FlushStreamingFunc=0.115685, BlockTillAllRequestsFinished=0.005256, ResetLoadersForSaveUnMarkAllObjects=119.771576, TagPackageExports=21.646547, BeginCacheForCookedPlatformData=0.005536, SerializeImports=23.605711, GatherLocalizableTextData=31.315609, MarkNames=0.161350, SerializeSummary=0.018816, SerializeNames=0.669200, SerializeGatherableTextData=0.160795, BuildExportMap=0.652872, SortExportsNonSeekfree=3.277909, SortExportsSeekfreeConstructor=0.066146, SortExportsSeekfreeInner=77.465111, SortExportsSeekfree=0.005815, BuildDependencyMap=0.377771, SerializeImportMap=0.093821, SerializeExportMap=0.128690, SerializeDependencyMap=0.031274, SerializeStringAssetReferenceMap=0.002488, SaveThumbNailsAssetRegistryDataWorldLevelInfo=3.037687, SerializeExports=34.274418, SerializeBulkData=110.725494, MoveFile=4.650902, UnaccountedTime=1.404818, RunGuid=RunIDC4B564834E9EA5AE7F607593B03B9611
SavePackageTransactionId4B9BE67F4BCBBA10473F25B2A02A4A92_4, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Maps/Test.umap, AutoPackageBackupDelegate=2.939712, FlushAsyncLoading=0.003319, FlushStreamingFunc=0.077218, BlockTillAllRequestsFinished=0.004705, ResetLoadersForSaveUnMarkAllObjects=121.124367, TagPackageExports=22.455509, BeginCacheForCookedPlatformData=0.004981, SerializeImports=23.607094, GatherLocalizableTextData=31.150110, MarkNames=0.162456, SerializeSummary=0.021033, SerializeNames=0.670858, SerializeGatherableTextData=0.156924, BuildExportMap=0.653975, SortExportsNonSeekfree=3.535297, SortExportsSeekfreeConstructor=0.051476, SortExportsSeekfreeInner=76.996567, SortExportsSeekfree=0.007749, BuildDependencyMap=0.355080, SerializeImportMap=0.111807, SerializeExportMap=0.130076, SerializeDependencyMap=0.032380, SerializeStringAssetReferenceMap=0.002488, SaveThumbNailsAssetRegistryDataWorldLevelInfo=3.074218, SerializeExports=34.848965, SerializeBulkData=110.253906, MoveFile=4.474886, UnaccountedTime=1.471791, RunGuid=RunIDC4B564834E9EA5AE7F607593B03B9611
SavePackageTransactionId4B9BE67F4BCBBA10473F25B2A02A4A92_5, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Maps/Test.umap, AutoPackageBackupDelegate=15.613247, FlushAsyncLoading=0.013009, FlushStreamingFunc=0.073060, BlockTillAllRequestsFinished=0.008028, ResetLoadersForSaveUnMarkAllObjects=125.907280, TagPackageExports=23.910147, BeginCacheForCookedPlatformData=0.005811, SerializeImports=26.066910, GatherLocalizableTextData=32.993587, MarkNames=0.154153, SerializeSummary=0.019927, SerializeNames=0.707667, SerializeGatherableTextData=0.193454, BuildExportMap=0.727870, SortExportsNonSeekfree=3.859378, SortExportsSeekfreeConstructor=0.051476, SortExportsSeekfreeInner=81.284088, SortExportsSeekfree=0.008300, BuildDependencyMap=0.372518, SerializeImportMap=0.095759, SerializeExportMap=0.132568, SerializeDependencyMap=0.031549, SerializeStringAssetReferenceMap=0.002488, SaveThumbNailsAssetRegistryDataWorldLevelInfo=3.699414, SerializeExports=35.900360, SerializeBulkData=109.479263, MoveFile=4.556805, UnaccountedTime=1.428064, RunGuid=RunIDC4B564834E9EA5AE7F607593B03B9611
SavePackageTransactionId4B9BE67F4BCBBA10473F25B2A02A4A92_6, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Maps/Test.umap, AutoPackageBackupDelegate=2.947740, FlushAsyncLoading=0.003044, FlushStreamingFunc=0.055905, BlockTillAllRequestsFinished=0.004705, ResetLoadersForSaveUnMarkAllObjects=126.302765, TagPackageExports=24.410799, BeginCacheForCookedPlatformData=0.004981, SerializeImports=26.496716, GatherLocalizableTextData=33.623486, MarkNames=0.161346, SerializeSummary=0.020757, SerializeNames=0.702687, SerializeGatherableTextData=0.158027, BuildExportMap=0.721231, SortExportsNonSeekfree=3.575146, SortExportsSeekfreeConstructor=0.049818, SortExportsSeekfreeInner=83.570930, SortExportsSeekfree=0.006367, BuildDependencyMap=1.479540, SerializeImportMap=0.097696, SerializeExportMap=0.139762, SerializeDependencyMap=0.034869, SerializeStringAssetReferenceMap=0.003047, SaveThumbNailsAssetRegistryDataWorldLevelInfo=3.545810, SerializeExports=37.126122, SerializeBulkData=109.822990, MoveFile=4.513632, UnaccountedTime=1.424745, RunGuid=RunIDC4B564834E9EA5AE7F607593B03B9611
SavePackageTransactionId4B9BE67F4BCBBA10473F25B2A02A4A92_7, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Maps/Test.umap, AutoPackageBackupDelegate=2.813514, FlushAsyncLoading=0.003044, FlushStreamingFunc=0.072233, BlockTillAllRequestsFinished=0.004429, ResetLoadersForSaveUnMarkAllObjects=123.323196, TagPackageExports=23.226000, BeginCacheForCookedPlatformData=0.006087, SerializeImports=25.769121, GatherLocalizableTextData=31.982872, MarkNames=0.168819, SerializeSummary=0.020482, SerializeNames=0.716522, SerializeGatherableTextData=0.178508, BuildExportMap=0.659235, SortExportsNonSeekfree=3.352914, SortExportsSeekfreeConstructor=0.052307, SortExportsSeekfreeInner=79.961189, SortExportsSeekfree=0.006363, BuildDependencyMap=0.350375, SerializeImportMap=0.096310, SerializeExportMap=0.139762, SerializeDependencyMap=0.032935, SerializeStringAssetReferenceMap=0.002492, SaveThumbNailsAssetRegistryDataWorldLevelInfo=3.280122, SerializeExports=37.828255, SerializeBulkData=108.635704, MoveFile=4.552100, UnaccountedTime=1.458235, RunGuid=RunIDC4B564834E9EA5AE7F607593B03B9611
SavePackageTransactionId4B9BE67F4BCBBA10473F25B2A02A4A92_8, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/HUD/HealthTest.uasset, AutoPackageBackupDelegate=6.172236, FlushAsyncLoading=0.008024, FlushStreamingFunc=0.062272, BlockTillAllRequestsFinished=0.006367, ResetLoadersForSaveUnMarkAllObjects=0.535522, TagPackageExports=9.100877, BeginCacheForCookedPlatformData=0.002492, SerializeImports=10.637983, GatherLocalizableTextData=8.329556, MarkNames=0.050645, SerializeSummary=0.013009, SerializeNames=0.254065, SerializeGatherableTextData=0.057288, BuildExportMap=0.154432, SortExportsNonSeekfree=1.296882, SortExportsSeekfreeConstructor=0.050094, SortExportsSeekfreeInner=10.670919, SortExportsSeekfree=0.004150, BuildDependencyMap=0.092991, SerializeImportMap=0.013564, SerializeExportMap=0.050090, SerializeDependencyMap=0.013284, SerializeStringAssetReferenceMap=0.003323, SaveThumbNailsAssetRegistryDataWorldLevelInfo=1.291625, SerializeExports=12.707296, SerializeBulkData=0.007194, MoveFile=4.537434, UnaccountedTime=1.237933, RunGuid=RunIDC4B564834E9EA5AE7F607593B03B9611
SavePackageTransactionId4B9BE67F4BCBBA10473F25B2A02A4A92_9, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/HUD/HealthTest.uasset, AutoPackageBackupDelegate=2.887685, FlushAsyncLoading=0.003044, FlushStreamingFunc=0.086900, BlockTillAllRequestsFinished=0.006922, ResetLoadersForSaveUnMarkAllObjects=0.264026, TagPackageExports=9.701717, BeginCacheForCookedPlatformData=0.002492, SerializeImports=11.053119, GatherLocalizableTextData=8.742753, MarkNames=0.052862, SerializeSummary=0.013560, SerializeNames=0.241611, SerializeGatherableTextData=0.060886, BuildExportMap=0.158858, SortExportsNonSeekfree=1.457401, SortExportsSeekfreeConstructor=0.050370, SortExportsSeekfreeInner=10.698598, SortExportsSeekfree=0.003874, BuildDependencyMap=0.080537, SerializeImportMap=0.012454, SerializeExportMap=0.055905, SerializeDependencyMap=0.010516, SerializeStringAssetReferenceMap=0.001661, SaveThumbNailsAssetRegistryDataWorldLevelInfo=1.208600, SerializeExports=13.215698, SerializeBulkData=0.005260, MoveFile=5.543165, UnaccountedTime=1.303248, RunGuid=RunIDC4B564834E9EA5AE7F607593B03B9611
SavePackageTransactionId4B9BE67F4BCBBA10473F25B2A02A4A92_10, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/HUD/HealthTest.uasset, AutoPackageBackupDelegate=2.752625, FlushAsyncLoading=0.003319, FlushStreamingFunc=0.060886, BlockTillAllRequestsFinished=0.005260, ResetLoadersForSaveUnMarkAllObjects=0.229429, TagPackageExports=9.758175, BeginCacheForCookedPlatformData=0.002213, SerializeImports=10.886792, GatherLocalizableTextData=8.888602, MarkNames=0.056460, SerializeSummary=0.014391, SerializeNames=0.249080, SerializeGatherableTextData=0.060335, BuildExportMap=0.173524, SortExportsNonSeekfree=1.411464, SortExportsSeekfreeConstructor=0.062823, SortExportsSeekfreeInner=11.158564, SortExportsSeekfree=0.003599, BuildDependencyMap=0.101015, SerializeImportMap=0.015777, SerializeExportMap=0.070851, SerializeDependencyMap=0.010241, SerializeStringAssetReferenceMap=0.001661, SaveThumbNailsAssetRegistryDataWorldLevelInfo=1.287196, SerializeExports=13.560817, SerializeBulkData=0.008024, MoveFile=4.676640, UnaccountedTime=1.281936, RunGuid=RunIDC4B564834E9EA5AE7F607593B03B9611
