CookerStat, GenerateAssetRegistry=0.023525, Initialize=0.119280, RunGuid=RunID68F2E8D64E4540E0E1284A876B8E5C3A
SavePackageTransactionId1711F7254F021BCA33CAC98AA9B8220D_0, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Maps/MainMenu.umap, AutoPackageBackupDelegate=18.220018, FlushAsyncLoading=0.010237, FlushStreamingFunc=0.060059, BlockTillAllRequestsFinished=0.007473, ResetLoadersForSaveUnMarkAllObjects=78.129311, TagPackageExports=2.959914, BeginCacheForCookedPlatformData=0.002768, SerializeImports=3.680591, GatherLocalizableTextData=3.018588, MarkNames=0.039302, SerializeSummary=0.016879, SerializeNames=0.244930, SerializeGatherableTextData=0.014115, BuildExportMap=0.153601, SortExportsNonSeekfree=0.357293, SortExportsSeekfreeConstructor=0.055630, SortExportsSeekfreeInner=8.043938, SortExportsSeekfree=0.006367, BuildDependencyMap=0.068083, SerializeImportMap=0.018265, SerializeExportMap=0.022974, SerializeDependencyMap=0.004981, SerializeStringAssetReferenceMap=0.002492, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.839956, SerializeExports=4.629865, SerializeBulkData=0.014946, MoveFile=4.588351, UnaccountedTime=1.689602, RunGuid=RunID68F2E8D64E4540E0E1284A876B8E5C3A
SavePackageTransactionId1711F7254F021BCA33CAC98AA9B8220D_1, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Maps/StartScreen.umap, AutoPackageBackupDelegate=18.190403, FlushAsyncLoading=0.008024, FlushStreamingFunc=0.055905, BlockTillAllRequestsFinished=0.006918, ResetLoadersForSaveUnMarkAllObjects=59.113068, TagPackageExports=1.491167, BeginCacheForCookedPlatformData=0.002492, SerializeImports=2.201047, GatherLocalizableTextData=2.590168, MarkNames=0.030994, SerializeSummary=0.024632, SerializeNames=0.260707, SerializeGatherableTextData=0.011899, BuildExportMap=0.141148, SortExportsNonSeekfree=0.169098, SortExportsSeekfreeConstructor=0.048988, SortExportsSeekfreeInner=8.209162, SortExportsSeekfree=0.004984, BuildDependencyMap=0.044834, SerializeImportMap=0.014942, SerializeExportMap=0.017162, SerializeDependencyMap=0.005256, SerializeStringAssetReferenceMap=0.002217, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.662833, SerializeExports=2.750687, SerializeBulkData=0.005811, MoveFile=3.438428, UnaccountedTime=1.271144, RunGuid=RunID68F2E8D64E4540E0E1284A876B8E5C3A
SavePackageTransactionId1711F7254F021BCA33CAC98AA9B8220D_2, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Blueprints/InputListener.uasset, AutoPackageBackupDelegate=13.127133, FlushAsyncLoading=0.007194, FlushStreamingFunc=0.062548, BlockTillAllRequestsFinished=0.005536, ResetLoadersForSaveUnMarkAllObjects=0.171036, TagPackageExports=6.783035, BeginCacheForCookedPlatformData=0.002488, SerializeImports=7.903073, GatherLocalizableTextData=6.181918, MarkNames=0.038747, SerializeSummary=0.011902, SerializeNames=0.228599, SerializeGatherableTextData=0.055075, BuildExportMap=0.108767, SortExportsNonSeekfree=1.004625, SortExportsSeekfreeConstructor=0.009134, SortExportsSeekfreeInner=8.839064, SortExportsSeekfree=0.004981, BuildDependencyMap=0.064485, SerializeImportMap=0.010241, SerializeExportMap=0.043172, SerializeDependencyMap=0.008028, SerializeStringAssetReferenceMap=0.001658, SaveThumbNailsAssetRegistryDataWorldLevelInfo=1.019020, SerializeExports=10.082256, SerializeBulkData=0.004705, MoveFile=3.758911, UnaccountedTime=1.235168, RunGuid=RunID68F2E8D64E4540E0E1284A876B8E5C3A
SavePackageTransactionId1711F7254F021BCA33CAC98AA9B8220D_3, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Maps/StartScreen.umap, AutoPackageBackupDelegate=10.690566, FlushAsyncLoading=0.004981, FlushStreamingFunc=0.070021, BlockTillAllRequestsFinished=0.006642, ResetLoadersForSaveUnMarkAllObjects=56.785542, TagPackageExports=1.473177, BeginCacheForCookedPlatformData=0.002217, SerializeImports=2.284627, GatherLocalizableTextData=2.564155, MarkNames=0.035424, SerializeSummary=0.013836, SerializeNames=0.260431, SerializeGatherableTextData=0.011623, BuildExportMap=0.141144, SortExportsNonSeekfree=0.170209, SortExportsSeekfreeConstructor=0.048708, SortExportsSeekfreeInner=8.228537, SortExportsSeekfree=0.006087, BuildDependencyMap=0.046220, SerializeImportMap=0.015222, SerializeExportMap=0.017159, SerializeDependencyMap=0.003599, SerializeStringAssetReferenceMap=0.001937, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.650380, SerializeExports=2.729375, SerializeBulkData=0.005260, MoveFile=3.942955, UnaccountedTime=1.296882, RunGuid=RunID68F2E8D64E4540E0E1284A876B8E5C3A
SavePackageTransactionId1711F7254F021BCA33CAC98AA9B8220D_4, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Blueprints/InputListener.uasset, AutoPackageBackupDelegate=10.147296, FlushAsyncLoading=0.003595, FlushStreamingFunc=0.088841, BlockTillAllRequestsFinished=0.005811, ResetLoadersForSaveUnMarkAllObjects=0.174910, TagPackageExports=3.319148, BeginCacheForCookedPlatformData=0.002213, SerializeImports=4.352003, GatherLocalizableTextData=5.784497, MarkNames=0.029061, SerializeSummary=0.013005, SerializeNames=0.229709, SerializeGatherableTextData=0.053413, BuildExportMap=0.094652, SortExportsNonSeekfree=0.464398, SortExportsSeekfreeConstructor=0.009686, SortExportsSeekfreeInner=5.046386, SortExportsSeekfree=0.003874, BuildDependencyMap=0.043452, SerializeImportMap=0.008579, SerializeExportMap=0.029337, SerializeDependencyMap=0.033211, SerializeStringAssetReferenceMap=0.003044, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.613295, SerializeExports=5.498603, SerializeBulkData=0.004154, MoveFile=4.464365, UnaccountedTime=1.291070, RunGuid=RunID68F2E8D64E4540E0E1284A876B8E5C3A
SavePackageTransactionId1711F7254F021BCA33CAC98AA9B8220D_5, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Maps/StartScreen.umap, AutoPackageBackupDelegate=10.235578, FlushAsyncLoading=0.003595, FlushStreamingFunc=0.048988, BlockTillAllRequestsFinished=0.004705, ResetLoadersForSaveUnMarkAllObjects=55.396496, TagPackageExports=1.431387, BeginCacheForCookedPlatformData=0.002217, SerializeImports=2.154827, GatherLocalizableTextData=2.618398, MarkNames=0.032935, SerializeSummary=0.013560, SerializeNames=0.280354, SerializeGatherableTextData=0.011347, BuildExportMap=0.140868, SortExportsNonSeekfree=0.176020, SortExportsSeekfreeConstructor=0.044003, SortExportsSeekfreeInner=7.981393, SortExportsSeekfree=0.003874, BuildDependencyMap=0.038192, SerializeImportMap=0.014942, SerializeExportMap=0.016328, SerializeDependencyMap=0.003874, SerializeStringAssetReferenceMap=0.001661, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.627406, SerializeExports=2.756778, SerializeBulkData=0.004429, MoveFile=4.132815, UnaccountedTime=1.302417, RunGuid=RunID68F2E8D64E4540E0E1284A876B8E5C3A
SavePackageTransactionId1711F7254F021BCA33CAC98AA9B8220D_6, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Blueprints/InputListener.uasset, AutoPackageBackupDelegate=9.946920, FlushAsyncLoading=0.003878, FlushStreamingFunc=0.084687, BlockTillAllRequestsFinished=0.006087, ResetLoadersForSaveUnMarkAllObjects=0.182107, TagPackageExports=3.448114, BeginCacheForCookedPlatformData=0.002213, SerializeImports=4.124511, GatherLocalizableTextData=2.972092, MarkNames=0.026844, SerializeSummary=0.011347, SerializeNames=0.092715, SerializeGatherableTextData=0.106275, BuildExportMap=0.081643, SortExportsNonSeekfree=0.446130, SortExportsSeekfreeConstructor=0.007749, SortExportsSeekfreeInner=4.979413, SortExportsSeekfree=0.003044, BuildDependencyMap=0.033487, SerializeImportMap=0.009410, SerializeExportMap=0.022694, SerializeDependencyMap=0.007473, SerializeStringAssetReferenceMap=0.002213, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.497054, SerializeExports=5.210228, SerializeBulkData=0.006087, MoveFile=4.205875, UnaccountedTime=1.300480, RunGuid=RunID68F2E8D64E4540E0E1284A876B8E5C3A
SavePackageTransactionId1711F7254F021BCA33CAC98AA9B8220D_7, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Blueprints/InputListener.uasset, AutoPackageBackupDelegate=15.051980, FlushAsyncLoading=0.005256, FlushStreamingFunc=0.065316, BlockTillAllRequestsFinished=0.006091, ResetLoadersForSaveUnMarkAllObjects=0.177678, TagPackageExports=3.928565, BeginCacheForCookedPlatformData=0.002213, SerializeImports=4.585587, GatherLocalizableTextData=3.479663, MarkNames=0.039022, SerializeSummary=0.013839, SerializeNames=0.106275, SerializeGatherableTextData=0.130627, BuildExportMap=0.085242, SortExportsNonSeekfree=0.469103, SortExportsSeekfreeConstructor=0.062548, SortExportsSeekfreeInner=5.656909, SortExportsSeekfree=0.003874, BuildDependencyMap=0.035703, SerializeImportMap=0.008859, SerializeExportMap=0.023246, SerializeDependencyMap=0.006087, SerializeStringAssetReferenceMap=0.002217, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.565965, SerializeExports=5.499717, SerializeBulkData=0.005532, MoveFile=4.665568, UnaccountedTime=1.469027, RunGuid=RunID68F2E8D64E4540E0E1284A876B8E5C3A
SavePackageTransactionId1711F7254F021BCA33CAC98AA9B8220D_8, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Maps/StartScreen.umap, AutoPackageBackupDelegate=10.184657, FlushAsyncLoading=0.003599, FlushStreamingFunc=0.049539, BlockTillAllRequestsFinished=0.006087, ResetLoadersForSaveUnMarkAllObjects=57.131763, TagPackageExports=1.432218, BeginCacheForCookedPlatformData=0.002768, SerializeImports=2.154827, GatherLocalizableTextData=2.606500, MarkNames=0.030994, SerializeSummary=0.010796, SerializeNames=0.260148, SerializeGatherableTextData=0.011347, BuildExportMap=0.139765, SortExportsNonSeekfree=0.225831, SortExportsSeekfreeConstructor=0.049818, SortExportsSeekfreeInner=8.158516, SortExportsSeekfree=0.005536, BuildDependencyMap=0.044834, SerializeImportMap=0.014391, SerializeExportMap=0.016332, SerializeDependencyMap=0.003595, SerializeStringAssetReferenceMap=0.001661, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.654809, SerializeExports=2.734911, SerializeBulkData=0.004150, MoveFile=4.053656, UnaccountedTime=1.493383, RunGuid=RunID68F2E8D64E4540E0E1284A876B8E5C3A
SavePackageTransactionId1711F7254F021BCA33CAC98AA9B8220D_9, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Blueprints/InputListener.uasset, AutoPackageBackupDelegate=13.903991, FlushAsyncLoading=0.008304, FlushStreamingFunc=0.060335, BlockTillAllRequestsFinished=0.007469, ResetLoadersForSaveUnMarkAllObjects=0.182938, TagPackageExports=3.820352, BeginCacheForCookedPlatformData=0.003323, SerializeImports=4.544623, GatherLocalizableTextData=3.596179, MarkNames=0.027400, SerializeSummary=0.013284, SerializeNames=0.101570, SerializeGatherableTextData=0.139486, BuildExportMap=0.099909, SortExportsNonSeekfree=0.514492, SortExportsSeekfreeConstructor=0.050094, SortExportsSeekfreeInner=5.715031, SortExportsSeekfree=0.003874, BuildDependencyMap=0.053138, SerializeImportMap=0.008855, SerializeExportMap=0.036534, SerializeDependencyMap=0.005260, SerializeStringAssetReferenceMap=0.001937, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.615783, SerializeExports=5.736619, SerializeBulkData=0.004981, MoveFile=4.148863, UnaccountedTime=1.291346, RunGuid=RunID68F2E8D64E4540E0E1284A876B8E5C3A
SavePackageTransactionId1711F7254F021BCA33CAC98AA9B8220D_10, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Maps/StartScreen.umap, AutoPackageBackupDelegate=13.719395, FlushAsyncLoading=0.009686, FlushStreamingFunc=0.052862, BlockTillAllRequestsFinished=0.006918, ResetLoadersForSaveUnMarkAllObjects=55.600742, TagPackageExports=1.451038, BeginCacheForCookedPlatformData=0.002492, SerializeImports=2.135731, GatherLocalizableTextData=2.592105, MarkNames=0.035424, SerializeSummary=0.013839, SerializeNames=0.269562, SerializeGatherableTextData=0.011899, BuildExportMap=0.144746, SortExportsNonSeekfree=0.167988, SortExportsSeekfreeConstructor=0.050925, SortExportsSeekfreeInner=8.151874, SortExportsSeekfree=0.004705, BuildDependencyMap=0.058122, SerializeImportMap=0.014666, SerializeExportMap=0.016883, SerializeDependencyMap=0.003595, SerializeStringAssetReferenceMap=0.001937, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.656746, SerializeExports=2.746258, SerializeBulkData=0.004429, MoveFile=3.843878, UnaccountedTime=1.318194, RunGuid=RunID68F2E8D64E4540E0E1284A876B8E5C3A
