CookerStat, GenerateAssetRegistry=0.025183, Initialize=0.120115, RunGuid=RunID0FEE1E8F44A6CB494D8D3FA3A4BF2ABD
DDCTransactionId72ECBDB54BA9FD5F3DC377A1D208C45E_0, BuildTexture=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_5DC77D6F49C5D3AF05260CB171244C10_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F00000000000000000200000001000300000000000101000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B, StartTime=2016.07.11-11.09.04, Duration=2.601240, RunGuid=RunID0FEE1E8F44A6CB494D8D3FA3A4BF2ABD
DDCTransactionIdB73C5D10475DFE746FA5F8A14D2D0FE5_0, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_5DC77D6F49C5D3AF05260CB171244__9B82A526A839DE1FB6EB85EB12F5F90476BD7B5A, StartTime=2016.07.11-11.09.04, HierarchicalDDC=, DataSize=1882, Duration=5.903225, RunGuid=RunID0FEE1E8F44A6CB494D8D3FA3A4BF2ABD
DDCTransactionId72ECBDB54BA9FD5F3DC377A1D208C45E_1, BuildTexture=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_68DC25704FE92D8345D213BB8818843B_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F00000000000000000200000001000300000000000101000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B, StartTime=2016.07.11-11.09.08, Duration=1.930933, RunGuid=RunID0FEE1E8F44A6CB494D8D3FA3A4BF2ABD
DDCTransactionId6B32C66141DE45E7661A8BA885DE9EA0_0, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_68DC25704FE92D8345D213BB88188__5E1E4724078EE0B03A2BB793643EC31DF0A72C2C, StartTime=2016.07.11-11.09.08, HierarchicalDDC=, DataSize=1882, Duration=4.327923, RunGuid=RunID0FEE1E8F44A6CB494D8D3FA3A4BF2ABD
SavePackageTransactionId9DE2AC4C47CF850AFB03CE944C6F95A7_0, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/defaultcrystal.uasset, AutoPackageBackupDelegate=0.111256, FlushAsyncLoading=0.006091, FlushStreamingFunc=0.048432, BlockTillAllRequestsFinished=0.006918, ResetLoadersForSaveUnMarkAllObjects=0.875384, TagPackageExports=0.023801, BeginCacheForCookedPlatformData=0.001382, SerializeImports=0.530545, GatherLocalizableTextData=0.054795, MarkNames=0.005536, SerializeSummary=0.016052, SerializeNames=0.023250, SerializeGatherableTextData=0.002213, BuildExportMap=0.012178, SortExportsNonSeekfree=0.005256, SortExportsSeekfreeConstructor=0.073340, SortExportsSeekfreeInner=0.110149, SortExportsSeekfree=0.002768, BuildDependencyMap=0.008304, SerializeImportMap=0.006363, SerializeExportMap=0.004429, SerializeDependencyMap=0.001386, SerializeStringAssetReferenceMap=0.001661, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.180721, SerializeExports=0.198986, SerializeBulkData=0.022974, MoveFile=3.501531, UnaccountedTime=1.293838, RunGuid=RunID0FEE1E8F44A6CB494D8D3FA3A4BF2ABD
SavePackageTransactionId9DE2AC4C47CF850AFB03CE944C6F95A7_1, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/hovercrystal.uasset, AutoPackageBackupDelegate=0.092160, FlushAsyncLoading=0.004705, FlushStreamingFunc=0.043172, BlockTillAllRequestsFinished=0.006091, ResetLoadersForSaveUnMarkAllObjects=0.374727, TagPackageExports=0.024356, BeginCacheForCookedPlatformData=0.001382, SerializeImports=0.431743, GatherLocalizableTextData=0.050921, MarkNames=0.004429, SerializeSummary=0.008855, SerializeNames=0.017438, SerializeGatherableTextData=0.001382, BuildExportMap=0.008855, SortExportsNonSeekfree=0.004154, SortExportsSeekfreeConstructor=0.006918, SortExportsSeekfreeInner=0.109598, SortExportsSeekfree=0.002213, BuildDependencyMap=0.005256, SerializeImportMap=0.004426, SerializeExportMap=0.003599, SerializeDependencyMap=0.001106, SerializeStringAssetReferenceMap=0.001937, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.162181, SerializeExports=0.181828, SerializeBulkData=0.012733, MoveFile=3.150050, UnaccountedTime=1.152415, RunGuid=RunID0FEE1E8F44A6CB494D8D3FA3A4BF2ABD
SavePackageTransactionId9DE2AC4C47CF850AFB03CE944C6F95A7_2, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/WoaLCursor.uasset, AutoPackageBackupDelegate=7.126216, FlushAsyncLoading=0.007473, FlushStreamingFunc=0.070572, BlockTillAllRequestsFinished=0.006091, ResetLoadersForSaveUnMarkAllObjects=0.650931, TagPackageExports=2.741277, BeginCacheForCookedPlatformData=0.002768, SerializeImports=3.501251, GatherLocalizableTextData=2.528451, MarkNames=0.026293, SerializeSummary=0.024356, SerializeNames=0.107657, SerializeGatherableTextData=0.094928, BuildExportMap=0.098247, SortExportsNonSeekfree=0.262368, SortExportsSeekfreeConstructor=0.051476, SortExportsSeekfreeInner=4.017957, SortExportsSeekfree=0.004705, BuildDependencyMap=0.032380, SerializeImportMap=0.011068, SerializeExportMap=0.018544, SerializeDependencyMap=0.004154, SerializeStringAssetReferenceMap=0.002213, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.412922, SerializeExports=3.944065, SerializeBulkData=0.004705, MoveFile=4.973046, UnaccountedTime=1.269761, RunGuid=RunID0FEE1E8F44A6CB494D8D3FA3A4BF2ABD
SavePackageTransactionId9DE2AC4C47CF850AFB03CE944C6F95A7_3, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Maps/CameraTestingGround.umap, AutoPackageBackupDelegate=0.198435, FlushAsyncLoading=0.004150, FlushStreamingFunc=0.113193, BlockTillAllRequestsFinished=0.006922, ResetLoadersForSaveUnMarkAllObjects=0.810895, TagPackageExports=0.069190, BeginCacheForCookedPlatformData=0.001661, SerializeImports=0.640970, GatherLocalizableTextData=0.502590, MarkNames=0.009134, SerializeSummary=0.012454, SerializeNames=0.051476, SerializeGatherableTextData=0.001386, BuildExportMap=0.022691, SortExportsNonSeekfree=0.017438, SortExportsSeekfreeConstructor=0.054520, SortExportsSeekfreeInner=3.393594, SortExportsSeekfree=0.003044, BuildDependencyMap=0.011902, SerializeImportMap=0.006363, SerializeExportMap=0.005260, SerializeDependencyMap=0.001382, SerializeStringAssetReferenceMap=0.001661, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.312734, SerializeExports=0.436999, SerializeBulkData=0.006091, MoveFile=3.511492, UnaccountedTime=1.298267, RunGuid=RunID0FEE1E8F44A6CB494D8D3FA3A4BF2ABD
DDCTransactionIdB73C5D10475DFE746FA5F8A14D2D0FE5_1, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_B48C18FE42EE320253C76B95F0394AC__5C90CE7065768B83462E8A5E274400ADB239C001, StartTime=2016.07.11-11.15.11, HierarchicalDDC=, DataSize=109132, Duration=4.467689, RunGuid=RunID0FEE1E8F44A6CB494D8D3FA3A4BF2ABD
DDCTransactionIdB73C5D10475DFE746FA5F8A14D2D0FE5_2, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_BA33641D4E60C4632384ECB5E54DD9D1__1_0_13123_0, StartTime=2016.07.11-11.15.18, HierarchicalDDC=, DataSize=451, Duration=4.153289, RunGuid=RunID0FEE1E8F44A6CB494D8D3FA3A4BF2ABD
DDCTransactionId6B32C66141DE45E7661A8BA885DE9EA0_1, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_D815329E4577CA07BE02D8A6823026D3__1_0_13123_0, StartTime=2016.07.11-11.15.18, HierarchicalDDC=, DataSize=347, Duration=3.712971, RunGuid=RunID0FEE1E8F44A6CB494D8D3FA3A4BF2ABD
DDCTransactionIdB73C5D10475DFE746FA5F8A14D2D0FE5_3, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_C4E7EA854FC702B4BD1D89B7F3F1AD1A__1_0_13123_0, StartTime=2016.07.11-11.15.33, HierarchicalDDC=, DataSize=437, Duration=4.568983, RunGuid=RunID0FEE1E8F44A6CB494D8D3FA3A4BF2ABD
