CookerStat, GenerateAssetRegistry=0.022415, Initialize=0.117898, RunGuid=RunID31FC4B8E4EBC7ED9350630A86FE39B66
SavePackageTransactionId2EB7CAFD4B04187B233FE0BB1965B1ED_0, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Maps/Test.umap, AutoPackageBackupDelegate=15.047003, FlushAsyncLoading=0.016883, FlushStreamingFunc=0.066422, BlockTillAllRequestsFinished=0.008024, ResetLoadersForSaveUnMarkAllObjects=183.128174, TagPackageExports=21.404110, BeginCacheForCookedPlatformData=0.005536, SerializeImports=23.036425, GatherLocalizableTextData=30.908499, MarkNames=0.156365, SerializeSummary=0.024080, SerializeNames=0.690509, SerializeGatherableTextData=0.143360, BuildExportMap=0.643458, SortExportsNonSeekfree=3.122099, SortExportsSeekfreeConstructor=0.068355, SortExportsSeekfreeInner=77.291313, SortExportsSeekfree=0.008859, BuildDependencyMap=0.356186, SerializeImportMap=0.097144, SerializeExportMap=0.122324, SerializeDependencyMap=0.031274, SerializeStringAssetReferenceMap=0.003047, SaveThumbNailsAssetRegistryDataWorldLevelInfo=3.069788, SerializeExports=33.521637, SerializeBulkData=109.934525, MoveFile=4.542139, UnaccountedTime=1.391258, RunGuid=RunID31FC4B8E4EBC7ED9350630A86FE39B66
SavePackageTransactionId2EB7CAFD4B04187B233FE0BB1965B1ED_1, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Blueprints/Player/ThirdPersonCharacter.uasset, AutoPackageBackupDelegate=12.743276, FlushAsyncLoading=0.011347, FlushStreamingFunc=0.050645, BlockTillAllRequestsFinished=0.005260, ResetLoadersForSaveUnMarkAllObjects=0.272050, TagPackageExports=334.406311, BeginCacheForCookedPlatformData=0.006087, SerializeImports=352.744507, GatherLocalizableTextData=189.514618, MarkNames=1.242362, SerializeSummary=0.022974, SerializeNames=1.112286, SerializeGatherableTextData=1.725581, BuildExportMap=1.637291, SortExportsNonSeekfree=66.060234, SortExportsSeekfreeConstructor=0.850197, SortExportsSeekfreeInner=436.811401, SortExportsSeekfree=0.006642, BuildDependencyMap=5.771767, SerializeImportMap=0.062827, SerializeExportMap=1.154907, SerializeDependencyMap=0.215314, SerializeStringAssetReferenceMap=0.003323, SaveThumbNailsAssetRegistryDataWorldLevelInfo=45.336395, SerializeExports=434.125183, SerializeBulkData=0.008579, MoveFile=4.589736, UnaccountedTime=2.477806, RunGuid=RunID31FC4B8E4EBC7ED9350630A86FE39B66
SavePackageTransactionId2EB7CAFD4B04187B233FE0BB1965B1ED_2, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Maps/Test.umap, AutoPackageBackupDelegate=2.971817, FlushAsyncLoading=0.003599, FlushStreamingFunc=0.075556, BlockTillAllRequestsFinished=0.004981, ResetLoadersForSaveUnMarkAllObjects=116.528534, TagPackageExports=21.129847, BeginCacheForCookedPlatformData=0.005811, SerializeImports=23.014006, GatherLocalizableTextData=30.479803, MarkNames=0.154704, SerializeSummary=0.019096, SerializeNames=0.734240, SerializeGatherableTextData=0.151660, BuildExportMap=0.659235, SortExportsNonSeekfree=2.976246, SortExportsSeekfreeConstructor=0.053693, SortExportsSeekfreeInner=76.317680, SortExportsSeekfree=0.006918, BuildDependencyMap=0.366982, SerializeImportMap=0.093266, SerializeExportMap=0.122052, SerializeDependencyMap=0.030164, SerializeStringAssetReferenceMap=0.002768, SaveThumbNailsAssetRegistryDataWorldLevelInfo=3.045160, SerializeExports=34.114174, SerializeBulkData=110.996437, MoveFile=4.516672, UnaccountedTime=1.528252, RunGuid=RunID31FC4B8E4EBC7ED9350630A86FE39B66
SavePackageTransactionId2EB7CAFD4B04187B233FE0BB1965B1ED_3, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Blueprints/Player/ThirdPersonCharacter.uasset, AutoPackageBackupDelegate=2.730209, FlushAsyncLoading=0.003044, FlushStreamingFunc=0.042897, BlockTillAllRequestsFinished=0.004429, ResetLoadersForSaveUnMarkAllObjects=0.223894, TagPackageExports=310.180939, BeginCacheForCookedPlatformData=0.005256, SerializeImports=340.004852, GatherLocalizableTextData=192.689026, MarkNames=1.168746, SerializeSummary=0.035148, SerializeNames=1.071602, SerializeGatherableTextData=1.938682, BuildExportMap=1.609065, SortExportsNonSeekfree=68.635460, SortExportsSeekfreeConstructor=0.833593, SortExportsSeekfreeInner=435.786560, SortExportsSeekfree=0.008579, BuildDependencyMap=4.447486, SerializeImportMap=0.065867, SerializeExportMap=1.174558, SerializeDependencyMap=0.242993, SerializeStringAssetReferenceMap=0.004150, SaveThumbNailsAssetRegistryDataWorldLevelInfo=44.777901, SerializeExports=481.664856, SerializeBulkData=0.008028, MoveFile=4.619073, UnaccountedTime=2.411936, RunGuid=RunID31FC4B8E4EBC7ED9350630A86FE39B66
SavePackageTransactionId2EB7CAFD4B04187B233FE0BB1965B1ED_4, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Blueprints/Player/ThirdPersonCharacter.uasset, AutoPackageBackupDelegate=2.913974, FlushAsyncLoading=0.004150, FlushStreamingFunc=0.079706, BlockTillAllRequestsFinished=0.006367, ResetLoadersForSaveUnMarkAllObjects=0.269562, TagPackageExports=320.904175, BeginCacheForCookedPlatformData=0.004981, SerializeImports=349.140045, GatherLocalizableTextData=190.382248, MarkNames=1.222987, SerializeSummary=0.035703, SerializeNames=1.109518, SerializeGatherableTextData=1.783147, BuildExportMap=1.600761, SortExportsNonSeekfree=65.749992, SortExportsSeekfreeConstructor=0.937376, SortExportsSeekfreeInner=446.141968, SortExportsSeekfree=0.006367, BuildDependencyMap=3.848858, SerializeImportMap=0.064760, SerializeExportMap=1.156013, SerializeDependencyMap=0.348438, SerializeStringAssetReferenceMap=0.004705, SaveThumbNailsAssetRegistryDataWorldLevelInfo=42.081451, SerializeExports=432.629608, SerializeBulkData=0.008028, MoveFile=34.391209, UnaccountedTime=2.387308, RunGuid=RunID31FC4B8E4EBC7ED9350630A86FE39B66
SavePackageTransactionId2EB7CAFD4B04187B233FE0BB1965B1ED_5, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Maps/Test.umap, AutoPackageBackupDelegate=2.982333, FlushAsyncLoading=0.003319, FlushStreamingFunc=0.073064, BlockTillAllRequestsFinished=0.006642, ResetLoadersForSaveUnMarkAllObjects=125.450356, TagPackageExports=21.058165, BeginCacheForCookedPlatformData=0.005811, SerializeImports=23.311522, GatherLocalizableTextData=30.769564, MarkNames=0.164673, SerializeSummary=0.019096, SerializeNames=0.677224, SerializeGatherableTextData=0.145022, BuildExportMap=0.627406, SortExportsNonSeekfree=3.091652, SortExportsSeekfreeConstructor=0.054523, SortExportsSeekfreeInner=77.035583, SortExportsSeekfree=0.007749, BuildDependencyMap=0.363108, SerializeImportMap=0.091605, SerializeExportMap=0.122327, SerializeDependencyMap=0.029888, SerializeStringAssetReferenceMap=0.002492, SaveThumbNailsAssetRegistryDataWorldLevelInfo=3.548026, SerializeExports=34.144894, SerializeBulkData=110.989799, MoveFile=4.257351, UnaccountedTime=1.305465, RunGuid=RunID31FC4B8E4EBC7ED9350630A86FE39B66
SavePackageTransactionId2EB7CAFD4B04187B233FE0BB1965B1ED_6, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Blueprints/Player/ThirdPersonCharacter.uasset, AutoPackageBackupDelegate=2.777811, FlushAsyncLoading=0.003323, FlushStreamingFunc=0.026569, BlockTillAllRequestsFinished=0.003595, ResetLoadersForSaveUnMarkAllObjects=0.221960, TagPackageExports=329.760681, BeginCacheForCookedPlatformData=0.005811, SerializeImports=332.060242, GatherLocalizableTextData=192.092880, MarkNames=1.206107, SerializeSummary=0.035979, SerializeNames=1.075756, SerializeGatherableTextData=1.795322, BuildExportMap=1.713678, SortExportsNonSeekfree=64.534752, SortExportsSeekfreeConstructor=0.797059, SortExportsSeekfreeInner=422.417542, SortExportsSeekfree=0.006918, BuildDependencyMap=3.903933, SerializeImportMap=0.065591, SerializeExportMap=1.155458, SerializeDependencyMap=0.237737, SerializeStringAssetReferenceMap=0.004150, SaveThumbNailsAssetRegistryDataWorldLevelInfo=42.546131, SerializeExports=424.140900, SerializeBulkData=0.008028, MoveFile=4.782640, UnaccountedTime=2.495240, RunGuid=RunID31FC4B8E4EBC7ED9350630A86FE39B66
SavePackageTransactionId2EB7CAFD4B04187B233FE0BB1965B1ED_7, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Maps/Test.umap, AutoPackageBackupDelegate=2.985101, FlushAsyncLoading=0.003044, FlushStreamingFunc=0.081919, BlockTillAllRequestsFinished=0.006367, ResetLoadersForSaveUnMarkAllObjects=119.675819, TagPackageExports=21.411032, BeginCacheForCookedPlatformData=0.005536, SerializeImports=23.220739, GatherLocalizableTextData=31.451221, MarkNames=0.156645, SerializeSummary=0.018541, SerializeNames=0.682760, SerializeGatherableTextData=0.146959, BuildExportMap=0.642627, SortExportsNonSeekfree=3.110472, SortExportsSeekfreeConstructor=0.057291, SortExportsSeekfreeInner=77.604050, SortExportsSeekfree=0.007473, BuildDependencyMap=0.358123, SerializeImportMap=0.096586, SerializeExportMap=0.123158, SerializeDependencyMap=0.027951, SerializeStringAssetReferenceMap=0.002768, SaveThumbNailsAssetRegistryDataWorldLevelInfo=3.023569, SerializeExports=34.534569, SerializeBulkData=111.037125, MoveFile=4.605237, UnaccountedTime=1.390148, RunGuid=RunID31FC4B8E4EBC7ED9350630A86FE39B66
SavePackageTransactionId2EB7CAFD4B04187B233FE0BB1965B1ED_8, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Blueprints/Player/ThirdPersonCharacter.uasset, AutoPackageBackupDelegate=3.244147, FlushAsyncLoading=0.003599, FlushStreamingFunc=0.031274, BlockTillAllRequestsFinished=0.003599, ResetLoadersForSaveUnMarkAllObjects=0.228047, TagPackageExports=321.377167, BeginCacheForCookedPlatformData=0.007194, SerializeImports=340.314240, GatherLocalizableTextData=189.375961, MarkNames=1.619581, SerializeSummary=0.026844, SerializeNames=1.099281, SerializeGatherableTextData=1.920693, BuildExportMap=1.711741, SortExportsNonSeekfree=68.676697, SortExportsSeekfreeConstructor=0.826396, SortExportsSeekfreeInner=424.816467, SortExportsSeekfree=0.006642, BuildDependencyMap=3.854398, SerializeImportMap=0.065040, SerializeExportMap=1.144111, SerializeDependencyMap=0.215594, SerializeStringAssetReferenceMap=0.003595, SaveThumbNailsAssetRegistryDataWorldLevelInfo=39.267944, SerializeExports=428.503143, SerializeBulkData=0.008579, MoveFile=4.497025, UnaccountedTime=2.614249, RunGuid=RunID31FC4B8E4EBC7ED9350630A86FE39B66
SavePackageTransactionId2EB7CAFD4B04187B233FE0BB1965B1ED_9, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Blueprints/BlueprintDialogues/Blueprints/BPC_Dialogue.uasset, AutoPackageBackupDelegate=9.143497, FlushAsyncLoading=0.013005, FlushStreamingFunc=0.070021, BlockTillAllRequestsFinished=0.006922, ResetLoadersForSaveUnMarkAllObjects=0.292808, TagPackageExports=113.392876, BeginCacheForCookedPlatformData=0.005260, SerializeImports=136.083908, GatherLocalizableTextData=117.297928, MarkNames=1.652513, SerializeSummary=0.023250, SerializeNames=0.828058, SerializeGatherableTextData=0.996876, BuildExportMap=1.268379, SortExportsNonSeekfree=45.969063, SortExportsSeekfreeConstructor=0.018541, SortExportsSeekfreeInner=137.619354, SortExportsSeekfree=0.006642, BuildDependencyMap=1.395684, SerializeImportMap=0.060055, SerializeExportMap=0.800937, SerializeDependencyMap=0.159413, SerializeStringAssetReferenceMap=0.003044, SaveThumbNailsAssetRegistryDataWorldLevelInfo=23.220743, SerializeExports=181.637283, SerializeBulkData=0.007749, MoveFile=4.481248, UnaccountedTime=2.086472, RunGuid=RunID31FC4B8E4EBC7ED9350630A86FE39B66
SavePackageTransactionId2EB7CAFD4B04187B233FE0BB1965B1ED_10, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Blueprints/Player/ThirdPersonCharacter.uasset, AutoPackageBackupDelegate=12.551763, FlushAsyncLoading=0.013836, FlushStreamingFunc=0.062548, BlockTillAllRequestsFinished=0.007749, ResetLoadersForSaveUnMarkAllObjects=0.282295, TagPackageExports=328.654755, BeginCacheForCookedPlatformData=0.005532, SerializeImports=340.177826, GatherLocalizableTextData=187.408493, MarkNames=1.195036, SerializeSummary=0.024632, SerializeNames=1.097340, SerializeGatherableTextData=1.836561, BuildExportMap=1.612108, SortExportsNonSeekfree=66.042252, SortExportsSeekfreeConstructor=0.825845, SortExportsSeekfreeInner=425.560944, SortExportsSeekfree=0.006642, BuildDependencyMap=3.874596, SerializeImportMap=0.063654, SerializeExportMap=1.162935, SerializeDependencyMap=0.237733, SerializeStringAssetReferenceMap=0.003874, SaveThumbNailsAssetRegistryDataWorldLevelInfo=41.777576, SerializeExports=431.111847, SerializeBulkData=0.009131, MoveFile=4.475162, UnaccountedTime=2.519593, RunGuid=RunID31FC4B8E4EBC7ED9350630A86FE39B66
