CookerStat, GenerateAssetRegistry=0.023801, Initialize=0.118174, RunGuid=RunIDCA1BC9F1413FDBC93561BBB552F82BCA
SavePackageTransactionIdC583A2064C8033F852D488BC3DDA0ED7_0, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/Menus/StartMenu.uasset, AutoPackageBackupDelegate=9.244233, FlushAsyncLoading=0.006922, FlushStreamingFunc=0.084963, BlockTillAllRequestsFinished=0.006918, ResetLoadersForSaveUnMarkAllObjects=0.339027, TagPackageExports=39.185738, BeginCacheForCookedPlatformData=0.007749, SerializeImports=44.932316, GatherLocalizableTextData=57.306675, MarkNames=0.241056, SerializeSummary=0.024907, SerializeNames=0.429530, SerializeGatherableTextData=1.518287, BuildExportMap=0.558496, SortExportsNonSeekfree=8.342009, SortExportsSeekfreeConstructor=0.090498, SortExportsSeekfreeInner=45.953548, SortExportsSeekfree=0.010516, BuildDependencyMap=0.420395, SerializeImportMap=0.038192, SerializeExportMap=0.239119, SerializeDependencyMap=0.047602, SerializeStringAssetReferenceMap=0.003319, SaveThumbNailsAssetRegistryDataWorldLevelInfo=5.014561, SerializeExports=60.376183, SerializeBulkData=0.033490, MoveFile=4.191760, UnaccountedTime=1.639508, RunGuid=RunIDCA1BC9F1413FDBC93561BBB552F82BCA
SavePackageTransactionIdC583A2064C8033F852D488BC3DDA0ED7_1, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/Menus/StartMenu.uasset, AutoPackageBackupDelegate=8.374114, FlushAsyncLoading=0.005536, FlushStreamingFunc=0.066422, BlockTillAllRequestsFinished=0.007469, ResetLoadersForSaveUnMarkAllObjects=0.202309, TagPackageExports=37.583866, BeginCacheForCookedPlatformData=0.011072, SerializeImports=42.646305, GatherLocalizableTextData=65.947029, MarkNames=1.120314, SerializeSummary=0.020202, SerializeNames=0.392165, SerializeGatherableTextData=0.668365, BuildExportMap=0.389397, SortExportsNonSeekfree=7.168558, SortExportsSeekfreeConstructor=0.068638, SortExportsSeekfreeInner=45.579651, SortExportsSeekfree=0.008579, BuildDependencyMap=0.408772, SerializeImportMap=0.036534, SerializeExportMap=0.230540, SerializeDependencyMap=0.046495, SerializeStringAssetReferenceMap=0.003047, SaveThumbNailsAssetRegistryDataWorldLevelInfo=4.479587, SerializeExports=59.548130, SerializeBulkData=0.010237, MoveFile=4.296373, UnaccountedTime=1.541536, RunGuid=RunIDCA1BC9F1413FDBC93561BBB552F82BCA
SavePackageTransactionIdC583A2064C8033F852D488BC3DDA0ED7_2, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/Menus/StartMenu.uasset, AutoPackageBackupDelegate=14.048461, FlushAsyncLoading=0.015222, FlushStreamingFunc=0.073615, BlockTillAllRequestsFinished=0.008028, ResetLoadersForSaveUnMarkAllObjects=0.212826, TagPackageExports=41.050251, BeginCacheForCookedPlatformData=0.006918, SerializeImports=42.664848, GatherLocalizableTextData=67.840591, MarkNames=0.970032, SerializeSummary=0.020482, SerializeNames=0.432018, SerializeGatherableTextData=0.702962, BuildExportMap=0.413198, SortExportsNonSeekfree=7.104628, SortExportsSeekfreeConstructor=0.067249, SortExportsSeekfreeInner=45.179741, SortExportsSeekfree=0.009134, BuildDependencyMap=0.418179, SerializeImportMap=0.032935, SerializeExportMap=0.236627, SerializeDependencyMap=0.047602, SerializeStringAssetReferenceMap=0.003323, SaveThumbNailsAssetRegistryDataWorldLevelInfo=4.606895, SerializeExports=61.975559, SerializeBulkData=0.012733, MoveFile=4.243512, UnaccountedTime=1.556482, RunGuid=RunIDCA1BC9F1413FDBC93561BBB552F82BCA
SavePackageTransactionIdC583A2064C8033F852D488BC3DDA0ED7_3, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/Menus/StartMenu.uasset, AutoPackageBackupDelegate=7.611643, FlushAsyncLoading=0.004154, FlushStreamingFunc=0.081643, BlockTillAllRequestsFinished=0.006363, ResetLoadersForSaveUnMarkAllObjects=0.168823, TagPackageExports=41.293240, BeginCacheForCookedPlatformData=0.007749, SerializeImports=44.819122, GatherLocalizableTextData=69.005463, MarkNames=1.066621, SerializeSummary=0.020757, SerializeNames=0.413753, SerializeGatherableTextData=0.737004, BuildExportMap=0.412367, SortExportsNonSeekfree=7.123448, SortExportsSeekfreeConstructor=0.066973, SortExportsSeekfreeInner=45.398376, SortExportsSeekfree=0.009961, BuildDependencyMap=0.421226, SerializeImportMap=0.040408, SerializeExportMap=0.221960, SerializeDependencyMap=0.047322, SerializeStringAssetReferenceMap=0.002492, SaveThumbNailsAssetRegistryDataWorldLevelInfo=4.538815, SerializeExports=60.457825, SerializeBulkData=0.013560, MoveFile=3.914174, UnaccountedTime=1.549006, RunGuid=RunIDCA1BC9F1413FDBC93561BBB552F82BCA
SavePackageTransactionIdC583A2064C8033F852D488BC3DDA0ED7_4, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/Menus/StartMenu.uasset, AutoPackageBackupDelegate=7.761095, FlushAsyncLoading=0.003047, FlushStreamingFunc=0.085518, BlockTillAllRequestsFinished=0.004426, ResetLoadersForSaveUnMarkAllObjects=0.155814, TagPackageExports=41.579128, BeginCacheForCookedPlatformData=0.006922, SerializeImports=43.864864, GatherLocalizableTextData=68.292267, MarkNames=1.266714, SerializeSummary=0.020482, SerializeNames=0.437830, SerializeGatherableTextData=0.691615, BuildExportMap=0.417903, SortExportsNonSeekfree=7.169943, SortExportsSeekfreeConstructor=0.067253, SortExportsSeekfreeInner=45.250862, SortExportsSeekfree=0.009410, BuildDependencyMap=0.446685, SerializeImportMap=0.052307, SerializeExportMap=0.257384, SerializeDependencyMap=0.045665, SerializeStringAssetReferenceMap=0.002492, SaveThumbNailsAssetRegistryDataWorldLevelInfo=4.702374, SerializeExports=60.979515, SerializeBulkData=0.012454, MoveFile=4.052278, UnaccountedTime=1.475390, RunGuid=RunIDCA1BC9F1413FDBC93561BBB552F82BCA
SavePackageTransactionIdC583A2064C8033F852D488BC3DDA0ED7_5, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/Menus/StartMenu.uasset, AutoPackageBackupDelegate=7.587842, FlushAsyncLoading=0.003878, FlushStreamingFunc=0.095479, BlockTillAllRequestsFinished=0.006367, ResetLoadersForSaveUnMarkAllObjects=0.175465, TagPackageExports=38.690895, BeginCacheForCookedPlatformData=0.009686, SerializeImports=42.917526, GatherLocalizableTextData=49.037731, MarkNames=0.241887, SerializeSummary=0.027675, SerializeNames=0.381645, SerializeGatherableTextData=0.498720, BuildExportMap=0.421222, SortExportsNonSeekfree=7.251032, SortExportsSeekfreeConstructor=0.058949, SortExportsSeekfreeInner=45.814896, SortExportsSeekfree=0.007473, BuildDependencyMap=1.286920, SerializeImportMap=0.033766, SerializeExportMap=0.232197, SerializeDependencyMap=0.047602, SerializeStringAssetReferenceMap=0.002768, SaveThumbNailsAssetRegistryDataWorldLevelInfo=4.849613, SerializeExports=60.549988, SerializeBulkData=0.011068, MoveFile=4.136965, UnaccountedTime=1.640338, RunGuid=RunIDCA1BC9F1413FDBC93561BBB552F82BCA
SavePackageTransactionIdC583A2064C8033F852D488BC3DDA0ED7_6, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Saved/Autosaves/Game/2DNonDiegetic/Menus/StartMenu_Auto1.uasset, AutoPackageBackupDelegate=14.362026, FlushAsyncLoading=0.010792, FlushStreamingFunc=0.058949, BlockTillAllRequestsFinished=0.009410, ResetLoadersForSaveUnMarkAllObjects=0.205353, TagPackageExports=42.161152, BeginCacheForCookedPlatformData=0.007473, SerializeImports=43.024910, GatherLocalizableTextData=86.452774, MarkNames=1.086548, SerializeSummary=0.021588, SerializeNames=0.447515, SerializeGatherableTextData=0.965051, BuildExportMap=0.420671, SortExportsNonSeekfree=7.295035, SortExportsSeekfreeConstructor=0.067528, SortExportsSeekfreeInner=46.347099, SortExportsSeekfree=0.020202, BuildDependencyMap=0.413198, SerializeImportMap=0.037085, SerializeExportMap=0.226665, SerializeDependencyMap=0.043727, SerializeStringAssetReferenceMap=0.002768, SaveThumbNailsAssetRegistryDataWorldLevelInfo=4.427005, SerializeExports=59.209652, SerializeBulkData=0.023250, MoveFile=4.098769, UnaccountedTime=0.407107, RunGuid=RunIDCA1BC9F1413FDBC93561BBB552F82BCA
SavePackageTransactionIdC583A2064C8033F852D488BC3DDA0ED7_7, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/Menus/StartMenu.uasset, AutoPackageBackupDelegate=7.971708, FlushAsyncLoading=0.004981, FlushStreamingFunc=0.083856, BlockTillAllRequestsFinished=0.006091, ResetLoadersForSaveUnMarkAllObjects=0.180997, TagPackageExports=43.275925, BeginCacheForCookedPlatformData=0.007473, SerializeImports=44.607960, GatherLocalizableTextData=49.863575, MarkNames=0.225555, SerializeSummary=0.018265, SerializeNames=0.412367, SerializeGatherableTextData=0.470489, BuildExportMap=0.422884, SortExportsNonSeekfree=7.116806, SortExportsSeekfreeConstructor=0.742815, SortExportsSeekfreeInner=47.740566, SortExportsSeekfree=0.009689, BuildDependencyMap=0.417348, SerializeImportMap=0.034872, SerializeExportMap=0.227496, SerializeDependencyMap=0.046771, SerializeStringAssetReferenceMap=0.002768, SaveThumbNailsAssetRegistryDataWorldLevelInfo=4.673317, SerializeExports=62.477879, SerializeBulkData=0.012174, MoveFile=3.998861, UnaccountedTime=3.120985, RunGuid=RunIDCA1BC9F1413FDBC93561BBB552F82BCA
SavePackageTransactionIdC583A2064C8033F852D488BC3DDA0ED7_8, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/Menus/StartMenu.uasset, AutoPackageBackupDelegate=15.490640, FlushAsyncLoading=0.014115, FlushStreamingFunc=0.089392, BlockTillAllRequestsFinished=0.008579, ResetLoadersForSaveUnMarkAllObjects=0.245206, TagPackageExports=44.758514, BeginCacheForCookedPlatformData=0.007197, SerializeImports=48.224342, GatherLocalizableTextData=52.434921, MarkNames=1.144391, SerializeSummary=0.022691, SerializeNames=0.438385, SerializeGatherableTextData=0.533309, BuildExportMap=0.438940, SortExportsNonSeekfree=7.934343, SortExportsSeekfreeConstructor=0.071958, SortExportsSeekfreeInner=52.232613, SortExportsSeekfree=0.009410, BuildDependencyMap=0.444192, SerializeImportMap=0.034597, SerializeExportMap=0.239115, SerializeDependencyMap=0.110980, SerializeStringAssetReferenceMap=0.004426, SaveThumbNailsAssetRegistryDataWorldLevelInfo=4.945092, SerializeExports=66.141861, SerializeBulkData=0.013284, MoveFile=4.470732, UnaccountedTime=1.686558, RunGuid=RunIDCA1BC9F1413FDBC93561BBB552F82BCA
SavePackageTransactionIdC583A2064C8033F852D488BC3DDA0ED7_9, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/Menus/StartMenu.uasset, AutoPackageBackupDelegate=7.427048, FlushAsyncLoading=0.003599, FlushStreamingFunc=0.086073, BlockTillAllRequestsFinished=0.005811, ResetLoadersForSaveUnMarkAllObjects=0.178233, TagPackageExports=41.820187, BeginCacheForCookedPlatformData=0.006918, SerializeImports=48.151833, GatherLocalizableTextData=51.087669, MarkNames=0.252955, SerializeSummary=0.846598, SerializeNames=0.408772, SerializeGatherableTextData=0.551023, BuildExportMap=0.484601, SortExportsNonSeekfree=7.875394, SortExportsSeekfreeConstructor=0.067808, SortExportsSeekfreeInner=50.815617, SortExportsSeekfree=0.008579, BuildDependencyMap=0.454988, SerializeImportMap=0.035424, SerializeExportMap=0.243824, SerializeDependencyMap=0.072509, SerializeStringAssetReferenceMap=0.003323, SaveThumbNailsAssetRegistryDataWorldLevelInfo=4.770733, SerializeExports=66.211052, SerializeBulkData=0.012454, MoveFile=4.205320, UnaccountedTime=1.733608, RunGuid=RunIDCA1BC9F1413FDBC93561BBB552F82BCA
SavePackageTransactionIdC583A2064C8033F852D488BC3DDA0ED7_10, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/Menus/StartMenu.uasset, AutoPackageBackupDelegate=12.503047, FlushAsyncLoading=0.013560, FlushStreamingFunc=0.073064, BlockTillAllRequestsFinished=0.007749, ResetLoadersForSaveUnMarkAllObjects=0.207569, TagPackageExports=45.533989, BeginCacheForCookedPlatformData=0.006918, SerializeImports=47.051170, GatherLocalizableTextData=51.816921, MarkNames=0.954259, SerializeSummary=0.021312, SerializeNames=0.405446, SerializeGatherableTextData=0.521965, BuildExportMap=0.461355, SortExportsNonSeekfree=7.836371, SortExportsSeekfreeConstructor=0.069465, SortExportsSeekfreeInner=51.701515, SortExportsSeekfree=0.009131, BuildDependencyMap=0.440877, SerializeImportMap=0.045385, SerializeExportMap=0.240780, SerializeDependencyMap=0.071403, SerializeStringAssetReferenceMap=0.003319, SaveThumbNailsAssetRegistryDataWorldLevelInfo=4.996017, SerializeExports=66.653030, SerializeBulkData=0.012733, MoveFile=4.392132, UnaccountedTime=1.628991, RunGuid=RunIDCA1BC9F1413FDBC93561BBB552F82BCA
