CookerStat, GenerateAssetRegistry=685.222107, Initialize=685.667969, GetCookedIniVersionStrings=0.062823, CacheIniVersionStringsMap=0.004429, GetCurrentIniVersionStrings=20.690907, IniSettingsOutOfDate=48.475098, InitializeSandbox=34.909019, SavingAssetRegistry=1246.314819, RunGuid=RunID6DC6EAD94CF3E03992EDF981547BD976
../../../Engine/Content/MobileResources/HUD/VirtualJoystick_Thumb.uasset, AllOfLoadPackage_Duration=5.070459ms, AllOfLoadPackage_HitCount=483, ResolveRedirectors_Duration=8273.148634ms, ResolveRedirectors_HitCount=483, CacheForCookedPlatformData_Duration=24.994202ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=5.827948ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=27.554452ms, SavePackageCacheForCookedPlatformData_HitCount=171, SaveCookedPackage_Duration=2357.102897ms, SaveCookedPackage_HitCount=170, RunGuid=RunID6DC6EAD94CF3E03992EDF981547BD976
SavePackageTransactionId8C2B85BD4D02C81BD59E9DB3636DD0AE_0, Filename=C:/Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Saved/Cooked/WindowsNoEditor/Engine/Content/MobileResources/HUD/VirtualJoystick_Thumb.uasset, FlushAsyncLoading=0.012454, FlushStreamingFunc=0.002213, BlockTillAllRequestsFinished=0.031274, ResetLoadersForSaveUnMarkAllObjects=0.131462, TagPackageExports=0.052031, BeginCacheForCookedPlatformData=0.003599, SerializeImports=0.092991, GatherLocalizableTextData=0.003874, MarkNames=0.006367, SerializeSummary=0.017159, SerializeNames=0.033487, SerializeGatherableTextData=0.003044, BuildExportMap=0.017159, SortExportsNonSeekfree=0.006642, SortExportsSeekfreeConstructor=0.109598, SortExportsSeekfreeInner=0.247974, SortExportsSeekfree=0.002768, BuildDependencyMap=0.011899, SerializeImportMap=0.004705, SerializeExportMap=0.002213, SerializeDependencyMap=0.001937, SerializeStringAssetReferenceMap=0.001658, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.017989, SerializeExports=0.054523, SerializeBulkData=0.016052, AsyncWrite=0.103232, UnaccountedTime=0.244651, RunGuid=RunID6DC6EAD94CF3E03992EDF981547BD976
SavePackageTransactionId8C2B85BD4D02C81BD59E9DB3636DD0AE_1, Filename=C:/Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Saved/Cooked/WindowsNoEditor/Engine/Content/EditorResources/S_Actor.uasset, FlushAsyncLoading=0.012729, FlushStreamingFunc=0.001937, BlockTillAllRequestsFinished=0.002768, ResetLoadersForSaveUnMarkAllObjects=0.112366, TagPackageExports=0.085793, BeginCacheForCookedPlatformData=0.004150, SerializeImports=0.064760, GatherLocalizableTextData=0.002768, MarkNames=0.004154, SerializeSummary=0.011623, SerializeNames=0.019096, SerializeGatherableTextData=0.001937, BuildExportMap=0.013839, SortExportsNonSeekfree=0.004426, SortExportsSeekfreeConstructor=0.011902, SortExportsSeekfreeInner=0.233304, SortExportsSeekfree=0.001941, BuildDependencyMap=0.008024, SerializeImportMap=0.002764, SerializeExportMap=0.001661, SerializeDependencyMap=0.001382, SerializeStringAssetReferenceMap=0.001106, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.011072, SerializeExports=0.053138, SerializeBulkData=0.024356, AsyncWrite=0.101294, UnaccountedTime=0.214208, RunGuid=RunID6DC6EAD94CF3E03992EDF981547BD976
SavePackageTransactionId8C2B85BD4D02C81BD59E9DB3636DD0AE_2, Filename=C:/Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineFonts/Roboto.uasset, FlushAsyncLoading=0.010516, FlushStreamingFunc=0.001937, BlockTillAllRequestsFinished=0.002768, ResetLoadersForSaveUnMarkAllObjects=0.102121, TagPackageExports=0.048988, BeginCacheForCookedPlatformData=0.003599, SerializeImports=0.088837, GatherLocalizableTextData=0.002217, MarkNames=0.005256, SerializeSummary=0.010792, SerializeNames=0.038747, SerializeGatherableTextData=0.001386, BuildExportMap=0.016052, SortExportsNonSeekfree=0.021033, SortExportsSeekfreeConstructor=0.010241, SortExportsSeekfreeInner=0.216421, SortExportsSeekfree=0.002492, BuildDependencyMap=0.010516, SerializeImportMap=0.013009, SerializeExportMap=0.004150, SerializeDependencyMap=0.001937, SerializeStringAssetReferenceMap=0.001106, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.008579, SerializeExports=4.458834, SerializeBulkData=32.494869, AsyncWrite=0.251573, UnaccountedTime=0.144191, RunGuid=RunID6DC6EAD94CF3E03992EDF981547BD976
SavePackageTransactionId8C2B85BD4D02C81BD59E9DB3636DD0AE_3, Filename=C:/Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineMaterials/Widget3DPassThrough_Translucent.uasset, FlushAsyncLoading=0.007473, FlushStreamingFunc=0.001661, BlockTillAllRequestsFinished=0.003044, ResetLoadersForSaveUnMarkAllObjects=0.124265, TagPackageExports=0.008859, BeginCacheForCookedPlatformData=0.001937, SerializeImports=0.029057, GatherLocalizableTextData=0.001937, MarkNames=0.005260, SerializeSummary=0.012178, SerializeNames=0.028227, SerializeGatherableTextData=0.004705, BuildExportMap=0.013564, SortExportsNonSeekfree=0.003044, SortExportsSeekfreeConstructor=0.007749, SortExportsSeekfreeInner=0.384416, SortExportsSeekfree=0.002213, BuildDependencyMap=0.008855, SerializeImportMap=0.002213, SerializeExportMap=0.001386, SerializeDependencyMap=0.001106, SerializeStringAssetReferenceMap=0.001110, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.009961, SerializeExports=0.015497, SerializeBulkData=0.004429, AsyncWrite=0.073895, UnaccountedTime=0.130903, RunGuid=RunID6DC6EAD94CF3E03992EDF981547BD976
SavePackageTransactionId8C2B85BD4D02C81BD59E9DB3636DD0AE_4, Filename=C:/Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineMaterials/Widget3DPassThrough.uasset, FlushAsyncLoading=0.007473, FlushStreamingFunc=0.001382, BlockTillAllRequestsFinished=0.003323, ResetLoadersForSaveUnMarkAllObjects=0.212826, TagPackageExports=0.499547, BeginCacheForCookedPlatformData=0.011623, SerializeImports=0.778794, GatherLocalizableTextData=0.003323, MarkNames=0.017159, SerializeSummary=0.010792, SerializeNames=0.093266, SerializeGatherableTextData=0.001386, BuildExportMap=0.062268, SortExportsNonSeekfree=0.095204, SortExportsSeekfreeConstructor=0.009689, SortExportsSeekfreeInner=1.012098, SortExportsSeekfree=0.002217, BuildDependencyMap=0.017989, SerializeImportMap=0.003599, SerializeExportMap=0.005256, SerializeDependencyMap=0.002213, SerializeStringAssetReferenceMap=0.001106, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.011902, SerializeExports=0.308584, SerializeBulkData=0.004150, AsyncWrite=0.090223, UnaccountedTime=0.152495, RunGuid=RunID6DC6EAD94CF3E03992EDF981547BD976
SavePackageTransactionId8C2B85BD4D02C81BD59E9DB3636DD0AE_5, Filename=C:/Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Saved/Cooked/WindowsNoEditor/Engine/Content/Functions/Engine_MaterialFunctions01/Texturing/ScaleUVsByCenter.uasset, FlushAsyncLoading=0.011347, FlushStreamingFunc=0.002213, BlockTillAllRequestsFinished=0.003599, ResetLoadersForSaveUnMarkAllObjects=0.225831, TagPackageExports=0.131458, BeginCacheForCookedPlatformData=0.004429, SerializeImports=0.223618, GatherLocalizableTextData=0.002213, MarkNames=0.007473, SerializeSummary=0.011072, SerializeNames=0.054244, SerializeGatherableTextData=0.001386, BuildExportMap=0.041235, SortExportsNonSeekfree=0.045389, SortExportsSeekfreeConstructor=0.006918, SortExportsSeekfreeInner=0.339858, SortExportsSeekfree=0.001937, BuildDependencyMap=0.012178, SerializeImportMap=0.002492, SerializeExportMap=0.003319, SerializeDependencyMap=0.002213, SerializeStringAssetReferenceMap=0.000555, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.009961, SerializeExports=0.082474, SerializeBulkData=0.003599, AsyncWrite=0.079431, UnaccountedTime=0.158582, RunGuid=RunID6DC6EAD94CF3E03992EDF981547BD976
SavePackageTransactionId8C2B85BD4D02C81BD59E9DB3636DD0AE_6, Filename=C:/Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Saved/Cooked/WindowsNoEditor/Engine/Content/Functions/Engine_MaterialFunctions02/Utility/BreakOutFloat2Components.uasset, FlushAsyncLoading=0.006918, FlushStreamingFunc=0.001661, BlockTillAllRequestsFinished=0.003319, ResetLoadersForSaveUnMarkAllObjects=0.113748, TagPackageExports=0.062823, BeginCacheForCookedPlatformData=0.003599, SerializeImports=0.157196, GatherLocalizableTextData=0.003599, MarkNames=0.005811, SerializeSummary=0.011347, SerializeNames=0.039853, SerializeGatherableTextData=0.001937, BuildExportMap=0.032660, SortExportsNonSeekfree=0.028506, SortExportsSeekfreeConstructor=0.010516, SortExportsSeekfreeInner=0.321314, SortExportsSeekfree=0.003044, BuildDependencyMap=0.013839, SerializeImportMap=0.002768, SerializeExportMap=0.003044, SerializeDependencyMap=0.002488, SerializeStringAssetReferenceMap=0.001386, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.010237, SerializeExports=0.065316, SerializeBulkData=0.005536, AsyncWrite=0.089392, UnaccountedTime=0.129525, RunGuid=RunID6DC6EAD94CF3E03992EDF981547BD976
SavePackageTransactionId8C2B85BD4D02C81BD59E9DB3636DD0AE_7, Filename=C:/Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Saved/Cooked/WindowsNoEditor/Engine/Content/Functions/Engine_MaterialFunctions02/ScreenResolution.uasset, FlushAsyncLoading=0.006367, FlushStreamingFunc=0.001658, BlockTillAllRequestsFinished=0.002492, ResetLoadersForSaveUnMarkAllObjects=0.169929, TagPackageExports=0.053413, BeginCacheForCookedPlatformData=0.003323, SerializeImports=0.102401, GatherLocalizableTextData=0.002768, MarkNames=0.004981, SerializeSummary=0.010241, SerializeNames=0.034869, SerializeGatherableTextData=0.002217, BuildExportMap=0.020478, SortExportsNonSeekfree=0.015497, SortExportsSeekfreeConstructor=0.010241, SortExportsSeekfreeInner=0.268456, SortExportsSeekfree=0.001937, BuildDependencyMap=0.010792, SerializeImportMap=0.002213, SerializeExportMap=0.002213, SerializeDependencyMap=0.001937, SerializeStringAssetReferenceMap=0.001382, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.012457, SerializeExports=0.050370, SerializeBulkData=0.004981, AsyncWrite=0.071958, UnaccountedTime=0.122603, RunGuid=RunID6DC6EAD94CF3E03992EDF981547BD976
SavePackageTransactionId8C2B85BD4D02C81BD59E9DB3636DD0AE_8, Filename=C:/Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Saved/Cooked/WindowsNoEditor/Engine/Content/Functions/Engine_MaterialFunctions02/Texturing/ScreenAlignedUVs.uasset, FlushAsyncLoading=0.006367, FlushStreamingFunc=0.001658, BlockTillAllRequestsFinished=0.011072, ResetLoadersForSaveUnMarkAllObjects=0.169098, TagPackageExports=0.348158, BeginCacheForCookedPlatformData=0.006642, SerializeImports=0.779074, GatherLocalizableTextData=0.003319, MarkNames=0.016052, SerializeSummary=0.012178, SerializeNames=0.060331, SerializeGatherableTextData=0.001937, BuildExportMap=0.048712, SortExportsNonSeekfree=0.154708, SortExportsSeekfreeConstructor=0.009686, SortExportsSeekfreeInner=0.444748, SortExportsSeekfree=0.001937, BuildDependencyMap=0.016883, SerializeImportMap=0.003047, SerializeExportMap=0.005532, SerializeDependencyMap=0.002768, SerializeStringAssetReferenceMap=0.000831, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.010792, SerializeExports=0.201203, SerializeBulkData=0.004150, AsyncWrite=0.064485, UnaccountedTime=0.102125, RunGuid=RunID6DC6EAD94CF3E03992EDF981547BD976
SavePackageTransactionId8C2B85BD4D02C81BD59E9DB3636DD0AE_9, Filename=C:/Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineResources/WhiteSquareTexture.uasset, FlushAsyncLoading=0.005811, FlushStreamingFunc=0.001382, BlockTillAllRequestsFinished=0.002213, ResetLoadersForSaveUnMarkAllObjects=0.102956, TagPackageExports=0.066422, BeginCacheForCookedPlatformData=0.003044, SerializeImports=0.041790, GatherLocalizableTextData=0.001382, MarkNames=0.003047, SerializeSummary=0.009131, SerializeNames=0.011902, SerializeGatherableTextData=0.001382, BuildExportMap=0.009134, SortExportsNonSeekfree=0.005536, SortExportsSeekfreeConstructor=0.008579, SortExportsSeekfreeInner=0.185978, SortExportsSeekfree=0.001661, BuildDependencyMap=0.007473, SerializeImportMap=0.002217, SerializeExportMap=0.001106, SerializeDependencyMap=0.001106, SerializeStringAssetReferenceMap=0.001106, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.008304, SerializeExports=0.038192, SerializeBulkData=0.004981, AsyncWrite=0.077769, UnaccountedTime=0.180166, RunGuid=RunID6DC6EAD94CF3E03992EDF981547BD976
SavePackageTransactionId8C2B85BD4D02C81BD59E9DB3636DD0AE_10, Filename=C:/Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Saved/Cooked/WindowsNoEditor/Engine/Content/Functions/Engine_MaterialFunctions01/Shading/PowerToRoughness.uasset, FlushAsyncLoading=0.006918, FlushStreamingFunc=0.001661, BlockTillAllRequestsFinished=0.003323, ResetLoadersForSaveUnMarkAllObjects=0.099909, TagPackageExports=0.096589, BeginCacheForCookedPlatformData=0.004981, SerializeImports=0.172973, GatherLocalizableTextData=0.002492, MarkNames=0.007469, SerializeSummary=0.010241, SerializeNames=0.041790, SerializeGatherableTextData=0.001937, BuildExportMap=0.037916, SortExportsNonSeekfree=0.026844, SortExportsSeekfreeConstructor=0.009965, SortExportsSeekfreeInner=0.335429, SortExportsSeekfree=0.001937, BuildDependencyMap=0.012178, SerializeImportMap=0.002768, SerializeExportMap=0.003599, SerializeDependencyMap=0.001937, SerializeStringAssetReferenceMap=0.001106, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.007473, SerializeExports=0.077769, SerializeBulkData=0.004981, AsyncWrite=0.071123, UnaccountedTime=0.145297, RunGuid=RunID6DC6EAD94CF3E03992EDF981547BD976
