CookerStat, GenerateAssetRegistry=0.043176, Initialize=0.202034, RunGuid=RunIDE6BCF47A46450D56E90BF2857D422C5F
SavePackageTransactionIdDB4A7FBC42096495DE88AD8E8A2993F7_0, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Blueprints/Player/ThirdPersonCharacter.uasset, AutoPackageBackupDelegate=10.463074, FlushAsyncLoading=0.014946, FlushStreamingFunc=0.061166, BlockTillAllRequestsFinished=0.008300, ResetLoadersForSaveUnMarkAllObjects=0.644568, TagPackageExports=315.292938, BeginCacheForCookedPlatformData=0.007197, SerializeImports=338.901947, GatherLocalizableTextData=183.810104, MarkNames=1.209151, SerializeSummary=0.028506, SerializeNames=1.025386, SerializeGatherableTextData=1.630373, BuildExportMap=1.766819, SortExportsNonSeekfree=64.638809, SortExportsSeekfreeConstructor=0.957023, SortExportsSeekfreeInner=444.722229, SortExportsSeekfree=0.008028, BuildDependencyMap=6.019741, SerializeImportMap=0.075553, SerializeExportMap=1.161829, SerializeDependencyMap=0.243824, SerializeStringAssetReferenceMap=0.004429, SaveThumbNailsAssetRegistryDataWorldLevelInfo=42.719933, SerializeExports=430.685944, SerializeBulkData=0.029061, MoveFile=4.641492, UnaccountedTime=1.395959, RunGuid=RunIDE6BCF47A46450D56E90BF2857D422C5F
SavePackageTransactionIdDB4A7FBC42096495DE88AD8E8A2993F7_1, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Maps/Test.umap, AutoPackageBackupDelegate=13.655745, FlushAsyncLoading=0.012178, FlushStreamingFunc=0.060055, BlockTillAllRequestsFinished=0.007749, ResetLoadersForSaveUnMarkAllObjects=121.336639, TagPackageExports=24.773348, BeginCacheForCookedPlatformData=0.007197, SerializeImports=24.501574, GatherLocalizableTextData=29.873981, MarkNames=0.223067, SerializeSummary=0.019372, SerializeNames=0.656191, SerializeGatherableTextData=0.162456, BuildExportMap=0.633776, SortExportsNonSeekfree=2.995338, SortExportsSeekfreeConstructor=0.061717, SortExportsSeekfreeInner=78.903976, SortExportsSeekfree=0.008855, BuildDependencyMap=0.352591, SerializeImportMap=0.091609, SerializeExportMap=0.117067, SerializeDependencyMap=0.030443, SerializeStringAssetReferenceMap=0.002768, SaveThumbNailsAssetRegistryDataWorldLevelInfo=3.024954, SerializeExports=35.242516, SerializeBulkData=119.355881, MoveFile=4.533835, UnaccountedTime=1.514137, RunGuid=RunIDE6BCF47A46450D56E90BF2857D422C5F
SavePackageTransactionIdDB4A7FBC42096495DE88AD8E8A2993F7_2, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Blueprints/Player/ThirdPersonCharacter.uasset, AutoPackageBackupDelegate=1.826871, FlushAsyncLoading=0.003323, FlushStreamingFunc=0.063378, BlockTillAllRequestsFinished=0.004426, ResetLoadersForSaveUnMarkAllObjects=0.221685, TagPackageExports=329.777832, BeginCacheForCookedPlatformData=0.007197, SerializeImports=347.444885, GatherLocalizableTextData=188.859528, MarkNames=1.650855, SerializeSummary=0.029337, SerializeNames=1.037840, SerializeGatherableTextData=1.651131, BuildExportMap=2.023373, SortExportsNonSeekfree=65.355888, SortExportsSeekfreeConstructor=0.821691, SortExportsSeekfreeInner=443.434204, SortExportsSeekfree=0.007473, BuildDependencyMap=4.006058, SerializeImportMap=0.068914, SerializeExportMap=1.157396, SerializeDependencyMap=0.256553, SerializeStringAssetReferenceMap=0.004150, SaveThumbNailsAssetRegistryDataWorldLevelInfo=36.729530, SerializeExports=438.081146, SerializeBulkData=0.009961, MoveFile=4.547395, UnaccountedTime=2.496351, RunGuid=RunIDE6BCF47A46450D56E90BF2857D422C5F
SavePackageTransactionIdDB4A7FBC42096495DE88AD8E8A2993F7_3, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Blueprints/Player/ThirdPersonCharacter.uasset, AutoPackageBackupDelegate=12.736637, FlushAsyncLoading=0.014942, FlushStreamingFunc=0.073619, BlockTillAllRequestsFinished=0.007749, ResetLoadersForSaveUnMarkAllObjects=0.332937, TagPackageExports=328.424774, BeginCacheForCookedPlatformData=0.007469, SerializeImports=332.875031, GatherLocalizableTextData=189.626709, MarkNames=1.189504, SerializeSummary=0.024907, SerializeNames=1.011822, SerializeGatherableTextData=1.664694, BuildExportMap=1.627609, SortExportsNonSeekfree=65.101547, SortExportsSeekfreeConstructor=0.882026, SortExportsSeekfreeInner=450.971649, SortExportsSeekfree=0.007473, BuildDependencyMap=4.099049, SerializeImportMap=0.065591, SerializeExportMap=1.076031, SerializeDependencyMap=0.255723, SerializeStringAssetReferenceMap=0.004429, SaveThumbNailsAssetRegistryDataWorldLevelInfo=35.253586, SerializeExports=426.921478, SerializeBulkData=0.008855, MoveFile=4.388813, UnaccountedTime=2.517104, RunGuid=RunIDE6BCF47A46450D56E90BF2857D422C5F
SavePackageTransactionIdDB4A7FBC42096495DE88AD8E8A2993F7_4, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Blueprints/Player/ThirdPersonCharacter.uasset, AutoPackageBackupDelegate=2.131585, FlushAsyncLoading=0.003319, FlushStreamingFunc=0.060886, BlockTillAllRequestsFinished=0.006367, ResetLoadersForSaveUnMarkAllObjects=0.252403, TagPackageExports=323.854675, BeginCacheForCookedPlatformData=0.006087, SerializeImports=343.715332, GatherLocalizableTextData=185.189178, MarkNames=1.305465, SerializeSummary=0.031825, SerializeNames=1.071051, SerializeGatherableTextData=1.659989, BuildExportMap=2.420515, SortExportsNonSeekfree=65.132545, SortExportsSeekfreeConstructor=0.847153, SortExportsSeekfreeInner=441.774750, SortExportsSeekfree=0.010237, BuildDependencyMap=4.022110, SerializeImportMap=0.080261, SerializeExportMap=1.139406, SerializeDependencyMap=0.277866, SerializeStringAssetReferenceMap=0.005811, SaveThumbNailsAssetRegistryDataWorldLevelInfo=40.527740, SerializeExports=423.234253, SerializeBulkData=0.015777, MoveFile=4.655883, UnaccountedTime=2.508249, RunGuid=RunIDE6BCF47A46450D56E90BF2857D422C5F
SavePackageTransactionIdDB4A7FBC42096495DE88AD8E8A2993F7_5, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Maps/Test.umap, AutoPackageBackupDelegate=13.782777, FlushAsyncLoading=0.013560, FlushStreamingFunc=0.061717, BlockTillAllRequestsFinished=0.008024, ResetLoadersForSaveUnMarkAllObjects=121.391159, TagPackageExports=22.522484, BeginCacheForCookedPlatformData=0.007473, SerializeImports=25.810358, GatherLocalizableTextData=30.339211, MarkNames=0.251297, SerializeSummary=0.023521, SerializeNames=0.663664, SerializeGatherableTextData=0.166610, BuildExportMap=0.652313, SortExportsNonSeekfree=3.044050, SortExportsSeekfreeConstructor=0.074450, SortExportsSeekfreeInner=80.768211, SortExportsSeekfree=0.009689, BuildDependencyMap=0.376664, SerializeImportMap=0.091609, SerializeExportMap=0.121772, SerializeDependencyMap=0.029061, SerializeStringAssetReferenceMap=0.003044, SaveThumbNailsAssetRegistryDataWorldLevelInfo=2.970155, SerializeExports=33.526623, SerializeBulkData=117.936676, MoveFile=4.554868, UnaccountedTime=1.617644, RunGuid=RunIDE6BCF47A46450D56E90BF2857D422C5F
SavePackageTransactionIdDB4A7FBC42096495DE88AD8E8A2993F7_6, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Blueprints/Player/ThirdPersonCharacter.uasset, AutoPackageBackupDelegate=1.794215, FlushAsyncLoading=0.003047, FlushStreamingFunc=0.050921, BlockTillAllRequestsFinished=0.006091, ResetLoadersForSaveUnMarkAllObjects=0.243820, TagPackageExports=332.252594, BeginCacheForCookedPlatformData=0.007749, SerializeImports=339.001587, GatherLocalizableTextData=191.426743, MarkNames=1.252323, SerializeSummary=0.024907, SerializeNames=1.037840, SerializeGatherableTextData=1.721151, BuildExportMap=2.731316, SortExportsNonSeekfree=65.067787, SortExportsSeekfreeConstructor=0.841893, SortExportsSeekfreeInner=424.181854, SortExportsSeekfree=0.008304, BuildDependencyMap=3.965929, SerializeImportMap=0.071958, SerializeExportMap=1.177598, SerializeDependencyMap=0.332937, SerializeStringAssetReferenceMap=0.005536, SaveThumbNailsAssetRegistryDataWorldLevelInfo=43.633232, SerializeExports=425.754669, SerializeBulkData=0.010241, MoveFile=4.436139, UnaccountedTime=2.513230, RunGuid=RunIDE6BCF47A46450D56E90BF2857D422C5F
SavePackageTransactionIdDB4A7FBC42096495DE88AD8E8A2993F7_7, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Blueprints/Player/ThirdPersonCharacter.uasset, AutoPackageBackupDelegate=1.979642, FlushAsyncLoading=0.003599, FlushStreamingFunc=0.084966, BlockTillAllRequestsFinished=0.006642, ResetLoadersForSaveUnMarkAllObjects=0.268731, TagPackageExports=327.123474, BeginCacheForCookedPlatformData=0.007749, SerializeImports=348.136780, GatherLocalizableTextData=184.330688, MarkNames=1.239594, SerializeSummary=0.026844, SerializeNames=1.057766, SerializeGatherableTextData=1.648918, BuildExportMap=2.071250, SortExportsNonSeekfree=67.575760, SortExportsSeekfreeConstructor=0.855457, SortExportsSeekfreeInner=447.520508, SortExportsSeekfree=0.008304, BuildDependencyMap=3.982533, SerializeImportMap=0.077769, SerializeExportMap=1.185071, SerializeDependencyMap=0.213932, SerializeStringAssetReferenceMap=0.003599, SaveThumbNailsAssetRegistryDataWorldLevelInfo=38.392006, SerializeExports=437.311768, SerializeBulkData=0.013284, MoveFile=4.585035, UnaccountedTime=2.846997, RunGuid=RunIDE6BCF47A46450D56E90BF2857D422C5F
SavePackageTransactionIdDB4A7FBC42096495DE88AD8E8A2993F7_8, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Blueprints/Player/ThirdPersonCharacter.uasset, AutoPackageBackupDelegate=1.952797, FlushAsyncLoading=0.005260, FlushStreamingFunc=0.060886, BlockTillAllRequestsFinished=0.005532, ResetLoadersForSaveUnMarkAllObjects=0.285063, TagPackageExports=326.584351, BeginCacheForCookedPlatformData=0.005260, SerializeImports=362.347137, GatherLocalizableTextData=186.627762, MarkNames=1.249008, SerializeSummary=0.024628, SerializeNames=1.056105, SerializeGatherableTextData=1.766264, BuildExportMap=2.087854, SortExportsNonSeekfree=67.478615, SortExportsSeekfreeConstructor=0.820585, SortExportsSeekfreeInner=482.277863, SortExportsSeekfree=0.010792, BuildDependencyMap=4.143886, SerializeImportMap=0.077769, SerializeExportMap=1.131657, SerializeDependencyMap=0.267625, SerializeStringAssetReferenceMap=0.005256, SaveThumbNailsAssetRegistryDataWorldLevelInfo=48.010700, SerializeExports=479.302460, SerializeBulkData=0.012178, MoveFile=4.806440, UnaccountedTime=1.502234, RunGuid=RunIDE6BCF47A46450D56E90BF2857D422C5F
SavePackageTransactionIdDB4A7FBC42096495DE88AD8E8A2993F7_9, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Maps/Test.umap, AutoPackageBackupDelegate=1.961101, FlushAsyncLoading=0.003044, FlushStreamingFunc=0.055075, BlockTillAllRequestsFinished=0.006087, ResetLoadersForSaveUnMarkAllObjects=126.468819, TagPackageExports=29.481266, BeginCacheForCookedPlatformData=0.008855, SerializeImports=24.587646, GatherLocalizableTextData=29.609676, MarkNames=0.204802, SerializeSummary=0.019096, SerializeNames=0.639308, SerializeGatherableTextData=0.156924, BuildExportMap=0.636540, SortExportsNonSeekfree=2.985101, SortExportsSeekfreeConstructor=0.059225, SortExportsSeekfreeInner=78.567719, SortExportsSeekfree=0.009131, BuildDependencyMap=0.358678, SerializeImportMap=0.089947, SerializeExportMap=0.120111, SerializeDependencyMap=0.029612, SerializeStringAssetReferenceMap=0.002768, SaveThumbNailsAssetRegistryDataWorldLevelInfo=2.904009, SerializeExports=34.583557, SerializeBulkData=119.299423, MoveFile=4.614647, UnaccountedTime=1.410078, RunGuid=RunIDE6BCF47A46450D56E90BF2857D422C5F
SavePackageTransactionIdDB4A7FBC42096495DE88AD8E8A2993F7_10, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Blueprints/Player/ThirdPersonCharacter.uasset, AutoPackageBackupDelegate=1.790896, FlushAsyncLoading=0.003044, FlushStreamingFunc=0.050645, BlockTillAllRequestsFinished=0.005815, ResetLoadersForSaveUnMarkAllObjects=0.241883, TagPackageExports=327.980286, BeginCacheForCookedPlatformData=0.006367, SerializeImports=339.843201, GatherLocalizableTextData=188.714508, MarkNames=1.230460, SerializeSummary=0.023801, SerializeNames=1.018468, SerializeGatherableTextData=1.669120, BuildExportMap=2.582975, SortExportsNonSeekfree=64.131516, SortExportsSeekfreeConstructor=0.799552, SortExportsSeekfreeInner=457.984955, SortExportsSeekfree=0.007749, BuildDependencyMap=4.124507, SerializeImportMap=0.071958, SerializeExportMap=1.144115, SerializeDependencyMap=0.251573, SerializeStringAssetReferenceMap=0.003874, SaveThumbNailsAssetRegistryDataWorldLevelInfo=43.146141, SerializeExports=427.579620, SerializeBulkData=0.009410, MoveFile=7.042356, UnaccountedTime=2.580207, RunGuid=RunIDE6BCF47A46450D56E90BF2857D422C5F
