CookerStat, GenerateAssetRegistry=0.034317, Initialize=0.178784, RunGuid=RunIDEF3D55BC43304ED2B98EEDBF11D1ADB3
DDCTransactionIdA39AB7A3468689A070D409B8AED0DBAE_0, PutCachedData=, CacheKey=REFL_FULL_0C6693969CB849AE9F4120FF5812F4D2_902EE0CC42A5ED7FBC2922BBC0033237, StartTime=2016.07.05-14.24.21, HierarchicalDDC=, DataSize=170213, Duration=4.509479, RunGuid=RunIDEF3D55BC43304ED2B98EEDBF11D1ADB3
SavePackageTransactionIdAD0F1149426D6864F6DA5CAF78609FC2_0, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Models/Dusk/duskDoubleStart.uasset, AutoPackageBackupDelegate=5.483109, FlushAsyncLoading=0.007197, FlushStreamingFunc=0.052582, BlockTillAllRequestsFinished=0.007197, ResetLoadersForSaveUnMarkAllObjects=1.286920, TagPackageExports=0.079151, BeginCacheForCookedPlatformData=0.001937, SerializeImports=0.589769, GatherLocalizableTextData=0.310797, MarkNames=0.010796, SerializeSummary=0.016879, SerializeNames=0.096038, SerializeGatherableTextData=0.002488, BuildExportMap=0.025187, SortExportsNonSeekfree=0.010792, SortExportsSeekfreeConstructor=0.064209, SortExportsSeekfreeInner=0.572607, SortExportsSeekfree=0.009689, BuildDependencyMap=0.011899, SerializeImportMap=0.010241, SerializeExportMap=0.005811, SerializeDependencyMap=0.001658, SerializeStringAssetReferenceMap=0.002217, SaveThumbNailsAssetRegistryDataWorldLevelInfo=7.065330, SerializeExports=0.493180, SerializeBulkData=0.013836, MoveFile=4.306618, UnaccountedTime=0.128414, RunGuid=RunIDEF3D55BC43304ED2B98EEDBF11D1ADB3
SavePackageTransactionIdAD0F1149426D6864F6DA5CAF78609FC2_1, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Models/Dusk/duskAnimBP.uasset, AutoPackageBackupDelegate=8.994881, FlushAsyncLoading=0.013284, FlushStreamingFunc=0.034593, BlockTillAllRequestsFinished=0.004981, ResetLoadersForSaveUnMarkAllObjects=0.267070, TagPackageExports=32.398834, BeginCacheForCookedPlatformData=0.006367, SerializeImports=35.041866, GatherLocalizableTextData=25.173538, MarkNames=0.133950, SerializeSummary=0.016883, SerializeNames=0.423715, SerializeGatherableTextData=0.495672, BuildExportMap=0.316333, SortExportsNonSeekfree=5.106721, SortExportsSeekfreeConstructor=0.060610, SortExportsSeekfreeInner=36.107105, SortExportsSeekfree=0.008300, BuildDependencyMap=1.113948, SerializeImportMap=0.024632, SerializeExportMap=0.147235, SerializeDependencyMap=0.034317, SerializeStringAssetReferenceMap=0.004154, SaveThumbNailsAssetRegistryDataWorldLevelInfo=10.988358, SerializeExports=48.685154, SerializeBulkData=0.012178, MoveFile=6.661542, UnaccountedTime=3.138147, RunGuid=RunIDEF3D55BC43304ED2B98EEDBF11D1ADB3
SavePackageTransactionIdAD0F1149426D6864F6DA5CAF78609FC2_2, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Models/Dusk/duskAnimBP.uasset, AutoPackageBackupDelegate=2.173651, FlushAsyncLoading=0.003044, FlushStreamingFunc=0.107937, BlockTillAllRequestsFinished=0.004981, ResetLoadersForSaveUnMarkAllObjects=0.224452, TagPackageExports=33.899410, BeginCacheForCookedPlatformData=0.006367, SerializeImports=34.420269, GatherLocalizableTextData=23.887728, MarkNames=0.102952, SerializeSummary=0.016052, SerializeNames=0.456095, SerializeGatherableTextData=0.485156, BuildExportMap=0.298344, SortExportsNonSeekfree=4.956994, SortExportsSeekfreeConstructor=0.048708, SortExportsSeekfreeInner=36.637371, SortExportsSeekfree=0.009134, BuildDependencyMap=0.233583, SerializeImportMap=0.022970, SerializeExportMap=0.136167, SerializeDependencyMap=0.026569, SerializeStringAssetReferenceMap=0.002213, SaveThumbNailsAssetRegistryDataWorldLevelInfo=11.702948, SerializeExports=48.329521, SerializeBulkData=0.011347, MoveFile=7.573456, UnaccountedTime=1.371883, RunGuid=RunIDEF3D55BC43304ED2B98EEDBF11D1ADB3
SavePackageTransactionIdAD0F1149426D6864F6DA5CAF78609FC2_3, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Models/Dusk/duskAnimBP.uasset, AutoPackageBackupDelegate=2.261382, FlushAsyncLoading=0.003047, FlushStreamingFunc=0.028227, BlockTillAllRequestsFinished=0.003599, ResetLoadersForSaveUnMarkAllObjects=0.220854, TagPackageExports=31.992834, BeginCacheForCookedPlatformData=0.006363, SerializeImports=34.284660, GatherLocalizableTextData=24.847523, MarkNames=0.181276, SerializeSummary=0.018265, SerializeNames=0.467718, SerializeGatherableTextData=0.636820, BuildExportMap=0.330448, SortExportsNonSeekfree=5.076554, SortExportsSeekfreeConstructor=0.065036, SortExportsSeekfreeInner=35.749813, SortExportsSeekfree=0.009131, BuildDependencyMap=0.218917, SerializeImportMap=0.023801, SerializeExportMap=0.157196, SerializeDependencyMap=0.026293, SerializeStringAssetReferenceMap=0.002768, SaveThumbNailsAssetRegistryDataWorldLevelInfo=11.512260, SerializeExports=48.723347, SerializeBulkData=0.011072, MoveFile=7.508140, UnaccountedTime=1.340613, RunGuid=RunIDEF3D55BC43304ED2B98EEDBF11D1ADB3
SavePackageTransactionIdAD0F1149426D6864F6DA5CAF78609FC2_4, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Models/Dusk/duskAnimBP.uasset, AutoPackageBackupDelegate=2.182786, FlushAsyncLoading=0.003044, FlushStreamingFunc=0.029057, BlockTillAllRequestsFinished=0.003323, ResetLoadersForSaveUnMarkAllObjects=0.223342, TagPackageExports=34.462891, BeginCacheForCookedPlatformData=0.007194, SerializeImports=35.828411, GatherLocalizableTextData=25.610815, MarkNames=0.167437, SerializeSummary=0.017714, SerializeNames=0.449728, SerializeGatherableTextData=0.482943, BuildExportMap=0.311073, SortExportsNonSeekfree=5.047496, SortExportsSeekfreeConstructor=0.059225, SortExportsSeekfreeInner=37.898552, SortExportsSeekfree=0.009134, BuildDependencyMap=0.296682, SerializeImportMap=0.024080, SerializeExportMap=0.131737, SerializeDependencyMap=0.028230, SerializeStringAssetReferenceMap=0.002488, SaveThumbNailsAssetRegistryDataWorldLevelInfo=11.603594, SerializeExports=48.819107, SerializeBulkData=0.011344, MoveFile=7.548269, UnaccountedTime=1.425020, RunGuid=RunIDEF3D55BC43304ED2B98EEDBF11D1ADB3
SavePackageTransactionIdAD0F1149426D6864F6DA5CAF78609FC2_5, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Models/Dusk/duskAnimBP.uasset, AutoPackageBackupDelegate=2.238963, FlushAsyncLoading=0.003323, FlushStreamingFunc=0.043727, BlockTillAllRequestsFinished=0.005256, ResetLoadersForSaveUnMarkAllObjects=0.241332, TagPackageExports=33.751072, BeginCacheForCookedPlatformData=0.063378, SerializeImports=35.064285, GatherLocalizableTextData=24.635248, MarkNames=0.100184, SerializeSummary=0.016328, SerializeNames=0.430912, SerializeGatherableTextData=0.469934, BuildExportMap=0.310522, SortExportsNonSeekfree=5.191129, SortExportsSeekfreeConstructor=0.052031, SortExportsSeekfreeInner=35.491871, SortExportsSeekfree=0.008024, BuildDependencyMap=0.224728, SerializeImportMap=0.022691, SerializeExportMap=0.150833, SerializeDependencyMap=0.026844, SerializeStringAssetReferenceMap=0.002488, SaveThumbNailsAssetRegistryDataWorldLevelInfo=11.258200, SerializeExports=49.840893, SerializeBulkData=0.011347, MoveFile=8.017652, UnaccountedTime=2.159256, RunGuid=RunIDEF3D55BC43304ED2B98EEDBF11D1ADB3
SavePackageTransactionIdAD0F1149426D6864F6DA5CAF78609FC2_6, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Models/Dusk/duskAnimBP.uasset, AutoPackageBackupDelegate=2.263598, FlushAsyncLoading=0.003319, FlushStreamingFunc=0.055075, BlockTillAllRequestsFinished=0.006918, ResetLoadersForSaveUnMarkAllObjects=0.253234, TagPackageExports=33.554852, BeginCacheForCookedPlatformData=0.006363, SerializeImports=36.405724, GatherLocalizableTextData=25.574562, MarkNames=0.116240, SerializeSummary=0.023801, SerializeNames=0.442535, SerializeGatherableTextData=0.465225, BuildExportMap=0.314400, SortExportsNonSeekfree=5.719457, SortExportsSeekfreeConstructor=0.056460, SortExportsSeekfreeInner=37.886925, SortExportsSeekfree=0.008579, BuildDependencyMap=0.242162, SerializeImportMap=0.024907, SerializeExportMap=0.146408, SerializeDependencyMap=0.030998, SerializeStringAssetReferenceMap=0.004150, SaveThumbNailsAssetRegistryDataWorldLevelInfo=11.611063, SerializeExports=48.978519, SerializeBulkData=0.011623, MoveFile=6.592072, UnaccountedTime=1.414228, RunGuid=RunIDEF3D55BC43304ED2B98EEDBF11D1ADB3
SavePackageTransactionIdAD0F1149426D6864F6DA5CAF78609FC2_7, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Models/Dusk/duskAnimBP.uasset, AutoPackageBackupDelegate=2.211287, FlushAsyncLoading=0.003044, FlushStreamingFunc=0.097420, BlockTillAllRequestsFinished=0.004981, ResetLoadersForSaveUnMarkAllObjects=0.264302, TagPackageExports=35.237808, BeginCacheForCookedPlatformData=0.006918, SerializeImports=37.703716, GatherLocalizableTextData=26.184258, MarkNames=0.109874, SerializeSummary=0.016604, SerializeNames=0.453331, SerializeGatherableTextData=0.475742, BuildExportMap=0.320211, SortExportsNonSeekfree=5.106717, SortExportsSeekfreeConstructor=0.054244, SortExportsSeekfreeInner=36.965328, SortExportsSeekfree=0.008024, BuildDependencyMap=0.993833, SerializeImportMap=0.024077, SerializeExportMap=0.157200, SerializeDependencyMap=0.030167, SerializeStringAssetReferenceMap=0.002488, SaveThumbNailsAssetRegistryDataWorldLevelInfo=10.622766, SerializeExports=51.379662, SerializeBulkData=0.010792, MoveFile=7.323820, UnaccountedTime=1.445502, RunGuid=RunIDEF3D55BC43304ED2B98EEDBF11D1ADB3
SavePackageTransactionIdAD0F1149426D6864F6DA5CAF78609FC2_8, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Models/Dusk/duskAnimBP.uasset, AutoPackageBackupDelegate=2.207968, FlushAsyncLoading=0.003319, FlushStreamingFunc=0.050645, BlockTillAllRequestsFinished=0.005536, ResetLoadersForSaveUnMarkAllObjects=0.231922, TagPackageExports=34.355232, BeginCacheForCookedPlatformData=0.006642, SerializeImports=37.176495, GatherLocalizableTextData=26.229092, MarkNames=0.110149, SerializeSummary=0.016883, SerializeNames=0.470486, SerializeGatherableTextData=0.480175, BuildExportMap=0.337087, SortExportsNonSeekfree=5.051095, SortExportsSeekfreeConstructor=0.053968, SortExportsSeekfreeInner=37.581383, SortExportsSeekfree=0.008579, BuildDependencyMap=1.199745, SerializeImportMap=0.028506, SerializeExportMap=0.146959, SerializeDependencyMap=0.030722, SerializeStringAssetReferenceMap=0.003044, SaveThumbNailsAssetRegistryDataWorldLevelInfo=11.121758, SerializeExports=51.113419, SerializeBulkData=0.011902, MoveFile=6.554712, UnaccountedTime=1.479544, RunGuid=RunIDEF3D55BC43304ED2B98EEDBF11D1ADB3
DDCTransactionIdB154FD8A4E60AD5ED62027895044F4B9_0, PutCachedData=, CacheKey=REFL_FULL_0C6693969CB849AE9F4120FF5812F4D2_C46F715E4C5BE3E56858E88F9E0689E1, StartTime=2016.07.05-14.32.29, HierarchicalDDC=, DataSize=170213, Duration=4.322391, RunGuid=RunIDEF3D55BC43304ED2B98EEDBF11D1ADB3
SavePackageTransactionIdAD0F1149426D6864F6DA5CAF78609FC2_9, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Models/Dusk/duskAnimBP.uasset, AutoPackageBackupDelegate=9.418040, FlushAsyncLoading=0.010792, FlushStreamingFunc=0.063933, BlockTillAllRequestsFinished=0.005536, ResetLoadersForSaveUnMarkAllObjects=0.305261, TagPackageExports=34.515198, BeginCacheForCookedPlatformData=0.006918, SerializeImports=37.071045, GatherLocalizableTextData=26.580296, MarkNames=0.190962, SerializeSummary=0.020482, SerializeNames=0.502866, SerializeGatherableTextData=0.528332, BuildExportMap=0.332385, SortExportsNonSeekfree=5.010407, SortExportsSeekfreeConstructor=0.013560, SortExportsSeekfreeInner=37.800026, SortExportsSeekfree=0.009689, BuildDependencyMap=0.238284, SerializeImportMap=0.025183, SerializeExportMap=0.161905, SerializeDependencyMap=0.029612, SerializeStringAssetReferenceMap=0.002488, SaveThumbNailsAssetRegistryDataWorldLevelInfo=4.715942, SerializeExports=50.940723, SerializeBulkData=0.011902, MoveFile=7.050384, UnaccountedTime=1.493104, RunGuid=RunIDEF3D55BC43304ED2B98EEDBF11D1ADB3
