CookerStat, GenerateAssetRegistry=0.022139, Initialize=0.115961, RunGuid=RunIDEE4C1EDF4B4F50DE6B4B52B091825D24
SavePackageTransactionId9B16B9974FAD786E4A63D5926452A193_0, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Blueprints/Player/ThirdPersonCharacter.uasset, AutoPackageBackupDelegate=15.256509, FlushAsyncLoading=0.015222, FlushStreamingFunc=0.063099, BlockTillAllRequestsFinished=0.007749, ResetLoadersForSaveUnMarkAllObjects=0.916067, TagPackageExports=329.379852, BeginCacheForCookedPlatformData=0.007473, SerializeImports=343.139374, GatherLocalizableTextData=186.403595, MarkNames=1.525205, SerializeSummary=0.029892, SerializeNames=1.098171, SerializeGatherableTextData=1.672719, BuildExportMap=1.746338, SortExportsNonSeekfree=65.242973, SortExportsSeekfreeConstructor=0.969205, SortExportsSeekfreeInner=433.048065, SortExportsSeekfree=0.009410, BuildDependencyMap=6.288748, SerializeImportMap=0.072785, SerializeExportMap=1.112565, SerializeDependencyMap=0.246037, SerializeStringAssetReferenceMap=0.004981, SaveThumbNailsAssetRegistryDataWorldLevelInfo=40.428940, SerializeExports=434.079254, SerializeBulkData=0.030167, MoveFile=9.902366, UnaccountedTime=2.836760, RunGuid=RunIDEE4C1EDF4B4F50DE6B4B52B091825D24
SavePackageTransactionId9B16B9974FAD786E4A63D5926452A193_1, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Maps/Test.umap, AutoPackageBackupDelegate=18.021587, FlushAsyncLoading=0.013005, FlushStreamingFunc=0.067808, BlockTillAllRequestsFinished=0.008024, ResetLoadersForSaveUnMarkAllObjects=125.541130, TagPackageExports=22.292778, BeginCacheForCookedPlatformData=0.009410, SerializeImports=23.399529, GatherLocalizableTextData=30.206364, MarkNames=0.236630, SerializeSummary=0.021033, SerializeNames=0.648718, SerializeGatherableTextData=0.185426, BuildExportMap=0.674732, SortExportsNonSeekfree=3.118224, SortExportsSeekfreeConstructor=0.072785, SortExportsSeekfreeInner=78.258575, SortExportsSeekfree=0.007473, BuildDependencyMap=0.349268, SerializeImportMap=0.091609, SerializeExportMap=0.124816, SerializeDependencyMap=0.026017, SerializeStringAssetReferenceMap=0.002768, SaveThumbNailsAssetRegistryDataWorldLevelInfo=3.056779, SerializeExports=33.774040, SerializeBulkData=118.759476, MoveFile=4.748598, UnaccountedTime=1.810268, RunGuid=RunIDEE4C1EDF4B4F50DE6B4B52B091825D24
SavePackageTransactionId9B16B9974FAD786E4A63D5926452A193_2, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Blueprints/Player/ThirdPersonCharacter.uasset, AutoPackageBackupDelegate=4.259843, FlushAsyncLoading=0.003599, FlushStreamingFunc=0.045389, BlockTillAllRequestsFinished=0.004426, ResetLoadersForSaveUnMarkAllObjects=0.225835, TagPackageExports=326.091431, BeginCacheForCookedPlatformData=0.005260, SerializeImports=324.052826, GatherLocalizableTextData=188.073547, MarkNames=1.161825, SerializeSummary=0.023250, SerializeNames=1.095403, SerializeGatherableTextData=1.698736, BuildExportMap=1.941726, SortExportsNonSeekfree=65.058098, SortExportsSeekfreeConstructor=0.733130, SortExportsSeekfreeInner=429.655853, SortExportsSeekfree=0.008855, BuildDependencyMap=3.833637, SerializeImportMap=0.068083, SerializeExportMap=1.093466, SerializeDependencyMap=0.256553, SerializeStringAssetReferenceMap=0.003599, SaveThumbNailsAssetRegistryDataWorldLevelInfo=38.584908, SerializeExports=431.874603, SerializeBulkData=0.009134, MoveFile=5.620379, UnaccountedTime=2.570521, RunGuid=RunIDEE4C1EDF4B4F50DE6B4B52B091825D24
SavePackageTransactionId9B16B9974FAD786E4A63D5926452A193_3, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Blueprints/BlueprintDialogues/Blueprints/BPC_Dialogue.uasset, AutoPackageBackupDelegate=11.671949, FlushAsyncLoading=0.012454, FlushStreamingFunc=0.073615, BlockTillAllRequestsFinished=0.007197, ResetLoadersForSaveUnMarkAllObjects=0.267901, TagPackageExports=138.405075, BeginCacheForCookedPlatformData=0.005536, SerializeImports=145.332306, GatherLocalizableTextData=122.550774, MarkNames=1.761280, SerializeSummary=0.024632, SerializeNames=0.844941, SerializeGatherableTextData=0.891436, BuildExportMap=1.478434, SortExportsNonSeekfree=46.562706, SortExportsSeekfreeConstructor=0.025187, SortExportsSeekfreeInner=162.554337, SortExportsSeekfree=0.006642, BuildDependencyMap=2.352711, SerializeImportMap=0.105444, SerializeExportMap=1.235165, SerializeDependencyMap=0.176296, SerializeStringAssetReferenceMap=0.003874, SaveThumbNailsAssetRegistryDataWorldLevelInfo=23.940310, SerializeExports=201.269318, SerializeBulkData=0.010520, MoveFile=4.715387, UnaccountedTime=2.263870, RunGuid=RunIDEE4C1EDF4B4F50DE6B4B52B091825D24
SavePackageTransactionId9B16B9974FAD786E4A63D5926452A193_4, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Maps/Test.umap, AutoPackageBackupDelegate=4.608006, FlushAsyncLoading=0.003595, FlushStreamingFunc=0.054523, BlockTillAllRequestsFinished=0.004705, ResetLoadersForSaveUnMarkAllObjects=124.496925, TagPackageExports=24.015310, BeginCacheForCookedPlatformData=0.006642, SerializeImports=23.250631, GatherLocalizableTextData=29.638737, MarkNames=0.217810, SerializeSummary=0.019927, SerializeNames=0.604991, SerializeGatherableTextData=0.143636, BuildExportMap=0.654805, SortExportsNonSeekfree=3.042944, SortExportsSeekfreeConstructor=0.059228, SortExportsSeekfreeInner=77.298233, SortExportsSeekfree=0.009686, BuildDependencyMap=0.378050, SerializeImportMap=0.127584, SerializeExportMap=0.179060, SerializeDependencyMap=0.032656, SerializeStringAssetReferenceMap=0.004429, SaveThumbNailsAssetRegistryDataWorldLevelInfo=2.947185, SerializeExports=34.079304, SerializeBulkData=130.263443, MoveFile=5.131077, UnaccountedTime=2.069865, RunGuid=RunIDEE4C1EDF4B4F50DE6B4B52B091825D24
SavePackageTransactionId9B16B9974FAD786E4A63D5926452A193_5, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Maps/Test.umap, AutoPackageBackupDelegate=4.297760, FlushAsyncLoading=0.003319, FlushStreamingFunc=0.054799, BlockTillAllRequestsFinished=0.006642, ResetLoadersForSaveUnMarkAllObjects=128.929749, TagPackageExports=22.107628, BeginCacheForCookedPlatformData=0.007194, SerializeImports=26.213594, GatherLocalizableTextData=30.700102, MarkNames=0.241887, SerializeSummary=0.023521, SerializeNames=0.685252, SerializeGatherableTextData=0.177953, BuildExportMap=0.842448, SortExportsNonSeekfree=3.407985, SortExportsSeekfreeConstructor=0.074726, SortExportsSeekfreeInner=77.444633, SortExportsSeekfree=0.009686, BuildDependencyMap=0.437003, SerializeImportMap=0.092439, SerializeExportMap=0.119280, SerializeDependencyMap=0.055905, SerializeStringAssetReferenceMap=0.006091, SaveThumbNailsAssetRegistryDataWorldLevelInfo=3.093589, SerializeExports=33.690460, SerializeBulkData=113.628120, MoveFile=4.447762, UnaccountedTime=1.677703, RunGuid=RunIDEE4C1EDF4B4F50DE6B4B52B091825D24
SavePackageTransactionId9B16B9974FAD786E4A63D5926452A193_6, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Blueprints/Player/ThirdPersonCharacter.uasset, AutoPackageBackupDelegate=4.645366, FlushAsyncLoading=0.006091, FlushStreamingFunc=0.035424, BlockTillAllRequestsFinished=0.004429, ResetLoadersForSaveUnMarkAllObjects=0.241052, TagPackageExports=322.613159, BeginCacheForCookedPlatformData=0.006642, SerializeImports=332.505829, GatherLocalizableTextData=185.807190, MarkNames=1.195036, SerializeSummary=0.028227, SerializeNames=1.058873, SerializeGatherableTextData=1.859531, BuildExportMap=1.927614, SortExportsNonSeekfree=63.943874, SortExportsSeekfreeConstructor=0.856839, SortExportsSeekfreeInner=420.394989, SortExportsSeekfree=0.008024, BuildDependencyMap=3.912516, SerializeImportMap=0.069190, SerializeExportMap=1.082398, SerializeDependencyMap=0.228602, SerializeStringAssetReferenceMap=0.004154, SaveThumbNailsAssetRegistryDataWorldLevelInfo=37.733879, SerializeExports=425.185120, SerializeBulkData=0.011068, MoveFile=4.513074, UnaccountedTime=2.608437, RunGuid=RunIDEE4C1EDF4B4F50DE6B4B52B091825D24
SavePackageTransactionId9B16B9974FAD786E4A63D5926452A193_7, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Blueprints/Player/ThirdPersonCharacter.uasset, AutoPackageBackupDelegate=5.316224, FlushAsyncLoading=0.006642, FlushStreamingFunc=0.040408, BlockTillAllRequestsFinished=0.004705, ResetLoadersForSaveUnMarkAllObjects=0.269838, TagPackageExports=306.870392, BeginCacheForCookedPlatformData=0.007197, SerializeImports=338.502045, GatherLocalizableTextData=177.281128, MarkNames=1.136918, SerializeSummary=0.035424, SerializeNames=1.038116, SerializeGatherableTextData=1.957778, BuildExportMap=1.882501, SortExportsNonSeekfree=62.539337, SortExportsSeekfreeConstructor=0.194006, SortExportsSeekfreeInner=422.726685, SortExportsSeekfree=0.008028, BuildDependencyMap=2.344687, SerializeImportMap=0.065867, SerializeExportMap=1.113948, SerializeDependencyMap=0.420116, SerializeStringAssetReferenceMap=0.004150, SaveThumbNailsAssetRegistryDataWorldLevelInfo=37.718384, SerializeExports=418.830200, SerializeBulkData=0.008304, MoveFile=4.431434, UnaccountedTime=2.762034, RunGuid=RunIDEE4C1EDF4B4F50DE6B4B52B091825D24
SavePackageTransactionId9B16B9974FAD786E4A63D5926452A193_8, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Blueprints/Player/ThirdPersonCharacter.uasset, AutoPackageBackupDelegate=4.465751, FlushAsyncLoading=0.004154, FlushStreamingFunc=0.054795, BlockTillAllRequestsFinished=0.008028, ResetLoadersForSaveUnMarkAllObjects=0.273988, TagPackageExports=304.769257, BeginCacheForCookedPlatformData=0.006638, SerializeImports=339.907410, GatherLocalizableTextData=184.891663, MarkNames=1.192268, SerializeSummary=0.025462, SerializeNames=1.120314, SerializeGatherableTextData=1.651686, BuildExportMap=2.189700, SortExportsNonSeekfree=70.427742, SortExportsSeekfreeConstructor=0.915233, SortExportsSeekfreeInner=428.751404, SortExportsSeekfree=0.009686, BuildDependencyMap=4.109010, SerializeImportMap=0.072233, SerializeExportMap=1.109242, SerializeDependencyMap=0.264857, SerializeStringAssetReferenceMap=0.004705, SaveThumbNailsAssetRegistryDataWorldLevelInfo=42.292896, SerializeExports=433.588837, SerializeBulkData=0.013009, MoveFile=4.319899, UnaccountedTime=2.743769, RunGuid=RunIDEE4C1EDF4B4F50DE6B4B52B091825D24
SavePackageTransactionId9B16B9974FAD786E4A63D5926452A193_9, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Maps/Test.umap, AutoPackageBackupDelegate=4.794538, FlushAsyncLoading=0.003044, FlushStreamingFunc=0.054799, BlockTillAllRequestsFinished=0.006367, ResetLoadersForSaveUnMarkAllObjects=133.634338, TagPackageExports=23.897968, BeginCacheForCookedPlatformData=0.007197, SerializeImports=23.605156, GatherLocalizableTextData=29.719830, MarkNames=0.207290, SerializeSummary=0.019927, SerializeNames=0.664495, SerializeGatherableTextData=0.155814, BuildExportMap=0.663940, SortExportsNonSeekfree=3.125969, SortExportsSeekfreeConstructor=0.063099, SortExportsSeekfreeInner=80.878090, SortExportsSeekfree=0.010237, BuildDependencyMap=0.410710, SerializeImportMap=0.092439, SerializeExportMap=0.123709, SerializeDependencyMap=0.027120, SerializeStringAssetReferenceMap=0.002768, SaveThumbNailsAssetRegistryDataWorldLevelInfo=2.962407, SerializeExports=36.311626, SerializeBulkData=125.900909, MoveFile=5.174801, UnaccountedTime=1.740526, RunGuid=RunIDEE4C1EDF4B4F50DE6B4B52B091825D24
SavePackageTransactionId9B16B9974FAD786E4A63D5926452A193_10, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Blueprints/Player/ThirdPersonCharacter.uasset, AutoPackageBackupDelegate=13.733514, FlushAsyncLoading=0.012733, FlushStreamingFunc=0.041511, BlockTillAllRequestsFinished=0.005811, ResetLoadersForSaveUnMarkAllObjects=0.262920, TagPackageExports=332.471802, BeginCacheForCookedPlatformData=0.007749, SerializeImports=352.861572, GatherLocalizableTextData=187.378876, MarkNames=1.159612, SerializeSummary=0.023525, SerializeNames=1.054443, SerializeGatherableTextData=1.588583, BuildExportMap=1.508605, SortExportsNonSeekfree=67.046875, SortExportsSeekfreeConstructor=0.967268, SortExportsSeekfreeInner=434.499634, SortExportsSeekfree=0.007749, BuildDependencyMap=3.921922, SerializeImportMap=0.071958, SerializeExportMap=1.095403, SerializeDependencyMap=0.262920, SerializeStringAssetReferenceMap=0.004150, SaveThumbNailsAssetRegistryDataWorldLevelInfo=43.076950, SerializeExports=432.907745, SerializeBulkData=0.008855, MoveFile=4.343424, UnaccountedTime=2.460096, RunGuid=RunIDEE4C1EDF4B4F50DE6B4B52B091825D24
