CookerStat, GenerateAssetRegistry=346.041199, Initialize=346.553741, GetCookedIniVersionStrings=0.064209, CacheIniVersionStringsMap=0.004981, GetCurrentIniVersionStrings=20.833437, IniSettingsOutOfDate=45.206039, InitializeSandbox=28.469992, SavingAssetRegistry=1242.349487, RunGuid=RunIDE9282E8A4AF7F645B8ACC4983FDAE7E6
../../../Engine/Content/MobileResources/HUD/VirtualJoystick_Thumb.uasset, AllOfLoadPackage_Duration=3.851090ms, AllOfLoadPackage_HitCount=283, ResolveRedirectors_Duration=8236.079015ms, ResolveRedirectors_HitCount=283, CacheForCookedPlatformData_Duration=17.900918ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=4.405141ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=25.423989ms, SavePackageCacheForCookedPlatformData_HitCount=171, SaveCookedPackage_Duration=2253.084052ms, SaveCookedPackage_HitCount=170, RunGuid=RunIDE9282E8A4AF7F645B8ACC4983FDAE7E6
SavePackageTransactionId5EE01A234CC528AF1EBC1CB704805918_0, Filename=C:/Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Saved/Cooked/WindowsNoEditor/Engine/Content/MobileResources/HUD/VirtualJoystick_Thumb.uasset, FlushAsyncLoading=0.009410, FlushStreamingFunc=0.001937, BlockTillAllRequestsFinished=0.024632, ResetLoadersForSaveUnMarkAllObjects=0.094928, TagPackageExports=0.031829, BeginCacheForCookedPlatformData=0.002213, SerializeImports=0.052862, GatherLocalizableTextData=0.002488, MarkNames=0.003874, SerializeSummary=0.012178, SerializeNames=0.022970, SerializeGatherableTextData=0.001386, BuildExportMap=0.011347, SortExportsNonSeekfree=0.003319, SortExportsSeekfreeConstructor=0.071682, SortExportsSeekfreeInner=0.129245, SortExportsSeekfree=0.001658, BuildDependencyMap=0.008579, SerializeImportMap=0.002768, SerializeExportMap=0.001106, SerializeDependencyMap=0.001106, SerializeStringAssetReferenceMap=0.000831, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.011347, SerializeExports=0.034872, SerializeBulkData=0.009686, AsyncWrite=0.055075, UnaccountedTime=0.140592, RunGuid=RunIDE9282E8A4AF7F645B8ACC4983FDAE7E6
SavePackageTransactionId5EE01A234CC528AF1EBC1CB704805918_1, Filename=C:/Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Saved/Cooked/WindowsNoEditor/Engine/Content/EditorResources/S_Actor.uasset, FlushAsyncLoading=0.007749, FlushStreamingFunc=0.001386, BlockTillAllRequestsFinished=0.002488, ResetLoadersForSaveUnMarkAllObjects=0.088286, TagPackageExports=0.083856, BeginCacheForCookedPlatformData=0.003599, SerializeImports=0.046216, GatherLocalizableTextData=0.001661, MarkNames=0.002768, SerializeSummary=0.009410, SerializeNames=0.014391, SerializeGatherableTextData=0.001106, BuildExportMap=0.009686, SortExportsNonSeekfree=0.002492, SortExportsSeekfreeConstructor=0.009410, SortExportsSeekfreeInner=0.141978, SortExportsSeekfree=0.001658, BuildDependencyMap=0.008028, SerializeImportMap=0.001382, SerializeExportMap=0.001106, SerializeDependencyMap=0.000831, SerializeStringAssetReferenceMap=0.000827, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.008859, SerializeExports=0.036530, SerializeBulkData=0.017714, AsyncWrite=0.091333, UnaccountedTime=0.213377, RunGuid=RunIDE9282E8A4AF7F645B8ACC4983FDAE7E6
SavePackageTransactionId5EE01A234CC528AF1EBC1CB704805918_2, Filename=C:/Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineFonts/Roboto.uasset, FlushAsyncLoading=0.007473, FlushStreamingFunc=0.001661, BlockTillAllRequestsFinished=0.003044, ResetLoadersForSaveUnMarkAllObjects=0.103507, TagPackageExports=0.045113, BeginCacheForCookedPlatformData=0.003595, SerializeImports=0.086073, GatherLocalizableTextData=0.002492, MarkNames=0.005256, SerializeSummary=0.012733, SerializeNames=0.036255, SerializeGatherableTextData=0.001658, BuildExportMap=0.017162, SortExportsNonSeekfree=0.021309, SortExportsSeekfreeConstructor=0.009686, SortExportsSeekfreeInner=0.229433, SortExportsSeekfree=0.002488, BuildDependencyMap=0.010516, SerializeImportMap=0.011899, SerializeExportMap=0.003323, SerializeDependencyMap=0.001661, SerializeStringAssetReferenceMap=0.000831, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.010241, SerializeExports=4.683279, SerializeBulkData=34.952751, AsyncWrite=0.249356, UnaccountedTime=0.133120, RunGuid=RunIDE9282E8A4AF7F645B8ACC4983FDAE7E6
SavePackageTransactionId5EE01A234CC528AF1EBC1CB704805918_3, Filename=C:/Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineMaterials/Widget3DPassThrough_Translucent.uasset, FlushAsyncLoading=0.012174, FlushStreamingFunc=0.003047, BlockTillAllRequestsFinished=0.003595, ResetLoadersForSaveUnMarkAllObjects=0.158031, TagPackageExports=0.009686, BeginCacheForCookedPlatformData=0.003047, SerializeImports=0.030164, GatherLocalizableTextData=0.001386, MarkNames=0.003874, SerializeSummary=0.010792, SerializeNames=0.021588, SerializeGatherableTextData=0.000831, BuildExportMap=0.011899, SortExportsNonSeekfree=0.003323, SortExportsSeekfreeConstructor=0.006642, SortExportsSeekfreeInner=0.330448, SortExportsSeekfree=0.001661, BuildDependencyMap=0.006918, SerializeImportMap=0.001382, SerializeExportMap=0.001110, SerializeDependencyMap=0.001106, SerializeStringAssetReferenceMap=0.000831, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.008579, SerializeExports=0.011347, SerializeBulkData=0.003599, AsyncWrite=0.058949, UnaccountedTime=0.103507, RunGuid=RunIDE9282E8A4AF7F645B8ACC4983FDAE7E6
SavePackageTransactionId5EE01A234CC528AF1EBC1CB704805918_4, Filename=C:/Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineMaterials/Widget3DPassThrough.uasset, FlushAsyncLoading=0.010796, FlushStreamingFunc=0.001382, BlockTillAllRequestsFinished=0.003044, ResetLoadersForSaveUnMarkAllObjects=0.181831, TagPackageExports=0.547979, BeginCacheForCookedPlatformData=0.012178, SerializeImports=0.910807, GatherLocalizableTextData=0.004429, MarkNames=0.020478, SerializeSummary=0.016607, SerializeNames=0.120111, SerializeGatherableTextData=0.002492, BuildExportMap=0.097971, SortExportsNonSeekfree=0.133120, SortExportsSeekfreeConstructor=0.012178, SortExportsSeekfreeInner=1.490336, SortExportsSeekfree=0.003044, BuildDependencyMap=0.029892, SerializeImportMap=0.006922, SerializeExportMap=0.010237, SerializeDependencyMap=0.004981, SerializeStringAssetReferenceMap=0.001661, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.016879, SerializeExports=0.591986, SerializeBulkData=0.005532, AsyncWrite=0.116792, UnaccountedTime=0.160798, RunGuid=RunIDE9282E8A4AF7F645B8ACC4983FDAE7E6
SavePackageTransactionId5EE01A234CC528AF1EBC1CB704805918_5, Filename=C:/Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Saved/Cooked/WindowsNoEditor/Engine/Content/Functions/Engine_MaterialFunctions01/Texturing/ScaleUVsByCenter.uasset, FlushAsyncLoading=0.007194, FlushStreamingFunc=0.002217, BlockTillAllRequestsFinished=0.003319, ResetLoadersForSaveUnMarkAllObjects=0.105724, TagPackageExports=0.205353, BeginCacheForCookedPlatformData=0.005536, SerializeImports=0.265963, GatherLocalizableTextData=0.003323, MarkNames=0.007473, SerializeSummary=0.011068, SerializeNames=0.055905, SerializeGatherableTextData=0.001661, BuildExportMap=0.038192, SortExportsNonSeekfree=0.044558, SortExportsSeekfreeConstructor=0.006918, SortExportsSeekfreeInner=0.348993, SortExportsSeekfree=0.002213, BuildDependencyMap=0.013284, SerializeImportMap=0.002764, SerializeExportMap=0.003323, SerializeDependencyMap=0.002217, SerializeStringAssetReferenceMap=0.000831, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.012178, SerializeExports=0.086069, SerializeBulkData=0.004154, AsyncWrite=0.085793, UnaccountedTime=0.163011, RunGuid=RunIDE9282E8A4AF7F645B8ACC4983FDAE7E6
SavePackageTransactionId5EE01A234CC528AF1EBC1CB704805918_6, Filename=C:/Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Saved/Cooked/WindowsNoEditor/Engine/Content/Functions/Engine_MaterialFunctions02/Utility/BreakOutFloat2Components.uasset, FlushAsyncLoading=0.011072, FlushStreamingFunc=0.002488, BlockTillAllRequestsFinished=0.003599, ResetLoadersForSaveUnMarkAllObjects=0.131737, TagPackageExports=0.066143, BeginCacheForCookedPlatformData=0.003874, SerializeImports=0.205077, GatherLocalizableTextData=0.003599, MarkNames=0.006367, SerializeSummary=0.013560, SerializeNames=0.044283, SerializeGatherableTextData=0.001937, BuildExportMap=0.024077, SortExportsNonSeekfree=0.027955, SortExportsSeekfreeConstructor=0.011068, SortExportsSeekfreeInner=0.340134, SortExportsSeekfree=0.002768, BuildDependencyMap=0.013284, SerializeImportMap=0.002768, SerializeExportMap=0.003044, SerializeDependencyMap=0.003047, SerializeStringAssetReferenceMap=0.001937, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.021309, SerializeExports=0.059780, SerializeBulkData=0.006367, AsyncWrite=0.096034, UnaccountedTime=0.139210, RunGuid=RunIDE9282E8A4AF7F645B8ACC4983FDAE7E6
SavePackageTransactionId5EE01A234CC528AF1EBC1CB704805918_7, Filename=C:/Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Saved/Cooked/WindowsNoEditor/Engine/Content/Functions/Engine_MaterialFunctions02/ScreenResolution.uasset, FlushAsyncLoading=0.008579, FlushStreamingFunc=0.001658, BlockTillAllRequestsFinished=0.003047, ResetLoadersForSaveUnMarkAllObjects=0.174910, TagPackageExports=0.061717, BeginCacheForCookedPlatformData=0.004429, SerializeImports=0.118729, GatherLocalizableTextData=0.003319, MarkNames=0.004984, SerializeSummary=0.012454, SerializeNames=0.036255, SerializeGatherableTextData=0.002213, BuildExportMap=0.027400, SortExportsNonSeekfree=0.018265, SortExportsSeekfreeConstructor=0.010516, SortExportsSeekfreeInner=0.285059, SortExportsSeekfree=0.002492, BuildDependencyMap=0.008579, SerializeImportMap=0.001658, SerializeExportMap=0.001661, SerializeDependencyMap=0.001106, SerializeStringAssetReferenceMap=0.000831, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.011347, SerializeExports=0.029612, SerializeBulkData=0.003047, AsyncWrite=0.057567, UnaccountedTime=0.668365, RunGuid=RunIDE9282E8A4AF7F645B8ACC4983FDAE7E6
SavePackageTransactionId5EE01A234CC528AF1EBC1CB704805918_8, Filename=C:/Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Saved/Cooked/WindowsNoEditor/Engine/Content/Functions/Engine_MaterialFunctions02/Texturing/ScreenAlignedUVs.uasset, FlushAsyncLoading=0.019096, FlushStreamingFunc=0.002217, BlockTillAllRequestsFinished=0.003319, ResetLoadersForSaveUnMarkAllObjects=0.156920, TagPackageExports=0.192069, BeginCacheForCookedPlatformData=0.004981, SerializeImports=0.390783, GatherLocalizableTextData=0.002488, MarkNames=0.008855, SerializeSummary=0.008859, SerializeNames=0.052307, SerializeGatherableTextData=0.000831, BuildExportMap=0.047877, SortExportsNonSeekfree=0.138931, SortExportsSeekfreeConstructor=0.007473, SortExportsSeekfreeInner=0.496227, SortExportsSeekfree=0.002213, BuildDependencyMap=0.017434, SerializeImportMap=0.003044, SerializeExportMap=0.005811, SerializeDependencyMap=0.003044, SerializeStringAssetReferenceMap=0.000831, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.009410, SerializeExports=0.194561, SerializeBulkData=0.003599, AsyncWrite=0.057288, UnaccountedTime=0.151388, RunGuid=RunIDE9282E8A4AF7F645B8ACC4983FDAE7E6
SavePackageTransactionId5EE01A234CC528AF1EBC1CB704805918_9, Filename=C:/Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineResources/WhiteSquareTexture.uasset, FlushAsyncLoading=0.006642, FlushStreamingFunc=0.001661, BlockTillAllRequestsFinished=0.003044, ResetLoadersForSaveUnMarkAllObjects=0.090774, TagPackageExports=0.070572, BeginCacheForCookedPlatformData=0.003044, SerializeImports=0.043727, GatherLocalizableTextData=0.001386, MarkNames=0.003044, SerializeSummary=0.009686, SerializeNames=0.012454, SerializeGatherableTextData=0.001386, BuildExportMap=0.008855, SortExportsNonSeekfree=0.002768, SortExportsSeekfreeConstructor=0.008579, SortExportsSeekfreeInner=0.140037, SortExportsSeekfree=0.001110, BuildDependencyMap=0.006642, SerializeImportMap=0.001382, SerializeExportMap=0.000831, SerializeDependencyMap=0.000827, SerializeStringAssetReferenceMap=0.000831, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.006922, SerializeExports=0.028782, SerializeBulkData=0.003874, AsyncWrite=0.082750, UnaccountedTime=0.195391, RunGuid=RunIDE9282E8A4AF7F645B8ACC4983FDAE7E6
SavePackageTransactionId5EE01A234CC528AF1EBC1CB704805918_10, Filename=C:/Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Saved/Cooked/WindowsNoEditor/Engine/Content/Functions/Engine_MaterialFunctions01/Shading/PowerToRoughness.uasset, FlushAsyncLoading=0.010792, FlushStreamingFunc=0.001937, BlockTillAllRequestsFinished=0.003319, ResetLoadersForSaveUnMarkAllObjects=0.107106, TagPackageExports=0.046495, BeginCacheForCookedPlatformData=0.002492, SerializeImports=0.098523, GatherLocalizableTextData=0.001661, MarkNames=0.004705, SerializeSummary=0.009965, SerializeNames=0.030164, SerializeGatherableTextData=0.001106, BuildExportMap=0.028785, SortExportsNonSeekfree=0.018265, SortExportsSeekfreeConstructor=0.006918, SortExportsSeekfreeInner=0.325467, SortExportsSeekfree=0.002768, BuildDependencyMap=0.013560, SerializeImportMap=0.003599, SerializeExportMap=0.003599, SerializeDependencyMap=0.002492, SerializeStringAssetReferenceMap=0.001382, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.009689, SerializeExports=0.077214, SerializeBulkData=0.006087, AsyncWrite=0.086900, UnaccountedTime=0.156369, RunGuid=RunIDE9282E8A4AF7F645B8ACC4983FDAE7E6
