CookerStat, GenerateAssetRegistry=0.018027, Initialize=0.107870, RunGuid=RunID2D0E944346EDE02A54D7CD986F859A66
SavePackageTransactionId5C94763D4E784AF68DD0FB95B9AEBCA6_0, Filename=../../../../../My Documents/GitHub/ChildrenAmongGiants/WhisperOfALullaby/Content/ThirdPersonOverview.uasset, AutoPackageBackupDelegate=0.063702, FlushAsyncLoading=0.003304, FlushStreamingFunc=0.047173, BlockTillAllRequestsFinished=0.003606, ResetLoadersForSaveUnMarkAllObjects=0.076018, TagPackageExports=0.122592, BeginCacheForCookedPlatformData=0.001203, SerializeImports=0.922438, GatherLocalizableTextData=0.600938, MarkNames=0.007812, SerializeSummary=0.012022, SerializeNames=0.123490, SerializeGatherableTextData=0.143625, BuildExportMap=0.049278, SortExportsNonSeekfree=0.008412, SortExportsSeekfreeConstructor=0.056788, SortExportsSeekfreeInner=0.279136, SortExportsSeekfree=0.002105, BuildDependencyMap=0.007812, SerializeImportMap=0.005707, SerializeExportMap=0.003908, SerializeDependencyMap=0.001203, SerializeStringAssetReferenceMap=0.014722, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.086535, SerializeExports=1.755040, SerializeBulkData=0.008713, MoveFile=1.529384, UnaccountedTime=1.475904, RunGuid=RunID2D0E944346EDE02A54D7CD986F859A66
SavePackageTransactionId5C94763D4E784AF68DD0FB95B9AEBCA6_1, Filename=../../../../../My Documents/GitHub/ChildrenAmongGiants/WhisperOfALullaby/Content/Blueprints/ThirdPersonCharacter.uasset, AutoPackageBackupDelegate=0.080526, FlushAsyncLoading=0.002101, FlushStreamingFunc=0.055287, BlockTillAllRequestsFinished=0.003908, ResetLoadersForSaveUnMarkAllObjects=0.129502, TagPackageExports=6.202281, BeginCacheForCookedPlatformData=0.003003, SerializeImports=7.810689, GatherLocalizableTextData=7.297184, MarkNames=0.073917, SerializeSummary=0.011116, SerializeNames=0.235867, SerializeGatherableTextData=0.061598, BuildExportMap=0.154141, SortExportsNonSeekfree=1.337986, SortExportsSeekfreeConstructor=0.045072, SortExportsSeekfreeInner=13.522599, SortExportsSeekfree=0.004809, BuildDependencyMap=0.107866, SerializeImportMap=0.012919, SerializeExportMap=0.044167, SerializeDependencyMap=0.008114, SerializeStringAssetReferenceMap=0.001203, SaveThumbNailsAssetRegistryDataWorldLevelInfo=9.033594, SerializeExports=10.428675, SerializeBulkData=0.006009, MoveFile=1.310047, UnaccountedTime=1.363527, RunGuid=RunID2D0E944346EDE02A54D7CD986F859A66
SavePackageTransactionId5C94763D4E784AF68DD0FB95B9AEBCA6_2, Filename=../../../../../My Documents/GitHub/ChildrenAmongGiants/WhisperOfALullaby/Content/ThirdPersonBP/Blueprints/ThirdPersonCharacter.uasset, AutoPackageBackupDelegate=1.762249, FlushAsyncLoading=0.018328, FlushStreamingFunc=0.066105, BlockTillAllRequestsFinished=0.003904, ResetLoadersForSaveUnMarkAllObjects=0.081729, TagPackageExports=0.009615, BeginCacheForCookedPlatformData=0.000600, SerializeImports=1.077484, GatherLocalizableTextData=0.013519, MarkNames=0.004206, SerializeSummary=0.008114, SerializeNames=0.010818, SerializeGatherableTextData=0.000902, BuildExportMap=0.013221, SortExportsNonSeekfree=0.006609, SortExportsSeekfreeConstructor=0.006009, SortExportsSeekfreeInner=4.695426, SortExportsSeekfree=0.003304, BuildDependencyMap=0.007812, SerializeImportMap=0.070009, SerializeExportMap=0.018928, SerializeDependencyMap=0.001203, SerializeStringAssetReferenceMap=0.001200, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.036359, SerializeExports=0.006307, SerializeBulkData=0.002105, MoveFile=1.446757, UnaccountedTime=1.385164, RunGuid=RunID2D0E944346EDE02A54D7CD986F859A66
SavePackageTransactionId5C94763D4E784AF68DD0FB95B9AEBCA6_3, Filename=../../../../../My Documents/GitHub/ChildrenAmongGiants/WhisperOfALullaby/Content/Blueprints/ThirdPersonGameMode.uasset, AutoPackageBackupDelegate=0.045069, FlushAsyncLoading=0.002407, FlushStreamingFunc=0.102159, BlockTillAllRequestsFinished=0.003904, ResetLoadersForSaveUnMarkAllObjects=0.084434, TagPackageExports=0.238873, BeginCacheForCookedPlatformData=0.001203, SerializeImports=0.812169, GatherLocalizableTextData=0.277631, MarkNames=0.009015, SerializeSummary=0.007510, SerializeNames=0.045974, SerializeGatherableTextData=0.002705, BuildExportMap=0.036053, SortExportsNonSeekfree=0.016827, SortExportsSeekfreeConstructor=0.005107, SortExportsSeekfreeInner=2.527546, SortExportsSeekfree=0.001803, BuildDependencyMap=0.008713, SerializeImportMap=0.005111, SerializeExportMap=0.005405, SerializeDependencyMap=0.091042, SerializeStringAssetReferenceMap=0.002403, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.159249, SerializeExports=0.355452, SerializeBulkData=0.002705, MoveFile=1.242440, UnaccountedTime=1.354214, RunGuid=RunID2D0E944346EDE02A54D7CD986F859A66
SavePackageTransactionId5C94763D4E784AF68DD0FB95B9AEBCA6_4, Filename=../../../../../My Documents/GitHub/ChildrenAmongGiants/WhisperOfALullaby/Content/Blueprints/ThirdPersonCharacter.uasset, AutoPackageBackupDelegate=0.693481, FlushAsyncLoading=0.002101, FlushStreamingFunc=0.129204, BlockTillAllRequestsFinished=0.004508, ResetLoadersForSaveUnMarkAllObjects=0.115078, TagPackageExports=8.319083, BeginCacheForCookedPlatformData=0.003304, SerializeImports=8.709088, GatherLocalizableTextData=6.870221, MarkNames=0.056788, SerializeSummary=0.010818, SerializeNames=0.235267, SerializeGatherableTextData=0.060093, BuildExportMap=0.150837, SortExportsNonSeekfree=1.342192, SortExportsSeekfreeConstructor=0.041768, SortExportsSeekfreeInner=13.939351, SortExportsSeekfree=0.020429, BuildDependencyMap=0.190798, SerializeImportMap=0.042666, SerializeExportMap=0.059791, SerializeDependencyMap=0.008713, SerializeStringAssetReferenceMap=0.001501, SaveThumbNailsAssetRegistryDataWorldLevelInfo=1.286909, SerializeExports=10.333724, SerializeBulkData=0.020735, MoveFile=1.601201, UnaccountedTime=1.280900, RunGuid=RunID2D0E944346EDE02A54D7CD986F859A66
SavePackageTransactionId5C94763D4E784AF68DD0FB95B9AEBCA6_5, Filename=../../../../../My Documents/GitHub/ChildrenAmongGiants/WhisperOfALullaby/Content/Maps/Void.umap, AutoPackageBackupDelegate=0.079926, FlushAsyncLoading=0.002101, FlushStreamingFunc=0.067007, BlockTillAllRequestsFinished=0.003304, ResetLoadersForSaveUnMarkAllObjects=0.079025, TagPackageExports=0.051979, BeginCacheForCookedPlatformData=0.000902, SerializeImports=0.618968, GatherLocalizableTextData=0.563979, MarkNames=0.006311, SerializeSummary=0.008110, SerializeNames=0.042368, SerializeGatherableTextData=0.000902, BuildExportMap=0.017427, SortExportsNonSeekfree=0.012018, SortExportsSeekfreeConstructor=0.038162, SortExportsSeekfreeInner=4.009154, SortExportsSeekfree=0.004210, BuildDependencyMap=0.015322, SerializeImportMap=0.006311, SerializeExportMap=0.006009, SerializeDependencyMap=0.001501, SerializeStringAssetReferenceMap=0.001803, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.323307, SerializeExports=0.480447, SerializeBulkData=0.003908, MoveFile=1.353610, UnaccountedTime=1.680825, RunGuid=RunID2D0E944346EDE02A54D7CD986F859A66
SavePackageTransactionId5C94763D4E784AF68DD0FB95B9AEBCA6_6, Filename=../../../../../My Documents/GitHub/ChildrenAmongGiants/WhisperOfALullaby/Content/ThirdPersonBP/Maps/ThirdPersonExampleMap.umap, AutoPackageBackupDelegate=7.158369, FlushAsyncLoading=0.006612, FlushStreamingFunc=0.127699, BlockTillAllRequestsFinished=0.004206, ResetLoadersForSaveUnMarkAllObjects=114.796227, TagPackageExports=1.088899, BeginCacheForCookedPlatformData=0.002705, SerializeImports=1.976483, GatherLocalizableTextData=8.461204, MarkNames=0.070009, SerializeSummary=0.012018, SerializeNames=0.385504, SerializeGatherableTextData=0.021935, BuildExportMap=0.244580, SortExportsNonSeekfree=0.411041, SortExportsSeekfreeConstructor=0.043869, SortExportsSeekfreeInner=13.305962, SortExportsSeekfree=0.004809, BuildDependencyMap=0.091940, SerializeImportMap=0.036959, SerializeExportMap=0.030950, SerializeDependencyMap=0.009317, SerializeStringAssetReferenceMap=0.001501, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.806458, SerializeExports=4.489906, SerializeBulkData=159.313385, MoveFile=1.782078, UnaccountedTime=1.279097, RunGuid=RunID2D0E944346EDE02A54D7CD986F859A66
DDCTransactionIdB308E4664CD1CE4EC6470591D50A9E3E_0, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_221A837C45DA6CE3915D97992A541D13__1_0_13123_0, StartTime=2016.05.25-01.24.41, HierarchicalDDC=, DataSize=465, Duration=1.424521, RunGuid=RunID2D0E944346EDE02A54D7CD986F859A66
DDCTransactionIdB308E4664CD1CE4EC6470591D50A9E3E_1, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_4259A2244F5AE0C90B37FC818A12B784__1_0_13123_0, StartTime=2016.05.25-01.24.45, HierarchicalDDC=, DataSize=465, Duration=1.456972, RunGuid=RunID2D0E944346EDE02A54D7CD986F859A66
DDCTransactionId0EA781BA45B2F69A2D720C8F2D53043B_0, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_0C7A4E3E47901E093437C78E09992536__1_0_13123_0, StartTime=2016.05.25-01.24.46, HierarchicalDDC=, DataSize=451, Duration=1.354214, RunGuid=RunID2D0E944346EDE02A54D7CD986F859A66
DDCTransactionIdB308E4664CD1CE4EC6470591D50A9E3E_2, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_EE1840154DA80315E009C291DA5FE71C__1_0_13123_0, StartTime=2016.05.25-01.24.46, HierarchicalDDC=, DataSize=347, Duration=1.150195, RunGuid=RunID2D0E944346EDE02A54D7CD986F859A66
