CookerStat, GenerateAssetRegistry=0.024628, Initialize=0.139762, RunGuid=RunID3713D28F4F291CD7F432B0A6DE0C4506
SavePackageTransactionIdC686B61248DFBC366C5E12BEB3D4A18D_0, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/HUD/CharacterHUD.uasset, AutoPackageBackupDelegate=7.184889, FlushAsyncLoading=0.014115, FlushStreamingFunc=0.075001, BlockTillAllRequestsFinished=0.007197, ResetLoadersForSaveUnMarkAllObjects=1.112007, TagPackageExports=55.392914, BeginCacheForCookedPlatformData=0.007473, SerializeImports=60.063744, GatherLocalizableTextData=46.633282, MarkNames=0.999924, SerializeSummary=0.021864, SerializeNames=0.454988, SerializeGatherableTextData=0.363659, BuildExportMap=0.455819, SortExportsNonSeekfree=8.663322, SortExportsSeekfreeConstructor=0.066422, SortExportsSeekfreeInner=61.002224, SortExportsSeekfree=0.010516, BuildDependencyMap=0.458036, SerializeImportMap=0.040129, SerializeExportMap=0.246316, SerializeDependencyMap=0.059780, SerializeStringAssetReferenceMap=0.003319, SaveThumbNailsAssetRegistryDataWorldLevelInfo=5.670197, SerializeExports=77.851471, SerializeBulkData=0.033487, MoveFile=3.698856, UnaccountedTime=1.532681, RunGuid=RunID3713D28F4F291CD7F432B0A6DE0C4506
SavePackageTransactionIdC686B61248DFBC366C5E12BEB3D4A18D_1, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/HUD/CharacterHUD.uasset, AutoPackageBackupDelegate=2.847556, FlushAsyncLoading=0.003044, FlushStreamingFunc=0.088006, BlockTillAllRequestsFinished=0.005536, ResetLoadersForSaveUnMarkAllObjects=0.372794, TagPackageExports=51.520531, BeginCacheForCookedPlatformData=0.006642, SerializeImports=57.995815, GatherLocalizableTextData=44.857883, MarkNames=0.919111, SerializeSummary=0.020478, SerializeNames=0.470489, SerializeGatherableTextData=0.375003, BuildExportMap=0.442814, SortExportsNonSeekfree=7.968389, SortExportsSeekfreeConstructor=0.060607, SortExportsSeekfreeInner=60.581833, SortExportsSeekfree=0.008579, BuildDependencyMap=0.460800, SerializeImportMap=0.036810, SerializeExportMap=0.250466, SerializeDependencyMap=0.048432, SerializeStringAssetReferenceMap=0.002768, SaveThumbNailsAssetRegistryDataWorldLevelInfo=5.341686, SerializeExports=75.531418, SerializeBulkData=0.012178, MoveFile=4.168790, UnaccountedTime=1.483139, RunGuid=RunID3713D28F4F291CD7F432B0A6DE0C4506
SavePackageTransactionIdC686B61248DFBC366C5E12BEB3D4A18D_2, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/HUD/CharacterHUD.uasset, AutoPackageBackupDelegate=2.877720, FlushAsyncLoading=0.002768, FlushStreamingFunc=0.084411, BlockTillAllRequestsFinished=0.006087, ResetLoadersForSaveUnMarkAllObjects=0.380818, TagPackageExports=52.807453, BeginCacheForCookedPlatformData=0.007194, SerializeImports=56.575775, GatherLocalizableTextData=45.671268, MarkNames=1.033410, SerializeSummary=0.020482, SerializeNames=0.453051, SerializeGatherableTextData=0.392165, BuildExportMap=0.455264, SortExportsNonSeekfree=8.266732, SortExportsSeekfreeConstructor=0.067253, SortExportsSeekfreeInner=59.663277, SortExportsSeekfree=0.008576, BuildDependencyMap=0.415139, SerializeImportMap=0.034869, SerializeExportMap=0.258770, SerializeDependencyMap=0.065316, SerializeStringAssetReferenceMap=0.003599, SaveThumbNailsAssetRegistryDataWorldLevelInfo=5.596854, SerializeExports=76.142776, SerializeBulkData=0.011072, MoveFile=4.060853, UnaccountedTime=1.478713, RunGuid=RunID3713D28F4F291CD7F432B0A6DE0C4506
SavePackageTransactionIdC686B61248DFBC366C5E12BEB3D4A18D_3, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/HUD/CharacterHUD.uasset, AutoPackageBackupDelegate=2.834268, FlushAsyncLoading=0.003044, FlushStreamingFunc=0.088561, BlockTillAllRequestsFinished=0.005811, ResetLoadersForSaveUnMarkAllObjects=0.375006, TagPackageExports=56.583801, BeginCacheForCookedPlatformData=0.006918, SerializeImports=57.537785, GatherLocalizableTextData=52.014542, MarkNames=1.061916, SerializeSummary=0.020757, SerializeNames=0.454988, SerializeGatherableTextData=0.389952, BuildExportMap=0.438105, SortExportsNonSeekfree=8.375220, SortExportsSeekfreeConstructor=0.059228, SortExportsSeekfreeInner=60.134315, SortExportsSeekfree=0.046220, BuildDependencyMap=0.464950, SerializeImportMap=0.038743, SerializeExportMap=0.216980, SerializeDependencyMap=0.047877, SerializeStringAssetReferenceMap=0.002768, SaveThumbNailsAssetRegistryDataWorldLevelInfo=5.397592, SerializeExports=75.718231, SerializeBulkData=0.011347, MoveFile=4.416213, UnaccountedTime=1.433324, RunGuid=RunID3713D28F4F291CD7F432B0A6DE0C4506
SavePackageTransactionIdC686B61248DFBC366C5E12BEB3D4A18D_4, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/HUD/CharacterHUD.uasset, AutoPackageBackupDelegate=2.891284, FlushAsyncLoading=0.003319, FlushStreamingFunc=0.108212, BlockTillAllRequestsFinished=0.007473, ResetLoadersForSaveUnMarkAllObjects=0.404894, TagPackageExports=54.193447, BeginCacheForCookedPlatformData=0.006918, SerializeImports=58.330418, GatherLocalizableTextData=50.962585, MarkNames=0.971694, SerializeSummary=0.020757, SerializeNames=0.445027, SerializeGatherableTextData=0.419561, BuildExportMap=0.441428, SortExportsNonSeekfree=8.382693, SortExportsSeekfreeConstructor=0.060610, SortExportsSeekfreeInner=59.233471, SortExportsSeekfree=0.009134, BuildDependencyMap=0.483494, SerializeImportMap=0.035979, SerializeExportMap=0.257105, SerializeDependencyMap=0.051476, SerializeStringAssetReferenceMap=0.003044, SaveThumbNailsAssetRegistryDataWorldLevelInfo=5.129136, SerializeExports=77.169266, SerializeBulkData=0.012454, MoveFile=4.629318, UnaccountedTime=1.545962, RunGuid=RunID3713D28F4F291CD7F432B0A6DE0C4506
DDCTransactionId5D131A074D5C8017651FA6A669EE057D_0, BuildTexture=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_226D2A3B432A9C72107033AAD6863DC4_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F0000000000000000020000000D000300000000000101000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B, StartTime=2016.07.08-10.48.36, Duration=6.163657, RunGuid=RunID3713D28F4F291CD7F432B0A6DE0C4506
DDCTransactionId3602F443410517872BAD37A5DDA3DFDA_0, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_226D2A3B432A9C72107033AAD6863DC__A1E69B9E55A3E28E9AE553C15126E73390EEEBA0, StartTime=2016.07.08-10.48.36, HierarchicalDDC=, DataSize=250312, Duration=5.591322, RunGuid=RunID3713D28F4F291CD7F432B0A6DE0C4506
DDCTransactionId5D131A074D5C8017651FA6A669EE057D_1, BuildTexture=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_F16CB87146D36A7571720E99DA763E37_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F0000000000000000020000000D000300000000000101000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B, StartTime=2016.07.08-10.48.43, Duration=5.733296, RunGuid=RunID3713D28F4F291CD7F432B0A6DE0C4506
DDCTransactionId1155025A4464514BD65F54AE8B92A1AB_0, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_F16CB87146D36A7571720E99DA763E3__37410CC03DEB4AE879D277ABD2814BBCB9CBDB07, StartTime=2016.07.08-10.48.43, HierarchicalDDC=, DataSize=250312, Duration=4.563171, RunGuid=RunID3713D28F4F291CD7F432B0A6DE0C4506
DDCTransactionId5D131A074D5C8017651FA6A669EE057D_2, BuildTexture=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_348A158F4D4D38DAC633138B477624DB_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F0000000000000000020000000D000300000000000101000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B, StartTime=2016.07.08-10.48.43, Duration=5.798887, RunGuid=RunID3713D28F4F291CD7F432B0A6DE0C4506
DDCTransactionId3602F443410517872BAD37A5DDA3DFDA_1, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_348A158F4D4D38DAC633138B477624D__F8F248D3DF0B6320189494A5E20014DAE3CDFD51, StartTime=2016.07.08-10.48.43, HierarchicalDDC=, DataSize=250312, Duration=4.477654, RunGuid=RunID3713D28F4F291CD7F432B0A6DE0C4506
DDCTransactionId5D131A074D5C8017651FA6A669EE057D_3, BuildTexture=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_92A78BF141BCE8B8A0EAD38E581BC3DE_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F0000000000000000020000000D000300000000000101000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B, StartTime=2016.07.08-10.48.43, Duration=5.803317, RunGuid=RunID3713D28F4F291CD7F432B0A6DE0C4506
DDCTransactionIdBB9F7C9449154C08CBF434A08F429AEC_0, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_92A78BF141BCE8B8A0EAD38E581BC3D__891964CBCB39628B0E718FD978BA7F1D8115E1DD, StartTime=2016.07.08-10.48.43, HierarchicalDDC=, DataSize=250312, Duration=4.664186, RunGuid=RunID3713D28F4F291CD7F432B0A6DE0C4506
DDCTransactionId5D131A074D5C8017651FA6A669EE057D_4, BuildTexture=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_9A48113E4AD52C85B0E7BFB78CB8175E_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F0000000000000000020000000D000300000000000101000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B, StartTime=2016.07.08-10.48.43, Duration=5.762637, RunGuid=RunID3713D28F4F291CD7F432B0A6DE0C4506
DDCTransactionId1155025A4464514BD65F54AE8B92A1AB_1, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_9A48113E4AD52C85B0E7BFB78CB8175__CE1CBD54D6878105F73169256FD8C8B37638CC85, StartTime=2016.07.08-10.48.43, HierarchicalDDC=, DataSize=250312, Duration=4.483186, RunGuid=RunID3713D28F4F291CD7F432B0A6DE0C4506
SavePackageTransactionIdC686B61248DFBC366C5E12BEB3D4A18D_5, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/HUD/CharacterHUD.uasset, AutoPackageBackupDelegate=2.908163, FlushAsyncLoading=0.003319, FlushStreamingFunc=0.099633, BlockTillAllRequestsFinished=0.007473, ResetLoadersForSaveUnMarkAllObjects=0.386629, TagPackageExports=54.877316, BeginCacheForCookedPlatformData=0.007473, SerializeImports=56.678452, GatherLocalizableTextData=56.103073, MarkNames=0.979997, SerializeSummary=0.021033, SerializeNames=0.489306, SerializeGatherableTextData=0.444196, BuildExportMap=0.451945, SortExportsNonSeekfree=8.392654, SortExportsSeekfreeConstructor=0.064760, SortExportsSeekfreeInner=60.687832, SortExportsSeekfree=0.009131, BuildDependencyMap=0.446964, SerializeImportMap=0.036530, SerializeExportMap=0.243824, SerializeDependencyMap=0.060886, SerializeStringAssetReferenceMap=0.004429, SaveThumbNailsAssetRegistryDataWorldLevelInfo=5.196668, SerializeExports=76.952560, SerializeBulkData=0.012454, MoveFile=4.601084, UnaccountedTime=1.512479, RunGuid=RunID3713D28F4F291CD7F432B0A6DE0C4506
