CookerStat, GenerateAssetRegistry=0.022143, Initialize=0.117898, RunGuid=RunIDCCD6727C4B7106C1A2DE2EA6A77CEADA
SavePackageTransactionIdC371895B4A048B698C6567BD68539324_0, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Blueprints/SaveState/WoaLSaveGame.uasset, AutoPackageBackupDelegate=9.966575, FlushAsyncLoading=0.008024, FlushStreamingFunc=0.061166, BlockTillAllRequestsFinished=0.007469, ResetLoadersForSaveUnMarkAllObjects=1.271978, TagPackageExports=0.950385, BeginCacheForCookedPlatformData=0.002492, SerializeImports=1.534063, GatherLocalizableTextData=0.552684, MarkNames=0.018265, SerializeSummary=0.028506, SerializeNames=0.073615, SerializeGatherableTextData=0.093821, BuildExportMap=0.044003, SortExportsNonSeekfree=0.114027, SortExportsSeekfreeConstructor=0.059500, SortExportsSeekfreeInner=1.079354, SortExportsSeekfree=0.006363, BuildDependencyMap=0.032380, SerializeImportMap=0.011623, SerializeExportMap=0.023801, SerializeDependencyMap=0.003874, SerializeStringAssetReferenceMap=0.002213, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.262089, SerializeExports=2.119683, SerializeBulkData=0.014115, MoveFile=4.012980, UnaccountedTime=0.136163, RunGuid=RunIDCCD6727C4B7106C1A2DE2EA6A77CEADA
SavePackageTransactionIdC371895B4A048B698C6567BD68539324_1, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Blueprints/SaveState/SaveLoadFunctions.uasset, AutoPackageBackupDelegate=12.782853, FlushAsyncLoading=0.014946, FlushStreamingFunc=0.080537, BlockTillAllRequestsFinished=0.009686, ResetLoadersForSaveUnMarkAllObjects=0.428971, TagPackageExports=58.159103, BeginCacheForCookedPlatformData=0.004429, SerializeImports=59.725822, GatherLocalizableTextData=31.595133, MarkNames=0.219192, SerializeSummary=0.018820, SerializeNames=0.272881, SerializeGatherableTextData=0.220299, BuildExportMap=0.522517, SortExportsNonSeekfree=9.249497, SortExportsSeekfreeConstructor=0.064205, SortExportsSeekfreeInner=61.535812, SortExportsSeekfree=0.006367, BuildDependencyMap=0.293914, SerializeImportMap=0.024632, SerializeExportMap=0.205908, SerializeDependencyMap=0.042342, SerializeStringAssetReferenceMap=0.002492, SaveThumbNailsAssetRegistryDataWorldLevelInfo=6.362368, SerializeExports=78.156731, SerializeBulkData=0.010237, MoveFile=3.987238, UnaccountedTime=1.539599, RunGuid=RunIDCCD6727C4B7106C1A2DE2EA6A77CEADA
SavePackageTransactionIdC371895B4A048B698C6567BD68539324_2, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Blueprints/SaveState/SaveLoadFunctions.uasset, AutoPackageBackupDelegate=6.835621, FlushAsyncLoading=0.003599, FlushStreamingFunc=0.065036, BlockTillAllRequestsFinished=0.007197, ResetLoadersForSaveUnMarkAllObjects=0.259321, TagPackageExports=63.530125, BeginCacheForCookedPlatformData=0.004981, SerializeImports=67.776680, GatherLocalizableTextData=33.109547, MarkNames=0.182662, SerializeSummary=0.017159, SerializeNames=0.262365, SerializeGatherableTextData=0.229985, BuildExportMap=0.511169, SortExportsNonSeekfree=9.449869, SortExportsSeekfreeConstructor=0.060055, SortExportsSeekfreeInner=68.745888, SortExportsSeekfree=0.006363, BuildDependencyMap=0.345670, SerializeImportMap=0.027120, SerializeExportMap=0.213381, SerializeDependencyMap=0.044279, SerializeStringAssetReferenceMap=0.002768, SaveThumbNailsAssetRegistryDataWorldLevelInfo=6.352682, SerializeExports=86.400497, SerializeBulkData=0.012729, MoveFile=4.047293, UnaccountedTime=1.555931, RunGuid=RunIDCCD6727C4B7106C1A2DE2EA6A77CEADA
SavePackageTransactionIdC371895B4A048B698C6567BD68539324_3, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Blueprints/SaveState/SaveLoadFunctions.uasset, AutoPackageBackupDelegate=11.964761, FlushAsyncLoading=0.010516, FlushStreamingFunc=0.068910, BlockTillAllRequestsFinished=0.008304, ResetLoadersForSaveUnMarkAllObjects=0.286996, TagPackageExports=69.400421, BeginCacheForCookedPlatformData=0.005536, SerializeImports=71.673973, GatherLocalizableTextData=35.958763, MarkNames=0.179891, SerializeSummary=0.015777, SerializeNames=0.269007, SerializeGatherableTextData=0.234965, BuildExportMap=0.504807, SortExportsNonSeekfree=10.192130, SortExportsSeekfreeConstructor=0.064760, SortExportsSeekfreeInner=70.406433, SortExportsSeekfree=0.006642, BuildDependencyMap=0.379432, SerializeImportMap=0.022970, SerializeExportMap=0.235520, SerializeDependencyMap=0.097975, SerializeStringAssetReferenceMap=0.003874, SaveThumbNailsAssetRegistryDataWorldLevelInfo=6.205723, SerializeExports=90.617989, SerializeBulkData=0.009410, MoveFile=4.298035, UnaccountedTime=1.441076, RunGuid=RunIDCCD6727C4B7106C1A2DE2EA6A77CEADA
SavePackageTransactionIdC371895B4A048B698C6567BD68539324_4, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Blueprints/SaveState/SaveLoadFunctions.uasset, AutoPackageBackupDelegate=6.779716, FlushAsyncLoading=0.004154, FlushStreamingFunc=0.064760, BlockTillAllRequestsFinished=0.004705, ResetLoadersForSaveUnMarkAllObjects=0.232477, TagPackageExports=70.010391, BeginCacheForCookedPlatformData=0.004705, SerializeImports=74.018379, GatherLocalizableTextData=36.550194, MarkNames=0.211719, SerializeSummary=0.016879, SerializeNames=0.301391, SerializeGatherableTextData=0.236072, BuildExportMap=0.522517, SortExportsNonSeekfree=10.533925, SortExportsSeekfreeConstructor=0.057843, SortExportsSeekfreeInner=71.756172, SortExportsSeekfree=0.006642, BuildDependencyMap=0.387736, SerializeImportMap=0.035979, SerializeExportMap=0.242714, SerializeDependencyMap=0.080258, SerializeStringAssetReferenceMap=0.003878, SaveThumbNailsAssetRegistryDataWorldLevelInfo=6.899275, SerializeExports=91.519669, SerializeBulkData=0.010796, MoveFile=4.280049, UnaccountedTime=0.365593, RunGuid=RunIDCCD6727C4B7106C1A2DE2EA6A77CEADA
SavePackageTransactionIdC371895B4A048B698C6567BD68539324_5, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Blueprints/SaveState/SaveLoadFunctions.uasset, AutoPackageBackupDelegate=6.766155, FlushAsyncLoading=0.003044, FlushStreamingFunc=0.153050, BlockTillAllRequestsFinished=0.005256, ResetLoadersForSaveUnMarkAllObjects=0.237182, TagPackageExports=70.706161, BeginCacheForCookedPlatformData=0.004981, SerializeImports=75.319420, GatherLocalizableTextData=36.890602, MarkNames=0.207566, SerializeSummary=0.017162, SerializeNames=0.262365, SerializeGatherableTextData=0.239119, BuildExportMap=0.564858, SortExportsNonSeekfree=10.769170, SortExportsSeekfreeConstructor=0.071127, SortExportsSeekfreeInner=73.101768, SortExportsSeekfree=0.006642, BuildDependencyMap=0.399359, SerializeImportMap=0.022694, SerializeExportMap=0.234965, SerializeDependencyMap=0.099357, SerializeStringAssetReferenceMap=0.003319, SaveThumbNailsAssetRegistryDataWorldLevelInfo=6.244194, SerializeExports=93.006126, SerializeBulkData=0.008859, MoveFile=4.608836, UnaccountedTime=1.526035, RunGuid=RunIDCCD6727C4B7106C1A2DE2EA6A77CEADA
SavePackageTransactionIdC371895B4A048B698C6567BD68539324_6, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Blueprints/SaveState/SaveLoadFunctions.uasset, AutoPackageBackupDelegate=7.237475, FlushAsyncLoading=0.006087, FlushStreamingFunc=0.070296, BlockTillAllRequestsFinished=0.006367, ResetLoadersForSaveUnMarkAllObjects=0.269007, TagPackageExports=76.586693, BeginCacheForCookedPlatformData=0.004426, SerializeImports=82.156700, GatherLocalizableTextData=39.432613, MarkNames=0.212550, SerializeSummary=0.019647, SerializeNames=0.275653, SerializeGatherableTextData=0.313841, BuildExportMap=0.558496, SortExportsNonSeekfree=11.302758, SortExportsSeekfreeConstructor=0.061162, SortExportsSeekfreeInner=81.236488, SortExportsSeekfree=0.006363, BuildDependencyMap=0.428699, SerializeImportMap=0.021864, SerializeExportMap=0.250466, SerializeDependencyMap=0.053689, SerializeStringAssetReferenceMap=0.003047, SaveThumbNailsAssetRegistryDataWorldLevelInfo=7.272065, SerializeExports=100.905884, SerializeBulkData=0.009134, MoveFile=34.727745, UnaccountedTime=1.498364, RunGuid=RunIDCCD6727C4B7106C1A2DE2EA6A77CEADA
SavePackageTransactionIdC371895B4A048B698C6567BD68539324_7, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Blueprints/SaveState/SaveLoadFunctions.uasset, AutoPackageBackupDelegate=6.858036, FlushAsyncLoading=0.003874, FlushStreamingFunc=0.066146, BlockTillAllRequestsFinished=0.006918, ResetLoadersForSaveUnMarkAllObjects=0.255171, TagPackageExports=72.650650, BeginCacheForCookedPlatformData=0.005256, SerializeImports=79.391899, GatherLocalizableTextData=38.819595, MarkNames=0.212550, SerializeSummary=0.016052, SerializeNames=0.271220, SerializeGatherableTextData=0.261538, BuildExportMap=0.542168, SortExportsNonSeekfree=11.344820, SortExportsSeekfreeConstructor=0.060335, SortExportsSeekfreeInner=77.229317, SortExportsSeekfree=0.006642, BuildDependencyMap=0.384696, SerializeImportMap=0.023250, SerializeExportMap=0.243820, SerializeDependencyMap=0.054799, SerializeStringAssetReferenceMap=0.003319, SaveThumbNailsAssetRegistryDataWorldLevelInfo=6.964870, SerializeExports=96.101105, SerializeBulkData=0.010516, MoveFile=4.913546, UnaccountedTime=1.546517, RunGuid=RunIDCCD6727C4B7106C1A2DE2EA6A77CEADA
SavePackageTransactionIdC371895B4A048B698C6567BD68539324_8, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Blueprints/SaveState/SaveLoadFunctions.uasset, AutoPackageBackupDelegate=6.928336, FlushAsyncLoading=0.005260, FlushStreamingFunc=0.153322, BlockTillAllRequestsFinished=0.005811, ResetLoadersForSaveUnMarkAllObjects=0.243824, TagPackageExports=78.484138, BeginCacheForCookedPlatformData=0.004705, SerializeImports=83.043152, GatherLocalizableTextData=41.114468, MarkNames=0.226110, SerializeSummary=0.019096, SerializeNames=0.265688, SerializeGatherableTextData=0.259321, BuildExportMap=0.564028, SortExportsNonSeekfree=11.161335, SortExportsSeekfreeConstructor=0.068914, SortExportsSeekfreeInner=80.919044, SortExportsSeekfree=0.017714, BuildDependencyMap=0.415411, SerializeImportMap=0.024356, SerializeExportMap=0.240222, SerializeDependencyMap=0.054795, SerializeStringAssetReferenceMap=0.003874, SaveThumbNailsAssetRegistryDataWorldLevelInfo=7.414874, SerializeExports=101.204781, SerializeBulkData=0.009134, MoveFile=4.282262, UnaccountedTime=1.480374, RunGuid=RunIDCCD6727C4B7106C1A2DE2EA6A77CEADA
SavePackageTransactionIdC371895B4A048B698C6567BD68539324_9, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Blueprints/SaveState/SaveLoadFunctions.uasset, AutoPackageBackupDelegate=12.097050, FlushAsyncLoading=0.011899, FlushStreamingFunc=0.063378, BlockTillAllRequestsFinished=0.008579, ResetLoadersForSaveUnMarkAllObjects=0.312734, TagPackageExports=78.352676, BeginCacheForCookedPlatformData=0.004981, SerializeImports=85.740425, GatherLocalizableTextData=40.188992, MarkNames=0.215318, SerializeSummary=0.016883, SerializeNames=0.270665, SerializeGatherableTextData=0.262368, BuildExportMap=0.552960, SortExportsNonSeekfree=11.867892, SortExportsSeekfreeConstructor=0.062272, SortExportsSeekfreeInner=79.220306, SortExportsSeekfree=0.006363, BuildDependencyMap=0.388846, SerializeImportMap=0.022970, SerializeExportMap=0.252955, SerializeDependencyMap=0.065316, SerializeStringAssetReferenceMap=0.003323, SaveThumbNailsAssetRegistryDataWorldLevelInfo=6.989498, SerializeExports=99.427170, SerializeBulkData=0.009134, MoveFile=4.391026, UnaccountedTime=1.623459, RunGuid=RunIDCCD6727C4B7106C1A2DE2EA6A77CEADA
SavePackageTransactionIdC371895B4A048B698C6567BD68539324_10, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Blueprints/SaveState/SaveLoadFunctions.uasset, AutoPackageBackupDelegate=7.109612, FlushAsyncLoading=0.005532, FlushStreamingFunc=0.067532, BlockTillAllRequestsFinished=0.006087, ResetLoadersForSaveUnMarkAllObjects=0.252124, TagPackageExports=89.086693, BeginCacheForCookedPlatformData=0.004705, SerializeImports=88.665474, GatherLocalizableTextData=43.344296, MarkNames=0.240780, SerializeSummary=0.019096, SerializeNames=0.256278, SerializeGatherableTextData=0.288934, BuildExportMap=0.548255, SortExportsNonSeekfree=13.144575, SortExportsSeekfreeConstructor=0.089943, SortExportsSeekfreeInner=89.558289, SortExportsSeekfree=0.006367, BuildDependencyMap=0.450283, SerializeImportMap=0.022970, SerializeExportMap=0.262089, SerializeDependencyMap=0.055905, SerializeStringAssetReferenceMap=0.002768, SaveThumbNailsAssetRegistryDataWorldLevelInfo=8.257877, SerializeExports=108.039017, SerializeBulkData=0.010516, MoveFile=4.039824, UnaccountedTime=2.038866, RunGuid=RunIDCCD6727C4B7106C1A2DE2EA6A77CEADA
