CookerStat, GenerateAssetRegistry=0.041790, Initialize=0.188749, RunGuid=RunIDC983DC424AD3D9D32E81D693BE32BAEC
MaterialTransactionId67BD1188466266AAF05E65AA8892DF93_0, CacheKey=MATSM_4F0644619F9C48FF91E0D494C95EB050_PCD3D_SM5_5__BC5N_DEV_SL_NoDBuf_EARLYZ3CAFDF0BD45F4D5C788472CB6D40ADC3E_Num_SM5__0___TBasePassVSFNoLightMapPolicyAtmosphericFog8B18AAF8F9198748E9489BA6EBEFA581D907D7CD2094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassVSFNoLightMapPolicy8B18AAF8F9198748E9489BA6EBEFA581D907D7CD2094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassPSFNoLightMapPolicy8B95D470BB4BF92A5C22A48B60B9DA18A2BE42522144224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_FLocalVertexFactory5897CEF715AB93237703E35F9ABEBB43E8E477D34224200000000058000040404040404040404040434343444443434343404040404040404040404343434040404044040404040404040404040404343434444434343434040404040404040404043434340404016101010101000424244444444444444424141414341414141413131414141444341444044444444444444414141414141414141434143414141414141414141414131314444414241444444414101010004443414341414141444444434341434444444404444444444444444444444444444444444444444444444444444444444444444444444444404010101010101010101010101010101010101010101010101210443434343444144444444444444440101010101010101010101010101301434143424141414244414130331313141444444440000250000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000025000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000000800000008000000080000000800000008000000080000004900000010000000090000000800000010000000100000001000000026000000180000000900000009000000090000000900000009000000090000000900000009000000090000000900000009000000090000000900000009000000090000000900000009000000090000000800000008000000080000000800000008000000080000001C00000009000000090000000900000009000000090000000900000009000000080000000800000008000000080000000800000008000000080000000D00000008000000DA39A3EE5E6B4B0D3255BFEF95601890AFD807090000000000000000000000000000000000000000, RunGuid=RunIDC983DC424AD3D9D32E81D693BE32BAEC
MaterialTransactionId67BD1188466266AAF05E65AA8892DF93_1, CacheKey=MATSM_4F0644619F9C48FF91E0D494C95EB050_PCD3D_SM5_5__BC5N_DEV_SL_NoDBuf_EARLYZ3BFC2FD2F49F2BD4244BAB392F3395C93_Num_SM5__0___TBasePassVSFNoLightMapPolicyAtmosphericFog8B18AAF8F9198748E9489BA6EBEFA581D907D7CD2094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassVSFNoLightMapPolicy8B18AAF8F9198748E9489BA6EBEFA581D907D7CD2094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassPSFNoLightMapPolicy8B95D470BB4BF92A5C22A48B60B9DA18A2BE42522144224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_FLocalVertexFactory5897CEF715AB93237703E35F9ABEBB43E8E477D34224200000000058000040404040404040404040434343444443434343404040404040404040404343434040404044040404040404040404040404343434444434343434040404040404040404043434340404016101010101000424244444444444444424141414341414141413131414141444341444044444444444444414141414141414141434143414141414141414141414131314444414241444444414101010004443414341414141444444434341434444444404444444444444444444444444444444444444444444444444444444444444444444444444404010101010101010101010101010101010101010101010101210443434343444144444444444444440101010101010101010101010101301434143424141414244414130331313141444444440000250000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000025000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000000800000008000000080000000800000008000000080000004900000010000000090000000800000010000000100000001000000026000000180000000900000009000000090000000900000009000000090000000900000009000000090000000900000009000000090000000900000009000000090000000900000009000000090000000800000008000000080000000800000008000000080000001C00000009000000090000000900000009000000090000000900000009000000080000000800000008000000080000000800000008000000080000000D00000008000000DA39A3EE5E6B4B0D3255BFEF95601890AFD807090000000000000000000000000000000000000000, ShaderCompilation=706.899109, RunGuid=RunIDC983DC424AD3D9D32E81D693BE32BAEC
MaterialTransactionId67BD1188466266AAF05E65AA8892DF93_2, CacheKey=MATSM_4F0644619F9C48FF91E0D494C95EB050_PCD3D_SM5_5__BC5N_DEV_SL_NoDBuf_EARLYZ33891AC1F4602834CF50826BF95434D8E_Num_SM5__0___TBasePassVSFNoLightMapPolicyAtmosphericFog8B18AAF8F9198748E9489BA6EBEFA581D907D7CD2094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassVSFNoLightMapPolicy8B18AAF8F9198748E9489BA6EBEFA581D907D7CD2094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassPSFNoLightMapPolicy8B95D470BB4BF92A5C22A48B60B9DA18A2BE42522144224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_FLocalVertexFactory5897CEF715AB93237703E35F9ABEBB43E8E477D34224200000000058000040404040404040404040434343444443434343404040404040404040404343434040404044040404040404040404040404343434444434343434040404040404040404043434340404016101010101000424244444444444444424141414341414141413131414141444341444044444444444444414141414141414141434143414141414141414141414131314444414241444444414101010004443414341414141444444434341434444444404444444444444444444444444444444444444444444444444444444444444444444444444404010101010101010101010101010101010101010101010101210443434343444144444444444444440101010101010101010101010101301434143424141414244414130331313141444444440000250000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000025000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000000800000008000000080000000800000008000000080000004900000010000000090000000800000010000000100000001000000026000000180000000900000009000000090000000900000009000000090000000900000009000000090000000900000009000000090000000900000009000000090000000900000009000000090000000800000008000000080000000800000008000000080000001C00000009000000090000000900000009000000090000000900000009000000080000000800000008000000080000000800000008000000080000000D00000008000000DA39A3EE5E6B4B0D3255BFEF95601890AFD807090000000000000000000000000000000000000000, ShaderCompilation=679.350708, RunGuid=RunIDC983DC424AD3D9D32E81D693BE32BAEC
SavePackageTransactionId6A8663ED4F652C42A9282A97EB9E02C0_0, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Maps/ThirdPersonExampleMap.umap, AutoPackageBackupDelegate=13.900120, FlushAsyncLoading=0.014670, FlushStreamingFunc=0.156090, BlockTillAllRequestsFinished=0.009686, ResetLoadersForSaveUnMarkAllObjects=107.645470, TagPackageExports=16.219069, BeginCacheForCookedPlatformData=0.005260, SerializeImports=18.199541, GatherLocalizableTextData=33.970539, MarkNames=0.209227, SerializeSummary=0.025462, SerializeNames=0.677500, SerializeGatherableTextData=0.251297, BuildExportMap=0.577867, SortExportsNonSeekfree=2.773382, SortExportsSeekfreeConstructor=0.066422, SortExportsSeekfreeInner=65.696022, SortExportsSeekfree=0.009134, BuildDependencyMap=0.254340, SerializeImportMap=0.093821, SerializeExportMap=0.101291, SerializeDependencyMap=0.023801, SerializeStringAssetReferenceMap=0.003044, SaveThumbNailsAssetRegistryDataWorldLevelInfo=2.846170, SerializeExports=25.820047, SerializeBulkData=113.985413, MoveFile=4.472118, UnaccountedTime=2.981503, RunGuid=RunIDC983DC424AD3D9D32E81D693BE32BAEC
SavePackageTransactionId6A8663ED4F652C42A9282A97EB9E02C0_1, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Blueprints/SaveState/SaveLoadFunctions.uasset, AutoPackageBackupDelegate=6.170850, FlushAsyncLoading=0.009134, FlushStreamingFunc=0.074726, BlockTillAllRequestsFinished=0.007473, ResetLoadersForSaveUnMarkAllObjects=0.306647, TagPackageExports=18.680267, BeginCacheForCookedPlatformData=0.004429, SerializeImports=20.263039, GatherLocalizableTextData=10.055691, MarkNames=0.071127, SerializeSummary=0.015222, SerializeNames=0.094373, SerializeGatherableTextData=0.202864, BuildExportMap=0.150830, SortExportsNonSeekfree=2.115533, SortExportsSeekfreeConstructor=0.056457, SortExportsSeekfreeInner=20.183336, SortExportsSeekfree=0.006642, BuildDependencyMap=0.109874, SerializeImportMap=0.014666, SerializeExportMap=0.068914, SerializeDependencyMap=0.018265, SerializeStringAssetReferenceMap=0.002492, SaveThumbNailsAssetRegistryDataWorldLevelInfo=1.726132, SerializeExports=26.229370, SerializeBulkData=0.009961, MoveFile=4.362244, UnaccountedTime=1.295775, RunGuid=RunIDC983DC424AD3D9D32E81D693BE32BAEC
SavePackageTransactionId6A8663ED4F652C42A9282A97EB9E02C0_2, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Blueprints/SaveState/SaveLoadFunctions.uasset, AutoPackageBackupDelegate=2.402529, FlushAsyncLoading=0.003599, FlushStreamingFunc=0.089116, BlockTillAllRequestsFinished=0.006918, ResetLoadersForSaveUnMarkAllObjects=0.247698, TagPackageExports=24.370394, BeginCacheForCookedPlatformData=0.004426, SerializeImports=25.825583, GatherLocalizableTextData=14.810648, MarkNames=0.099633, SerializeSummary=0.017438, SerializeNames=0.101015, SerializeGatherableTextData=0.264026, BuildExportMap=0.173528, SortExportsNonSeekfree=2.861943, SortExportsSeekfreeConstructor=0.062823, SortExportsSeekfreeInner=24.459232, SortExportsSeekfree=0.006087, BuildDependencyMap=0.132568, SerializeImportMap=0.014670, SerializeExportMap=0.088286, SerializeDependencyMap=0.020478, SerializeStringAssetReferenceMap=0.002768, SaveThumbNailsAssetRegistryDataWorldLevelInfo=2.113595, SerializeExports=31.675390, SerializeBulkData=0.013284, MoveFile=4.968617, UnaccountedTime=1.297992, RunGuid=RunIDC983DC424AD3D9D32E81D693BE32BAEC
SavePackageTransactionId6A8663ED4F652C42A9282A97EB9E02C0_3, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Blueprints/SaveState/SaveLoadFunctions.uasset, AutoPackageBackupDelegate=2.287395, FlushAsyncLoading=0.003323, FlushStreamingFunc=0.119559, BlockTillAllRequestsFinished=0.005256, ResetLoadersForSaveUnMarkAllObjects=0.229433, TagPackageExports=24.689217, BeginCacheForCookedPlatformData=0.004984, SerializeImports=25.058683, GatherLocalizableTextData=14.693309, MarkNames=0.072233, SerializeSummary=0.015773, SerializeNames=0.095207, SerializeGatherableTextData=0.254061, BuildExportMap=0.160519, SortExportsNonSeekfree=2.842020, SortExportsSeekfreeConstructor=0.055350, SortExportsSeekfreeInner=24.628881, SortExportsSeekfree=0.006091, BuildDependencyMap=0.136439, SerializeImportMap=0.013560, SerializeExportMap=0.083860, SerializeDependencyMap=0.020757, SerializeStringAssetReferenceMap=0.002488, SaveThumbNailsAssetRegistryDataWorldLevelInfo=2.111379, SerializeExports=31.828165, SerializeBulkData=0.009961, MoveFile=4.761603, UnaccountedTime=1.353342, RunGuid=RunIDC983DC424AD3D9D32E81D693BE32BAEC
SavePackageTransactionId6A8663ED4F652C42A9282A97EB9E02C0_4, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Maps/ThirdPersonExampleMap.umap, AutoPackageBackupDelegate=2.429929, FlushAsyncLoading=0.003319, FlushStreamingFunc=0.079151, BlockTillAllRequestsFinished=0.004705, ResetLoadersForSaveUnMarkAllObjects=107.882927, TagPackageExports=16.796659, BeginCacheForCookedPlatformData=0.004705, SerializeImports=17.801008, GatherLocalizableTextData=25.052876, MarkNames=0.187363, SerializeSummary=0.019375, SerializeNames=0.643458, SerializeGatherableTextData=0.167992, BuildExportMap=0.604715, SortExportsNonSeekfree=3.083073, SortExportsSeekfreeConstructor=0.061717, SortExportsSeekfreeInner=66.096214, SortExportsSeekfree=0.006922, BuildDependencyMap=0.244375, SerializeImportMap=0.092436, SerializeExportMap=0.099633, SerializeDependencyMap=0.022694, SerializeStringAssetReferenceMap=0.002213, SaveThumbNailsAssetRegistryDataWorldLevelInfo=2.957426, SerializeExports=25.606112, SerializeBulkData=115.096878, MoveFile=4.332908, UnaccountedTime=1.352511, RunGuid=RunIDC983DC424AD3D9D32E81D693BE32BAEC
SavePackageTransactionId6A8663ED4F652C42A9282A97EB9E02C0_5, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Maps/ThirdPersonExampleMap.umap, AutoPackageBackupDelegate=2.468951, FlushAsyncLoading=0.003599, FlushStreamingFunc=0.073340, BlockTillAllRequestsFinished=0.004981, ResetLoadersForSaveUnMarkAllObjects=107.343246, TagPackageExports=16.483095, BeginCacheForCookedPlatformData=0.004981, SerializeImports=18.639032, GatherLocalizableTextData=25.569025, MarkNames=0.188194, SerializeSummary=0.019375, SerializeNames=0.640415, SerializeGatherableTextData=0.171591, BuildExportMap=0.607755, SortExportsNonSeekfree=3.288429, SortExportsSeekfreeConstructor=0.070848, SortExportsSeekfreeInner=68.491821, SortExportsSeekfree=0.008304, BuildDependencyMap=0.275929, SerializeImportMap=0.087179, SerializeExportMap=0.106275, SerializeDependencyMap=0.021864, SerializeStringAssetReferenceMap=0.002213, SaveThumbNailsAssetRegistryDataWorldLevelInfo=2.946358, SerializeExports=26.506952, SerializeBulkData=112.050056, MoveFile=4.408740, UnaccountedTime=1.365796, RunGuid=RunIDC983DC424AD3D9D32E81D693BE32BAEC
SavePackageTransactionId6A8663ED4F652C42A9282A97EB9E02C0_6, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Maps/ThirdPersonExampleMap.umap, AutoPackageBackupDelegate=2.443209, FlushAsyncLoading=0.003047, FlushStreamingFunc=0.057563, BlockTillAllRequestsFinished=0.005811, ResetLoadersForSaveUnMarkAllObjects=107.294815, TagPackageExports=16.707823, BeginCacheForCookedPlatformData=0.005536, SerializeImports=18.432844, GatherLocalizableTextData=25.538586, MarkNames=0.194281, SerializeSummary=0.019096, SerializeNames=0.620767, SerializeGatherableTextData=0.172973, BuildExportMap=0.624362, SortExportsNonSeekfree=3.324684, SortExportsSeekfreeConstructor=0.060610, SortExportsSeekfreeInner=68.575127, SortExportsSeekfree=0.007473, BuildDependencyMap=0.283122, SerializeImportMap=0.090498, SerializeExportMap=0.097696, SerializeDependencyMap=0.032935, SerializeStringAssetReferenceMap=0.002764, SaveThumbNailsAssetRegistryDataWorldLevelInfo=2.924495, SerializeExports=26.532415, SerializeBulkData=112.699608, MoveFile=4.450806, UnaccountedTime=1.380187, RunGuid=RunIDC983DC424AD3D9D32E81D693BE32BAEC
SavePackageTransactionId6A8663ED4F652C42A9282A97EB9E02C0_7, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Maps/ThirdPersonExampleMap.umap, AutoPackageBackupDelegate=2.421625, FlushAsyncLoading=0.002768, FlushStreamingFunc=0.077769, BlockTillAllRequestsFinished=0.006087, ResetLoadersForSaveUnMarkAllObjects=105.910202, TagPackageExports=16.625900, BeginCacheForCookedPlatformData=0.006367, SerializeImports=18.837742, GatherLocalizableTextData=25.414597, MarkNames=0.168268, SerializeSummary=0.019096, SerializeNames=0.648718, SerializeGatherableTextData=0.164948, BuildExportMap=0.644013, SortExportsNonSeekfree=3.089715, SortExportsSeekfreeConstructor=0.062823, SortExportsSeekfreeInner=66.705635, SortExportsSeekfree=0.008579, BuildDependencyMap=0.280079, SerializeImportMap=0.085518, SerializeExportMap=0.099357, SerializeDependencyMap=0.022970, SerializeStringAssetReferenceMap=0.002213, SaveThumbNailsAssetRegistryDataWorldLevelInfo=2.938885, SerializeExports=26.498653, SerializeBulkData=112.083267, MoveFile=4.473224, UnaccountedTime=1.569487, RunGuid=RunIDC983DC424AD3D9D32E81D693BE32BAEC
SavePackageTransactionId6A8663ED4F652C42A9282A97EB9E02C0_8, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/Menus/PauseMenu.uasset, AutoPackageBackupDelegate=7.657316, FlushAsyncLoading=0.013284, FlushStreamingFunc=0.068635, BlockTillAllRequestsFinished=0.007749, ResetLoadersForSaveUnMarkAllObjects=0.300005, TagPackageExports=106.481705, BeginCacheForCookedPlatformData=0.007749, SerializeImports=118.120171, GatherLocalizableTextData=140.020508, MarkNames=1.418103, SerializeSummary=0.024356, SerializeNames=0.529159, SerializeGatherableTextData=0.811175, BuildExportMap=0.648443, SortExportsNonSeekfree=21.548576, SortExportsSeekfreeConstructor=0.075832, SortExportsSeekfreeInner=130.460754, SortExportsSeekfree=0.009965, BuildDependencyMap=1.127508, SerializeImportMap=0.034593, SerializeExportMap=0.619382, SerializeDependencyMap=0.138380, SerializeStringAssetReferenceMap=0.004981, SaveThumbNailsAssetRegistryDataWorldLevelInfo=12.766801, SerializeExports=163.948914, SerializeBulkData=0.014395, MoveFile=4.051171, UnaccountedTime=1.755469, RunGuid=RunIDC983DC424AD3D9D32E81D693BE32BAEC
SavePackageTransactionId6A8663ED4F652C42A9282A97EB9E02C0_9, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/Menus/PauseMenu.uasset, AutoPackageBackupDelegate=2.344407, FlushAsyncLoading=0.003044, FlushStreamingFunc=0.125650, BlockTillAllRequestsFinished=0.006918, ResetLoadersForSaveUnMarkAllObjects=0.261813, TagPackageExports=110.949394, BeginCacheForCookedPlatformData=0.007473, SerializeImports=120.372139, GatherLocalizableTextData=121.108040, MarkNames=1.236271, SerializeSummary=0.023250, SerializeNames=0.531927, SerializeGatherableTextData=0.818092, BuildExportMap=0.725657, SortExportsNonSeekfree=21.098848, SortExportsSeekfreeConstructor=0.078321, SortExportsSeekfreeInner=130.104568, SortExportsSeekfree=0.011627, BuildDependencyMap=1.010161, SerializeImportMap=0.040960, SerializeExportMap=0.536077, SerializeDependencyMap=0.105444, SerializeStringAssetReferenceMap=0.004981, SaveThumbNailsAssetRegistryDataWorldLevelInfo=13.315335, SerializeExports=167.746857, SerializeBulkData=0.014946, MoveFile=4.255969, UnaccountedTime=1.757409, RunGuid=RunIDC983DC424AD3D9D32E81D693BE32BAEC
SavePackageTransactionId6A8663ED4F652C42A9282A97EB9E02C0_10, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/Menus/PauseMenu.uasset, AutoPackageBackupDelegate=2.418578, FlushAsyncLoading=0.003323, FlushStreamingFunc=0.115681, BlockTillAllRequestsFinished=0.006642, ResetLoadersForSaveUnMarkAllObjects=0.251848, TagPackageExports=114.103317, BeginCacheForCookedPlatformData=0.007473, SerializeImports=119.752754, GatherLocalizableTextData=121.356842, MarkNames=1.265332, SerializeSummary=0.023246, SerializeNames=0.526946, SerializeGatherableTextData=0.738390, BuildExportMap=0.639860, SortExportsNonSeekfree=20.655207, SortExportsSeekfreeConstructor=0.078876, SortExportsSeekfreeInner=130.137238, SortExportsSeekfree=0.010241, BuildDependencyMap=0.992451, SerializeImportMap=0.037085, SerializeExportMap=0.551023, SerializeDependencyMap=0.103507, SerializeStringAssetReferenceMap=0.003599, SaveThumbNailsAssetRegistryDataWorldLevelInfo=13.236456, SerializeExports=157.186630, SerializeBulkData=0.013560, MoveFile=4.150249, UnaccountedTime=1.712572, RunGuid=RunIDC983DC424AD3D9D32E81D693BE32BAEC
