CookerStat, GenerateAssetRegistry=0.022419, Initialize=0.116516, RunGuid=RunID75ACA7574E4E523652AFD7A0B495F3A0
SavePackageTransactionIdFF7759D244120EEFB6EC52A0147938E9_0, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/Menus/StartMenu.uasset, AutoPackageBackupDelegate=11.214748, FlushAsyncLoading=0.014391, FlushStreamingFunc=0.064760, BlockTillAllRequestsFinished=0.008583, ResetLoadersForSaveUnMarkAllObjects=0.671688, TagPackageExports=44.769321, BeginCacheForCookedPlatformData=0.007194, SerializeImports=48.035057, GatherLocalizableTextData=67.469757, MarkNames=1.113948, SerializeSummary=0.032660, SerializeNames=0.509784, SerializeGatherableTextData=0.653148, BuildExportMap=0.589214, SortExportsNonSeekfree=9.242855, SortExportsSeekfreeConstructor=0.089947, SortExportsSeekfreeInner=55.849564, SortExportsSeekfree=0.010792, BuildDependencyMap=0.500653, SerializeImportMap=0.034597, SerializeExportMap=0.305261, SerializeDependencyMap=0.060055, SerializeStringAssetReferenceMap=0.003044, SaveThumbNailsAssetRegistryDataWorldLevelInfo=6.266333, SerializeExports=69.793411, SerializeBulkData=0.030443, MoveFile=3.895357, UnaccountedTime=1.586646, RunGuid=RunID75ACA7574E4E523652AFD7A0B495F3A0
SavePackageTransactionIdFF7759D244120EEFB6EC52A0147938E9_1, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/Menus/StartMenu.uasset, AutoPackageBackupDelegate=5.484216, FlushAsyncLoading=0.003323, FlushStreamingFunc=0.058394, BlockTillAllRequestsFinished=0.005260, ResetLoadersForSaveUnMarkAllObjects=0.126202, TagPackageExports=46.182438, BeginCacheForCookedPlatformData=0.006922, SerializeImports=50.215343, GatherLocalizableTextData=69.711769, MarkNames=0.990238, SerializeSummary=0.022139, SerializeNames=0.398532, SerializeGatherableTextData=0.608586, BuildExportMap=0.453051, SortExportsNonSeekfree=9.557527, SortExportsSeekfreeConstructor=0.067253, SortExportsSeekfreeInner=55.994862, SortExportsSeekfree=0.008304, BuildDependencyMap=0.528607, SerializeImportMap=0.039298, SerializeExportMap=0.307478, SerializeDependencyMap=0.059780, SerializeStringAssetReferenceMap=0.003323, SaveThumbNailsAssetRegistryDataWorldLevelInfo=6.063469, SerializeExports=71.999168, SerializeBulkData=0.010516, MoveFile=3.549133, UnaccountedTime=1.428619, RunGuid=RunID75ACA7574E4E523652AFD7A0B495F3A0
SavePackageTransactionIdFF7759D244120EEFB6EC52A0147938E9_2, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/Menus/StartMenu.uasset, AutoPackageBackupDelegate=5.706452, FlushAsyncLoading=0.003874, FlushStreamingFunc=0.060055, BlockTillAllRequestsFinished=0.004705, ResetLoadersForSaveUnMarkAllObjects=0.121776, TagPackageExports=46.660122, BeginCacheForCookedPlatformData=0.006922, SerializeImports=51.474312, GatherLocalizableTextData=69.695717, MarkNames=1.215238, SerializeSummary=0.020482, SerializeNames=0.420116, SerializeGatherableTextData=0.583682, BuildExportMap=0.448346, SortExportsNonSeekfree=9.606790, SortExportsSeekfreeConstructor=0.085518, SortExportsSeekfreeInner=57.006683, SortExportsSeekfree=0.009410, BuildDependencyMap=0.537183, SerializeImportMap=0.033490, SerializeExportMap=0.298619, SerializeDependencyMap=0.059780, SerializeStringAssetReferenceMap=0.002492, SaveThumbNailsAssetRegistryDataWorldLevelInfo=6.015036, SerializeExports=72.369743, SerializeBulkData=0.013836, MoveFile=4.509203, UnaccountedTime=1.573641, RunGuid=RunID75ACA7574E4E523652AFD7A0B495F3A0
SavePackageTransactionIdFF7759D244120EEFB6EC52A0147938E9_3, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/Menus/StartMenu.uasset, AutoPackageBackupDelegate=5.501926, FlushAsyncLoading=0.003323, FlushStreamingFunc=0.124265, BlockTillAllRequestsFinished=0.006363, ResetLoadersForSaveUnMarkAllObjects=0.139486, TagPackageExports=48.298252, BeginCacheForCookedPlatformData=0.007473, SerializeImports=52.362423, GatherLocalizableTextData=70.141296, MarkNames=1.108687, SerializeSummary=0.019096, SerializeNames=0.460524, SerializeGatherableTextData=0.577591, BuildExportMap=0.444472, SortExportsNonSeekfree=9.612050, SortExportsSeekfreeConstructor=0.064205, SortExportsSeekfreeInner=58.667229, SortExportsSeekfree=0.009965, BuildDependencyMap=0.513937, SerializeImportMap=0.033487, SerializeExportMap=0.283401, SerializeDependencyMap=0.059504, SerializeStringAssetReferenceMap=0.002488, SaveThumbNailsAssetRegistryDataWorldLevelInfo=6.103877, SerializeExports=71.805161, SerializeBulkData=0.012729, MoveFile=3.977828, UnaccountedTime=1.691815, RunGuid=RunID75ACA7574E4E523652AFD7A0B495F3A0
SavePackageTransactionIdFF7759D244120EEFB6EC52A0147938E9_4, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/Menus/StartMenu.uasset, AutoPackageBackupDelegate=5.414751, FlushAsyncLoading=0.002768, FlushStreamingFunc=0.060331, BlockTillAllRequestsFinished=0.004429, ResetLoadersForSaveUnMarkAllObjects=0.120111, TagPackageExports=48.513016, BeginCacheForCookedPlatformData=0.006918, SerializeImports=51.556232, GatherLocalizableTextData=70.729958, MarkNames=0.963945, SerializeSummary=0.022143, SerializeNames=0.477128, SerializeGatherableTextData=0.570949, BuildExportMap=0.444196, SortExportsNonSeekfree=9.412781, SortExportsSeekfreeConstructor=0.064209, SortExportsSeekfreeInner=56.447361, SortExportsSeekfree=0.009131, BuildDependencyMap=0.538569, SerializeImportMap=0.033211, SerializeExportMap=0.291426, SerializeDependencyMap=0.059228, SerializeStringAssetReferenceMap=0.002488, SaveThumbNailsAssetRegistryDataWorldLevelInfo=6.013654, SerializeExports=72.588104, SerializeBulkData=0.011347, MoveFile=3.706329, UnaccountedTime=0.400189, RunGuid=RunID75ACA7574E4E523652AFD7A0B495F3A0
SavePackageTransactionIdFF7759D244120EEFB6EC52A0147938E9_5, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/Menus/StartMenu.uasset, AutoPackageBackupDelegate=5.579144, FlushAsyncLoading=0.003599, FlushStreamingFunc=0.081364, BlockTillAllRequestsFinished=0.005536, ResetLoadersForSaveUnMarkAllObjects=0.135057, TagPackageExports=46.720455, BeginCacheForCookedPlatformData=0.007473, SerializeImports=51.051426, GatherLocalizableTextData=69.250694, MarkNames=1.430556, SerializeSummary=0.022419, SerializeNames=0.463568, SerializeGatherableTextData=0.622980, BuildExportMap=0.440042, SortExportsNonSeekfree=9.352174, SortExportsSeekfreeConstructor=0.064760, SortExportsSeekfreeInner=54.763569, SortExportsSeekfree=0.009410, BuildDependencyMap=0.513937, SerializeImportMap=0.033487, SerializeExportMap=0.285890, SerializeDependencyMap=0.063103, SerializeStringAssetReferenceMap=0.002768, SaveThumbNailsAssetRegistryDataWorldLevelInfo=5.908206, SerializeExports=72.637924, SerializeBulkData=0.013284, MoveFile=4.089914, UnaccountedTime=1.553439, RunGuid=RunID75ACA7574E4E523652AFD7A0B495F3A0
SavePackageTransactionIdFF7759D244120EEFB6EC52A0147938E9_6, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/HappyCursor.uasset, AutoPackageBackupDelegate=9.232890, FlushAsyncLoading=0.012454, FlushStreamingFunc=0.084411, BlockTillAllRequestsFinished=0.007749, ResetLoadersForSaveUnMarkAllObjects=0.455268, TagPackageExports=5.609311, BeginCacheForCookedPlatformData=0.002768, SerializeImports=6.429065, GatherLocalizableTextData=4.721753, MarkNames=0.036806, SerializeSummary=0.013839, SerializeNames=0.210889, SerializeGatherableTextData=0.052031, BuildExportMap=0.112917, SortExportsNonSeekfree=0.585064, SortExportsSeekfreeConstructor=0.050090, SortExportsSeekfreeInner=6.912008, SortExportsSeekfree=0.003599, BuildDependencyMap=0.057563, SerializeImportMap=0.011347, SerializeExportMap=0.033762, SerializeDependencyMap=0.008855, SerializeStringAssetReferenceMap=0.002213, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.734236, SerializeExports=8.009348, SerializeBulkData=0.006091, MoveFile=21.913342, UnaccountedTime=1.463216, RunGuid=RunID75ACA7574E4E523652AFD7A0B495F3A0
SavePackageTransactionIdFF7759D244120EEFB6EC52A0147938E9_7, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/Menus/StartMenu.uasset, AutoPackageBackupDelegate=10.826457, FlushAsyncLoading=0.010796, FlushStreamingFunc=0.067253, BlockTillAllRequestsFinished=0.007194, ResetLoadersForSaveUnMarkAllObjects=0.724826, TagPackageExports=46.294250, BeginCacheForCookedPlatformData=0.006922, SerializeImports=51.539902, GatherLocalizableTextData=68.906960, MarkNames=1.219947, SerializeSummary=0.020478, SerializeNames=0.452776, SerializeGatherableTextData=0.594474, BuildExportMap=0.435617, SortExportsNonSeekfree=9.474773, SortExportsSeekfreeConstructor=0.012178, SortExportsSeekfreeInner=56.194401, SortExportsSeekfree=0.009965, BuildDependencyMap=0.523347, SerializeImportMap=0.033490, SerializeExportMap=0.283953, SerializeDependencyMap=0.058949, SerializeStringAssetReferenceMap=0.002492, SaveThumbNailsAssetRegistryDataWorldLevelInfo=5.997598, SerializeExports=71.000626, SerializeBulkData=0.011899, MoveFile=3.860760, UnaccountedTime=1.702607, RunGuid=RunID75ACA7574E4E523652AFD7A0B495F3A0
SavePackageTransactionIdFF7759D244120EEFB6EC52A0147938E9_8, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/Menus/StartMenu.uasset, AutoPackageBackupDelegate=5.234029, FlushAsyncLoading=0.003044, FlushStreamingFunc=0.081088, BlockTillAllRequestsFinished=0.004705, ResetLoadersForSaveUnMarkAllObjects=0.153046, TagPackageExports=49.054626, BeginCacheForCookedPlatformData=0.007473, SerializeImports=51.983543, GatherLocalizableTextData=69.672745, MarkNames=0.999648, SerializeSummary=0.021588, SerializeNames=0.473253, SerializeGatherableTextData=0.639308, BuildExportMap=0.438105, SortExportsNonSeekfree=9.428560, SortExportsSeekfreeConstructor=0.064205, SortExportsSeekfreeInner=57.408539, SortExportsSeekfree=0.009131, BuildDependencyMap=0.541061, SerializeImportMap=0.036534, SerializeExportMap=0.293083, SerializeDependencyMap=0.055075, SerializeStringAssetReferenceMap=0.002492, SaveThumbNailsAssetRegistryDataWorldLevelInfo=6.070111, SerializeExports=73.491714, SerializeBulkData=0.023525, MoveFile=4.231893, UnaccountedTime=0.427589, RunGuid=RunID75ACA7574E4E523652AFD7A0B495F3A0
SavePackageTransactionIdFF7759D244120EEFB6EC52A0147938E9_9, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/Menus/PauseMenu2.uasset, AutoPackageBackupDelegate=10.177464, FlushAsyncLoading=0.011068, FlushStreamingFunc=0.071958, BlockTillAllRequestsFinished=0.008028, ResetLoadersForSaveUnMarkAllObjects=0.212546, TagPackageExports=28.805147, BeginCacheForCookedPlatformData=0.004981, SerializeImports=33.658634, GatherLocalizableTextData=77.386520, MarkNames=0.247419, SerializeSummary=0.017989, SerializeNames=0.394657, SerializeGatherableTextData=0.414304, BuildExportMap=0.340410, SortExportsNonSeekfree=7.835824, SortExportsSeekfreeConstructor=0.064205, SortExportsSeekfreeInner=37.377972, SortExportsSeekfree=0.009131, BuildDependencyMap=1.218010, SerializeImportMap=0.034593, SerializeExportMap=0.252683, SerializeDependencyMap=0.048432, SerializeStringAssetReferenceMap=0.002768, SaveThumbNailsAssetRegistryDataWorldLevelInfo=5.314011, SerializeExports=53.339100, SerializeBulkData=0.010516, MoveFile=3.941573, UnaccountedTime=1.527972, RunGuid=RunID75ACA7574E4E523652AFD7A0B495F3A0
SavePackageTransactionIdFF7759D244120EEFB6EC52A0147938E9_10, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/Menus/PauseMenu2.uasset, AutoPackageBackupDelegate=5.373791, FlushAsyncLoading=0.003044, FlushStreamingFunc=0.080813, BlockTillAllRequestsFinished=0.005811, ResetLoadersForSaveUnMarkAllObjects=0.163011, TagPackageExports=29.492609, BeginCacheForCookedPlatformData=0.006367, SerializeImports=32.889248, GatherLocalizableTextData=76.781807, MarkNames=0.246037, SerializeSummary=0.020478, SerializeNames=0.409324, SerializeGatherableTextData=0.423439, BuildExportMap=0.337090, SortExportsNonSeekfree=7.482402, SortExportsSeekfreeConstructor=0.071958, SortExportsSeekfreeInner=37.748550, SortExportsSeekfree=0.007194, BuildDependencyMap=1.503900, SerializeImportMap=0.025187, SerializeExportMap=0.242162, SerializeDependencyMap=0.048432, SerializeStringAssetReferenceMap=0.001937, SaveThumbNailsAssetRegistryDataWorldLevelInfo=4.983563, SerializeExports=53.858574, SerializeBulkData=0.010237, MoveFile=4.257075, UnaccountedTime=1.488399, RunGuid=RunID75ACA7574E4E523652AFD7A0B495F3A0
