CookerStat, GenerateAssetRegistry=0.024077, Initialize=0.116516, RunGuid=RunID3E477A44496172BF637FD69EF445F38B
DDCTransactionIdA1ADF176470BEB028D1CA8B807D341FA_0, BuildTexture=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_9BE20926457B9F4CFE535583C8158034_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F0000000000000000020000000D000300000000000101000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B, StartTime=2016.06.29-14.32.25, Duration=14.751423, RunGuid=RunID3E477A44496172BF637FD69EF445F38B
DDCTransactionId06BE26FB47E169F0BD07D481E1312861_0, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_9BE20926457B9F4CFE535583C815803__62492771301DCE5C0520DD3D14E83CAB86A5A55C, StartTime=2016.06.29-14.32.25, HierarchicalDDC=, DataSize=674328, Duration=6.594013, RunGuid=RunID3E477A44496172BF637FD69EF445F38B
DDCTransactionIdA1ADF176470BEB028D1CA8B807D341FA_1, BuildTexture=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_A27059B14B48493358D99495CAA41B88_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F0000000000000000020000000D000300000000000101000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B, StartTime=2016.06.29-14.32.29, Duration=12.958869, RunGuid=RunID3E477A44496172BF637FD69EF445F38B
DDCTransactionId06BE26FB47E169F0BD07D481E1312861_1, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_A27059B14B48493358D99495CAA41B8__01495DA41DA45416B29FFB29B6240B4077DFE5B5, StartTime=2016.06.29-14.32.29, HierarchicalDDC=, DataSize=674328, Duration=3.772475, RunGuid=RunID3E477A44496172BF637FD69EF445F38B
SavePackageTransactionIdA12F8F0C4DA75481C8246F895F54966F_0, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/HUD/Elli_Icon.uasset, AutoPackageBackupDelegate=8.414798, FlushAsyncLoading=0.007197, FlushStreamingFunc=0.058949, BlockTillAllRequestsFinished=0.004705, ResetLoadersForSaveUnMarkAllObjects=0.984147, TagPackageExports=0.034317, BeginCacheForCookedPlatformData=0.001661, SerializeImports=0.544932, GatherLocalizableTextData=0.055075, MarkNames=0.004705, SerializeSummary=0.014391, SerializeNames=0.026017, SerializeGatherableTextData=0.002213, BuildExportMap=0.012178, SortExportsNonSeekfree=0.008028, SortExportsSeekfreeConstructor=0.062544, SortExportsSeekfreeInner=0.104338, SortExportsSeekfree=0.003044, BuildDependencyMap=0.008304, SerializeImportMap=0.009134, SerializeExportMap=0.004705, SerializeDependencyMap=0.001661, SerializeStringAssetReferenceMap=0.001661, SaveThumbNailsAssetRegistryDataWorldLevelInfo=3.217023, SerializeExports=0.109043, SerializeBulkData=0.059776, MoveFile=4.206430, UnaccountedTime=1.253154, RunGuid=RunID3E477A44496172BF637FD69EF445F38B
SavePackageTransactionIdA12F8F0C4DA75481C8246F895F54966F_1, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/Menus/StartMenu.uasset, AutoPackageBackupDelegate=5.026460, FlushAsyncLoading=0.003044, FlushStreamingFunc=0.112087, BlockTillAllRequestsFinished=0.005811, ResetLoadersForSaveUnMarkAllObjects=0.234414, TagPackageExports=73.398170, BeginCacheForCookedPlatformData=0.005256, SerializeImports=78.956284, GatherLocalizableTextData=99.307335, MarkNames=0.359785, SerializeSummary=0.016328, SerializeNames=0.456374, SerializeGatherableTextData=0.741709, BuildExportMap=0.523623, SortExportsNonSeekfree=13.809066, SortExportsSeekfreeConstructor=0.062548, SortExportsSeekfreeInner=82.251907, SortExportsSeekfree=0.009410, BuildDependencyMap=0.695765, SerializeImportMap=0.038192, SerializeExportMap=0.384971, SerializeDependencyMap=0.096865, SerializeStringAssetReferenceMap=0.003874, SaveThumbNailsAssetRegistryDataWorldLevelInfo=8.702345, SerializeExports=105.006317, SerializeBulkData=0.012729, MoveFile=3.760297, UnaccountedTime=1.531020, RunGuid=RunID3E477A44496172BF637FD69EF445F38B
SavePackageTransactionIdA12F8F0C4DA75481C8246F895F54966F_2, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/Menus/StartMenu.uasset, AutoPackageBackupDelegate=5.191684, FlushAsyncLoading=0.003323, FlushStreamingFunc=0.086900, BlockTillAllRequestsFinished=0.005536, ResetLoadersForSaveUnMarkAllObjects=0.246316, TagPackageExports=73.668007, BeginCacheForCookedPlatformData=0.006922, SerializeImports=79.715706, GatherLocalizableTextData=112.717873, MarkNames=0.362828, SerializeSummary=0.029337, SerializeNames=0.424545, SerializeGatherableTextData=0.861269, BuildExportMap=0.539400, SortExportsNonSeekfree=13.164778, SortExportsSeekfreeConstructor=0.065036, SortExportsSeekfreeInner=85.789413, SortExportsSeekfree=0.010796, BuildDependencyMap=1.520503, SerializeImportMap=0.061162, SerializeExportMap=0.398532, SerializeDependencyMap=0.076387, SerializeStringAssetReferenceMap=0.002768, SaveThumbNailsAssetRegistryDataWorldLevelInfo=8.005470, SerializeExports=105.117569, SerializeBulkData=0.013009, MoveFile=3.755867, UnaccountedTime=1.874201, RunGuid=RunID3E477A44496172BF637FD69EF445F38B
SavePackageTransactionIdA12F8F0C4DA75481C8246F895F54966F_3, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/Menus/StartMenu.uasset, AutoPackageBackupDelegate=5.050816, FlushAsyncLoading=0.003044, FlushStreamingFunc=0.165500, BlockTillAllRequestsFinished=0.006087, ResetLoadersForSaveUnMarkAllObjects=0.257384, TagPackageExports=71.580429, BeginCacheForCookedPlatformData=0.005536, SerializeImports=79.915802, GatherLocalizableTextData=127.275009, MarkNames=0.352312, SerializeSummary=0.017159, SerializeNames=0.446685, SerializeGatherableTextData=1.043927, BuildExportMap=0.561818, SortExportsNonSeekfree=13.295129, SortExportsSeekfreeConstructor=0.013560, SortExportsSeekfreeInner=82.376167, SortExportsSeekfree=0.009961, BuildDependencyMap=1.503069, SerializeImportMap=0.039577, SerializeExportMap=0.399638, SerializeDependencyMap=0.076108, SerializeStringAssetReferenceMap=0.002768, SaveThumbNailsAssetRegistryDataWorldLevelInfo=8.278079, SerializeExports=101.715118, SerializeBulkData=0.015222, MoveFile=4.158828, UnaccountedTime=1.627054, RunGuid=RunID3E477A44496172BF637FD69EF445F38B
SavePackageTransactionIdA12F8F0C4DA75481C8246F895F54966F_4, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/Menus/StartMenu.uasset, AutoPackageBackupDelegate=10.163624, FlushAsyncLoading=0.012729, FlushStreamingFunc=0.071682, BlockTillAllRequestsFinished=0.008304, ResetLoadersForSaveUnMarkAllObjects=0.301111, TagPackageExports=72.850471, BeginCacheForCookedPlatformData=0.005260, SerializeImports=75.715462, GatherLocalizableTextData=83.899986, MarkNames=0.358678, SerializeSummary=0.019651, SerializeNames=0.456095, SerializeGatherableTextData=0.653978, BuildExportMap=0.530820, SortExportsNonSeekfree=13.273540, SortExportsSeekfreeConstructor=0.061717, SortExportsSeekfreeInner=82.618332, SortExportsSeekfree=0.009961, BuildDependencyMap=0.647612, SerializeImportMap=0.036530, SerializeExportMap=0.393547, SerializeDependencyMap=0.069190, SerializeStringAssetReferenceMap=0.003323, SaveThumbNailsAssetRegistryDataWorldLevelInfo=8.296620, SerializeExports=103.857216, SerializeBulkData=0.013284, MoveFile=4.150804, UnaccountedTime=1.693476, RunGuid=RunID3E477A44496172BF637FD69EF445F38B
SavePackageTransactionIdA12F8F0C4DA75481C8246F895F54966F_5, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/Menus/StartMenu.uasset, AutoPackageBackupDelegate=5.182274, FlushAsyncLoading=0.004705, FlushStreamingFunc=0.068914, BlockTillAllRequestsFinished=0.007473, ResetLoadersForSaveUnMarkAllObjects=0.277586, TagPackageExports=76.449417, BeginCacheForCookedPlatformData=0.004984, SerializeImports=78.160049, GatherLocalizableTextData=133.601669, MarkNames=0.384141, SerializeSummary=0.032101, SerializeNames=0.442814, SerializeGatherableTextData=1.087930, BuildExportMap=0.528883, SortExportsNonSeekfree=14.161102, SortExportsSeekfreeConstructor=0.061717, SortExportsSeekfreeInner=84.529060, SortExportsSeekfree=0.020206, BuildDependencyMap=1.478434, SerializeImportMap=0.053413, SerializeExportMap=0.389952, SerializeDependencyMap=0.112366, SerializeStringAssetReferenceMap=0.003874, SaveThumbNailsAssetRegistryDataWorldLevelInfo=8.198093, SerializeExports=108.982208, SerializeBulkData=0.014115, MoveFile=4.174601, UnaccountedTime=1.646150, RunGuid=RunID3E477A44496172BF637FD69EF445F38B
SavePackageTransactionIdA12F8F0C4DA75481C8246F895F54966F_6, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/Menus/StartMenu.uasset, AutoPackageBackupDelegate=5.053859, FlushAsyncLoading=0.003599, FlushStreamingFunc=0.086900, BlockTillAllRequestsFinished=0.005260, ResetLoadersForSaveUnMarkAllObjects=0.231091, TagPackageExports=79.994400, BeginCacheForCookedPlatformData=0.005536, SerializeImports=82.457535, GatherLocalizableTextData=90.094917, MarkNames=0.394657, SerializeSummary=0.020757, SerializeNames=0.461906, SerializeGatherableTextData=0.716802, BuildExportMap=0.519473, SortExportsNonSeekfree=14.366731, SortExportsSeekfreeConstructor=0.064760, SortExportsSeekfreeInner=87.919617, SortExportsSeekfree=0.009686, BuildDependencyMap=0.730913, SerializeImportMap=0.045665, SerializeExportMap=0.401575, SerializeDependencyMap=0.077769, SerializeStringAssetReferenceMap=0.003323, SaveThumbNailsAssetRegistryDataWorldLevelInfo=9.596549, SerializeExports=112.165741, SerializeBulkData=0.017438, MoveFile=4.669167, UnaccountedTime=1.687940, RunGuid=RunID3E477A44496172BF637FD69EF445F38B
SavePackageTransactionIdA12F8F0C4DA75481C8246F895F54966F_7, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/Menus/StartMenu.uasset, AutoPackageBackupDelegate=11.016588, FlushAsyncLoading=0.014115, FlushStreamingFunc=0.076938, BlockTillAllRequestsFinished=0.007197, ResetLoadersForSaveUnMarkAllObjects=0.271495, TagPackageExports=83.977486, BeginCacheForCookedPlatformData=0.005260, SerializeImports=87.639259, GatherLocalizableTextData=152.831299, MarkNames=0.382755, SerializeSummary=0.020757, SerializeNames=0.469103, SerializeGatherableTextData=1.249835, BuildExportMap=0.544105, SortExportsNonSeekfree=14.718767, SortExportsSeekfreeConstructor=0.075001, SortExportsSeekfreeInner=93.411026, SortExportsSeekfree=0.009686, BuildDependencyMap=1.635913, SerializeImportMap=0.037361, SerializeExportMap=0.405729, SerializeDependencyMap=0.076108, SerializeStringAssetReferenceMap=0.003319, SaveThumbNailsAssetRegistryDataWorldLevelInfo=9.088698, SerializeExports=118.317223, SerializeBulkData=0.015497, MoveFile=4.142772, UnaccountedTime=1.571704, RunGuid=RunID3E477A44496172BF637FD69EF445F38B
SavePackageTransactionIdA12F8F0C4DA75481C8246F895F54966F_8, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/Menus/StartMenu.uasset, AutoPackageBackupDelegate=5.055521, FlushAsyncLoading=0.003599, FlushStreamingFunc=0.090498, BlockTillAllRequestsFinished=0.006367, ResetLoadersForSaveUnMarkAllObjects=0.246588, TagPackageExports=84.796684, BeginCacheForCookedPlatformData=0.005260, SerializeImports=86.269310, GatherLocalizableTextData=92.529274, MarkNames=0.403788, SerializeSummary=0.019096, SerializeNames=0.454713, SerializeGatherableTextData=0.748627, BuildExportMap=0.530820, SortExportsNonSeekfree=14.535003, SortExportsSeekfreeConstructor=0.062823, SortExportsSeekfreeInner=90.883408, SortExportsSeekfree=0.009961, BuildDependencyMap=1.611832, SerializeImportMap=0.034317, SerializeExportMap=0.399638, SerializeDependencyMap=0.079431, SerializeStringAssetReferenceMap=0.003595, SaveThumbNailsAssetRegistryDataWorldLevelInfo=8.858163, SerializeExports=115.639038, SerializeBulkData=0.013564, MoveFile=4.447483, UnaccountedTime=1.657777, RunGuid=RunID3E477A44496172BF637FD69EF445F38B
SavePackageTransactionIdA12F8F0C4DA75481C8246F895F54966F_9, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Saved/Autosaves/Game/2DNonDiegetic/Menus/StartMenu_Auto1.uasset, AutoPackageBackupDelegate=5.071849, FlushAsyncLoading=0.003044, FlushStreamingFunc=0.088286, BlockTillAllRequestsFinished=0.005536, ResetLoadersForSaveUnMarkAllObjects=0.247143, TagPackageExports=81.953285, BeginCacheForCookedPlatformData=0.004981, SerializeImports=87.005211, GatherLocalizableTextData=92.798004, MarkNames=0.371411, SerializeSummary=0.018265, SerializeNames=0.465780, SerializeGatherableTextData=0.714865, BuildExportMap=0.528328, SortExportsNonSeekfree=14.418211, SortExportsSeekfreeConstructor=0.063378, SortExportsSeekfreeInner=91.552597, SortExportsSeekfree=0.009961, BuildDependencyMap=1.567554, SerializeImportMap=0.037085, SerializeExportMap=0.397425, SerializeDependencyMap=0.079431, SerializeStringAssetReferenceMap=0.002764, SaveThumbNailsAssetRegistryDataWorldLevelInfo=8.803088, SerializeExports=115.738396, SerializeBulkData=0.015222, MoveFile=4.067495, UnaccountedTime=0.554070, RunGuid=RunID3E477A44496172BF637FD69EF445F38B
SavePackageTransactionIdA12F8F0C4DA75481C8246F895F54966F_10, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/Menus/StartMenu.uasset, AutoPackageBackupDelegate=5.040299, FlushAsyncLoading=0.003874, FlushStreamingFunc=0.086624, BlockTillAllRequestsFinished=0.005536, ResetLoadersForSaveUnMarkAllObjects=0.256833, TagPackageExports=80.468208, BeginCacheForCookedPlatformData=0.005260, SerializeImports=88.562241, GatherLocalizableTextData=93.601990, MarkNames=0.371132, SerializeSummary=0.019375, SerializeNames=0.446685, SerializeGatherableTextData=0.716522, BuildExportMap=0.578701, SortExportsNonSeekfree=14.610830, SortExportsSeekfreeConstructor=0.064209, SortExportsSeekfreeInner=94.489265, SortExportsSeekfree=0.009134, BuildDependencyMap=1.500573, SerializeImportMap=0.038743, SerializeExportMap=0.409603, SerializeDependencyMap=0.081368, SerializeStringAssetReferenceMap=0.003595, SaveThumbNailsAssetRegistryDataWorldLevelInfo=8.862313, SerializeExports=113.940582, SerializeBulkData=0.017159, MoveFile=4.477374, UnaccountedTime=1.712296, RunGuid=RunID3E477A44496172BF637FD69EF445F38B
