CookerStat, GenerateAssetRegistry=0.021033, Initialize=0.114854, RunGuid=RunID36D76B3C4066010051EABEB140F9559D
SavePackageTransactionIdD329F9AE411FBB62C7E93292DD354B7B_0, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/BlueprintDialogues/Blueprints/BPC_Dialogue.uasset, AutoPackageBackupDelegate=16.899332, FlushAsyncLoading=0.015777, FlushStreamingFunc=0.074722, BlockTillAllRequestsFinished=0.015777, ResetLoadersForSaveUnMarkAllObjects=1.295500, TagPackageExports=120.654671, BeginCacheForCookedPlatformData=0.004705, SerializeImports=136.205643, GatherLocalizableTextData=116.309036, MarkNames=1.561187, SerializeSummary=0.039022, SerializeNames=0.824459, SerializeGatherableTextData=0.768274, BuildExportMap=1.022343, SortExportsNonSeekfree=41.292133, SortExportsSeekfreeConstructor=0.099909, SortExportsSeekfreeInner=138.379013, SortExportsSeekfree=0.008024, BuildDependencyMap=1.363583, SerializeImportMap=0.061717, SerializeExportMap=0.756927, SerializeDependencyMap=0.170760, SerializeStringAssetReferenceMap=0.004981, SaveThumbNailsAssetRegistryDataWorldLevelInfo=22.550709, SerializeExports=186.100494, SerializeBulkData=0.027955, MoveFile=4.673321, UnaccountedTime=2.078995, RunGuid=RunID36D76B3C4066010051EABEB140F9559D
SavePackageTransactionIdD329F9AE411FBB62C7E93292DD354B7B_1, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Blueprints/ThirdPersonGameMode.uasset, AutoPackageBackupDelegate=14.193203, FlushAsyncLoading=0.008855, FlushStreamingFunc=0.065040, BlockTillAllRequestsFinished=0.007473, ResetLoadersForSaveUnMarkAllObjects=0.432018, TagPackageExports=3.295898, BeginCacheForCookedPlatformData=0.002217, SerializeImports=4.109841, GatherLocalizableTextData=2.882421, MarkNames=0.028506, SerializeSummary=0.012178, SerializeNames=0.129521, SerializeGatherableTextData=0.097696, BuildExportMap=0.123434, SortExportsNonSeekfree=0.440322, SortExportsSeekfreeConstructor=0.050921, SortExportsSeekfreeInner=7.079996, SortExportsSeekfree=0.004154, BuildDependencyMap=0.038192, SerializeImportMap=0.012454, SerializeExportMap=0.023801, SerializeDependencyMap=0.008028, SerializeStringAssetReferenceMap=0.002213, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.607204, SerializeExports=4.786510, SerializeBulkData=0.006367, MoveFile=4.772119, UnaccountedTime=1.413122, RunGuid=RunID36D76B3C4066010051EABEB140F9559D
SavePackageTransactionIdD329F9AE411FBB62C7E93292DD354B7B_2, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Blueprints/ThirdPersonGameMode.uasset, AutoPackageBackupDelegate=7.440332, FlushAsyncLoading=0.003044, FlushStreamingFunc=0.087731, BlockTillAllRequestsFinished=0.006922, ResetLoadersForSaveUnMarkAllObjects=0.181552, TagPackageExports=4.019067, BeginCacheForCookedPlatformData=0.001937, SerializeImports=4.894167, GatherLocalizableTextData=3.425423, MarkNames=0.032380, SerializeSummary=0.015773, SerializeNames=0.259046, SerializeGatherableTextData=0.046495, BuildExportMap=0.132013, SortExportsNonSeekfree=0.693001, SortExportsSeekfreeConstructor=0.051476, SortExportsSeekfreeInner=8.172356, SortExportsSeekfree=0.003874, BuildDependencyMap=0.042621, SerializeImportMap=0.012733, SerializeExportMap=0.026014, SerializeDependencyMap=0.005536, SerializeStringAssetReferenceMap=0.001661, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.665877, SerializeExports=5.930070, SerializeBulkData=0.005811, MoveFile=4.865110, UnaccountedTime=1.362476, RunGuid=RunID36D76B3C4066010051EABEB140F9559D
SavePackageTransactionIdD329F9AE411FBB62C7E93292DD354B7B_3, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Blueprints/ThirdPersonGameMode.uasset, AutoPackageBackupDelegate=7.492363, FlushAsyncLoading=0.003323, FlushStreamingFunc=0.089392, BlockTillAllRequestsFinished=0.006363, ResetLoadersForSaveUnMarkAllObjects=0.172697, TagPackageExports=3.852457, BeginCacheForCookedPlatformData=0.002213, SerializeImports=4.772398, GatherLocalizableTextData=3.412690, MarkNames=0.034317, SerializeSummary=0.013284, SerializeNames=0.213657, SerializeGatherableTextData=0.048432, BuildExportMap=0.130627, SortExportsNonSeekfree=0.666156, SortExportsSeekfreeConstructor=0.050645, SortExportsSeekfreeInner=8.352246, SortExportsSeekfree=0.004429, BuildDependencyMap=0.054799, SerializeImportMap=0.012729, SerializeExportMap=0.025462, SerializeDependencyMap=0.005536, SerializeStringAssetReferenceMap=0.001661, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.684973, SerializeExports=5.946402, SerializeBulkData=0.004705, MoveFile=25.039583, UnaccountedTime=1.838494, RunGuid=RunID36D76B3C4066010051EABEB140F9559D
SavePackageTransactionIdD329F9AE411FBB62C7E93292DD354B7B_4, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Blueprints/ThirdPersonGameMode.uasset, AutoPackageBackupDelegate=7.288117, FlushAsyncLoading=0.003323, FlushStreamingFunc=0.124540, BlockTillAllRequestsFinished=0.006642, ResetLoadersForSaveUnMarkAllObjects=0.177953, TagPackageExports=4.276171, BeginCacheForCookedPlatformData=0.002217, SerializeImports=4.603572, GatherLocalizableTextData=3.325790, MarkNames=0.034872, SerializeSummary=0.027396, SerializeNames=0.258770, SerializeGatherableTextData=0.046771, BuildExportMap=0.132289, SortExportsNonSeekfree=0.699088, SortExportsSeekfreeConstructor=0.055075, SortExportsSeekfreeInner=8.025121, SortExportsSeekfree=0.004154, BuildDependencyMap=0.045665, SerializeImportMap=0.011902, SerializeExportMap=0.023525, SerializeDependencyMap=0.005811, SerializeStringAssetReferenceMap=0.001937, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.686079, SerializeExports=5.757928, SerializeBulkData=0.004705, MoveFile=4.758280, UnaccountedTime=1.333140, RunGuid=RunID36D76B3C4066010051EABEB140F9559D
SavePackageTransactionIdD329F9AE411FBB62C7E93292DD354B7B_5, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Blueprints/ThirdPersonGameMode.uasset, AutoPackageBackupDelegate=7.862389, FlushAsyncLoading=0.008579, FlushStreamingFunc=0.077214, BlockTillAllRequestsFinished=0.006642, ResetLoadersForSaveUnMarkAllObjects=0.218082, TagPackageExports=3.991388, BeginCacheForCookedPlatformData=0.004429, SerializeImports=4.752192, GatherLocalizableTextData=3.721826, MarkNames=0.073619, SerializeSummary=0.016328, SerializeNames=0.250187, SerializeGatherableTextData=0.049263, BuildExportMap=0.139486, SortExportsNonSeekfree=0.683311, SortExportsSeekfreeConstructor=0.060886, SortExportsSeekfreeInner=8.265902, SortExportsSeekfree=0.003874, BuildDependencyMap=0.044283, SerializeImportMap=0.018541, SerializeExportMap=0.027955, SerializeDependencyMap=0.005536, SerializeStringAssetReferenceMap=0.001658, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.688020, SerializeExports=5.961895, SerializeBulkData=0.013564, MoveFile=4.954226, UnaccountedTime=1.407031, RunGuid=RunID36D76B3C4066010051EABEB140F9559D
SavePackageTransactionIdD329F9AE411FBB62C7E93292DD354B7B_6, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/BlueprintDialogues/Blueprints/BPC_ExampleDialogue.uasset, AutoPackageBackupDelegate=0.097141, FlushAsyncLoading=0.003878, FlushStreamingFunc=0.060055, BlockTillAllRequestsFinished=0.006087, ResetLoadersForSaveUnMarkAllObjects=0.174634, TagPackageExports=0.421222, BeginCacheForCookedPlatformData=0.001937, SerializeImports=1.002416, GatherLocalizableTextData=0.547424, MarkNames=0.011072, SerializeSummary=0.013005, SerializeNames=0.051476, SerializeGatherableTextData=0.001386, BuildExportMap=0.030719, SortExportsNonSeekfree=0.028782, SortExportsSeekfreeConstructor=0.051480, SortExportsSeekfreeInner=2.498284, SortExportsSeekfree=0.004150, BuildDependencyMap=0.011072, SerializeImportMap=0.012454, SerializeExportMap=0.011899, SerializeDependencyMap=0.001382, SerializeStringAssetReferenceMap=0.001386, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.282291, SerializeExports=0.826947, SerializeBulkData=0.010796, MoveFile=4.311599, UnaccountedTime=1.366347, RunGuid=RunID36D76B3C4066010051EABEB140F9559D
SavePackageTransactionIdD329F9AE411FBB62C7E93292DD354B7B_7, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/BlueprintDialogues/Blueprints/BPC_ExampleDialogue.uasset, AutoPackageBackupDelegate=14.049843, FlushAsyncLoading=0.009134, FlushStreamingFunc=0.065036, BlockTillAllRequestsFinished=0.006091, ResetLoadersForSaveUnMarkAllObjects=0.190131, TagPackageExports=1.441073, BeginCacheForCookedPlatformData=0.002768, SerializeImports=1.953904, GatherLocalizableTextData=1.077689, MarkNames=0.016328, SerializeSummary=0.015225, SerializeNames=0.074998, SerializeGatherableTextData=0.007473, BuildExportMap=0.056736, SortExportsNonSeekfree=0.096865, SortExportsSeekfreeConstructor=0.054244, SortExportsSeekfreeInner=3.702730, SortExportsSeekfree=0.006091, BuildDependencyMap=0.020757, SerializeImportMap=0.009965, SerializeExportMap=0.011347, SerializeDependencyMap=0.002213, SerializeStringAssetReferenceMap=0.002768, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.301667, SerializeExports=3.001705, SerializeBulkData=0.008579, MoveFile=4.678022, UnaccountedTime=1.330923, RunGuid=RunID36D76B3C4066010051EABEB140F9559D
SavePackageTransactionIdD329F9AE411FBB62C7E93292DD354B7B_8, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/BlueprintDialogues/Blueprints/BPC_ExampleDialogue.uasset, AutoPackageBackupDelegate=7.562384, FlushAsyncLoading=0.005811, FlushStreamingFunc=0.090778, BlockTillAllRequestsFinished=0.008579, ResetLoadersForSaveUnMarkAllObjects=0.264578, TagPackageExports=1.393195, BeginCacheForCookedPlatformData=0.002213, SerializeImports=2.057686, GatherLocalizableTextData=1.099832, MarkNames=0.017159, SerializeSummary=0.013284, SerializeNames=0.073344, SerializeGatherableTextData=0.007194, BuildExportMap=0.056736, SortExportsNonSeekfree=0.096589, SortExportsSeekfreeConstructor=0.050370, SortExportsSeekfreeInner=3.672011, SortExportsSeekfree=0.003595, BuildDependencyMap=0.017438, SerializeImportMap=0.019651, SerializeExportMap=0.011347, SerializeDependencyMap=0.002213, SerializeStringAssetReferenceMap=0.002217, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.277311, SerializeExports=1.993202, SerializeBulkData=0.004705, MoveFile=4.518054, UnaccountedTime=1.408417, RunGuid=RunID36D76B3C4066010051EABEB140F9559D
SavePackageTransactionIdD329F9AE411FBB62C7E93292DD354B7B_9, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Saved/Autosaves/Game/Maps/ThirdPersonExampleMap_DialogueTesting_Auto1.umap, AutoPackageBackupDelegate=19.616253, FlushAsyncLoading=0.013564, FlushStreamingFunc=0.071403, BlockTillAllRequestsFinished=0.007194, ResetLoadersForSaveUnMarkAllObjects=76.409546, TagPackageExports=1.183968, BeginCacheForCookedPlatformData=0.005256, SerializeImports=2.574671, GatherLocalizableTextData=10.324419, MarkNames=0.070572, SerializeSummary=0.022970, SerializeNames=0.483770, SerializeGatherableTextData=0.035703, BuildExportMap=0.364210, SortExportsNonSeekfree=0.535525, SortExportsSeekfreeConstructor=0.051200, SortExportsSeekfreeInner=27.953833, SortExportsSeekfree=0.006642, BuildDependencyMap=0.116240, SerializeImportMap=0.061717, SerializeExportMap=0.038747, SerializeDependencyMap=0.012178, SerializeStringAssetReferenceMap=0.002768, SaveThumbNailsAssetRegistryDataWorldLevelInfo=1.224924, SerializeExports=5.388457, SerializeBulkData=157.007248, MoveFile=4.266486, UnaccountedTime=0.214484, RunGuid=RunID36D76B3C4066010051EABEB140F9559D
SavePackageTransactionIdD329F9AE411FBB62C7E93292DD354B7B_10, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Saved/Autosaves/Game/Blueprints/ThirdPersonCharacter_Auto1.uasset, AutoPackageBackupDelegate=12.359965, FlushAsyncLoading=0.013560, FlushStreamingFunc=0.061166, BlockTillAllRequestsFinished=0.007194, ResetLoadersForSaveUnMarkAllObjects=0.206739, TagPackageExports=60.242512, BeginCacheForCookedPlatformData=0.008028, SerializeImports=64.768867, GatherLocalizableTextData=46.332985, MarkNames=0.329893, SerializeSummary=0.020206, SerializeNames=0.623807, SerializeGatherableTextData=0.357017, BuildExportMap=0.589769, SortExportsNonSeekfree=11.708203, SortExportsSeekfreeConstructor=0.041235, SortExportsSeekfreeInner=84.728302, SortExportsSeekfree=0.009686, BuildDependencyMap=0.458863, SerializeImportMap=0.050645, SerializeExportMap=0.272054, SerializeDependencyMap=0.053693, SerializeStringAssetReferenceMap=0.004426, SaveThumbNailsAssetRegistryDataWorldLevelInfo=12.892723, SerializeExports=81.445969, SerializeBulkData=0.012454, MoveFile=4.277554, UnaccountedTime=0.452500, RunGuid=RunID36D76B3C4066010051EABEB140F9559D
