CookerStat, GenerateAssetRegistry=0.023525, Initialize=0.124265, RunGuid=RunID81FA25B14DE256B88E376CA8D8D646D5
SavePackageTransactionIdB22765C24C8B3CC05F54E787888178FA_0, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Maps/TestMenu.umap, AutoPackageBackupDelegate=0.192899, FlushAsyncLoading=0.017434, FlushStreamingFunc=0.114024, BlockTillAllRequestsFinished=0.007749, ResetLoadersForSaveUnMarkAllObjects=0.400744, TagPackageExports=0.073064, BeginCacheForCookedPlatformData=0.001661, SerializeImports=0.621319, GatherLocalizableTextData=0.493459, MarkNames=0.009961, SerializeSummary=0.013560, SerializeNames=0.052586, SerializeGatherableTextData=0.001658, BuildExportMap=0.025462, SortExportsNonSeekfree=0.016052, SortExportsSeekfreeConstructor=0.056736, SortExportsSeekfreeInner=3.414072, SortExportsSeekfree=0.003323, BuildDependencyMap=0.015773, SerializeImportMap=0.009410, SerializeExportMap=0.005811, SerializeDependencyMap=0.001386, SerializeStringAssetReferenceMap=0.001658, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.322148, SerializeExports=0.410981, SerializeBulkData=0.014391, MoveFile=3.502082, UnaccountedTime=1.262568, RunGuid=RunID81FA25B14DE256B88E376CA8D8D646D5
SavePackageTransactionIdB22765C24C8B3CC05F54E787888178FA_1, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/GameModes/MenuGameMode.uasset, AutoPackageBackupDelegate=0.096310, FlushAsyncLoading=0.004154, FlushStreamingFunc=0.061162, BlockTillAllRequestsFinished=0.005260, ResetLoadersForSaveUnMarkAllObjects=0.441704, TagPackageExports=0.560708, BeginCacheForCookedPlatformData=0.001937, SerializeImports=1.048081, GatherLocalizableTextData=0.617996, MarkNames=0.012178, SerializeSummary=0.011902, SerializeNames=0.063930, SerializeGatherableTextData=0.005536, BuildExportMap=0.040404, SortExportsNonSeekfree=0.038195, SortExportsSeekfreeConstructor=0.048153, SortExportsSeekfreeInner=3.998034, SortExportsSeekfree=0.002764, BuildDependencyMap=0.013564, SerializeImportMap=0.007197, SerializeExportMap=0.008579, SerializeDependencyMap=0.003319, SerializeStringAssetReferenceMap=0.001937, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.190411, SerializeExports=0.936821, SerializeBulkData=0.004981, MoveFile=3.815923, UnaccountedTime=1.232401, RunGuid=RunID81FA25B14DE256B88E376CA8D8D646D5
SavePackageTransactionIdB22765C24C8B3CC05F54E787888178FA_2, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/TestStuff/MainMenu.uasset, AutoPackageBackupDelegate=0.096310, FlushAsyncLoading=0.003599, FlushStreamingFunc=0.067253, BlockTillAllRequestsFinished=0.006367, ResetLoadersForSaveUnMarkAllObjects=0.175461, TagPackageExports=0.428971, BeginCacheForCookedPlatformData=0.002217, SerializeImports=0.874273, GatherLocalizableTextData=0.416797, MarkNames=0.010792, SerializeSummary=0.011072, SerializeNames=0.056181, SerializeGatherableTextData=0.004981, BuildExportMap=0.035703, SortExportsNonSeekfree=0.032105, SortExportsSeekfreeConstructor=0.051200, SortExportsSeekfreeInner=1.297157, SortExportsSeekfree=0.002492, BuildDependencyMap=0.010792, SerializeImportMap=0.011068, SerializeExportMap=0.008028, SerializeDependencyMap=0.001382, SerializeStringAssetReferenceMap=0.001106, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.213381, SerializeExports=0.689954, SerializeBulkData=0.005260, MoveFile=3.766108, UnaccountedTime=1.818016, RunGuid=RunID81FA25B14DE256B88E376CA8D8D646D5
SavePackageTransactionIdB22765C24C8B3CC05F54E787888178FA_3, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/TestStuff/MainMenu.uasset, AutoPackageBackupDelegate=17.505154, FlushAsyncLoading=0.008300, FlushStreamingFunc=0.057843, BlockTillAllRequestsFinished=0.006922, ResetLoadersForSaveUnMarkAllObjects=0.178229, TagPackageExports=0.590321, BeginCacheForCookedPlatformData=0.003044, SerializeImports=0.992730, GatherLocalizableTextData=2.218205, MarkNames=0.014666, SerializeSummary=0.013564, SerializeNames=0.066698, SerializeGatherableTextData=0.004705, BuildExportMap=0.041790, SortExportsNonSeekfree=0.043727, SortExportsSeekfreeConstructor=0.054244, SortExportsSeekfreeInner=2.137668, SortExportsSeekfree=0.005536, BuildDependencyMap=0.021864, SerializeImportMap=0.013836, SerializeExportMap=0.016328, SerializeDependencyMap=0.005811, SerializeStringAssetReferenceMap=0.003874, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.249356, SerializeExports=1.473177, SerializeBulkData=0.009689, MoveFile=3.561031, UnaccountedTime=1.422808, RunGuid=RunID81FA25B14DE256B88E376CA8D8D646D5
SavePackageTransactionIdB22765C24C8B3CC05F54E787888178FA_4, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/TestStuff/MainMenu.uasset, AutoPackageBackupDelegate=9.400327, FlushAsyncLoading=0.002768, FlushStreamingFunc=0.064760, BlockTillAllRequestsFinished=0.007197, ResetLoadersForSaveUnMarkAllObjects=0.259597, TagPackageExports=0.539675, BeginCacheForCookedPlatformData=0.002492, SerializeImports=1.361366, GatherLocalizableTextData=4.941217, MarkNames=0.014946, SerializeSummary=0.011072, SerializeNames=0.092711, SerializeGatherableTextData=0.092991, BuildExportMap=0.048988, SortExportsNonSeekfree=0.056732, SortExportsSeekfreeConstructor=0.051480, SortExportsSeekfreeInner=1.871150, SortExportsSeekfree=0.003878, BuildDependencyMap=0.015773, SerializeImportMap=0.019096, SerializeExportMap=0.011072, SerializeDependencyMap=0.002213, SerializeStringAssetReferenceMap=0.001386, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.203136, SerializeExports=1.058321, SerializeBulkData=0.004981, MoveFile=4.051443, UnaccountedTime=1.379080, RunGuid=RunID81FA25B14DE256B88E376CA8D8D646D5
SavePackageTransactionIdB22765C24C8B3CC05F54E787888178FA_5, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/TestStuff/MainMenu.uasset, AutoPackageBackupDelegate=13.911739, FlushAsyncLoading=0.005536, FlushStreamingFunc=0.062272, BlockTillAllRequestsFinished=0.006087, ResetLoadersForSaveUnMarkAllObjects=0.177402, TagPackageExports=0.494841, BeginCacheForCookedPlatformData=0.002213, SerializeImports=1.057766, GatherLocalizableTextData=4.814465, MarkNames=0.015497, SerializeSummary=0.011623, SerializeNames=0.071127, SerializeGatherableTextData=0.091054, BuildExportMap=0.050094, SortExportsNonSeekfree=0.055350, SortExportsSeekfreeConstructor=0.069190, SortExportsSeekfreeInner=1.836281, SortExportsSeekfree=0.002768, BuildDependencyMap=0.014666, SerializeImportMap=0.007752, SerializeExportMap=0.009131, SerializeDependencyMap=0.001937, SerializeStringAssetReferenceMap=0.001106, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.190686, SerializeExports=1.126952, SerializeBulkData=0.004981, MoveFile=3.614448, UnaccountedTime=1.218557, RunGuid=RunID81FA25B14DE256B88E376CA8D8D646D5
SavePackageTransactionIdB22765C24C8B3CC05F54E787888178FA_6, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Saved/Autosaves/Game/TestStuff/MainMenu_Auto1.uasset, AutoPackageBackupDelegate=10.322202, FlushAsyncLoading=0.006367, FlushStreamingFunc=0.112914, BlockTillAllRequestsFinished=0.006367, ResetLoadersForSaveUnMarkAllObjects=0.183489, TagPackageExports=0.534140, BeginCacheForCookedPlatformData=0.001937, SerializeImports=1.204722, GatherLocalizableTextData=5.073510, MarkNames=0.016604, SerializeSummary=0.011072, SerializeNames=0.088010, SerializeGatherableTextData=0.095479, BuildExportMap=0.050649, SortExportsNonSeekfree=0.055075, SortExportsSeekfreeConstructor=0.059225, SortExportsSeekfreeInner=1.838773, SortExportsSeekfree=0.002768, BuildDependencyMap=0.014391, SerializeImportMap=0.008024, SerializeExportMap=0.009134, SerializeDependencyMap=0.001937, SerializeStringAssetReferenceMap=0.001382, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.206463, SerializeExports=1.183134, SerializeBulkData=0.005260, MoveFile=3.805406, UnaccountedTime=0.160519, RunGuid=RunID81FA25B14DE256B88E376CA8D8D646D5
SavePackageTransactionIdB22765C24C8B3CC05F54E787888178FA_7, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/TestStuff/MainMenu.uasset, AutoPackageBackupDelegate=18.055901, FlushAsyncLoading=0.014946, FlushStreamingFunc=0.075277, BlockTillAllRequestsFinished=0.008024, ResetLoadersForSaveUnMarkAllObjects=0.206739, TagPackageExports=1.116991, BeginCacheForCookedPlatformData=0.002492, SerializeImports=1.739141, GatherLocalizableTextData=8.376047, MarkNames=0.037640, SerializeSummary=0.017710, SerializeNames=0.101570, SerializeGatherableTextData=0.112642, BuildExportMap=0.070017, SortExportsNonSeekfree=0.174634, SortExportsSeekfreeConstructor=0.062548, SortExportsSeekfreeInner=2.506863, SortExportsSeekfree=0.003878, BuildDependencyMap=0.028227, SerializeImportMap=0.007473, SerializeExportMap=0.016883, SerializeDependencyMap=0.010241, SerializeStringAssetReferenceMap=0.001937, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.296962, SerializeExports=2.515998, SerializeBulkData=0.005532, MoveFile=4.235763, UnaccountedTime=1.487572, RunGuid=RunID81FA25B14DE256B88E376CA8D8D646D5
SavePackageTransactionIdB22765C24C8B3CC05F54E787888178FA_8, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/TestStuff/MainMenu.uasset, AutoPackageBackupDelegate=9.584371, FlushAsyncLoading=0.007749, FlushStreamingFunc=0.081088, BlockTillAllRequestsFinished=0.005811, ResetLoadersForSaveUnMarkAllObjects=0.193179, TagPackageExports=1.437478, BeginCacheForCookedPlatformData=0.002213, SerializeImports=2.214886, GatherLocalizableTextData=11.279780, MarkNames=0.022419, SerializeSummary=0.012729, SerializeNames=0.110429, SerializeGatherableTextData=0.132289, BuildExportMap=0.067253, SortExportsNonSeekfree=0.246312, SortExportsSeekfreeConstructor=0.054244, SortExportsSeekfreeInner=2.919231, SortExportsSeekfree=0.003599, BuildDependencyMap=0.032935, SerializeImportMap=0.008024, SerializeExportMap=0.018544, SerializeDependencyMap=0.004150, SerializeStringAssetReferenceMap=0.001382, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.342906, SerializeExports=3.164712, SerializeBulkData=0.005260, MoveFile=4.265376, UnaccountedTime=1.288030, RunGuid=RunID81FA25B14DE256B88E376CA8D8D646D5
SavePackageTransactionIdB22765C24C8B3CC05F54E787888178FA_9, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/TestStuff/MainMenu.uasset, AutoPackageBackupDelegate=14.489334, FlushAsyncLoading=0.006087, FlushStreamingFunc=0.157751, BlockTillAllRequestsFinished=0.007473, ResetLoadersForSaveUnMarkAllObjects=0.210613, TagPackageExports=2.612583, BeginCacheForCookedPlatformData=0.002217, SerializeImports=3.376987, GatherLocalizableTextData=9.390086, MarkNames=0.029612, SerializeSummary=0.013564, SerializeNames=0.115130, SerializeGatherableTextData=0.130627, BuildExportMap=0.089947, SortExportsNonSeekfree=0.366427, SortExportsSeekfreeConstructor=0.060331, SortExportsSeekfreeInner=4.055321, SortExportsSeekfree=0.003599, BuildDependencyMap=0.037361, SerializeImportMap=0.012174, SerializeExportMap=0.046775, SerializeDependencyMap=0.004705, SerializeStringAssetReferenceMap=0.001937, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.476021, SerializeExports=6.007284, SerializeBulkData=0.007752, MoveFile=4.255690, UnaccountedTime=1.225758, RunGuid=RunID81FA25B14DE256B88E376CA8D8D646D5
SavePackageTransactionIdB22765C24C8B3CC05F54E787888178FA_10, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/TestStuff/MainMenu.uasset, AutoPackageBackupDelegate=9.339716, FlushAsyncLoading=0.006087, FlushStreamingFunc=0.070296, BlockTillAllRequestsFinished=0.006922, ResetLoadersForSaveUnMarkAllObjects=0.192344, TagPackageExports=2.760098, BeginCacheForCookedPlatformData=0.002768, SerializeImports=3.481601, GatherLocalizableTextData=12.322881, MarkNames=0.029612, SerializeSummary=0.012454, SerializeNames=0.113193, SerializeGatherableTextData=0.134505, BuildExportMap=0.092436, SortExportsNonSeekfree=0.356186, SortExportsSeekfreeConstructor=0.008304, SortExportsSeekfreeInner=4.210856, SortExportsSeekfree=0.004429, BuildDependencyMap=0.039022, SerializeImportMap=0.009410, SerializeExportMap=0.024632, SerializeDependencyMap=0.004981, SerializeStringAssetReferenceMap=0.001386, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.533588, SerializeExports=4.883926, SerializeBulkData=0.004429, MoveFile=4.550714, UnaccountedTime=0.156369, RunGuid=RunID81FA25B14DE256B88E376CA8D8D646D5
