CookerStat, GenerateAssetRegistry=0.022974, Initialize=0.127308, RunGuid=RunID69B716BA41C28B0DC8F97691524752EF
SavePackageTransactionId39565C184B95D08093A9AC98C88F0866_0, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/Menus/StartMenu.uasset, AutoPackageBackupDelegate=14.421526, FlushAsyncLoading=0.015501, FlushStreamingFunc=0.065312, BlockTillAllRequestsFinished=0.008028, ResetLoadersForSaveUnMarkAllObjects=0.385799, TagPackageExports=22.220812, BeginCacheForCookedPlatformData=0.005260, SerializeImports=23.917887, GatherLocalizableTextData=39.840816, MarkNames=0.124265, SerializeSummary=0.019651, SerializeNames=0.368640, SerializeGatherableTextData=0.394933, BuildExportMap=0.396591, SortExportsNonSeekfree=4.726455, SortExportsSeekfreeConstructor=0.064485, SortExportsSeekfreeInner=27.845345, SortExportsSeekfree=0.008855, BuildDependencyMap=0.272330, SerializeImportMap=0.041790, SerializeExportMap=0.171315, SerializeDependencyMap=0.034593, SerializeStringAssetReferenceMap=0.003323, SaveThumbNailsAssetRegistryDataWorldLevelInfo=3.471363, SerializeExports=37.653885, SerializeBulkData=0.034593, MoveFile=4.207537, UnaccountedTime=1.712017, RunGuid=RunID69B716BA41C28B0DC8F97691524752EF
SavePackageTransactionId39565C184B95D08093A9AC98C88F0866_1, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/Menus/StartMenu.uasset, AutoPackageBackupDelegate=8.980211, FlushAsyncLoading=0.004426, FlushStreamingFunc=0.063933, BlockTillAllRequestsFinished=0.007469, ResetLoadersForSaveUnMarkAllObjects=0.186261, TagPackageExports=22.161867, BeginCacheForCookedPlatformData=0.004150, SerializeImports=24.621126, GatherLocalizableTextData=39.823936, MarkNames=0.130076, SerializeSummary=0.017714, SerializeNames=0.378050, SerializeGatherableTextData=0.407662, BuildExportMap=0.365872, SortExportsNonSeekfree=4.988268, SortExportsSeekfreeConstructor=0.054244, SortExportsSeekfreeInner=28.109926, SortExportsSeekfree=0.006087, BuildDependencyMap=0.260707, SerializeImportMap=0.032656, SerializeExportMap=0.172697, SerializeDependencyMap=0.034869, SerializeStringAssetReferenceMap=0.002768, SaveThumbNailsAssetRegistryDataWorldLevelInfo=3.410198, SerializeExports=37.602413, SerializeBulkData=0.008579, MoveFile=3.624685, UnaccountedTime=1.330372, RunGuid=RunID69B716BA41C28B0DC8F97691524752EF
SavePackageTransactionId39565C184B95D08093A9AC98C88F0866_2, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/Menus/StartMenu.uasset, AutoPackageBackupDelegate=16.920090, FlushAsyncLoading=0.011902, FlushStreamingFunc=0.072785, BlockTillAllRequestsFinished=0.007197, ResetLoadersForSaveUnMarkAllObjects=0.200093, TagPackageExports=23.463175, BeginCacheForCookedPlatformData=0.005260, SerializeImports=26.034523, GatherLocalizableTextData=40.539078, MarkNames=0.142530, SerializeSummary=0.018541, SerializeNames=0.378329, SerializeGatherableTextData=0.407387, BuildExportMap=0.368915, SortExportsNonSeekfree=4.850443, SortExportsSeekfreeConstructor=0.067528, SortExportsSeekfreeInner=28.271828, SortExportsSeekfree=0.006363, BuildDependencyMap=0.259046, SerializeImportMap=0.054799, SerializeExportMap=0.178784, SerializeDependencyMap=0.031829, SerializeStringAssetReferenceMap=0.002488, SaveThumbNailsAssetRegistryDataWorldLevelInfo=3.439538, SerializeExports=37.891621, SerializeBulkData=0.010516, MoveFile=4.265379, UnaccountedTime=1.521334, RunGuid=RunID69B716BA41C28B0DC8F97691524752EF
SavePackageTransactionId39565C184B95D08093A9AC98C88F0866_3, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Saved/Autosaves/Game/2DNonDiegetic/Menus/StartMenu_Auto1.uasset, AutoPackageBackupDelegate=9.369328, FlushAsyncLoading=0.004429, FlushStreamingFunc=0.083305, BlockTillAllRequestsFinished=0.007194, ResetLoadersForSaveUnMarkAllObjects=0.185706, TagPackageExports=23.552847, BeginCacheForCookedPlatformData=0.015777, SerializeImports=25.423166, GatherLocalizableTextData=41.045269, MarkNames=0.138655, SerializeSummary=0.015501, SerializeNames=0.399914, SerializeGatherableTextData=0.442255, BuildExportMap=0.366427, SortExportsNonSeekfree=5.091775, SortExportsSeekfreeConstructor=0.058670, SortExportsSeekfreeInner=29.330976, SortExportsSeekfree=0.006367, BuildDependencyMap=0.253785, SerializeImportMap=0.038195, SerializeExportMap=0.165500, SerializeDependencyMap=0.037361, SerializeStringAssetReferenceMap=0.003047, SaveThumbNailsAssetRegistryDataWorldLevelInfo=3.366746, SerializeExports=38.467278, SerializeBulkData=0.009131, MoveFile=4.339270, UnaccountedTime=0.328235, RunGuid=RunID69B716BA41C28B0DC8F97691524752EF
SavePackageTransactionId39565C184B95D08093A9AC98C88F0866_4, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/Menus/StartMenu.uasset, AutoPackageBackupDelegate=15.275873, FlushAsyncLoading=0.012733, FlushStreamingFunc=0.066698, BlockTillAllRequestsFinished=0.007749, ResetLoadersForSaveUnMarkAllObjects=0.201754, TagPackageExports=24.930820, BeginCacheForCookedPlatformData=0.004981, SerializeImports=28.464727, GatherLocalizableTextData=43.114300, MarkNames=0.150003, SerializeSummary=0.019651, SerializeNames=0.391334, SerializeGatherableTextData=0.447240, BuildExportMap=0.384137, SortExportsNonSeekfree=4.845738, SortExportsSeekfreeConstructor=0.057843, SortExportsSeekfreeInner=30.471489, SortExportsSeekfree=0.006091, BuildDependencyMap=0.249632, SerializeImportMap=0.032380, SerializeExportMap=0.174355, SerializeDependencyMap=0.033487, SerializeStringAssetReferenceMap=0.002488, SaveThumbNailsAssetRegistryDataWorldLevelInfo=3.392763, SerializeExports=41.094254, SerializeBulkData=0.008579, MoveFile=4.119806, UnaccountedTime=1.495041, RunGuid=RunID69B716BA41C28B0DC8F97691524752EF
SavePackageTransactionId39565C184B95D08093A9AC98C88F0866_5, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/Menus/StartMenu.uasset, AutoPackageBackupDelegate=9.275786, FlushAsyncLoading=0.003599, FlushStreamingFunc=0.108488, BlockTillAllRequestsFinished=0.007473, ResetLoadersForSaveUnMarkAllObjects=0.187363, TagPackageExports=23.012892, BeginCacheForCookedPlatformData=0.005260, SerializeImports=25.792360, GatherLocalizableTextData=42.840588, MarkNames=0.179339, SerializeSummary=0.018820, SerializeNames=0.387460, SerializeGatherableTextData=0.505634, BuildExportMap=0.314951, SortExportsNonSeekfree=4.783742, SortExportsSeekfreeConstructor=0.066146, SortExportsSeekfreeInner=29.007170, SortExportsSeekfree=0.006367, BuildDependencyMap=0.278138, SerializeImportMap=0.032656, SerializeExportMap=0.161905, SerializeDependencyMap=0.035428, SerializeStringAssetReferenceMap=0.002768, SaveThumbNailsAssetRegistryDataWorldLevelInfo=3.266007, SerializeExports=37.520214, SerializeBulkData=0.010516, MoveFile=4.265376, UnaccountedTime=1.501408, RunGuid=RunID69B716BA41C28B0DC8F97691524752EF
SavePackageTransactionId39565C184B95D08093A9AC98C88F0866_6, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/Menus/StartMenu.uasset, AutoPackageBackupDelegate=9.085651, FlushAsyncLoading=0.005811, FlushStreamingFunc=0.066701, BlockTillAllRequestsFinished=0.006642, ResetLoadersForSaveUnMarkAllObjects=0.187639, TagPackageExports=22.569805, BeginCacheForCookedPlatformData=0.006918, SerializeImports=26.343386, GatherLocalizableTextData=39.710464, MarkNames=0.208400, SerializeSummary=0.019651, SerializeNames=0.375282, SerializeGatherableTextData=0.465505, BuildExportMap=0.366148, SortExportsNonSeekfree=5.111147, SortExportsSeekfreeConstructor=0.066701, SortExportsSeekfreeInner=28.932169, SortExportsSeekfree=0.006918, BuildDependencyMap=0.350926, SerializeImportMap=0.039577, SerializeExportMap=0.170480, SerializeDependencyMap=0.032660, SerializeStringAssetReferenceMap=0.002768, SaveThumbNailsAssetRegistryDataWorldLevelInfo=3.419328, SerializeExports=38.673183, SerializeBulkData=0.009410, MoveFile=4.473776, UnaccountedTime=1.541261, RunGuid=RunID69B716BA41C28B0DC8F97691524752EF
SavePackageTransactionId39565C184B95D08093A9AC98C88F0866_7, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/Menus/StartMenu.uasset, AutoPackageBackupDelegate=17.031345, FlushAsyncLoading=0.011902, FlushStreamingFunc=0.066973, BlockTillAllRequestsFinished=0.006642, ResetLoadersForSaveUnMarkAllObjects=0.214763, TagPackageExports=28.321642, BeginCacheForCookedPlatformData=0.006367, SerializeImports=29.390480, GatherLocalizableTextData=85.577667, MarkNames=0.151660, SerializeSummary=0.017159, SerializeNames=0.381649, SerializeGatherableTextData=0.865974, BuildExportMap=0.352863, SortExportsNonSeekfree=5.080153, SortExportsSeekfreeConstructor=0.814773, SortExportsSeekfreeInner=31.725477, SortExportsSeekfree=0.006642, BuildDependencyMap=0.276200, SerializeImportMap=0.030998, SerializeExportMap=0.167713, SerializeDependencyMap=0.037361, SerializeStringAssetReferenceMap=0.003047, SaveThumbNailsAssetRegistryDataWorldLevelInfo=3.527265, SerializeExports=43.560158, SerializeBulkData=0.009131, MoveFile=4.100986, UnaccountedTime=1.550946, RunGuid=RunID69B716BA41C28B0DC8F97691524752EF
SavePackageTransactionId39565C184B95D08093A9AC98C88F0866_8, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/Menus/StartMenu.uasset, AutoPackageBackupDelegate=8.675497, FlushAsyncLoading=0.003044, FlushStreamingFunc=0.101570, BlockTillAllRequestsFinished=0.006091, ResetLoadersForSaveUnMarkAllObjects=0.177402, TagPackageExports=27.005665, BeginCacheForCookedPlatformData=0.006642, SerializeImports=29.162985, GatherLocalizableTextData=87.370499, MarkNames=0.210058, SerializeSummary=0.017438, SerializeNames=0.473253, SerializeGatherableTextData=1.160163, BuildExportMap=0.402406, SortExportsNonSeekfree=5.167607, SortExportsSeekfreeConstructor=0.112362, SortExportsSeekfreeInner=32.349564, SortExportsSeekfree=0.007194, BuildDependencyMap=1.200296, SerializeImportMap=0.032656, SerializeExportMap=0.182662, SerializeDependencyMap=0.040129, SerializeStringAssetReferenceMap=0.003044, SaveThumbNailsAssetRegistryDataWorldLevelInfo=3.608912, SerializeExports=43.196495, SerializeBulkData=0.008028, MoveFile=3.995538, UnaccountedTime=1.421146, RunGuid=RunID69B716BA41C28B0DC8F97691524752EF
SavePackageTransactionId39565C184B95D08093A9AC98C88F0866_9, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/Menus/StartMenu.uasset, AutoPackageBackupDelegate=9.095896, FlushAsyncLoading=0.004150, FlushStreamingFunc=0.060610, BlockTillAllRequestsFinished=0.006918, ResetLoadersForSaveUnMarkAllObjects=0.202864, TagPackageExports=27.801064, BeginCacheForCookedPlatformData=0.006642, SerializeImports=30.190304, GatherLocalizableTextData=87.595230, MarkNames=0.179335, SerializeSummary=0.022974, SerializeNames=0.398804, SerializeGatherableTextData=0.879534, BuildExportMap=0.379987, SortExportsNonSeekfree=5.066037, SortExportsSeekfreeConstructor=0.059225, SortExportsSeekfreeInner=33.189243, SortExportsSeekfree=0.007473, BuildDependencyMap=1.237106, SerializeImportMap=0.032101, SerializeExportMap=0.176571, SerializeDependencyMap=0.097416, SerializeStringAssetReferenceMap=0.003599, SaveThumbNailsAssetRegistryDataWorldLevelInfo=3.711864, SerializeExports=46.167484, SerializeBulkData=0.009410, MoveFile=4.616585, UnaccountedTime=1.510538, RunGuid=RunID69B716BA41C28B0DC8F97691524752EF
SavePackageTransactionId39565C184B95D08093A9AC98C88F0866_10, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/Menus/StartMenu.uasset, AutoPackageBackupDelegate=8.491178, FlushAsyncLoading=0.003044, FlushStreamingFunc=0.103232, BlockTillAllRequestsFinished=0.004150, ResetLoadersForSaveUnMarkAllObjects=0.153325, TagPackageExports=27.643036, BeginCacheForCookedPlatformData=0.005811, SerializeImports=30.044731, GatherLocalizableTextData=88.550316, MarkNames=0.212826, SerializeSummary=0.022970, SerializeNames=0.421777, SerializeGatherableTextData=1.019020, BuildExportMap=0.404067, SortExportsNonSeekfree=5.142421, SortExportsSeekfreeConstructor=0.064760, SortExportsSeekfreeInner=33.527992, SortExportsSeekfree=0.008028, BuildDependencyMap=1.150478, SerializeImportMap=0.034597, SerializeExportMap=0.177398, SerializeDependencyMap=0.115961, SerializeStringAssetReferenceMap=0.003874, SaveThumbNailsAssetRegistryDataWorldLevelInfo=3.636308, SerializeExports=47.805332, SerializeBulkData=0.010241, MoveFile=3.983088, UnaccountedTime=1.489781, RunGuid=RunID69B716BA41C28B0DC8F97691524752EF
